"";"x"
"1226";96
"1227";96
"1228";96
"1229";402
"1230";350
"1231";85
"1232";33
"1233";33
"1234";33
"1235";33
"1236";33
"1237";33
"1238";1952
"1239";2202
"1240";2031
"1241";120
"1242";120
"1243";13
"1244";781
"1245";16
"1246";921
"1247";2203
"1248";2139
"1249";2140
"1250";403
"1251";1898
"1252";1967
"1253";68
"1254";352
"1255";879
"1256";1355
"1257";50
"1258";286
"1259";1953
"1260";880
"1261";1968
"1262";1954
"1263";1870
"1264";17
"1265";1955
"1266";726
"1267";13
"1268";510
"1269";32
"1270";866
"1271";16
"1272";404
"1273";2104
"1274";1899
"1275";744
"1276";1
"1277";2087
"1278";108
"1279";64
"1280";922
"1281";840
"1282";28
"1283";1900
"1284";31
"1285";1965
"1286";720
"1287";1992
"1288";1901
"1289";1840
"1290";69
"1291";86
"1292";86
"1293";1902
"1294";1937
"1295";2013
"1296";1903
"1297";923
"1298";31
"1299";2193
"1300";87
"1301";87
"1302";2088
"1303";198
"1304";45
"1305";300
"1306";300
"1307";50
"1308";50
"1309";511
"1310";214
"1311";2014
"1312";2015
"1313";3
"1314";91
"1315";9
"1316";28
"1317";292
"1318";924
"1319";925
"1320";926
"1321";157
"1322";353
"1323";353
"1324";2
"1325";2
"1326";67
"1327";32
"1328";745
"1329";1993
"1330";1841
"1331";782
"1332";1904
"1333";1842
"1334";356
"1335";356
"1336";17
"1337";512
"1338";512
"1339";664
"1340";5
"1341";841
"1342";927
"1343";132
"1344";1843
"1345";513
"1346";514
"1347";1
"1348";2062
"1349";1
"1350";6
"1351";814
"1352";826
"1353";2084
"1354";842
"1355";485
"1356";316
"1357";729
"1358";157
"1359";2141
"1360";1871
"1361";515
"1362";2063
"1363";1872
"1364";2064
"1365";516
"1366";516
"1367";319
"1368";319
"1369";319
"1370";867
"1371";405
"1372";405
"1373";1905
"1374";1906
"1375";8
"1376";8
"1377";2065
"1378";2210
"1379";1873
"1380";1356
"1381";268
"1382";64
"1383";371
"1384";64
"1385";1874
"1386";1357
"1387";113
"1388";113
"1389";2089
"1390";797
"1391";2106
"1392";2235
"1393";223
"1394";223
"1395";2016
"1396";370
"1397";70
"1398";268
"1399";206
"1400";207
"1401";730
