"";"x"
"884";1527
"885";4
"886";4
"887";1522
"888";1517
"889";16
"890";16
"891";1511
"892";348
"893";324
"894";405
"895";6
"896";1505
"897";1504
"898";17
"899";16
"900";16
"901";16
"902";4
"903";60
"904";488
"905";169
"906";169
"907";16
"908";42
"909";232
"910";232
"911";232
"912";42
"913";49
"914";83
"915";83
"916";83
"917";343
"918";1457
"919";1454
"920";1453
"921";413
"922";1450
"923";276
"924";256
"925";4
"926";200
"927";200
"928";1437
"929";508
"930";1444
"931";4
"932";221
"933";369
"934";269
"935";269
"936";1419
"937";113
"938";113
"939";113
"940";113
"941";16
"942";2089
"943";1389
"944";1387
"945";9
"946";4
"947";4
"948";4
"949";4
"950";1373
"951";4
"952";4
"953";15
"954";4
"955";4
"956";4
"957";4
"958";1356
"959";225
"960";225
"961";4
"962";4
"963";1346
"964";1353
"965";1343
"966";1341
"967";1342
"968";4
"969";1331
"970";1329
"971";1326
"972";1330
"973";439
"974";439
"975";1321
"976";1322
"977";4
"978";4
"979";4
"980";4
"981";1304
"982";1306
"983";428
"984";428
"985";1299
"986";1297
"987";1300
"988";1294
"989";45
"990";126
"991";45
"992";94
"993";94
"994";4
"995";4
"996";4
"997";4
"998";4
"999";1273
"1000";15
"1001";4
"1002";15
"1003";16
"1004";1272
"1005";1263
"1006";1262
"1007";19
"1008";1265
"1009";1256
"1010";115
"1011";115
"1012";115
"1013";1250
"1014";4
"1015";4
"1016";1239
"1017";7
"1018";1234
"1019";1231
"1020";1228
"1021";1225
"1022";1253
"1023";112
"1024";1219
"1025";4
"1026";250
"1027";240
"1028";240
"1029";240
"1030";240
"1031";1211
"1032";120
"1033";120
"1034";1220
"1035";1208
"1036";4
"1037";442
"1038";1201
"1039";435
"1040";435
"1041";279
"1042";1184
"1043";1194
"1044";1178
"1045";1183
"1046";244
"1047";1
"1048";1169
"1049";1167
"1050";1170
"1051";1162
"1052";1161
"1053";1160
"1054";4
"1055";4
"1056";204
"1057";1154
"1058";107
"1059";21
"1060";1145
"1061";6
"1062";209
"1063";1142
"1064";1139
"1065";64
"1066";159
"1067";1
"1068";4
"1069";1136
"1070";16
"1071";16
"1072";6
"1073";1132
"1074";1135
"1075";9
"1076";4
"1077";1122
"1078";1119
"1079";1115
"1080";52
"1081";1113
"1082";64
"1083";1117
"1084";102
"1085";1110
"1086";1
"1087";80
"1088";1106
"1089";1120
"1090";1098
"1091";432
"1092";1090
"1093";1088
"1094";1089
"1095";1086
"1096";1094
"1097";333
"1098";209
"1099";64
"1100";64
"1101";64
"1102";64
"1103";64
"1104";1044
"1105";64
"1106";226
"1107";226
"1108";226
"1109";231
"1110";231
"1111";231
"1112";1031
"1113";1029
"1114";1027
"1115";1026
"1116";4
"1117";1021
"1118";1020
"1119";1017
"1120";1023
"1121";1014
"1122";223
"1123";223
"1124";223
"1125";223
"1126";223
"1127";223
"1128";223
"1129";4
"1130";4
"1131";4
"1132";4
"1133";4
"1134";362
"1135";4
"1136";14
"1137";4
"1138";14
"1139";4
"1140";25
"1141";25
"1142";25
"1143";973
"1144";961
"1145";958
"1146";953
"1147";951
"1148";193
"1149";193
"1150";125
"1151";125
"1152";125
"1153";125
"1154";942
"1155";498
"1156";939
"1157";4
"1158";938
"1159";459
"1160";541
"1161";541
"1162";933
"1163";222
"1164";468
"1165";930
"1166";929
"1167";924
"1168";59
"1169";222
"1170";999
"1171";72
"1172";109
"1173";921
"1174";463
"1175";912
"1176";911
"1177";907
"1178";915
"1179";904
"1180";906
"1181";94
"1182";895
"1183";4
"1184";897
"1185";4
"1186";891
"1187";890
"1188";884
"1189";885
"1190";883
"1191";158
"1192";158
"1193";158
"1194";158
"1195";158
"1196";6
"1197";16
"1198";16
"1199";30
"1200";237
"1201";272
"1202";78
"1203";868
"1204";875
"1205";863
"1206";180
"1207";180
"1208";27
"1209";397
"1210";855
"1211";853
"1212";2
"1213";850
"1214";845
"1215";844
"1216";840
"1217";65
"1218";841
"1219";7
"1220";837
"1221";836
"1222";833
"1223";485
"1224";485
"1225";441
"1226";37
"1227";37
"1228";37
"1229";470
"1230";17
"1231";4
"1232";4
"1233";4
"1234";4
"1235";4
"1236";4
"1237";4
"1238";823
"1239";824
"1240";821
"1241";2
"1242";2
"1243";9
"1244";814
"1245";221
"1246";816
"1247";809
"1248";817
"1249";808
"1250";471
"1251";798
"1252";796
"1253";9
"1254";9
"1255";789
"1256";787
"1257";4
"1258";184
"1259";791
"1260";780
"1261";783
"1262";777
"1263";774
"1264";8
"1265";773
"1266";770
"1267";9
"1268";467
"1269";222
"1270";769
"1271";221
"1272";481
"1273";771
"1274";766
"1275";764
"1276";6
"1277";800
"1278";4
"1279";4
"1280";760
"1281";755
"1282";1
"1283";757
"1284";4
"1285";753
"1286";752
"1287";749
"1288";750
"1289";748
"1290";65
"1291";9
"1292";9
"1293";746
"1294";745
"1295";743
"1296";744
"1297";741
"1298";4
"1299";740
"1300";29
"1301";29
"1302";736
"1303";4
"1304";2
"1305";272
"1306";272
"1307";4
"1308";4
"1309";450
"1310";138
"1311";725
"1312";724
"1313";1
"1314";34
"1315";11
"1316";1
"1317";248
"1318";716
"1319";713
"1320";711
"1321";110
"1322";9
"1323";9
"1324";16
"1325";16
"1326";4
"1327";222
"1328";704
"1329";756
"1330";696
"1331";693
"1332";689
"1333";690
"1334";161
"1335";161
"1336";8
"1337";297
"1338";297
"1339";679
"1340";4
"1341";674
"1342";683
"1343";4
"1344";670
"1345";298
"1346";390
"1347";6
"1348";681
"1349";6
"1350";17
"1351";660
"1352";661
"1353";651
"1354";655
"1355";301
"1356";261
"1357";647
"1358";110
"1359";644
"1360";648
"1361";407
"1362";640
"1363";635
"1364";636
"1365";322
"1366";322
"1367";263
"1368";263
"1369";263
"1370";627
"1371";303
"1372";303
"1373";621
"1374";620
"1375";51
"1376";51
"1377";614
"1378";615
"1379";698
"1380";613
"1381";164
"1382";4
"1383";4
"1384";4
"1385";606
"1386";605
"1387";101
"1388";101
"1389";600
"1390";602
"1391";596
"1392";6
"1393";153
"1394";153
"1395";592
"1396";6
"1397";4
"1398";164
"1399";92
"1400";89
"1401";586
"1402";4
"1403";4
"1404";575
"1405";92
"1406";92
"1407";4
"1408";65
"1409";65
"1410";65
"1411";497
"1412";563
"1413";565
"1414";578
"1415";492
"1416";4
"1417";557
"1418";617
"1419";552
"1420";550
"1421";549
"1422";4
"1423";547
"1424";546
"1425";545
"1426";6
"1427";6
"1428";1165
"1429";4
"1430";4
"1431";4
"1432";300
"1433";130
"1434";2130
"1435";2131
"1436";2129
"1437";539
"1438";539
"1439";4
"1440";4
"1441";2118
"1442";4
"1443";201
"1444";292
"1445";2112
"1446";2110
"1447";221
"1448";81
"1449";4
"1450";30
"1451";2101
"1452";22
"1453";16
"1454";9
"1455";77
"1456";310
"1457";22
"1458";11
"1459";2092
"1460";4
"1461";2087
"1462";2106
"1463";313
"1464";2086
"1465";2083
"1466";2082
"1467";2081
"1468";4
"1469";241
"1470";241
"1471";2078
"1472";2077
"1473";2075
"1474";4
"1475";4
"1476";4
"1477";4
"1478";318
"1479";2070
"1480";4
"1481";79
"1482";79
"1483";79
"1484";79
"1485";2069
"1486";4
"1487";4
"1488";4
"1489";4
"1490";4
"1491";4
"1492";4
"1493";4
"1494";4
"1495";4
