id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-npre-unweighted-nimp,walktrap-npre-unweighted-imp,louvain-npre-unweighted-nimp,louvain-npre-unweighted-imp,infomap-npre-unweighted-nimp,infomap-npre-unweighted-imp
1290,1,g k hall and co,g k hall and co,0--8161,1988,1989,2,12,12,966,966,349,348
1418,2,h holt;;henry holt,h holt;;henry holt,0--312;0--8050,1988,2013,4,12,12,1440,1440,251,249
1526,2,henry holt and co;;henry holt and company,henry holt and co;;henry holt and company,1--62779;1--250;0--8050;1--4668,1998,2018,5,12,12,1440,1440,13,14
1527,1,henry holt and company llc,henry holt and company llc,1--62779,2016,2016,1,12,12,1440,1440,13,14
1528,1,henry holt and company square fish imprints of macmillan,henry holt and company square fish imprints of macmillan,0--8050,2013,2013,1,12,12,1440,1440,251,249
1573,1,holt,holt,0--8050,1987,1987,1,12,12,1440,1440,251,249
1659,1,imprint,imprint,1--250,2018,2018,1,12,12,1440,1440,13,14
1797,1,john curley and associates,john curley and associates,1--55504,1987,1987,1,12,12,966,966,67,65
2028,1,macmillan,macmillan,0--333;0--665;1--5098;0--312;1--4472;0--230;1--4050;0--02,1964,2017,23,12,12,1440,1440,100,96
2033,1,macmillan press,macmillan press,0--333,1980,1984,2,12,12,1440,1440,100,96
2036,1,macmillan publishing group,macmillan publishing group,1--250,2019,2019,1,12,12,1440,1440,13,14
2155,1,minotaur books,minotaur books,1--250;1--4668,2013,2018,5,12,12,1440,1440,13,14
2392,1,orb,orb,1--4299,2003,2003,1,12,12,1440,1440,13,14
2450,1,pan,pan,0--330,2011,2011,1,12,12,1440,1440,25,25
2452,1,pan books,pan books,0--330;1--4472,1978,2015,4,12,12,1440,1440,25,25
2453,1,pan macmillan,pan macmillan,1--4472,2013,2013,1,12,12,1440,1440,25,25
2461,1,paragon chivers,paragon chivers,0--7927,1991,1991,1,12,12,966,966,67,65
2560,1,picador,picador,0--330;0--312;1--4472;1--74351;1--250,1991,2019,14,12,12,1440,1440,25,25
2561,1,picador farrar straus and giroux,picador farrar straus and giroux,1--250,2015,2018,2,12,12,1440,1440,13,14
2632,1,priddy books,priddy books,0--312,2005,2005,1,12,12,1440,1440,25,25
3043,1,sourcebooks inc,sourcebooks inc,1--4926;0--330;1--5182,2015,2015,1,12,12,517,517,350,349
3080,1,square fish,square fish,0--312;1--250,2012,2019,5,12,12,1440,1440,25,25
3081,1,square fish farrar straus giroux,square fish farrar straus giroux,1--250,2015,2015,1,12,12,1440,1440,13,14
3087,1,st martin's,st martin's,0--312,1998,1998,1,12,12,1440,1440,25,25
3088,1,st martin's griffin,st martin's griffin,0--606;1--137;0--330;0--312;1--4420;1--250,1999,2017,14,12,12,1440,1440,25,25
3089,1,st martin's minotaur,st martin's minotaur,0--312,1999,1999,1,12,12,1440,1440,25,25
3090,1,st martin's paperbacks,st martin's paperbacks,0--312;1--4472;1--250,1989,2017,18,12,12,1440,1440,25,25
3091,1,st martin's press,st martin's press,1--4299;0--312;1--4668;1--250,1977,2019,19,12,12,1440,1440,13,14
3092,1,st martins paperbacks,st martins paperbacks,1--250,2014,2014,1,12,12,1440,1440,13,14
3107,1,starscape,starscape,0--7653,2008,2008,1,12,12,1440,1440,102,98
3172,2,t doherty associates;;tom doherty associates,t doherty associates;;tom doherty associates,0--7653;0--312;0--8125,1985,2017,6,12,12,1440,1440,102,98
3227,1,thomas dunne books,thomas dunne books,1--250;1--4668,2012,2013,2,12,12,1440,1440,13,14
3228,1,thomas dunne books st martin's press,thomas dunne books st martin's press,1--250,2015,2017,3,12,12,1440,1440,13,14
3260,1,times books henry holt and company,times books henry holt and company,0--8050,2018,2018,1,12,12,1440,1440,251,249
3273,1,tor,tor,0--7653;0--8125,1988,2019,18,12,12,1440,1440,102,98
3274,1,tor books,tor books,0--312,1987,1987,1,12,12,1440,1440,25,25
3275,1,tor com,tor com,1--4668,2015,2015,1,12,12,1440,1440,13,14
3276,1,tor fantasy,tor fantasy,0--7653;0--312;0--8125,1994,1994,1,12,12,1440,1440,102,98
3277,1,tor fantasy a tom doherty associates book,tor fantasy a tom doherty associates book,1--4299,2003,2003,1,12,12,1440,1440,13,14
3278,1,tor teen a tom doherty associates book,tor teen a tom doherty associates book,0--7653;1--4844,2015,2015,1,12,12,1440,1440,102,98
3591,1,windsor,windsor,0--7540,2004,2004,1,12,12,966,966,67,65
113,1,all due respect books,all due respect books,1--5025,2014,2014,1,13,13,503,503,6,7
359,1,barncott press,barncott press,1--4954,2014,2014,1,13,13,503,503,608,606
843,2,create space independent publishing platform;;createspace independent publishing platform,create space independent publishing platform;;createspace independent publishing platform,1--4802;1--5306;1--5441;1--9869;1--5175;1--7174;1--7220;1--5002;1--4699;1--4954;1--4959;1--5089;1--4937;1--9811;1--5057;1--5446;1--4929;1--5394;1--9841;1--5442;1--5025;0--9980828;1--5114;1--5398;1--5374;1--5470;1--9832;1--4910;1--4935;1--5447;1--5307;1--4810;1--4960,2012,2018,32,13,13,503,503,6,7
880,1,cynthia valero,cynthia valero,1--5089,2015,2015,1,13,13,503,503,343,343
1199,1,faw eurobodalla writers,faw eurobodalla writers,1--5089,2015,2015,1,13,13,503,503,343,343
1316,1,gary wittmann,gary wittmann,1--5002,2012,2012,1,13,13,503,503,6,7
1711,1,internationalist publishing company,internationalist publishing company,1--4954,2014,2014,1,13,13,503,503,608,606
1815,1,jose luis leyva,jose luis leyva,1--5114,2015,2015,1,13,13,503,503,6,7
2129,1,mendon cottage books jd biz publishing,mendon cottage books jd biz publishing,1--5057,2014,2014,1,13,13,503,503,6,7
2156,1,miranda gargasz,miranda gargasz,1--4960,2014,2014,1,13,13,503,503,6,7
2397,1,organic prepper,organic prepper,1--5089,2015,2015,1,13,13,503,503,343,343
14,1,a constable,a constable,0--665,1982,1982,1,14,14,515,515,2,2
17,1,a m thayer,a m thayer,0--665,1981,1981,1,14,14,515,515,2,2
18,1,a s barnes,a s barnes,0--665,1983,1983,1,14,14,515,515,2,2
148,1,american medical association,american medical association,0--665,1980,1980,1,14,14,515,515,2,2
159,1,american sunday school union,american sunday school union,0--665,1981,1981,1,14,14,515,515,2,2
441,1,blackie,blackie,0--665,1982,1982,1,14,14,515,515,2,2
566,1,burrows,burrows,0--665,1980,1980,1,14,14,515,515,2,2
582,1,c h kelly,c h kelly,0--665,1984,1984,1,14,14,515,515,2,2
619,1,carey and hart,carey and hart,0--665,1982,1982,1,14,14,515,515,2,2
633,1,carswell and co,carswell and co,0--665,1980,1980,1,14,14,515,515,2,2
644,1,cassell petter and galpin,cassell petter and galpin,0--665,1981,1981,1,14,14,515,515,2,2
871,1,cupples and hurd,cupples and hurd,0--665,1982,1982,1,14,14,515,515,2,2
872,1,cupples upham,cupples upham,0--665,1982,1982,1,14,14,515,515,2,2
881,1,d appleton,d appleton,0--665,1981,1981,1,14,14,515,515,2,2
882,1,d douglas,d douglas,0--665,1982,1982,1,14,14,515,515,2,2
883,1,d m dewey,d m dewey,0--665,1982,1982,1,14,14,515,515,2,2
889,1,d van nostrand,d van nostrand,0--665,1980,1980,1,14,14,515,515,2,2
922,1,de la presse cramoisy de j m shea,de la presse cramoisy de j m shea,0--665,1982,1982,1,14,14,515,515,2,2
981,1,dodge pub co,dodge pub co,0--665,1981,1981,1,14,14,515,515,2,2
1046,1,e stanford,e stanford,0--665,1982,1982,1,14,14,515,515,2,2
1047,1,e stock,e stock,0--665,1980,1980,1,14,14,515,515,2,2
1166,1,f h thomas,f h thomas,0--665,1983,1983,1,14,14,515,515,2,2
1167,1,f p harper,f p harper,0--665,1984,1984,1,14,14,515,515,2,2
1291,1,g munro's sons,g munro's sons,0--665,1982,1982,1,14,14,515,515,2,2
1292,1,g p o,g p o,0--665,1981,1981,1,14,14,515,515,2,2
1417,1,h colburn and r bentley,h colburn and r bentley,0--665,1984,1984,1,14,14,515,515,2,2
1612,1,hurd and houghton,hurd and houghton,0--665,1980,1980,1,14,14,515,515,2,2
1747,1,j b lippincott,j b lippincott,0--665;0--397,1981,1988,2,14,14,515,515,609,607
1751,1,j c holmes,j c holmes,0--665,1981,1981,1,14,14,515,515,2,2
1755,1,j disturnell,j disturnell,0--665,1982,1982,1,14,14,515,515,2,2
1758,1,j lane,j lane,0--665,1981,1984,2,14,14,515,515,2,2
1761,1,j munsell,j munsell,0--665,1981,1981,1,14,14,515,515,2,2
1763,1,j nisbet,j nisbet,0--665,1982,1982,1,14,14,515,515,2,2
1766,1,j ridgway,j ridgway,0--665,1983,1983,1,14,14,515,515,2,2
1769,1,j wilson,j wilson,0--665,1981,1981,1,14,14,515,515,2,2
1818,1,journal of commerce and commercial bulletin,journal of commerce and commercial bulletin,0--665,1981,1981,1,14,14,515,515,2,2
1915,1,lawson and jones,lawson and jones,0--665,1981,1981,1,14,14,515,515,2,2
1916,1,league,league,0--665,1980,1980,1,14,14,515,515,2,2
1960,1,lippincott,lippincott,0--397,1973,1978,2,14,14,515,515,609,607
1990,1,longman hurst rees orme and brown,longman hurst rees orme and brown,0--665,1983,1983,1,14,14,515,515,2,2
1991,1,longmans green,longmans green,0--665,1982,1982,1,14,14,515,515,2,2
2208,1,nafis and cornish,nafis and cornish,0--665,1982,1982,1,14,14,515,515,2,2
2246,1,nelson,nelson,0--665,1982,1982,1,14,14,515,515,2,2
2362,1,oliphant anderson and ferrier,oliphant anderson and ferrier,0--665,1981,1981,1,14,14,515,515,2,2
2637,1,prince society,prince society,0--665,1980,1980,1,14,14,515,515,2,2
2702,1,r bentley,r bentley,0--665,1983,1983,1,14,14,515,515,2,2
2858,1,s bagster,s bagster,0--665,1984,1984,1,14,14,515,515,2,2
2860,1,s bowles,s bowles,0--665,1980,1980,1,14,14,515,515,2,2
2861,1,s e cassino,s e cassino,0--665,1980,1980,1,14,14,515,515,2,2
2864,1,s sonnenschein,s sonnenschein,0--665,1980,1980,1,14,14,515,515,2,2
2866,1,s thaxter,s thaxter,0--665,1984,1984,1,14,14,515,515,2,2
3148,1,sunday school union,sunday school union,0--665,1979,1979,1,14,14,515,515,2,2
3258,1,times and reformer pub house,times and reformer pub house,0--665,1986,1986,1,14,14,515,515,2,2
3302,1,tru bner,tru bner,0--665,1980,1980,1,14,14,515,515,2,2
3350,1,united states book co,united states book co,0--665,1985,1985,1,14,14,515,515,2,2
3479,1,w blackwood and sons,w blackwood and sons,0--665,1981,1981,1,14,14,515,515,2,2
3480,1,w briggs,w briggs,0--665,1982,1982,1,14,14,515,515,2,2
3488,1,w scott,w scott,0--665,1982,1982,1,14,14,515,515,2,2
3567,1,wiley and putnam,wiley and putnam,0--665,1984,1984,1,14,14,515,515,2,2
612,1,capstone heinemann library,capstone heinemann library,1--4329,2013,2013,1,15,15,1274,1274,189,188
792,1,compass point books,compass point books,1--4747;0--7565,2019,2019,1,15,15,1274,1274,192,191
1518,1,heinemann library,heinemann library,1--4846;0--431;1--4329;1--4109;1--4395,2003,2015,5,15,15,1274,1274,189,188
1519,1,heinemann raintree,heinemann raintree,1--4846,2015,2015,1,15,15,1274,1274,189,188
2720,1,raintree,raintree,1--4747;1--4109;1--4062;0--613,1992,2019,5,15,15,1274,1274,192,191
239,1,arnold,arnold,0--340;0--7131,1964,2002,4,16,16,1823,1823,27,26
680,1,chambers,chambers,1--4736,2016,2016,1,16,16,1823,1823,27,26
1038,2,e arnold;;edward arnold,e arnold;;edward arnold,0--7131,1971,1987,5,16,16,1823,1823,27,26
1561,1,hodder and stoughton ltd,hodder and stoughton ltd,0--340,2009,2009,1,16,16,1823,1823,27,26
1563,1,hodder children's,hodder children's,0--340,2003,2003,1,16,16,1823,1823,27,26
1564,1,hodder children's books,hodder children's books,1--4449;0--340,2004,2016,3,16,16,1823,1823,27,26
1567,1,hodder paperbacks,hodder paperbacks,0--340,1971,1972,2,16,16,1823,1823,27,26
1868,1,knight books,knight books,0--340,1974,1974,1,16,16,1823,1823,27,26
2287,1,nicholas brealey publishing,nicholas brealey publishing,1--4736;1--5293,2018,2019,2,16,16,1823,1823,27,26
2910,1,sceptre,sceptre,0--340;1--4736,1997,2018,2,16,16,1823,1823,27,26
3193,1,teach yourself,teach yourself,0--340,1989,1989,1,16,16,1823,1823,27,26
3654,1,yellow kite,yellow kite,1--4736,2018,2018,1,16,16,1823,1823,27,26
1060,1,edicio nes certeza,edicio nes certeza,0--8308,1991,1991,1,17,17,1961,1961,185,184
1078,1,eerdmans,eerdmans,0--8028,1966,1983,3,17,17,1961,1961,140,139
1079,1,eerdmans books for young readers,eerdmans books for young readers,0--8028,2012,2012,1,17,17,1961,1961,140,139
1080,1,eerdmans publishing company,eerdmans publishing company,0--8028,2007,2007,1,17,17,1961,1961,140,139
1695,2,inter varsity press;;intervarsity press,inter varsity press;;intervarsity press,0--8028;0--8308;0--87784,1976,2004,3,17,17,1961,1961,140,139
1740,1,ivp academic,ivp academic,0--8308,2012,2012,1,17,17,1961,1961,185,184
1741,1,ivp books,ivp books,1--4619;0--8308,2005,2014,4,17,17,1961,1961,185,184
1742,1,ivp connect,ivp connect,0--8308,2008,2008,1,17,17,1961,1961,185,184
3477,2,w b eerdmans pub co;;william b eerdmans publishing company,w b eerdmans pub co;;william b eerdmans publishing company,0--8028,1983,2015,4,17,17,1961,1961,140,139
29,1,abbey press,abbey press,1--4976,2002,2002,1,18,18,1355,1355,72,72
104,1,albert whitman and company,albert whitman and company,0--8075;1--4976,2015,2018,3,18,18,1355,1355,72,72
1036,1,dzanc books,dzanc books,1--941531;1--937854;1--941088;1--4976,2013,2014,3,18,18,1355,1355,72,72
1696,1,intercollegiate studies institute,intercollegiate studies institute,1--4976,2007,2007,1,18,18,1355,1355,72,72
2203,1,mysteriouspress com open road integrated media,mysteriouspress com open road integrated media,1--4532,2013,2013,1,18,18,1355,1355,55,52
2378,1,open road,open road,1--4976,2014,2014,1,18,18,1355,1355,72,72
2379,1,open road integrated media,open road integrated media,1--5040;1--4804;1--4976;1--4532,2009,2015,11,18,18,1355,1355,55,52
2381,1,open road media,open road media,1--4804,2014,2014,1,18,18,1355,1355,55,52
2382,1,open road media integrated media,open road media integrated media,1--4804,2014,2014,1,18,18,1355,1355,55,52
598,4,cambridge univ press;;cambridge university pr;;cambridge university press;;cambridgeuniversity press,cambridge univ press;;cambridge university pr;;cambridge university press;;cambridgeuniversity press,1--108;1--107;1--139;0--521;1--316;0--511,1955,2019,252,19,19,1256,1256,57,54
1690,1,institution of civil engineers,institution of civil engineers,0--521,2010,2010,1,19,19,1256,1256,57,54
1698,1,international african institute,international african institute,1--108,2018,2018,1,19,19,1256,1256,57,54
2224,1,national gallery of art,national gallery of art,0--521;0--89468,1986,1986,1,19,19,1256,1256,57,54
2627,1,press syndicate of the university of cambridge,press syndicate of the university of cambridge,0--521,1985,1985,1,19,19,1256,1256,57,54
1110,1,emerald,emerald,1--78560;1--78190;1--78350,2013,2015,4,20,20,639,639,92,89
1111,1,emerald group publishing limited,emerald group publishing limited,1--78635;1--78714;1--78350,2014,2017,3,20,20,639,639,92,89
1112,1,emerald publishing limited,emerald publishing limited,1--78714;1--78754,2017,2018,2,20,20,639,639,92,89
123,1,amazon children's pub,amazon children's pub,0--7614,2012,2012,1,21,21,69,69,86,83
124,1,amazon publishing,amazon publishing,0--7614;1--4778,2012,2014,2,21,21,69,69,86,83
125,1,amazoncrossing,amazoncrossing,1--5039,2018,2018,1,21,21,69,69,86,83
2068,1,marshall cavendish,marshall cavendish,0--7614,1997,2006,3,21,21,69,69,86,83
3226,1,thomas and mercer,thomas and mercer,1--4778,2014,2014,1,21,21,69,69,86,83
3326,1,two lions,two lions,1--5039;1--4778,2016,2017,2,21,21,69,69,86,83
703,1,checkmark books,checkmark books,0--8160,2008,2008,1,22,22,415,415,88,86
704,1,chelsea house,chelsea house,1--55546;1--4381;0--7910,1987,2014,3,22,22,415,415,88,86
705,1,chelsea house publishers,chelsea house publishers,1--55546,1985,1985,1,22,22,415,415,88,86
1177,1,facts on file,facts on file,0--8160;1--4381,1986,2014,2,22,22,415,415,88,86
1670,1,infobase learning,infobase learning,1--4381,2014,2014,1,22,22,415,415,88,86
161,1,american university,american university,1--321;1--303;1--339,2013,2015,4,23,23,277,277,24,34
2653,1,proquest,proquest,1--321;1--124;1--267;1--109;1--303;0--662;1--369;1--70020;1--243;1--339,2008,2017,27,23,23,277,277,24,34
2654,1,proquest llc,proquest llc,1--321;0--14;1--339,2008,2015,7,23,23,277,277,24,34
3339,1,umi,umi,1--109;0--496,2007,2009,2,23,23,277,277,610,608
3342,1,umi proquest,umi proquest,1--321;1--124,2007,2011,2,23,23,277,277,24,34
3361,1,university of california irvine,university of california irvine,1--321,2014,2014,1,23,23,277,277,24,34
3363,1,university of california riverside,university of california riverside,0--355;1--321;1--303;1--339,2013,2017,10,23,23,277,277,24,34
3364,1,university of california santa barbara,university of california santa barbara,1--321,2014,2014,1,23,23,277,277,24,34
329,1,baker academic,baker academic,0--8010,2001,2011,2,24,24,202,202,85,82
330,1,baker book house,baker book house,0--310;0--8010,1973,1987,5,24,24,202,202,85,82
331,1,baker books,baker books,0--8010,1998,2017,4,24,24,202,202,85,82
3676,1,zonderan pub house,zonderan pub house,0--310,1988,1988,1,24,24,202,202,85,82
3677,1,zonderkidz,zonderkidz,0--310,2002,2018,4,24,24,202,202,85,82
3678,1,zondervan,zondervan,0--310,2014,2017,3,24,24,202,202,85,82
3679,1,zondervan books,zondervan books,0--310,1989,1989,1,24,24,202,202,85,82
42,1,abradale press,abradale press,0--8109,2000,2000,1,25,25,1688,1688,80,79
43,1,abrams,abrams,0--8109;1--4197,2011,2019,3,25,25,1688,1688,80,79
45,1,abrams appleseed,abrams appleseed,1--4197,2013,2018,3,25,25,1688,1688,80,79
46,1,abrams books for young readers,abrams books for young readers,0--8109;0--7587,1999,1999,1,25,25,1688,1688,80,79
47,1,abrams noterie,abrams noterie,1--4197,2019,2019,1,25,25,1688,1688,80,79
178,1,amulet books,amulet books,1--4197,2016,2016,1,25,25,1688,1688,80,79
1416,1,h abrams,h abrams,0--8109,1985,1985,1,25,25,1688,1688,80,79
1421,2,h n abrams;;harry n abrams,h n abrams;;harry n abrams,0--8109,1972,1976,2,25,25,1688,1688,80,79
2557,1,phoenix press,phoenix press,0--8027;1--84212,1987,2000,2,26,26,1963,1963,93,90
3497,1,walker,walker,0--8027;1--4063;0--7445,1971,2009,6,26,26,1963,1963,93,90
3498,1,walker and co,walker and co,0--8027,1984,2005,2,26,26,1963,1963,93,90
3499,1,walker books,walker books,1--4063;0--7445,1989,2018,7,26,26,1963,1963,93,90
3500,1,walker books ltd,walker books ltd,1--4063,2016,2018,2,26,26,1963,1963,93,90
1269,1,frances lincoln children's,frances lincoln children's,1--84507,2008,2008,1,27,27,735,735,45,43
1270,1,frances lincoln children's books,frances lincoln children's books,1--84507;1--78603,2004,2018,3,27,27,735,735,45,43
1744,1,ivy press,ivy press,1--78240,2018,2018,1,27,27,735,735,45,43
1951,1,lincoln children's books,lincoln children's books,1--78603;1--4765,2014,2018,2,27,27,735,735,45,43
2686,1,quarto group,quarto group,1--78603;1--4765;1--78240,2014,2018,3,27,27,735,735,45,43
854,1,crimson romance,crimson romance,1--5072;1--4405,2014,2017,2,28,28,509,509,111,106
1168,1,f w media inc,f w media inc,1--4402;1--4405,2014,2016,2,28,28,509,509,111,106
1414,1,gun digest books,gun digest books,1--4402,2016,2016,1,28,28,509,509,111,106
1883,1,krause publications,krause publications,1--4402,2014,2017,2,28,28,509,509,111,106
3330,1,tyrus books,tyrus books,1--4405,2014,2014,1,28,28,509,509,111,106
2029,1,macmillan children's,macmillan children's,0--230,2012,2012,1,29,29,1440,1440,100,96
2031,1,macmillan education,macmillan education,0--230;1--4050,2005,2005,1,29,29,1440,1440,100,96
2057,1,mantle,mantle,0--230,2013,2013,1,29,29,1440,1440,100,96
2446,1,palgrave,palgrave,1--137;1--352;1--84457,2014,2018,5,29,29,1732,1732,147,146
2447,1,palgrave macmillan,palgrave macmillan,1--137;1--899287;3--319;0--230;1--4039;1--349,2000,2018,102,29,29,1732,1732,119,113
2448,1,palgrave macmillan education,palgrave macmillan education,1--137,2016,2017,2,29,29,1732,1732,147,146
2449,1,palgrave pivot,palgrave pivot,1--137,2014,2014,2,29,29,1732,1732,147,146
2761,1,red globe press,red globe press,1--137,2018,2018,1,29,29,1732,1732,147,146
3075,1,springer berlin heidelberg,springer berlin heidelberg,981--10;3--319,2016,2017,2,29,29,1732,1732,119,113
3078,1,springer science business media,springer science business media,3--319,2018,2018,1,29,29,1732,1732,119,113
538,1,british library,british library,0--8020;0--7123,2007,2007,1,30,30,1905,1905,56,53
2346,1,oak knoll press,oak knoll press,1--58456;0--7123,2014,2014,1,30,30,1905,1905,56,53
3389,1,university of toronto press,university of toronto press,1--4875;1--4426;0--8020,1976,2019,29,30,30,1905,1905,56,53
485,1,bonneville books,bonneville books,1--59955,2011,2011,1,31,31,1784,1784,89,85
659,1,cedar fort inc,cedar fort inc,1--4621,2016,2018,4,31,31,1784,1784,89,85
678,1,cfi,cfi,1--4621;1--55517,2011,2018,3,31,31,1784,1784,89,85
1281,1,front table books,front table books,1--4621,2018,2018,1,31,31,1784,1784,89,85
3160,1,sweetwater books,sweetwater books,1--59955;1--4621;1--58173,1999,2016,3,31,31,1784,1784,89,85
825,1,corwin a sage company,corwin a sage company,1--5063;1--4522,2009,2019,2,32,32,1907,1907,22,23
826,1,corwin literacy,corwin literacy,1--4833,2015,2015,1,32,32,1907,1907,22,23
827,1,corwin press,corwin press,0--7619;1--4833,2003,2003,1,32,32,1907,1907,22,23
835,1,cq press,cq press,1--5063;1--4833,2008,2017,4,32,32,1907,1907,22,23
1918,1,learning matters,learning matters,1--5264,2018,2018,1,32,32,1907,1907,359,358
2254,1,new delhi,new delhi,1--4522,2014,2014,1,32,32,1907,1907,22,23
2870,1,sage,sage,0--8039;1--306;1--4129;1--84920;1--5063;0--7619;1--4833;1--84860;1--4522;1--4739;1--84787;1--4462,1995,2018,23,32,32,1907,1907,22,23
2872,1,sage learningmatters,sage learningmatters,1--4462,2014,2014,1,32,32,1907,1907,615,614
2873,1,sage pub,sage pub,0--8039,1986,1986,1,32,32,1907,1907,22,23
2874,1,sage pubications,sage pubications,1--4462,2014,2014,1,32,32,1907,1907,615,614
2875,1,sage publications,sage publications,0--7619;1--4833;0--8039;1--5063,1976,2018,8,32,32,1907,1907,22,23
2876,1,sage publications inc,sage publications inc,1--4833;1--4522,2015,2017,3,32,32,1907,1907,22,23
2878,1,sage publications ltd,sage publications ltd,1--4739;1--5264;1--322,2014,2018,5,32,32,1907,1907,359,358
2879,1,sage reference,sage reference,1--4522,2013,2013,1,32,32,1907,1907,22,23
1195,1,farrar straus and giraux,farrar straus and giraux,0--374,1967,1967,1,33,33,691,691,90,87
1196,1,farrar straus and giroux,farrar straus and giroux,0--374,1965,2018,11,33,33,691,691,90,87
1197,1,farrar straus giroux,farrar straus giroux,0--374;1--59112,1982,2015,7,33,33,691,691,90,87
1542,1,hill and wang,hill and wang,0--8090,1989,1989,1,33,33,691,691,90,87
2299,1,noonday press,noonday press,0--374;0--8090,1982,1992,4,33,33,691,691,90,87
2352,1,octagon books,octagon books,0--374,1971,1974,3,33,33,691,691,90,87
341,1,banque mondiale,banque mondiale,0--8213,1984,1984,1,34,34,517,517,79,114
1630,1,icon group,icon group,0--585,2002,2002,1,34,34,517,517,79,76
1699,1,international bank for reconstruction and development world bank,international bank for reconstruction and development world bank,1--4648,2015,2015,1,34,34,517,517,79,114
3618,1,world bank,world bank,0--585;0--8213;1--4648,1996,2014,9,34,34,517,517,79,114
3619,1,world bank group,world bank group,92--870;1--4648,2015,2017,3,34,34,517,517,79,114
3620,1,world bank publications,world bank publications,1--4648,2014,2014,1,34,34,517,517,79,114
2341,1,o'reilly,o'reilly,1--4493;0--596;1--4919,2002,2016,5,35,35,1907,1907,101,97
2343,1,o'reilly media,o'reilly media,1--4920;0--596;1--4919,2009,2018,3,35,35,1907,1907,101,97
2804,1,rocky nook,rocky nook,1--4920;1--68198,2016,2016,1,35,35,1907,1907,101,97
2253,1,new burlington books,new burlington books,1--85348;1--68297;1--86155,1991,2016,3,36,36,1511,1511,136,135
2678,1,qeb,qeb,1--68297;1--78493,2018,2018,1,36,36,1511,1511,136,135
2680,1,qed publishing,qed publishing,1--78493,2017,2017,1,36,36,1511,1511,136,135
382,1,beeler large print,beeler large print,1--57490,1999,1999,1,37,37,966,966,58,56
695,1,charnwood,charnwood,1--4448;1--84395;0--7089,1982,2014,8,37,37,966,966,29,29
793,1,compass press,compass press,1--86340,1998,1998,1,37,37,966,966,58,56
1161,1,f a thorpe,f a thorpe,0--7089;1--84617;1--78541;1--84782;1--4448,1978,2016,34,37,37,966,966,29,29
1162,2,f a thorpe pub;;f a thorpe publishing,f a thorpe pub;;f a thorpe publishing,1--4448;0--7089,1989,2019,6,37,37,966,966,29,29
1163,1,f a thorpe publishing ltd,f a thorpe publishing ltd,0--7089,1959,1988,4,37,37,966,966,29,29
1164,1,f a thrope publishing,f a thrope publishing,1--4448,2018,2018,1,37,37,966,966,29,29
1954,1,linford,linford,1--4448;1--84395;1--84782;0--7089,1986,2017,27,37,37,966,966,29,29
1955,1,linford thorpe,linford thorpe,0--7089,1989,1989,1,37,37,966,966,29,29
2286,1,niagara large print ulverscroft group ltrd,niagara large print ulverscroft group ltrd,0--7089,1995,1995,1,37,37,966,966,29,29
2880,1,sagebrush large print westerns,sagebrush large print westerns,1--86340;1--78541;1--57490;0--7531,1995,2015,3,37,37,966,966,58,56
3244,1,thorpe,thorpe,1--4448;1--84782;1--84395;0--7089,1985,2016,12,37,37,966,966,29,29
3245,1,thorpe charnwood,thorpe charnwood,1--4448,2018,2018,1,37,37,966,966,29,29
3337,1,ulverscroft,ulverscroft,1--4448;0--85456;0--7089,1972,2015,26,37,37,966,966,29,29
2645,1,profile books,profile books,1--84668;1--78125;1--84765,2009,2015,4,38,38,1492,1492,133,132
2646,1,profile books ltd,profile books ltd,1--78125;1--78816,2016,2018,2,38,38,1492,1492,133,132
2961,1,serpent's tail,serpent's tail,1--84765,2011,2011,1,38,38,1492,1492,133,132
693,1,charles scribner's sons,charles scribner's sons,0--306,1980,1980,1,39,39,1732,1732,28,28
804,1,consultants bureau,consultants bureau,0--306,1975,1975,1,39,39,1732,1732,28,28
890,1,da capo,da capo,0--306,1970,1970,1,39,39,1732,1732,28,28
893,1,da capo press,da capo press,0--306,1970,2002,3,39,39,1732,1732,28,28
1846,1,kennedy graphics,kennedy graphics,0--306,1970,1970,1,39,39,1732,1732,28,28
1864,1,kluwer academic,kluwer academic,0--306;1--4020,2001,2003,3,39,39,1732,1732,28,28
1865,1,kluwer academic plenum publishers,kluwer academic plenum publishers,0--306,2000,2000,1,39,39,1732,1732,28,28
1866,1,kluwer academic publishers,kluwer academic publishers,0--7923;90--247;0--306;1--4020;1--4419,1989,2005,12,39,39,1732,1732,28,28
2020,1,m nijhoff,m nijhoff,90--247;90--04,1983,2014,2,39,39,1732,1732,98,94
2543,1,peter smith,peter smith,0--306;0--8446,1965,1975,2,39,39,1732,1732,28,28
2583,1,plenum,plenum,0--306,1986,1986,1,39,39,1732,1732,28,28
2584,2,plenum p;;plenum press,plenum p;;plenum press,1--4615;0--306;1--4684,1975,uuuu,6,39,39,1732,1732,28,28
663,1,cente point publishing,cente point publishing,1--60285,2005,2005,1,40,40,693,693,77,77
668,1,center point,center point,1--60285,2008,2009,2,40,40,693,693,77,77
669,1,center point large print,center point large print,1--68324;1--58547;1--61173;1--64358;1--62899,2007,2019,21,40,40,693,693,77,77
670,2,center point pub;;center point publishing,center point pub;;center point publishing,1--61173;1--58547;1--60285,2001,2012,4,40,40,693,693,77,77
