id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-npre-unweighted-nimp,walktrap-npre-unweighted-imp,louvain-npre-unweighted-nimp,louvain-npre-unweighted-imp,infomap-npre-unweighted-nimp,infomap-npre-unweighted-imp
2144,1,metropolitan museum of art,metropolitan museum of art,0--87099;1--58839,1999,2017,2,526,526,1202,1202,422,429
902,1,dark horse books,dark horse books,1--61655;1--59307,2004,2014,2,527,527,532,532,489,388
1811,1,jolly fish press,jolly fish press,1--63163,2019,2019,1,528,528,1012,1012,414,524
2310,1,north star editions,north star editions,1--63163,2019,2019,1,528,528,1012,1012,414,524
381,1,bedford st martin's,bedford st martin's,1--319;1--4576,2012,2016,3,529,529,230,230,588,571
1822,1,joy of giving something inc,joy of giving something inc,1--59005,2008,2008,1,530,530,1016,1016,521,525
2242,1,nazraeli press,nazraeli press,1--59005,2008,2015,2,530,530,1016,1016,521,525
3615,1,word works,word works,1--944585;0--915380,1978,2018,2,531,531,2021,2021,567,482
374,1,bbc books,bbc books,1--78594;1--84990,2013,2015,3,532,532,223,223,476,589
189,1,angelic knight press,angelic knight press,1--941987,2015,2015,1,533,533,111,111,369,603
2716,1,ragnarok publications,ragnarok publications,1--941987,2015,2015,1,533,533,111,111,369,603
95,1,akashic books,akashic books,1--61775,2015,2015,1,534,534,55,55,600,600
2497,1,peekash press,peekash press,1--61775,2016,2016,1,534,534,55,55,600,600
721,1,china social sciences press,china social sciences press,1--84464,2016,2016,1,535,535,426,426,480,492
2477,1,paths international ltd,paths international ltd,1--84464,2009,2015,2,535,535,426,426,480,492
1401,1,grolier,grolier,0--7172,1997,1997,1,536,536,807,807,505,400
1402,1,grolier educational corp,grolier educational corp,0--7172,1993,2000,2,536,536,807,807,505,400
714,1,child's world,child's world,0--913778;1--5038,1976,2019,6,537,537,423,423,576,490
364,1,barrington stoke,barrington stoke,1--78112,2015,2018,2,538,538,217,217,582,370
365,1,barrington stoke ltd,barrington stoke ltd,1--78112,2017,2017,1,538,538,217,217,582,370
530,1,bristol classical press,bristol classical press,1--85399;0--906515,1978,1997,3,539,539,312,312,380,581
295,1,authors choice press,authors choice press,0--595;1--4401,2002,2009,2,540,540,181,181,316,338
1737,1,iuniverse inc,iuniverse inc,0--595;1--4401,2007,2013,3,540,540,181,181,316,338
2600,1,polity,polity,0--7456;1--5095,2011,2019,15,541,541,1462,1462,317,317
2601,1,polity press,polity press,0--7456;1--5095,1988,2018,8,541,541,1462,1462,317,317
708,1,chicago plays,chicago plays,1--56850,1994,1994,1,542,542,418,418,891,1329
2766,1,reel women media,reel women media,1--64008,2012,2012,1,543,543,1560,1560,1625,1127
2763,1,redemption press,redemption press,1--68314,2018,2018,1,544,544,1558,1558,1624,1576
2765,1,reece winstone archive and publishing,reece winstone archive and publishing,0--900814,1995,1995,1,545,545,1559,1559,1152,1126
1405,1,ground truth press,ground truth press,0--9908303,2014,2014,1,546,546,808,808,1866,2009
706,1,cherokee county genealogical society,cherokee county genealogical society,1--931167,2003,2003,1,547,547,416,416,1842,2196
2757,1,really great books,really great books,1--893329,2001,2001,1,548,548,1556,1556,1623,1575
2753,1,readers to eaters,readers to eaters,0--9836615,2012,2012,1,549,549,1554,1554,1622,1574
2751,1,reader's digest press,reader's digest press,0--88349,1977,1977,1,550,550,1553,1553,1151,1125
90,1,ahima,ahima,1--58426,2019,2019,1,551,551,51,51,2213,657
1400,1,grilled flowers press,grilled flowers press,0--931238,1978,1978,1,552,552,806,806,662,1816
2744,1,rcb publications,rcb publications,0--9576725,2013,2013,1,553,553,1547,1547,1149,1571
1399,1,greyson media,greyson media,1--68399,2017,2017,1,554,554,805,805,1992,798
2747,1,read books ltd,read books ltd,1--4465,2013,2013,1,555,555,1550,1550,1150,1573
2770,1,regnum books international,regnum books international,1--908355,2014,2014,1,556,556,1562,1562,1153,1577
2741,1,raw spirituality,raw spirituality,0--9979914,2016,2016,1,557,557,1545,1545,1619,1569
2742,1,razeware llc,razeware llc,0--9896751,2013,2013,1,558,558,1546,1546,1620,1570
702,1,cheapebookformatting com,cheapebookformatting com,0--9965712,2015,2015,1,559,559,414,414,1957,1328
2737,1,rapp and whiting,rapp and whiting,0--85391,1973,1973,1,560,560,1542,1542,1148,1567
1392,1,greenwich,greenwich,0--86288,2002,2002,1,561,561,802,802,682,717
1398,1,greyfox press,greyfox press,0--9833982,2017,2017,1,562,562,804,804,683,1780
699,1,chatham house,chatham house,1--78413,2016,2016,1,563,563,413,413,2094,2195
1388,1,greenham and gotto,greenham and gotto,0--907400,1981,1981,1,564,564,800,800,749,1993
1387,1,green tiger press,green tiger press,0--88138,1984,1984,1,565,565,799,799,962,1779
352,1,barbour books,barbour books,1--68322,2018,2018,1,566,566,211,211,738,710
1389,1,greenhaven press,greenhaven press,1--56510,1998,1998,1,567,567,801,801,963,1877
1385,1,green fuse community press,green fuse community press,0--9776017,2005,2005,1,568,568,798,798,701,1936
1384,1,green books,green books,0--85784,2014,2014,1,569,569,797,797,2194,1335
351,1,barbour,barbour,1--61626,2010,2010,1,570,570,210,210,1337,2098
1382,1,graywolf press,graywolf press,1--55597,1999,2013,2,571,571,795,795,961,2053
1383,1,great books foundation,great books foundation,1--939014,2014,2014,1,572,572,796,796,1952,2000
89,1,ahf publishing,ahf publishing,0--9861672,2015,2015,1,573,573,50,50,1835,2160
350,1,barbara karnes books,barbara karnes books,0--9621603,2009,2009,1,574,574,209,209,2212,634
2726,1,rand mcnally,rand mcnally,0--528,1982,1982,1,575,575,1541,1541,1616,1566
349,1,barbara gaskell denvil,barbara gaskell denvil,1--5328,2016,2016,1,576,576,208,208,2107,896
1377,1,grange books,grange books,1--85627,1991,1998,2,577,577,791,791,1951,1778
2717,1,rainbow horizons publishing,rainbow horizons publishing,1--55319,2013,2013,1,578,578,1536,1536,1147,1122
2718,1,rainbow pub,rainbow pub,1--887923,1996,1996,1,579,579,1537,1537,1614,1123
2719,1,rainforest books,rainforest books,0--9962600,2015,2015,1,580,580,1538,1538,1615,1565
2715,1,ragged banner,ragged banner,0--9816989,2014,2014,1,581,581,1535,1535,1613,1121
2714,1,radius books,radius books,1--942185,2016,2018,2,582,582,1534,1534,1146,1120
180,1,anaheim pub co,anaheim pub co,0--88236,1979,1979,1,583,583,108,108,823,784
2712,1,rachel van dyken,rachel van dyken,0--9971451,2018,2018,1,584,584,1533,1533,1145,1119
1378,1,granity studios,granity studios,1--949520,2019,2019,1,585,585,792,792,661,1977
347,1,bantam skylark book,bantam skylark book,0--7807,1992,1992,1,586,586,207,207,2066,1854
2706,1,r speller,r speller,0--8315,1979,1979,1,587,587,1529,1529,1142,1562
2704,1,r e krieger pub co,r e krieger pub co,0--89464,1989,1989,1,588,588,1527,1527,1611,1117
2703,1,r e i press,r e i press,0--9626829,1991,1991,1,589,589,1526,1526,1141,1561
692,1,charles river media,charles river media,1--58450,2005,2005,1,590,590,410,410,2207,1980
690,1,charles c thomas publishers ltd,charles c thomas publishers ltd,0--398,2015,2015,1,591,591,409,409,2093,2033
2700,1,quintessence pub co,quintessence pub co,0--86715,2011,2011,1,592,592,1524,1524,1610,1116
2699,1,quintessence,quintessence,1--85097,2014,2014,1,593,593,1523,1523,1609,1115
1369,1,granada,granada,0--583,1980,1980,1,594,594,788,788,768,1798
689,1,charlene hartnady,charlene hartnady,1--5496,2017,2017,1,595,595,408,408,933,691
2698,1,quill ridge press inc,quill ridge press inc,0--937552,1982,1982,1,596,596,1522,1522,1608,1560
688,1,charco press,charco press,1--9998593,2018,2018,1,597,597,407,407,2149,2130
1366,1,graham foundation,graham foundation,0--9961117,2015,2015,1,598,598,787,787,1887,2169
2692,1,queens house,queens house,0--89244,1978,1978,1,599,599,1518,1518,1607,1112
2693,1,queenship pub co,queenship pub co,1--882972,1996,1996,1,600,600,1519,1519,1139,1113
2696,1,quid pro books,quid pro books,1--61027,2016,2016,1,601,601,1521,1521,1140,1114
1381,1,gravitas publications,gravitas publications,1--936114,2011,2011,1,602,602,794,794,2049,650
21,1,aapc publishing,aapc publishing,1--942197,2015,2015,1,603,603,13,13,720,826
2687,1,quarto publishing for prospero books,quarto publishing for prospero books,1--55267,2000,2000,1,604,604,1516,1516,1138,1111
2710,1,racehorse for young readers,racehorse for young readers,1--63158,2019,2019,1,605,605,1532,1532,1612,1564
2682,1,quadrille publishing,quadrille publishing,1--84949,2014,2014,1,606,606,1513,1513,1606,1110
2684,1,quality chess,quality chess,1--907982,2014,2014,1,607,607,1514,1514,1137,1559
1360,1,gotham books,gotham books,1--59240,2005,2005,1,608,608,785,785,869,869
683,1,chandler house press,chandler house press,1--68350,1998,1998,1,609,609,404,404,2171,669
2679,1,qeb publishing inc,qeb publishing inc,1--60992,2016,2016,1,610,610,1512,1512,1605,1109
177,1,amsterdam university press,amsterdam university press,90--8964,2016,2016,1,611,611,106,106,1971,2044
682,1,chancellor press,chancellor press,1--85152,1997,1997,1,612,612,403,403,779,850
2708,1,rabbit publishers,rabbit publishers,1--943785,2017,2017,2,613,613,1531,1531,1144,1563
2707,1,r77 pub,r77 pub,1--58423,2004,2004,1,614,614,1530,1530,1143,1118
681,1,chambers harrap publ,chambers harrap publ,0--245,2002,2002,1,615,615,402,402,1977,2193
2677,1,pyr,pyr,1--59102,2008,2008,1,616,616,1510,1510,1604,1108
1355,1,goodfellow publishers,goodfellow publishers,1--910158,2014,2014,1,617,617,782,782,1905,797
2671,1,purple toad publishing,purple toad publishing,1--62469,2013,2013,1,618,618,1508,1508,1136,1106
2672,1,pushkin press,pushkin press,1--78227,2016,2016,1,619,619,1509,1509,1603,1107
1356,1,goodfellow publishers ltd,goodfellow publishers ltd,1--908999,2013,2013,1,620,620,783,783,784,667
2670,1,pureread ltd,pureread ltd,1--5349,2016,2016,1,621,621,1507,1507,1135,1558
679,1,challenge america inc,challenge america inc,0--9647194,1995,1995,1,622,622,401,401,2191,2161
2668,1,punctum,punctum,606--93380,2013,2013,1,623,623,1505,1505,1602,1105
1350,1,goldsmith press llc,goldsmith press llc,1--9791,2017,2017,1,624,624,778,778,1886,1991
1351,1,goliath verlagsgesellschaft mbh,goliath verlagsgesellschaft mbh,3--95730,2016,2016,1,625,625,779,779,886,1992
1354,1,good health industries,good health industries,1--4839,2013,2013,1,626,626,781,781,1865,2008
1344,1,global insight communications llc,global insight communications llc,0--9825353,2014,2014,1,627,627,775,775,1991,1876
1345,1,global partners digital,global partners digital,0--9929147,2015,2015,1,628,628,776,776,1950,1814
1376,1,grandreams ltd,grandreams ltd,1--85830,2000,2000,1,629,629,790,790,660,1815
675,1,centre for policy studies,centre for policy studies,1--910627,2016,2016,1,630,630,399,399,1344,2068
1343,1,global education systems ltd ges,global education systems ltd ges,0--7664,2008,2008,1,631,631,774,774,960,2156
2664,1,publisher not identified,publisher not identified,1--7903,2018,2018,1,632,632,1503,1503,1600,1103
1342,1,global arbitration review,global arbitration review,1--78915,2018,2018,1,633,633,773,773,767,892
2665,1,pucker art publications,pucker art publications,1--879985,2018,2018,1,634,634,1504,1504,1601,1104
677,1,cepa gallery,cepa gallery,0--939784,1990,1990,1,635,635,400,400,932,868
1339,1,gingko library,gingko library,1--909942,2018,2018,1,636,636,772,772,833,1797
673,1,central park media,central park media,1--58664,2004,2004,1,637,637,397,397,1932,700
86,1,aftershock comics,aftershock comics,1--935002,2017,2017,1,638,638,48,48,800,2153
174,1,amplify,amplify,1--64089,2018,2018,1,639,639,105,105,2125,663
1338,1,gina la bruye re,gina la bruye re,1--5148,2015,2015,1,640,640,771,771,1904,1875
2659,1,pub by thomas telford for the institution of civil engineers,pub by thomas telford for the institution of civil engineers,0--901948,1976,1976,1,641,641,1500,1500,1599,1557
2655,1,prospecta press,prospecta press,1--63226,2015,2015,1,642,642,1498,1498,1598,1556
2656,1,pski's porch,pski's porch,0--9978706,2016,2016,1,643,643,1499,1499,1134,1102
671,1,center street large print,center street large print,1--5460,2017,2017,1,644,644,395,395,2148,2138
1335,1,gilead publishing,gilead publishing,1--68370,2018,2018,1,645,645,769,769,885,1796
173,1,amphoto,amphoto,0--8174,1978,1978,1,646,646,104,104,2203,902
1328,1,gia,gia,1--57999,2000,2000,1,647,647,765,765,868,2007
1327,1,ghost road press,ghost road press,0--9816525,2010,2010,1,648,648,764,764,2078,1813
1329,1,gibb memorial trust,gibb memorial trust,0--906094,2013,2013,1,649,649,766,766,700,671
2649,1,promedia strategies llc,promedia strategies llc,0--9863134,2014,2014,1,650,650,1494,1494,1130,1098
1325,1,georgetown university press,georgetown university press,1--62616,2014,2014,1,651,651,762,762,867,1812
2650,1,prometheus books,prometheus books,1--63388,2018,2019,2,652,652,1495,1495,1131,1099
2648,1,project management institute incorporated,project management institute incorporated,1--62825,2011,2011,1,653,653,1493,1493,1597,1097
2651,1,prometheus nemesis,prometheus nemesis,0--9606954,1991,1991,1,654,654,1496,1496,1132,1100
1323,1,geological society,geological society,1--78620,2019,2019,1,655,655,760,760,818,666
85,1,after ever after publishing,after ever after publishing,1--9867,2018,2018,1,656,656,47,47,777,2164
2643,1,prism,prism,1--85327,1994,1994,1,657,657,1490,1490,1596,1096
2644,1,professional publications inc,professional publications inc,1--59126,2014,2014,1,658,658,1491,1491,1129,1555
1324,1,george mason university press,george mason university press,1--942695,2016,2016,1,659,659,761,761,1864,1913
2652,1,promotional sales books,promotional sales books,1--57723,2002,2002,1,660,660,1497,1497,1133,1101
1317,1,gaspereau press limited printers and publishers,gaspereau press limited printers and publishers,1--55447,2015,2015,1,661,661,756,756,1903,2078
1318,1,gateway program evergreen state college,gateway program evergreen state college,0--9719369,2002,2002,1,662,662,757,757,884,1957
171,1,aminso,aminso,0--9837025,2012,2012,1,663,663,102,102,1334,2037
1319,1,gatfpress,gatfpress,0--88362,2000,2000,1,664,664,758,758,959,1902
1320,1,geddes and grosset,geddes and grosset,1--910680,2015,2015,2,665,665,759,759,1990,1777
1314,1,garland pub,garland pub,0--8240,1993,1993,1,666,666,755,755,659,1956
2635,1,primal blueprint publishing,primal blueprint publishing,1--939563,2014,2014,1,667,667,1486,1486,1595,1095
2636,1,primedia,primedia,0--87288,2005,2005,1,668,668,1487,1487,1128,1554
685,1,channel view publications,channel view publications,1--84541,2013,2013,1,669,669,405,405,690,2175
2633,1,pride and imprints,pride and imprints,1--886383,1998,1998,1,670,670,1484,1484,1593,1094
2634,1,prim ed pub,prim ed pub,1--86400,2001,2001,1,671,671,1485,1485,1594,1553
2629,1,preventive vet,preventive vet,0--9883781,2017,2017,1,672,672,1481,1481,1590,1551
2630,1,previewport editions,previewport editions,1--58910,2001,2001,1,673,673,1482,1482,1591,1093
665,1,center for middle eastern studies at the university of texas at austin,center for middle eastern studies at the university of texas at austin,1--4773,2016,2016,1,674,674,394,394,2022,1999
2740,1,ravette books,ravette books,1--85304,1988,1988,1,675,675,1544,1544,1618,1124
2739,1,raven press,raven press,0--89004,1984,1984,1,676,676,1543,1543,1617,1568
2623,1,preface publishing,preface publishing,1--84809,2016,2016,1,677,677,1479,1479,1126,1091
2626,1,presidio press,presidio press,0--89141,1976,1976,1,678,678,1480,1480,1127,1092
170,1,amilus,amilus,1--886212,2013,2013,1,679,679,101,101,1333,782
84,1,afrikan world infosystems,afrikan world infosystems,1--879164,2003,2003,1,680,680,46,46,855,816
2622,1,prc publishing,prc publishing,1--58574,2003,2003,1,681,681,1478,1478,1125,1090
2746,1,rea research and education association,rea research and education association,0--7386,2011,2011,1,682,682,1549,1549,1621,1572
40,1,abelard schuman,abelard schuman,0--200,1968,1968,1,683,683,26,26,663,694
664,1,center for health design,center for health design,0--9819005,2014,2014,1,684,684,393,393,931,2032
2620,1,praetorius publishers llc,praetorius publishers llc,0--9910147,2014,2014,1,685,685,1476,1476,1124,1088
2621,1,pragmatic bookshelf,pragmatic bookshelf,1--937785,2014,2014,1,686,686,1477,1477,1589,1089
2631,1,price stern sloan,price stern sloan,0--8431,1979,1985,6,687,687,1483,1483,1592,1552
1309,1,gallipade international,gallipade international,0--635,2008,2008,1,688,688,752,752,1989,2052
1311,1,garden way pub,garden way pub,0--88266,1984,1984,1,689,689,753,753,2162,2023
1306,1,galerie thaddaeus ropac,galerie thaddaeus ropac,0--9957456,2017,2017,1,690,690,750,750,2161,1776
2615,1,practical action publishing,practical action publishing,1--85339,2015,2015,1,691,691,1472,1472,1121,1085
2612,1,pow,pow,1--57687,2018,2018,1,692,692,1470,1470,1119,1548
2613,1,powderhorn365,powderhorn365,0--935697,2018,2018,1,693,693,1471,1471,1120,1549
2616,1,practical anthropology,practical anthropology,0--87808,1974,1974,1,694,694,1473,1473,1588,1550
339,1,bandai entertainment,bandai entertainment,1--59409,2008,2008,1,695,695,205,205,708,1997
2610,1,post hill press book,post hill press book,1--68261,2016,2016,1,696,696,1469,1469,1118,1084
2609,1,portobello books,portobello books,1--84627,2013,2013,1,697,697,1468,1468,1587,1547
169,1,amika press,amika press,1--937484,2015,2015,1,698,698,100,100,860,768
2617,1,practical pre school books,practical pre school books,1--909280,2013,2013,1,699,699,1474,1474,1122,1086
2608,1,portland press limited,portland press limited,1--85578,2015,2015,1,700,700,1467,1467,1117,1083
2602,1,ponyclub stabenfeldt a s,ponyclub stabenfeldt a s,82--591,2002,2002,1,701,701,1463,1463,1585,1545
2603,1,poolbeg press,poolbeg press,0--905169,1980,1980,1,702,702,1464,1464,1115,1081
337,1,ballinger publishing,ballinger publishing,0--88410,1984,1984,1,703,703,204,204,1972,690
2604,1,poolbeg press ltd,poolbeg press ltd,1--84223,2012,2012,1,704,704,1465,1465,1586,1082
83,1,africana pub co,africana pub co,0--8419,1978,1978,1,705,705,45,45,826,2128
340,1,banned books,banned books,0--934411,1992,1992,1,706,706,206,206,2200,909
2599,1,policy press,policy press,1--4473,2012,2017,5,707,707,1461,1461,1584,1544
1300,1,galahad books,galahad books,0--88365,1986,1991,2,708,708,748,748,681,824
2605,1,pop publishing and distribution,pop publishing and distribution,0--9855356,2017,2017,1,709,709,1466,1466,1116,1546
2597,1,pointed leaf press llc,pointed leaf press llc,1--938461,2013,2013,1,710,710,1459,1459,1114,1543
1298,1,gac press,gac press,2--36409,2015,2015,1,711,711,746,746,656,1874
2595,1,pogo,pogo,1--62031,2017,2017,1,712,712,1458,1458,1113,1080
1297,1,g2 rights ltd,g2 rights ltd,1--78281,2004,2004,1,713,713,745,745,1949,1811
658,1,cdl press,cdl press,1--934309,2016,2016,1,714,714,392,392,2197,2182
1295,1,g schirmer inc,g schirmer inc,1--4234,2008,2008,1,715,715,743,743,1902,1873
1296,1,g w kent,g w kent,0--9619072,1996,1996,1,716,716,744,744,866,1954
2590,1,pneuma publishing,pneuma publishing,0--9822584,2015,2015,1,717,717,1457,1457,1112,1542
655,1,cayuga lake books,cayuga lake books,1--60047,2014,2014,1,718,718,390,390,645,1853
1299,1,gagosian gallery,gagosian gallery,1--935263,2013,2013,1,719,719,747,747,2047,1955
2588,1,plural publishing inc,plural publishing inc,1--59756,2007,2007,1,720,720,1455,1455,1583,1541
2585,1,plexus publishing limited,plexus publishing limited,0--85965,2016,2016,1,721,721,1454,1454,1582,1079
82,1,africa world books,africa world books,0--9943631,2015,2015,1,722,722,44,44,641,638
2582,1,plaza and jane s,plaza and jane s,1--949061,2018,2018,1,723,723,1453,1453,1581,1078
2581,1,playscripts inc,playscripts inc,0--9709046,2007,2007,1,724,724,1452,1452,1580,1540
1308,1,gallery press,gallery press,0--902996,1976,1976,1,725,725,751,751,657,1334
1287,1,futuretext,futuretext,0--9556069,2007,2007,1,726,726,742,742,735,1953
2575,1,pioneer works press,pioneer works press,0--9905935,2016,2016,1,727,727,1449,1449,1579,1539
651,1,cathy jackson,cathy jackson,1--5193,2015,2015,1,728,728,387,387,2159,1842
2577,1,pira international,pira international,1--85802,1994,1994,1,729,729,1450,1450,1110,1076
1285,1,futura,futura,0--86007,1982,1982,1,730,730,740,740,1988,2051
1286,1,futurecycle press,futurecycle press,1--938853,2014,2014,1,731,731,741,741,2046,655
166,1,amicus high interest,amicus high interest,1--60753,2013,2013,1,732,732,98,98,2044,702
2571,1,pines publishing inc,pines publishing inc,0--9766820,2018,2018,1,733,733,1447,1447,1109,1075
2569,1,pineapple press,pineapple press,0--910923,1983,1983,1,734,734,1445,1445,1578,1537
2570,1,pines publishing,pines publishing,0--9934777,2015,2015,1,735,735,1446,1446,1108,1538
649,1,catholic university of america press,catholic university of america press,0--8132,1993,2015,4,736,736,386,386,649,2069
652,1,cavendish pub,cavendish pub,1--874241,1994,1994,1,737,737,388,388,1931,867
648,1,catholic truth society,catholic truth society,1--78469,2015,2015,1,738,738,385,385,796,846
647,1,catechetical institute franciscan university,catechetical institute franciscan university,0--9893576,2016,2016,1,739,739,384,384,2163,2184
1279,1,frommer media llc,frommer media llc,1--62887,2018,2018,2,740,740,739,739,2015,2147
2565,1,pickwik publication,pickwik publication,1--63087,2014,2014,1,741,741,1442,1442,1576,1535
1278,1,friendspress,friendspress,1--9743,2017,2017,1,742,742,738,738,1863,803
2562,1,piccadilly books ltd,piccadilly books ltd,0--941599,2014,2014,1,743,743,1441,1441,1575,1074
2567,1,piedmont archaeological studies trust inc,piedmont archaeological studies trust inc,1--9851,2018,2018,1,744,744,1443,1443,1577,1536
81,1,aerospace press,aerospace press,1--884989,2013,2013,1,745,745,43,43,2027,2207
2578,1,pitkin publishing,pitkin publishing,1--84165,2014,2014,1,746,746,1451,1451,1111,1077
2559,1,piatkus,piatkus,0--7499,1993,2010,3,747,747,1439,1439,1574,1534
2558,1,pi kids phoenix international publications,pi kids phoenix international publications,1--5037,2018,2018,1,748,748,1438,1438,1573,1073
646,1,castle street press,castle street press,1--84879,2010,2010,1,749,749,383,383,731,2135
2552,1,phillimore,phillimore,0--85033,1986,1986,1,750,750,1435,1435,1571,1072
2550,1,pharos editions,pharos editions,0--9881725,2013,2013,1,751,751,1434,1434,1107,1071
164,1,amherst media,amherst media,1--60895,2015,2015,1,752,752,97,97,751,758
2556,1,phoenix international publications inc,phoenix international publications inc,1--4127,2015,2015,1,753,753,1437,1437,1572,1533
2545,1,pg press,pg press,0--9575476,2013,2013,1,754,754,1432,1432,1570,1070
2540,1,peter lang publishing,peter lang publishing,1--4539,2015,2015,1,755,755,1430,1430,1569,1532
2618,1,practising law institute,practising law institute,1--4024,2012,2015,3,756,756,1475,1475,1123,1087
2538,1,perseverance press,perseverance press,0--9602676,1986,1986,1,757,757,1428,1428,1105,1530
1268,1,frances lincoln,frances lincoln,0--7112,2005,2005,1,758,758,734,734,1862,1935
1271,1,franciscan institute publications,franciscan institute publications,1--57659,2014,2014,1,759,759,736,736,1987,744
2539,1,peter bedrick books,peter bedrick books,0--87226,1998,1998,1,760,760,1429,1429,1106,1531
163,1,american water works association,american water works association,1--62576,2018,2018,1,761,761,96,96,2190,2212
2534,1,persea books,persea books,0--89255,1986,1986,1,762,762,1427,1427,1104,1069
1266,1,four courts press for the group for the study of irish historic settlement and irish post medieval archaeology group,four courts press for the group for the study of irish historic settlement and irish post medieval archaeology group,1--84682,2009,2009,1,763,763,733,733,1861,1952
2533,1,perpetual motion machine publishing,perpetual motion machine publishing,1--943720,2016,2016,1,764,764,1426,1426,1103,1529
19,1,a s barnes and co,a s barnes and co,0--498,1979,1979,1,765,765,11,11,1953,1897
1262,1,forgotten books,forgotten books,1--333,2015,2015,1,766,766,729,729,2014,1892
1263,1,fortress press,fortress press,1--4514,2015,2015,1,767,767,730,730,2135,665
2524,1,people habitat communications,people habitat communications,0--9897511,2014,2014,1,768,768,1425,1425,1102,1528
2523,1,pennsylvania state university press,pennsylvania state university press,0--271,2015,2016,2,769,769,1424,1424,1101,1068
1264,1,foster academics,foster academics,1--63242,2015,2015,1,770,770,731,731,1860,2155
1257,1,fordham university press,fordham university press,0--8232,1982,2015,5,771,771,727,727,2013,1849
1258,1,foreedge,foreedge,1--61168,2016,2016,1,772,772,728,728,1901,1850
638,1,casa de publicaciones wesleyana,casa de publicaciones wesleyana,0--89827,2004,2004,1,773,773,381,381,2144,770
637,1,carysfort press,carysfort press,1--78874,2017,2017,1,774,774,380,380,2021,2194
1254,1,for beginners llc,for beginners llc,1--939994,2015,2015,1,775,775,724,724,1962,664
1265,1,fountainhead press,fountainhead press,1--68036,2017,2017,1,776,776,732,732,680,1893
1255,1,forbes travel,forbes travel,1--936010,2000,2000,1,777,777,725,725,1900,1775
162,1,american university in cairo press,american university in cairo press,1--61797,2014,2014,1,778,778,95,95,2189,660
1252,1,fons vitae,fons vitae,1--941610,2018,2018,1,779,779,723,723,846,1774
1249,1,folker kru ger,folker kru ger,0--646,2016,2016,1,780,780,721,721,1859,875
1256,1,forbesbooks,forbesbooks,1--946633,2018,2018,1,781,781,726,726,699,2045
1250,1,follett press,follett press,0--695,1986,1986,1,782,782,722,722,1961,1810
332,1,balboa press,balboa press,1--4525,2014,2014,1,783,783,203,203,637,819
1246,1,focus readers,focus readers,1--63517,2018,2018,1,784,784,720,720,845,1809
634,1,cartech books,cartech books,1--61325,2018,2018,1,785,785,379,379,811,2076
1244,1,fo jiao da cang jing ji jin hui,fo jiao da cang jing ji jin hui,1--59538,2013,2013,1,786,786,719,719,679,2047
631,1,carrot quinn,carrot quinn,1--5117,2016,2016,1,787,787,378,378,1976,765
1242,1,flying eye books,flying eye books,1--911171,2018,2018,1,788,788,717,717,1899,1848
1243,1,flying witch pub,flying witch pub,1--900433,2002,2002,1,789,789,718,718,2077,842
79,1,adventure publications inc,adventure publications inc,1--59193,2015,2015,1,790,790,42,42,712,1964
2507,1,pen name publishing,pen name publishing,1--941541,2015,2015,1,791,791,1423,1423,1100,1527
1239,1,flip city media inc,flip city media inc,1--942833,2015,2015,1,792,792,715,715,630,1847
2501,1,pelagic publishing,pelagic publishing,1--78427,2018,2018,1,793,793,1420,1420,1568,1526
2500,1,peirene,peirene,1--908670,2018,2018,1,794,794,1419,1419,1567,1067
1234,1,flame tree publishing,flame tree publishing,0--85775,2014,2014,1,795,795,712,712,2032,1871
1235,1,flammarion,flammarion,2--08,1996,1996,1,796,796,713,713,766,1872
160,1,american trust publications,american trust publications,0--89259,1999,1999,1,797,797,94,94,636,695
328,1,bainbridgebooks,bainbridgebooks,1--891696,2000,2000,1,798,798,201,201,2019,739
626,1,carolrhoda lab,carolrhoda lab,1--5124,2016,2016,1,799,799,376,376,2206,866
1232,1,five in a row publishing,five in a row publishing,1--888659,2001,2001,1,800,800,711,711,698,1846
1231,1,five by five publishing,five by five publishing,1--5301,2016,2016,1,801,801,710,710,678,1870
2493,1,pearson learning group,pearson learning group,0--7652,2004,2004,1,802,802,1416,1416,1566,1066
1228,1,first story,first story,0--85748,2014,2014,1,803,803,707,707,1985,1773
1229,1,firstforumpress,firstforumpress,1--935049,2010,2010,1,804,804,708,708,1858,1869
327,1,bain and co,bain and co,0--912841,1995,1995,1,805,805,200,200,2115,2097
624,1,carolina academic press,carolina academic press,1--63282,2016,2016,1,806,806,374,374,2017,2065
1224,1,firefly books,firefly books,0--913643,1999,1999,1,807,807,705,705,1897,810
1225,1,firefly books ltd,firefly books ltd,0--2281,2018,2018,1,808,808,706,706,1898,1912
623,1,carnegie endowment for international peace,carnegie endowment for international peace,0--87003,2016,2016,1,809,809,373,373,854,764
1230,1,fischer,fischer,3--596,1994,1994,1,810,810,709,709,1986,891
2486,1,peacock publications,peacock publications,0--909209,1983,1983,1,811,811,1415,1415,1565,1525
1220,1,fingerpress ltd,fingerpress ltd,1--908824,2013,2013,1,812,812,703,703,696,1808
1221,1,fiona crotty smith,fiona crotty smith,0--9941764,2014,2014,1,813,813,704,704,697,841
2482,1,peace of mind,peace of mind,0--9976954,2016,2016,1,814,814,1413,1413,1564,1524
2481,1,pavilion publishing and media ltd,pavilion publishing and media ltd,1--909810,2014,2014,1,815,815,1412,1412,1563,1065
