"id","length","text","isbn_new","year_min","year_max","record","group"
743,1,"dartmouth college press","1--58465","2005","2005",1,1738
744,1,"dave burgess consulting inc","0--9861555","2016","2016",1,391
745,1,"david and charles","1--4463","2014","2014",1,1737
746,1,"david fickling books","1--910200","2015","2015",1,1735
747,1,"david fulton publishers","1--85346","1999","1999",1,321
748,1,"david guenther","1--9833","2018","2018",1,321
749,1,"david r. godine","1--56792","2002","2002",1,1883
750,1,"david zwirner books","1--941701","2017","2017",1,263
751,1,"daw books","0--7564","2007","2007",1,1721
752,1,"daw books inc","0--7564","2015","2015",1,35
753,1,"dba books","0--9605276","1991","1991",1,35
754,1,"dc comics","1--4012","2013","2014",3,35
755,1,"ddc pub","1--56243","2000","2000",1,35
756,1,"de gruyter","3--11;1--61451","1976","2018",15,1716
757,1,"de gruyter mouton","1--61451","2014","2014",2,1782
758,1,"de gruyter oldenbourg","3--11","2017","2017",1,16
759,1,"de gruyter open","3--11","2015","2015",1,16
760,1,"dean street press","1--911095","2016","2016",2,16
761,1,"dedalus press","1--906614","2012","2012",1,16
762,1,"del rey","0--345;0--399","1991","2018",3,16
763,1,"dell","1--101;0--440;0--345;1--299;0--385","1971","2016",30,16
764,1,"dell pub","0--440;0--685","1984","1995",7,1695
765,1,"dell pub. co","0--440","1984","1984",1,87
766,1,"dell yearling","0--385;0--7857;0--307;0--679","2001","2011",3,1692
767,1,"delta","0--385","1999","1999",1,443
768,1,"demos medical","1--62070","2016","2016",1,176
769,1,"dempsey parr","1--84084;0--7525","2000","2000",2,342
770,1,"denise vitola","1--4404","2008","2008",1,177
771,1,"dent","0--460","1975","1977",2,335
772,1,"derrydale books","0--517","1989","1989",1,325
773,1,"derrydale press","0--924357;1--58667","2016","2016",1,1677
774,1,"des publishing","0--615","2009","2009",1,1676
775,1,"deseret book","1--60641;1--60907","2009","2013",2,1690
776,2,"deseret book co;;deseret book company","0--87747;0--87579","1976","1994",2,1674
777,1,"destiny image publishers","0--7684","2014","2014",1,341
778,1,"deutsch","0--233","1969","1994",2,16
779,1,"deutscher taschenbuch verlag","3--423","1992","1992",1,1668
780,1,"developmental studies center","1--61003","2014","2014",1,90
781,1,"dewi lewis publishing","1--911306;1--907893","2017","2017",1,16
782,1,"dey st.","0--06","2016","2017",2,1660
783,1,"dharma pub","0--913546","1974","1974",1,61
784,1,"dial books for young readers","0--7352;0--8037","1984","2017",7,1653
785,1,"dial press","0--385;0--7394","2008","2008",1,16
786,1,"diane craver","1--4793","2014","2014",1,192
787,1,"digital pulps","0--692","2017","2017",1,120
788,1,"discovery house","0--929239","1995","1995",1,192
789,1,"disney","1--4352;0--7868;1--4177","2007","2007",1,192
790,1,"disney editions","1--4847","2016","2016",1,1646
791,1,"disney press","1--59961","2010","2010",1,9
792,1,"disney-hyperion","1--4847","2016","2016",2,9
793,1,"disney-hyperion books","1--4847","2015","2015",1,9
794,1,"diversion books","1--62681","2015","2015",1,1645
795,1,"dk","1--4654","2015","2015",1,1636
796,1,"dk eyewitness travel","1--4654","2015","2015",1,1639
797,1,"dk publishing","1--4654;1--336","2015","2018",8,1632
798,2,"dog ear publishing;;dog ear publishing,","1--4575","2014","2016",2,199
799,1,"dogwise publishing","1--61781","2015","2015",1,199
800,1,"dolmen press","0--85105","1973","1976",2,42
801,1,"dominie press","0--7685","2005","2005",1,42
802,1,"dorchester","0--8439","1992","1992",1,1616
803,1,"dorchester pub. co","0--8439","1995","1995",1,1614
804,1,"dorling kindersley","0--241;1--4053;1--86466;0--7894","1998","2018",6,16
805,2,"dorling kindersley limited;;dorling kindersley ltd","0--241;0--86288","2000","2016",2,1618
806,1,"dorrance publishing co","1--4809","2016","2016",1,183
807,1,"dorrance publishing co. inc","0--8059","2006","2006",1,183
808,1,"doubleday","0--385","1977","2016",7,183
809,1,"douglas and mcintyre","0--88899","2001","2001",1,183
810,1,"dover","0--486","1975","1986",2,1607
811,1,"dover pub. inc","0--486","1974","1974",1,1606
812,1,"dover publications","0--486","1968","2014",8,16
813,1,"dover publications inc","0--486","2018","2018",1,348
814,1,"downtown bookworks","1--935703","2013","2013",1,348
815,1,"dō sustainability","1--909293","2013","2013",1,1601
816,1,"dragonfly books","0--385","2008","2008",1,251
817,1,"dramatists play service","0--8222","1976","2016",4,1603
818,1,"dramatists play service inc","0--8222","2014","2014",1,152
819,1,"drdoctor","0--9998170","2018","2018",1,1592
820,1,"dreamspinner press","1--64080;1--63216","2014","2017",2,7
821,1,"duane paulsen","0--9894202","2016","2016",1,1588
822,1,"duckworth","0--7156","2004","2004",1,1584
823,1,"duke classics","1--62011","2012","2012",1,16
824,1,"duke university press","0--8223;1--283","1994","2016",8,16
825,1,"dunedin academic press ltd","1--78046","2019","2019",1,16
826,1,"duo press","1--947458","2018","2018",1,55
827,1,"dutton","0--87690;0--451;0--525;1--4072","1974","2011",4,339
828,1,"dutton books","0--525","2015","2015",1,10
829,1,"dutton children's books","0--525;0--14","1985","2004",3,88
830,1,"dynamic learning","1--4718","2014","2014",1,1570
831,1,"dynamite entertainment","1--60690;1--5241","2014","2018",3,1560
832,2,"e and f.n. spon;;e. and f. n. spon","0--419;0--665","1980","1982",2,1558
833,1,"e typographeo clarendoniano","0--19","2016","2016",1,81
834,1,"e-artnow","80--7484","2013","2013",2,81
835,1,"e-reads","0--7592","2002","2002",2,1528
836,1,"e. arnold","0--7131","1984","1984",1,2
837,2,"e. elgar;;edward elgar","1--84720;1--84980;1--78347;1--78195;1--84844;1--84376;1--84542;0--85793;1--85898;1--78254;1--84064;1--78100","1998","2014",22,85
838,5,"e. elgar pub;;e. elgar publishing;;edgar elgar publishing;;edward elgar pub;;edward elgar publishing","1--78347;1--78471;1--78536;1--84542;1--85278;1--84064;1--78100","1991","2018",15,16
839,1,"e. mellen press","0--7734","2007","2007",1,1525
840,1,"e.f. babbage","0--665","1981","1981",1,1520
841,1,"e.j. brill","90--04","1989","1989",1,1519
842,1,"e.p. dutton","0--525","1989","1989",1,1517
843,1,"e.t. calvert","0--9993768","2017","2017",1,10
844,1,"eagle trail press","0--9851876","2012","2012",1,1511
845,1,"earth-love pub. house","0--9628190","1997","1997",1,1501
846,1,"earth-world books","1--4107","2003","2003",1,1512
847,1,"earthscan","1--317;0--203;1--138;1--84407","1970","2016",6,1494
848,1,"east-west publications","0--85692","1979","1979",1,16
849,1,"eastern press","0--939758","1986","1986",1,352
850,1,"eastman kodak company","0--87985","2001","2001",1,41
851,1,"ebaru pub. house","1--58927","2006","2006",1,1475
852,1,"ecco","0--06","2005","2014",2,16
853,1,"ecpr press","1--78552;1--910259","2007","2017",3,1468
854,2,"edc pub;;edc publishing","1--58086;1--60130;0--7945","2003","2016",5,1466
855,1,"edcon publishing","1--55576","2009","2009",1,1464
856,1,"edinburgh university press","0--85224;1--306;1--299;0--7486;1--4744","1968","2018",20,1462
857,1,"edisyon perledesantilles","0--9984877","2016","2016",1,1460
858,1,"editora ufsc","85--328","2011","2011",1,1459
859,1,"editorial concordia","0--7586","2006","2006",1,1471
860,1,"editorial planeta colombiana","958--42","2002","2002",1,1456
861,1,"editorial unilit","1--56063","1995","1995",1,109
862,1,"editorial universidad del rosario","958--738","2014","2014",1,109
863,1,"edmond e. seay iii","1--5032","2015","2015",1,60
864,1,"educators publishing service","0--8388","2012","2012",1,60
865,1,"eerdmans","0--8028","1987","1999",2,1439
866,1,"eerdmans books for young readers","0--8028","2016","2016",1,1447
867,1,"egmont","1--4052","2006","2016",4,1438
868,1,"egmont uk limited","1--4052;1--78031","2016","2017",2,1436
869,1,"egmont usa","1--60684","2015","2015",1,1430
870,1,"eisenbrauns","1--57506","2014","2019",3,60
871,1,"ekdoseis kastaniōtē","960--03","2014","2014",1,1429
872,1,"eland","1--906011","2011","2011",1,1424
873,1,"elder road books","1--939275","2017","2017",1,8
874,1,"electric monkey","1--4052","2015","2015",1,182
875,1,"elevate","1--943425","2016","2016",1,182
876,1,"eleven international publishing","94--90947","2012","2012",1,182
877,1,"ellis horwood","0--85709","1992","1992",1,182
878,1,"ellora's cave","1--4199","2012","2012",1,42
879,1,"ellora's cave pub","1--4199","2013","2013",1,8
880,1,"ellora's cave publishing inc","1--4199","2009","2010",2,30
881,1,"ellora's cave romantica pub","1--4199","2006","2006",1,30
882,1,"elm tree","0--241","1985","1985",1,8
883,1,"elsevier","0--323;1--4377;0--444;0--85709;85--352;0--12;1--4557","1991","2019",33,8
884,1,"elsevier academic press","0--12","2015","2018",2,16
885,1,"elsevier butterworth heinemann","0--7506","2011","2011",1,16
886,1,"elsevier mosby","0--323","2018","2018",1,16
887,1,"elsevier saunders","0--323;1--4557","2013","2015",3,1386
888,1,"elsevier scientific","0--444","1982","1982",1,1385
889,1,"elsevier-north holland","0--444","1989","1989",1,369
890,1,"ember","0--375;0--14;1--4487","2011","2012",2,369
891,1,"emerald","1--78441","2014","2014",1,362
892,1,"emerald group publishing limited","1--78560","2015","2015",1,1376
893,1,"emerald publishing","1--78714","2018","2018",2,1374
894,1,"emerald publishing limited","1--78714","2018","2018",1,1370
895,1,"emerald romance","1--5086","2015","2015",1,148
896,1,"enchant fire books","1--5307","2016","2016",1,148
897,1,"enchanted lion books","1--59270","2014","2014",1,1366
898,1,"encore publishing","1--9734","2017","2017",1,162
899,1,"encyclopaedia britannica","0--85229;7--00","1955","1990",2,52
900,1,"encyclopædia britannica","0--85229","1955","1955",1,130
901,1,"engineering industry training board","0--85083","1983","1983",1,130
902,1,"english language book society","0--443","1986","1986",1,249
903,1,"english universities press","0--340","1974","1974",1,249
904,1,"enslow publishers","0--7660","2001","2010",3,28
905,1,"enslow publishing","1--9785;0--7660","2016","2019",3,16
906,1,"entrepreneur media inc","1--61308","2012","2012",1,61
907,1,"entrepreneur press","1--61308","2014","2014",1,1342
908,1,"environmental law institute","1--63459","2014","2014",1,1339
909,1,"eos","0--380;0--06","2005","2008",2,1337
910,1,"epic journeys","0--692","2015","2015",1,1345
911,1,"epic press","1--68076","2015","2016",3,177
912,1,"equestrian vagabond","0--9913460","2014","2014",1,1334
913,1,"equinox","1--84553","2005","2012",2,1331
914,1,"ericson books","0--911317","2015","2015",1,1326
915,1,"escape your reality press","0--615","2013","2013",1,1325
916,1,"essential library","1--68078","2018","2018",1,1322
917,1,"essential resources","1--77655","2015","2015",1,1321
918,1,"ethics international press ltd","1--871891","2014","2014",1,1328
919,1,"ethics trading","0--9556887","2011","2011",1,1316
920,1,"etr associates","0--941816","1990","1990",1,443
921,1,"euthanasia prevention coalition","1--5121","2015","2015",1,1314
922,1,"evan-moor corp.","1--55799","1992","1992",1,1308
923,1,"evangelical press","0--85234","1988","1988",1,1305
924,1,"everyman's library","0--460","1979","1979",1,26
925,1,"ex-l-ence","1--909133","2013","2013",1,1298
926,1,"exact change","1--878972","1997","1997",1,1309
927,1,"executive learning exchange","1--4751","2012","2012",1,1297
928,1,"exeter books","0--671","1984","1984",3,227
929,1,"experiment","1--61519","2017","2017",1,98
930,1,"exposition press","0--682","1973","1973",1,1290
931,1,"eyedentified consulting services llc","0--9966649","2015","2015",1,175
932,1,"eyewear publishing","1--908998;1--911335;1--912477","2014","2018",3,1287
933,1,"eyre methuen","0--413","1975","1975",1,1288
934,1,"éditions du cerf","2--204","2015","2015",1,13
935,1,"éditions rodopi","90--420","2013","2013",1,297
936,1,"f. pinter","0--86187","1985","1985",1,297
937,1,"f. warne and co","0--7232","2006","2006",1,166
938,2,"f. watts;;franklin watts","1--4451;0--7496;0--531","1984","2014",3,166
939,1,"f.a. davis","0--8036","2013","2013",1,166
940,2,"f.a. davis co;;f.a. davis company","0--8036","1970","2018",4,1271
941,1,"f.a. thorpe","1--84617;1--84395;0--85617;1--4448;1--84782;0--7089;0--85456","1974","2016",32,2
942,2,"f.a. thorpe (publishing);;f.a. thorpe publishing","1--4448;0--7089","1983","2018",6,164
943,1,"f.a. thorpe (publishing) ltd","0--7089","1979","1991",6,164
944,1,"f.a. thorpe ltd","0--7089","1995","1995",1,1272
945,1,"f.e. richards pub. co","0--88323","1966","1966",1,1259
946,2,"f.h. revell;;fleming h. revell","0--8007;0--665;1--4412","1981","2011",3,1257
947,1,"faber","0--571;0--312","2002","2002",1,10
948,1,"faber and faber","0--571;1--78283","1967","2018",18,7
949,1,"facet publishing","1--78330","2016","2016",1,1239
950,1,"facts on file inc","0--8160","1991","1991",1,1238
951,1,"facts on file publications","0--87196","1984","1984",1,370
952,1,"fair winds press","1--306;1--62788","2014","2014",1,38
953,1,"fairchild books","1--5013;1--56367","2010","2018",4,38
954,1,"fairleigh dickinson university press","1--61147","2013","2014",2,353
955,1,"faithwords","1--5460","2018","2018",1,353
956,1,"faiz kermani?","1--300","2013","2013",1,383
957,1,"falconguide","0--7627","2012","2012",1,1256
958,1,"falconguides","0--7627;1--4930","2012","2019",2,1225
959,1,"falmer","0--7507","2000","2000",1,1227
960,1,"falmer press","0--7507","1994","1994",1,89
961,1,"family tree books","1--4403","2019","2019",1,16
962,1,"family works publications","0--9635306","1995","1995",1,16
963,1,"fantagraphics","1--60699","2011","2011",1,16
964,1,"farming press","0--85236","1979","1979",1,16
965,1,"farrar straus giroux","0--374","1988","2018",3,16
966,1,"fawcett","0--449;0--399","1984","1984",1,16
967,1,"fawcett columbine","0--449;0--679","1994","1998",4,1212
968,1,"fawcett crest","0--449","1982","1999",2,7
969,1,"fawcett gold medal","0--449","1997","1997",1,2
970,1,"fawcett juniper","0--449","1983","1983",1,1207
971,1,"fawcett premier books","0--449","1970","1970",1,48
972,1,"fearon pub","0--8224","1974","1974",1,1204
973,1,"featherstone education","1--4729","2016","2016",1,1202
974,1,"federal book co","0--665","1982","1982",1,1200
975,1,"feedaread.com publishing","1--78176","2012","2012",1,142
976,1,"feiwel and friends","0--312;1--250","2007","2017",3,142
977,1,"feldheim","0--87306","1978","1978",1,23
978,1,"felony and mayhem","1--933397","2008","2008",1,1196
979,1,"felony and mayhem press","1--63194","2015","2015",1,1195
980,1,"feminist press","1--936932;1--55861","2014","2019",3,1197
981,1,"feminist press at the city university of new york","1--55861","2016","2016",1,1191
982,1,"fence books","1--934200;1--78470","2014","2014",1,1189
983,1,"fiction collective","0--932511","1986","1986",1,1190
984,1,"findhorn press","1--84409","2001","2016",2,1206
985,1,"finerplanet","1--5030","2014","2014",1,1373
986,1,"finishing line press","1--62229","2014","2015",2,61
987,1,"finlee augare books","0--9914643","2015","2015",1,1183
988,1,"fire science publishers","0--9728111","2003","2003",1,1180
989,1,"firebrand books","0--932379","1988","1988",1,16
990,1,"fisher hill","1--878253","2009","2009",1,1179
991,1,"fitness results","0--692","2016","2016",1,1187
992,1,"fitzroy dearborn pub","1--57958","1999","2000",2,1178
993,1,"flaming vision publications","1--886288","2013","2013",1,10
994,1,"flamingo","0--00","1993","1993",1,46
995,1,"flashmaps publications","0--942226","1986","1986",1,16
996,1,"flint institute of art","0--939896","2019","2019",1,1162
997,1,"floricanto press","1--5196","2015","2015",1,66
998,1,"focal press","1--136","1998","2013",2,16
999,1,"focus readers","1--64185;1--63517","2019","2019",1,1159
1000,1,"fodor's travel","0--8041;0--14;1--101","2014","2017",3,3
1001,1,"folcroft library editions","0--8414","1974","1974",1,1152
1002,1,"fonds monetaire international","1--4552","1984","1984",1,45
1003,1,"fontana","0--00","1977","1977",1,48
1004,1,"fonthill","1--78155","2015","2015",1,198
1005,1,"for dummies","1--119","2017","2017",1,226
1006,1,"fordham university press","0--8232","1983","2015",3,1134
1007,1,"forever","0--446","2012","2012",1,1133
1008,1,"forge","1--4104;0--7653;0--8125;1--250","1999","2019",4,1136
1009,1,"forgotten books","0--484;1--330;1--332","2015","2017",3,133
1010,1,"fortress press","0--8006;1--4514;1--5064","2007","2017",4,133
1011,1,"foul play press","0--88150","1988","1988",1,1128
1012,1,"fountain press","0--85242","1970","1987",2,1127
1013,1,"fountainhead press","1--59871","2014","2014",1,16
1014,1,"four courts press","1--85182;1--84682","1997","2018",5,144
1015,1,"four courts press ltd","1--84682","2013","2013",1,1124
1016,1,"four directions press","0--9981144","2017","2017",1,26
1017,1,"four way books","1--884800","2007","2007",1,1122
1018,1,"fourth estate","0--00","2013","2014",2,61
1019,1,"frances lincoln children's books","1--84780","2015","2015",2,4
1020,1,"frank w. jackson","0--9911027","2013","2013",1,1117
1021,1,"free press","0--7432;1--4767;0--02","1985","2014",8,1115
1022,1,"free spirit publishing","1--63198","2016","2016",1,12
1023,1,"freebooksy press","0--692","2015","2015",1,1114
1024,1,"french","0--573;0--05","1976","197u",2,1116
1025,1,"fresco fine art publications","0--9679034","2007","2007",1,1112
1026,1,"frisky geezer llc","0--9887225","2014","2014",1,1110
1027,1,"ft press","0--13","2011","2011",1,1107
1028,1,"ftnpress","1--9810","2018","2018",1,10
1029,1,"fueracodigos.com","1--5398","2018","2018",1,1138
1030,1,"future medicine","1--78084","2014","2014",1,286
1031,1,"future publishing","1--78389","2014","2014",1,1101
1032,1,"future publishing limited","1--78546","2017","2017",1,102
1033,1,"g. allen and unwin","0--415;0--04;0--203;1--134;1--138","1984","1986",2,16
1034,2,"g. braziller;;george braziller","0--8076","1976","2004",3,16
1035,1,"g. olms","3--487","2013","2013",1,1097
1036,1,"g. schirmer","0--7935","1961","1961",1,16
1037,1,"g. thieme","3--13","1992","1992",1,2
1038,1,"g.k. hall","1--4104;1--57072;0--8161","1971","1989",20,1082
1039,1,"g.k. hall and co","0--7838;0--8161","1977","1998",3,278
1040,1,"g.m. worthington","0--9623474","1989","1989",1,1099
1041,1,"g.p. putnam's sons","0--425;0--665;0--399;0--7394","1974","2012",5,33
1042,1,"g.p.o.","0--665","1981","1981",1,16
1043,1,"g.w. kent inc","0--900841","1992","1992",1,16
1044,1,"gabriel morales","1--4997","2014","2014",1,16
1045,1,"galahad books","0--88365","1980","1980",1,1074
1046,1,"galaxy","1--4713","2012","2012",1,1064
1047,1,"gale","1--4104;1--4103","2009","2019",2,1061
1048,1,"gale cengage","1--4104;1--59413","2008","2014",2,1056
1049,1,"gale cengage learning","1--4104;1--59413","2008","2016",3,26
1050,1,"gale research company","0--8103","1979","1979",1,1062
1051,1,"gallaudet college press","1--56368","2003","2003",1,1077
1052,1,"gallaudet university press","1--944838","2018","2018",1,55
1053,1,"gallery","0--907623","1986","1986",1,14
1054,1,"gallery books","1--5011;0--8317;1--4767","1991","2016",5,1049
1055,1,"gallup press","1--59562","2009","2009",1,1047
1056,1,"galool home of somali education","0--9570269","2012","2012",2,1052
1057,1,"galore park","1--4718","2014","2014",1,1044
1058,1,"gareth stevens publishing","1--4898;1--5263;1--5382;1--4824","2015","2018",7,1037
1059,1,"garland","0--8240","1986","1986",1,2
1060,1,"gary l. morris","1--5077","2015","2015",1,1033
1061,1,"gatefold books","0--919155","1980","1980",1,1036
1062,1,"gateway press","0--9613104","2001","2001",1,278
1063,1,"gateways publication","0--89556","2012","2012",1,1032
1064,1,"gazette press","0--665","1981","1981",1,2
1065,1,"gee","1--86089","2002","2002",1,1028
1066,2,"genealogical publishing co;;genealogical publishing company","0--8063","1989","2015",3,1024
1067,1,"generations quest press","1--4997","2014","2014",1,1030
1068,1,"gentle world inc","0--9614248","1991","1991",1,286
1069,1,"geo. h. himes","0--665","1981","1981",1,1020
1070,1,"geography matters","1--931397","2010","2010",1,1022
1071,1,"geological society","1--86239","2014","2014",1,330
1072,1,"geological society of america","0--8137","2014","2016",2,11
1073,1,"georg olms verlag","3--487","1978","1978",1,171
1074,1,"georgetown university press","1--62616","2014","2014",1,132
1075,1,"geoscience information society","0--934485","2005","2005",1,269
1076,1,"geospatial training services.","1--9794","2017","2017",1,269
1077,1,"german historical institute","1--107","2013","2013",1,200
1078,1,"getty conservation institute","0--89236;1--60606","2004","2019",3,200
1079,1,"gia publications inc","0--304;1--57999","1998","1998",1,280
1080,1,"gideon","1--4988","2015","2017",4,2
1081,1,"gideon informatics inc","1--4988","2014","2018",14,283
1082,1,"gill and macmillan","0--7171","1980","1980",1,16
1083,1,"gill books","0--7171","2018","2018",1,371
1084,1,"gingko press","1--58423","2012","2018",4,38
1085,1,"ginn","0--665","1981","1981",1,1001
1086,1,"ginn custom pub","0--536","1985","1985",1,16
1087,1,"glencoe press","0--02","1978","1978",1,16
1088,1,"global house","1--84611","2012","2012",1,16
1089,1,"globe pequot","1--4930","2015","2018",2,992
1090,1,"gold fern press","0--9971354","2016","2016",1,4
1091,1,"golden books","0--375","1999","1999",1,997
1092,1,"golden books pub. co","0--307","1999","1999",1,1000
1093,1,"golden press","0--307","1976","1991",3,989
1094,1,"goldsmiths press","1--906897","2018","2018",1,990
1095,1,"gollancz","0--575","2008","2008",1,987
1096,1,"good books","1--68099","2016","2016",1,988
1097,1,"good night books","1--60219","2014","2014",1,408
1098,1,"goodfellow publishers ltd","1--910158","2015","2015",1,408
1099,1,"goodheart-willcox","1--56637","2002","2002",1,983
1100,1,"goodheart-willcox company inc","1--63126","2018","2018",1,980
1101,1,"gooseberry patch","1--888052","2003","2003",1,409
1102,1,"gordon and breach","2--88124","1989","1989",1,409
1103,1,"gordon and breach science publishers","2--88124","1985","1985",1,2
1104,1,"gorgias press","1--4632","2012","2012",1,10
1105,1,"gospel pub. house","0--88243","1979","1979",1,10
1106,1,"gotham","1--59240","2008","2008",1,38
1107,1,"gotham books","1--59240","2009","2013",2,970
1108,1,"govt. print. office","0--665","1979","1979",1,84
1109,1,"gower","1--4724","2014","2015",2,84
1110,1,"gower publishing limited","1--4724","2015","2015",1,6
1111,1,"gpp travel","0--7627","2009","2009",1,6
1112,1,"grady miller books","1--4995","2014","2014",1,964
1113,1,"grafton","0--246","1987","1987",1,176
1114,1,"grafton books","0--586","1991","1991",1,84
1115,1,"graham and trotman","94--011;1--85333","1993","1994",2,83
1116,1,"graham and trotman ltd","94--011","1993","1993",1,83
1117,1,"graham foundation","0--9961117","2015","2015",1,83
1118,1,"gramercy books","0--517","1990","1990",1,298
1119,1,"granada","0--586;0--246","1981","1985",2,16
1120,1,"grand central life and style","1--4555","2017","2017",1,968
1121,2,"grand central pub;;grand central publishing","0--446;1--5387;1--4555","2007","2018",9,954
1122,1,"grand central publishing large print","1--4555;1--68331","2016","2016",1,953
1123,1,"grange books","1--85627","1980","1996",3,955
1124,1,"graphia","0--547","2012","2012",1,948
1125,1,"graphis","1--931241","2002","2002",1,956
1126,1,"grason","0--89066","1996","1996",1,10
1127,1,"gray rabbit publications","1--62755","2014","2014",1,939
1128,1,"graywolf press","1--55597","2016","2018",2,16
1129,1,"green note music publications","0--912910","1977","1977",1,1
1130,1,"greenleaf book group press","1--62634","2014","2018",3,1
1131,1,"greenleaf publishing","1--351","2012","2012",1,413
1132,1,"greenwich exchange ltd","1--910996","2017","2017",1,928
1133,1,"greenwillow books","0--06;0--605","2011","2017",3,947
1134,1,"greenwood","0--313;1--4408","2004","2017",2,924
1135,1,"greenwood press","0--313;0--8371","1968","2006",16,922
1136,1,"gregg press","0--86043;0--8398","1977","1977",1,2
1137,1,"gregory sandor","0--9906098","2015","2015",1,61
1138,1,"grey castle","1--55905","1989","1989",1,167
1139,1,"grey fox press","0--912516","1981","1981",1,167
1140,1,"grolier club","1--60583","2019","2019",1,27
1141,1,"groombridge and sons","0--665","1986","1986",1,911
1142,1,"groovy beets natural family health","1--5117;0--692","2015","2015",1,908
1143,1,"groset and dunlap","0--448","1998","1998",1,179
1144,1,"grosset and dunlap","0--448","1971","2004",8,907
1145,1,"grove press","0--8021;0--500","1977","2017",6,64
1146,1,"grune and stratton","0--8089","1980","1980",1,64
1147,1,"grupo ciudad gris","1--5413","2017","2017",1,30
1148,1,"guardian angels medical service dogs","0--578","2015","2015",1,30
1149,1,"guild press","0--9617367","1999","1999",1,30
1150,1,"guilford press","1--60918;1--4625;0--89862","1984","uuuu",5,33
1151,1,"guilford publications","1--4625","2014","2014",1,95
1152,1,"gulf professional","0--12","2015","2015",1,2
1153,2,"gulf professional publ.;;gulf professional publishing","0--12;0--7506","2002","2018",2,2
1154,1,"gulf publishing company","0--08","2015","2015",1,196
1155,1,"gunsmoke","0--7451","1997","1997",1,888
1156,2,"h. holt;;henry holt","0--8050","1992","2009",6,86
1157,1,"h. marshall","0--665","1980","1980",1,52
1158,1,"h.b. ashmead","0--665","1982","1982",1,13
1159,2,"h.n. abrams;;harry n. abrams","0--8109","1971","1983",3,884
1160,1,"h.w. wilson company","1--61925","2014","2014",1,883
1161,1,"hachette books","0--316","2015","2015",1,116
1162,1,"hachette books ireland","1--4736","2018","2018",1,882
1163,1,"hachette children's books","1--4451","2017","2017",1,880
1164,1,"hackett publishing company","1--60384","1989","1989",1,879
1165,1,"hackett publishing company inc","1--62466","2015","2015",1,5
1166,1,"hale","0--7091","1976","1976",1,170
1167,1,"hameray publishing group","1--60559","2011","2011",1,170
1168,1,"hamlyn","0--600","1978","1994",2,170
1169,1,"hamo vassilian","0--931539","2016","2016",1,170
1170,1,"hampton-brown","0--7362","1998","1998",1,877
1171,1,"harcourt","0--15","2003","2003",1,50
1172,1,"harcourt brace","0--613;0--15","1978","1987",2,875
1173,1,"harcourt brace jovanovich","0--15","1971","1984",4,878
1174,1,"harcourt brace jovanovich inc","0--15","1971","1971",1,50
1175,1,"hardpress pub","1--290","2013","2013",1,50
1176,1,"harelquin","0--373","2011","2011",1,50
1177,1,"hargen publications","0--9575949","2015","2015",1,50
1178,1,"harlan davidson","0--88295","1986","1986",1,50
1179,1,"harlelquin books","0--373","1992","1992",1,50
1180,1,"harlequin","0--373;1--4268","1969","2012",11,50
1181,1,"harlequin books","0--373;1--335","1972","2017",12,866
1182,1,"harlequin love inspired","0--373","2015","2015",1,176
1183,1,"harlequin love inspired books","1--335","2018","2018",1,16
1184,1,"harlequin love inspired historical","1--335","2018","2018",1,23
1185,1,"harlequin love inspired suspense","0--373","2016","2016",2,16
1186,1,"harmonia press","0--9865996","2013","2013",1,16
1187,1,"harmony books","0--517","1996","1996",1,16
1188,1,"harper","0--691;1--4242;0--665;0--613;0--06;1--84724;0--7538","1974","2018",17,16
1189,1,"harper and row","0--09;0--06","1965","1990",15,16
1190,2,"harper collins;;harpercollins","1--4000;0--00;0--380;0--8124;0--06;0--688;0--690;0--330","1987","2017",21,16
1191,3,"harper collins publishers;;harpercollins publishers;;harpercollinspublishers","1--4242;0--00;0--06;0--329","1998","2018",13,16
1192,2,"harper paperbacks;;harperpaperbacks","0--06","1990","1999",4,843
1193,2,"harper perennial;;harperperennial","0--06","1991","2011",10,16
1194,1,"harper perrenial","0--06","2018","2018",1,16
1195,2,"harper trophy;;harpertrophy","0--7587;0--380;1--4242;0--06;0--688;1--4420","1980","2008",9,16
1196,1,"harper voyager","0--00","2018","2018",1,16
1197,1,"harperbusiness","0--88730","1998","1998",1,16
1198,1,"harpercollins children's","0--00","2006","2006",1,16
1199,1,"harpercollins children's books","0--00","2017","2017",1,16
1200,1,"harpercollinsillustrated","0--00","2003","2003",1,16
1201,1,"harperfestival","0--06;1--4806;1--4844","2014","2014",1,16
1202,1,"harperkeypoint","0--06","1991","1991",1,16
1203,1,"harperluxe","0--06","2016","2016",2,16
1204,1,"harperone","0--06","2008","2008",1,16
1205,1,"harperperennial modern classics","0--06","2005","2005",1,12
1206,1,"harperprism","0--06","1995","1998",2,829
1207,1,"harpersport","0--00","2016","2016",1,828
1208,1,"harperteen","0--06","2013","2018",2,832
1209,1,"harpertorch","0--385;0--06","2000","2002",4,196
1210,1,"harrap","0--245;0--13","1977","1989",3,44
1211,1,"harrap's","2--8187","2014","2014",1,44
1212,1,"harriman house","0--85719","2011","2011",1,105
1213,1,"harrison house","1--57794","2003","2003",1,105
1214,1,"harry n. abrams inc","0--8109","2009","2009",1,820
1215,1,"hart","1--84946","2015","2015",1,405
1216,1,"hart publishing","1--84946;1--5099;1--78225","2013","2018",5,228
