"id","length","text","isbn_new","year_min","year_max","record","group"
2284,1,"right now publishing","1--5059","2015","2015",1,909
2285,1,"rio grande press","0--87380","1984","1984",1,332
2286,1,"ripple grove press","0--9990249","2018","2018",1,10
2287,1,"riptide publishing","1--62649","2016","2016",1,210
2288,1,"risi","1--932426","2011","2011",1,210
2289,1,"river city pub","1--57966","2005","2005",1,906
2290,1,"river publishing","1--55547","1994","1994",1,116
2291,1,"riverhead books","1--322;1--101;1--57322","1996","2016",3,923
2292,1,"rizzoli","0--8478","1985","2015",5,904
2293,1,"rizzoli international publications inc","0--8478","2018","2018",1,905
2294,1,"roaring brook press","1--59643","2006","2009",2,61
2295,1,"robert hale","1--84617;0--7198;0--7091;0--7090","1968","2011",4,901
2296,1,"robert lee and thomas k. remington","1--5147","2015","2015",1,900
2297,1,"robert rodi","1--4948","2014","2014",1,16
2298,1,"roberts publications","0--906185","1982","1982",1,899
2299,1,"robi jode press","0--692","2017","2017",1,129
2300,1,"robson books","1--86105","2002","2002",1,897
2301,1,"robson press","1--84954","2015","2015",1,895
2302,1,"roc","0--451","1992","2016",6,175
2303,1,"rockport","1--56496","1998","1998",1,175
2304,1,"rockridge press","1--62315;1--64152","2015","2019",2,903
2305,1,"rocky nook","1--937538","2015","2015",1,893
2306,1,"rodale","1--62336","2016","2016",1,892
2307,1,"rodopi","90--420;94--012","2011","2011",1,10
2308,1,"rodopi b.v.","90--420;94--012","2014","2014",1,889
2309,1,"rogers press","1--4446","2009","2009",1,119
2310,1,"roman catholic books","0--912141","2000","2000",1,894
2311,1,"ronin","1--57951","2013","2013",1,886
2312,1,"ronsdale press","1--4987","2006","2006",1,885
2313,1,"rosen publishing","1--4777","2015","2015",1,213
2314,1,"rosen publishing's rosen central","1--5081","2018","2018",1,10
2315,1,"rosettabooks","1--948122","2018","2018",1,6
2316,1,"rothco press","1--941519","2017","2017",1,6
2317,1,"rough guides","1--84353","2006","2006",1,873
2318,1,"rourke educational media","1--68191;1--64156;1--62717","2014","2019",4,10
2319,1,"routledge","0--08;1--61205;1--322;1--351;1--912303;0--8153;1--4987;0--7146;1--62958;0--415;0--429;1--4724;1--317;1--283;1--299;0--7103;1--135;0--203;1--306;1--134;0--367;1--4094;0--86656;1--315;1--136;1--85728;1--912127;1--912282;1--59451;1--78220;1--138;1--4557;0--7656","1977","2019",415,10
2320,1,"routledge and kegan paul","0--7100;94--011;0--415","1973","2014",5,18
2321,1,"routledge and paul","0--7100","1969","1969",1,10
2322,1,"routledge reference","1--84972","2002","2002",1,253
2323,1,"routledge,taylor and francis group","1--317;1--315","2016","2016",1,867
2324,1,"routlegde","1--351","2017","2017",1,253
2325,1,"rowman and littlefield","1--4422;1--4758;1--5381;0--8108;1--56699;0--7425","2007","2019",12,18
2326,1,"rowman and littlefield education","1--61048;1--322","2011","2011",1,890
2327,1,"rowman and littlefield international","1--78348","2016","2016",1,865
2328,1,"rowman and littlefield international ltd","1--78660","2018","2018",1,868
2329,1,"rowman and littlefield publishers","1--78348","2015","2015",1,8
2330,1,"rowman and littlefield publishers inc","0--7425;1--4616;1--299","2006","2006",2,864
2331,1,"royal academy of arts","1--907533","2014","2014",1,8
2332,1,"royal collection trust","1--909741","2017","2017",1,414
2333,1,"royal college of surgeons of england","1--904096","2013","2013",1,414
2334,1,"royal society of chemistry","1--84973;1--84569","1996","2013",3,861
2335,1,"rp media","1--62716","2015","2015",1,258
2336,1,"rsc publishing","1--84973","2013","2014",2,881
2337,1,"running press","0--7624","2015","2015",1,2
2338,1,"running press kids","0--7624","2018","2018",1,2
2339,1,"rupikaur","1--5027","2014","2014",1,4
2340,1,"russell w. stevenson","1--5008","2013","2013",1,16
2341,1,"rutgers university press","0--8135","2014","2016",2,2
2342,1,"s. clarke","0--665","1983","1983",1,858
2343,1,"s. converse","0--665","1983","1983",1,856
2344,2,"s. french;;samuel french","0--573;1--4683;0--575","1956","2017",8,857
2345,1,"s. lawrence","0--385","1982","1982",1,32
2346,1,"s. low. marston","0--665","1980","1980",1,32
2347,1,"sacred truth ministries","1--58840","2007","2007",1,32
2348,1,"saddleback educational publishing","1--63078","2015","2015",1,163
2349,1,"sae","1--56091","1995","1995",1,32
2350,1,"sage","0--8039;1--84787;1--78402;1--4739;0--85702;1--306;1--4129;1--4833;1--4462","1988","2017",15,32
2351,1,"sage incorporated","1--5264","2018","2018",1,852
2352,1,"sage publications","0--8039;1--4739;1--4522;1--4833;1--5264","1993","2017",4,854
2353,1,"sage publications inc","1--5063;1--4522","2013","2013",1,96
2354,1,"sage publications ltd","1--5264","2019","2019",1,250
2355,1,"sage reference","1--4739","2014","2014",1,849
2356,1,"sahmarsh publishing","1--879725","1991","1991",1,240
2357,1,"saint benedict press","1--5051","2015","2015",1,851
2358,1,"saint mary's college of california","0--355;1--321","2014","2017",3,846
2359,1,"salem press","1--58765;1--4298","2011","2017",5,848
2360,1,"salish kootenai college press","1--934594","2016","2016",1,117
2361,1,"salmon poetry","1--908836;1--910669","2014","2018",3,4
2362,1,"salt publishing","1--78463","2018","2018",1,5
2363,1,"samhain pub","1--59998","2008","2008",1,850
2364,1,"samhain publishing ltd","1--61921","2012","2012",1,61
2365,1,"sams","0--672;0--7686;1--56276;0--13","1998","2017",11,844
2366,1,"samuel french inc","0--573","1956","1956",1,845
2367,1,"sandy creek","1--4351","2011","2012",2,234
2368,1,"sandy pimentel","1--4568","2018","2018",1,8
2369,1,"sansom foundation inc","0--692","2017","2017",1,841
2370,1,"santillana usa","1--68292","2017","2017",1,18
2371,1,"sarabande books","1--936747","2014","2014",1,840
2372,1,"sas institute","1--55544;1--59047","1988","2009",3,52
2373,1,"saunders","0--323;1--4160;0--7216;0--7020;1--4557","1977","2014",7,417
2374,1,"sbl press","1--62837","2014","2014",1,417
2375,1,"scarecrow press","0--8108","1985","1985",1,16
2376,1,"scarlet press","1--85727","1992","1992",1,39
2377,1,"sceptre","1--4736","2016","2016",1,839
2378,1,"schiffer publishing","0--7643","2014","2014",1,838
2379,1,"schiffer publishing ltd","0--7643","2012","2012",1,837
2380,1,"schirmer books","0--02","1987","1987",1,16
2381,1,"schocken books","0--8052;0--902308","1973","1977",4,16
2382,2,"scholarly editions;;scholarlyeditions","1--4649","2012","2012",16,833
2383,1,"scholarly resources","0--8420","2002","2002",1,16
2384,1,"scholars press","0--89130","1985","1985",1,16
2385,1,"scholastic","0--590;0--7587;0--545;1--4071;1--74169;0--8335;1--338;0--439;1--4420;0--606;0--329","1956","2018",52,16
2386,1,"scholastic book services","0--590","1984","1984",1,16
2387,1,"scholastic canada ltd","1--4431","2012","2016",3,16
2388,1,"scholastic children's books","0--590;1--4071","1994","2017",2,16
2389,1,"scholastic inc","1--55858;0--590;1--5182;1--5364;1--4806;0--545;1--4071;1--5379;1--78845;1--4395;0--606;1--338;0--439;1--4844;1--76063;0--329","1987","2019",46,824
2390,1,"scholastic press","0--545;1--338","2013","2018",6,826
2391,1,"scholastic publications","0--590","1980","1980",1,822
2392,1,"scholastic reference","1--4046;0--439","2003","2003",1,821
2393,1,"schwartz and wade books","0--375;0--605","2012","2012",1,819
2394,1,"science of mind publications","0--911336","1978","1978",1,26
2395,1,"scm press","0--334","2013","2013",2,26
2396,1,"scott polar reserach institute","0--901021","2013","2013",1,26
2397,1,"scott rolfe","0--9858322","2012","2012",1,26
2398,1,"scottish government","0--7559","2010","2010",1,97
2399,1,"scribner","0--7432;1--4391;0--7434;0--684;0--14;1--4767;0--7394;1--5011","1984","2018",7,3
2400,1,"scribner paperback fiction","0--684","1995","1995",1,813
2401,1,"scribner poetry","0--684","1997","1997",1,266
2402,1,"scribner's","0--684","1982","2005",2,818
2403,1,"scribners","0--356","1991","1991",1,827
2404,1,"scrivener","1--118","2013","2013",1,16
2405,1,"sdc publications","1--63057","2016","2016",1,809
2406,1,"sea grass","1--63322","2017","2017",1,158
2407,1,"seabury press","0--8164","1980","1980",1,158
2408,1,"seagull books","0--85742","2017","2018",2,805
2409,1,"seal books","1--4000","2015","2015",1,807
2410,1,"seal press","1--58005","2018","2018",1,16
2411,1,"search press","1--78221;1--84448","2009","2017",2,802
2412,1,"search press ltd","1--78221","2016","2016",1,1039
2413,1,"security world pub. co","0--913708","1975","1975",1,403
2414,1,"seedbed publishing","1--62824","2016","2016",1,799
2415,1,"seedlings braille books for children","0--394","1986","1986",1,1041
2416,1,"selva oscura press","0--9909453","2018","2018",1,798
2417,1,"semaphore press","1--943689","2016","2016",1,800
2418,1,"semiotext(e)","1--58435","2015","2015",1,812
2419,1,"senate community affairs legislation committee","1--76010","2018","2018",1,272
2420,1,"senator john heinz pittsburgh regional history center","0--936340","2006","2006",1,272
2421,1,"sense publishers","94--6300","2016","2016",1,245
2422,1,"serpent club press","0--9976134","2017","2017",1,165
2423,1,"serpent's tail","1--78125","2018","2018",1,165
2424,1,"seven guns press","0--9884259","2012","2012",1,165
2425,1,"seven seas","1--62692","2014","2014",1,165
2426,1,"seven seas entertainment","1--62692","2015","2016",3,165
2427,1,"seven stories press","1--60980;1--888363","1998","2013",3,16
2428,1,"severn house","0--7278","1992","2018",11,794
2429,1,"severn house large print","0--7278","2014","2018",4,797
2430,1,"severn house publishers","1--84751;0--7278","1998","2014",2,790
2431,1,"severn house publishers ltd","1--84751;0--7278","2015","2015",1,179
2432,1,"severn housr large print","0--7278","2005","2005",1,788
2433,1,"shambhala","0--87773;1--61180;0--394","1985","2018",2,191
2434,1,"shank painter publishing company","0--9609814","1983","1983",1,1069
2435,1,"shannon trust turning pages","1--912091","2017","2017",1,784
2436,1,"sharelingo press","0--9993299","2017","2017",1,783
2437,1,"sharon griggs","0--578","2014","2014",1,785
2438,1,"she writes press","1--63152","2016","2018",3,781
2439,1,"sheba blake publishing","1--304;1--312;963--527;1--329","2013","2014",4,248
2440,1,"sheffield","0--88133","1986","1986",1,779
2441,1,"shell education","1--4258","2013","2013",1,777
2442,1,"shelter harbor press","1--62795","2018","2018",1,780
2443,1,"sheppard's books","1--940172","2014","2014",1,775
2444,1,"shire","0--7478","2013","2013",1,16
2445,1,"shooting star press","1--57335;1--56924","1994","1996",3,16
2446,1,"shortland publications","0--7699","2000","2000",1,16
2447,1,"sibling rivalry press","1--943977","2016","2016",1,778
2448,1,"sigma leisure","1--910758","2015","2015",1,50
2449,1,"sigma theta tau international","1--938835","2014","2014",1,50
2450,1,"signet","0--451;0--525","1998","2011",2,772
2451,1,"signet book","0--451","2009","2009",1,771
2452,1,"signet books","0--451","1950","1950",1,97
2453,1,"sil international","1--55671","2014","2014",1,264
2454,1,"silhouette","0--373","1992","1992",1,770
2455,1,"silhouette books","0--373","2002","2002",1,26
2456,1,"siloam","1--62136","2014","2014",1,26
2457,1,"silurian press","0--9966199","2015","2015",1,26
2458,1,"silver burdett","0--356","1976","1976",1,16
2459,1,"silver burdett ginn","0--663;0--8136","1993","1996",2,26
2460,1,"silver dolphin","1--62686","2016","2016",1,16
2461,1,"silver press","0--671","1991","1991",1,26
2462,1,"simon and schuster","1--84739;0--7432;1--4713;1--9821;1--4391;0--7434;0--684;0--85707;0--689;1--4711;1--4767;0--671;1--84738;1--5011","1971","2019",34,26
2463,1,"simon and schuster audioworks","1--4516","2013","2013",1,26
2464,1,"simon and schuster books for young readers","1--4814;1--4169","2007","2015",2,52
2465,1,"simon and schuster canada","1--5011;1--4767","2016","2016",1,16
2466,1,"simon and schuster children's pub","0--689","2005","2006",2,16
2467,1,"simon and schuster inc","0--02;0--684","1997","1997",1,765
2468,1,"simon and schuster paperbacks","1--4516;0--7432;1--4391;1--4767","2004","2019",4,12
2469,1,"simon and schuster trade","0--671","1982","1982",1,756
2470,1,"simon and schuster uk ltd","1--4711","2016","2016",1,757
2471,1,"simon pulse","1--4814;1--4169","2005","2015",3,754
2472,1,"simon spotlight","1--4814","2015","2015",1,78
2473,1,"simply charlotte mason","1--61634","2011","2011",1,78
2474,1,"simulation councils","1--61738","2010","2010",1,16
2475,1,"sixth and spring books","1--942021","2015","2015",1,419
2476,1,"skinny house productions llc","0--9968777","2019","2019",1,282
2477,1,"skira","88--572","2012","2012",1,282
2478,1,"sky pony press","1--5107","2016","2016",1,193
2479,1,"skyhorse publishing","1--62873;1--61608;1--63450;1--62636;1--63220;1--62914;1--5107","2014","2017",14,749
2480,1,"skylark books","0--553","1997","1997",1,752
2481,1,"slack incorporated","1--61711;1--63091","2010","2017",3,26
2482,1,"slavica","0--89357","1987","1987",1,16
2483,1,"slavica publishers","0--89357","1990","1990",1,746
2484,1,"smart apple media","1--58340;1--59920;1--62588","2005","2016",3,747
2485,1,"smashwords","1--4657","2014","2014",1,2
2486,1,"smashwords edition","1--301","2013","2013",1,744
2487,1,"smithmark","0--8317","1994","1995",2,61
2488,1,"smithsonian","0--06","2007","2007",1,748
2489,1,"smithsonian american art museum","1--907804","2014","2014",1,751
2490,1,"smithsonian books","1--58834","2013","2016",2,758
2491,1,"smithsonian institution","0--665","1981","1981",1,10
2492,1,"smithsonian institution press","1--56098","1997","1997",1,855
2493,1,"so little time","0--692","2018","2018",1,995
2494,1,"social issues resources series","0--89777","1995","1995",1,114
2495,1,"socialist resistance","0--902869","2008","2008",1,742
2496,1,"society for human resource management","1--58644","2012","2012",1,740
2497,1,"society for medieval archaeology","1--351","2013","2013",2,61
2498,1,"society of biblical literature","1--58983","2011","2014",2,1165
2499,1,"society of petroleum engineers","1--55563","2009","2009",1,734
2500,1,"soft skull press","1--61902","2013","2013",1,156
2501,1,"soho press","1--56947","2002","2002",1,156
2502,1,"solida inc","0--9677328","2005","2005",1,731
2503,1,"somos arte llc","0--692","2018","2018",1,730
2504,1,"soundprints","1--56899","1998","1998",1,732
2505,1,"sounds true","1--62203","2013","2013",1,726
2506,1,"sourcebooks casablanca","1--4926;1--4022","2015","2019",2,727
2507,1,"sourcebooks landmark","1--4022","2012","2015",2,728
2508,1,"south end press","0--89608","1981","1981",1,723
2509,1,"south-western cengage learning","1--4390","2010","2010",1,722
2510,1,"southern illinois university press","0--8093","1971","2014",4,16
2511,1,"sovereign world","1--85240","1991","1991",1,719
2512,1,"sp publications","1--879892","1972","1972",1,720
2513,1,"sparkpress","1--943006","2018","2018",1,16
2514,1,"sparks publishers","0--9854651","2013","2013",1,59
2515,1,"spck","0--281","1979","2016",2,59
2516,1,"speak","1--4395;0--14","2005","2005",1,49
2517,1,"speech and voice enterprises","0--9793723","2017","2017",1,712
2518,1,"spencer hill press","1--63392","2015","2015",1,10
2519,1,"sphere","0--7515;0--7221;0--399","1984","2015",4,710
2520,1,"spie","1--62841;1--5106;0--8194","1992","2016",11,120
2521,1,"spie press","0--8194;1--5106;1--62841","2006","2017",3,17
2522,1,"spie-the international society for optical engineering","0--7803","1996","1996",1,10
2523,1,"spink","1--907427","2019","2019",1,10
2524,1,"spon press","0--419;0--203","1995","1995",1,17
2525,1,"sports publishing","1--61321","2011","2014",2,17
2526,1,"spotlight","1--59961;1--61479","2006","2017",5,10
2527,1,"springer","0--387;94--007;1--4614;4--431;1--4939;1--4419;1--4471;1--84628;3--319;81--322;3--540;1--4899;1--84882","1987","2017",51,10
2528,1,"springer berlin heidelberg","981--10;3--658;3--319","2017","2018",4,17
2529,1,"springer international publishing","3--319","2015","2015",1,48
2530,1,"springer london","1--4471","2015","2015",1,703
2531,1,"springer new york","1--4939","2014","2014",2,16
2532,1,"springer publishing company","0--8261","2014","2016",2,48
2533,1,"springer publishing company llc","0--8261;1--322","2015","2016",2,48
2534,1,"springer science+business media","981--287;1--4757;3--319","1983","2016",3,48
2535,1,"springer-verlag","0--387;3--540","1971","1997",7,694
2536,1,"square fish","1--4299;1--4844;1--4420;1--250","2010","2013",3,48
2537,1,"squeezy press","0--9629250","2001","2001",1,48
2538,1,"sra mcgraw-hill","0--02","1997","1997",1,1243
2539,2,"st martin's paperbacks;;st. martin's paperbacks","0--312;1--250","1989","2016",12,25
2540,1,"st martin's paperbacks edition","0--312","2005","2005",1,690
2541,2,"st martin's press;;st. martin's press","1--4668;1--137;1--58238;0--312;0--7705;1--250","1965","2018",29,1247
2542,1,"st. james press","1--55862","1998","1998",1,691
2543,1,"st. martin's griffin","0--312;1--4668;1--250","1998","2016",9,688
2544,1,"st. martin's paperback","0--312","2003","2003",1,687
2545,1,"stackpole books","0--8117","1969","2012",2,1251
2546,1,"stanford university press","1--5036;0--8047","2011","2018",5,34
2547,1,"stanley gibbons limited","1--911304","2018","2018",1,100
2548,1,"stanley victor paskavich","1--9813","2017","2017",1,238
2549,1,"starbooks press","1--877978","1993","1993",1,238
2550,1,"starmont house","0--930261","1985","1985",1,685
2551,1,"start publishing","1--60977","2014","2014",2,683
2552,1,"state of man publishing","1--880777","1992","1992",1,73
2553,1,"state university of new york press","0--7914;1--4384;0--585","1979","2016",11,73
2554,1,"stationery office","0--11","2017","2017",1,73
2555,1,"stein","0--8128","1977","1977",1,145
2556,1,"stein and day","0--8128","1972","1972",1,679
2557,1,"stephanie rowe","1--940968","2015","2015",1,73
2558,1,"stephen r. brown studio","0--9766150","2012","2012",1,680
2559,1,"sterling","1--4027;1--59961","2005","2008",2,686
2560,1,"sterling children's books","1--4549","2013","2019",4,677
2561,1,"sterling ethos","1--4549","2018","2018",1,676
2562,1,"sterling pub co inc","1--57990;1--60059","2010","2010",1,378
2563,1,"sterling pub. co","0--8069","1987","1998",3,674
2564,1,"sterling signature","1--4027;1--4549","2012","2012",1,2
2565,1,"steve james","1--5485","2016","2016",1,422
2566,1,"steven magee","1--4537","2010","2010",1,671
2567,1,"stevens","0--420","1970","1979",2,672
2568,1,"stitch publications llc","0--9859746","2013","2013",1,668
2569,1,"stm learning inc","1--878060;1--936590","2015","2015",1,1281
2570,1,"stoddart publishing co","0--7737","1999","1999",1,2
2571,1,"stone and kimball","0--665","1987","1987",1,667
2572,1,"stone arch books","1--4342;1--4965","2015","2019",2,669
2573,1,"stories untold llc","0--9969486","2017","2017",1,675
2574,1,"story in literary fiction","0--9961903","2015","2015",1,684
2575,1,"story line press","1--58654","2002","2002",1,662
2576,1,"story plant","1--61188","2018","2018",1,663
2577,1,"strahan","0--665","1981","1983",2,661
2578,1,"straight street books","1--938499","2016","2016",1,385
2579,1,"strak house press","1--944520","2018","2018",1,385
2580,1,"strategic book group","1--60976","2011","2011",1,665
2581,1,"strategic book publishing and rights","1--62857","2014","2014",1,656
2582,1,"strawberry press","0--912647","1998","1998",1,1294
2583,1,"stripes publishing","1--84715","2011","2011",1,654
2584,1,"studia hispanica","0--934840","1982","1982",1,386
2585,1,"studio","1--85170","1990","1990",1,386
2586,1,"studio editions","1--85170","1992","1992",1,653
2587,1,"studio fun international","0--7944","2017","2017",1,1295
2588,1,"stylus","1--62036","2007","2018",3,320
2589,1,"subterranean press","1--59606","2016","2016",1,34
2590,1,"suma de letras","1--949061","2018","2018",1,1303
2591,1,"summersdale","1--84953","2013","2013",1,36
2592,1,"summersdale publishers ltd","1--84953","2012","2012",1,648
2593,1,"sun and moon press","1--55713","1988","1988",1,1307
2594,1,"sun cork books","1--4992","2015","2015",1,645
2595,1,"sunset books","0--376","1999","1999",1,646
2596,1,"suny press","1--4619;1--4384","2013","2017",4,1310
2597,1,"susan mclaughlin","0--9997239","2017","2017",1,644
2598,1,"suzanne perazzini","1--4912","2013","2013",1,642
2599,1,"swedenborg society","0--85448","2013","2013",1,48
2600,1,"sweet and maxwell","0--414","2016","2016",1,643
2601,1,"sweet cherry publishing","1--78226","2013","2016",3,2
2602,1,"sweetwater books","1--4621","2012","2012",1,639
2603,1,"sylvan dell pub","1--60718","2010","2010",1,638
2604,1,"synod of the hierarchy of the ukrainian catholic church","0--9618683","1988","1988",1,16
2605,1,"syracuse university press","0--8156","1998","2016",2,635
2606,2,"t. doherty associates book;;tom doherty associates book","0--8125;1--250","1994","2019",2,634
2607,1,"t. marion dodge","0--9994135","2017","2017",1,636
2608,2,"t. nelson;;tommy nelson","0--665;0--7180;1--4003;1--78598","1980","2017",5,112
2609,1,"t. walker","0--933220","1979","1979",1,112
2610,1,"t.h. bell knowledge network for education reform","0--9634636","1998","1998",1,112
2611,1,"t.y. crowell","0--06;0--690","1985","1985",1,423
2612,1,"tactical publications","0--9796479","2016","2016",1,23
2613,1,"taft group","1--879784","1992","1992",1,629
2614,1,"tamesis","1--85566","2014","2017",3,630
2615,1,"tan books","0--89555;1--61890","1996","2011",3,58
2616,1,"tan books and pub","0--89555","1993","1993",1,627
2617,1,"tan books and publishers","0--89555","2003","2003",1,628
2618,1,"tanager books","0--908396;0--88072","1983","1983",1,631
2619,1,"tanoshimi","0--09","2006","2006",1,623
2620,1,"taplinger pub. co","0--8008","1970","1978",3,10
2621,1,"target book","0--426","1976","1976",1,10
2622,1,"tata mcgraw-hill pub. co","0--07","2008","2008",1,10
2623,1,"tate publishing","1--84976","2013","2013",1,618
2624,1,"taunton press","1--60085","2013","2013",1,1351
2625,1,"tavistock","0--422","1977","1977",1,52
2626,1,"tax foundation","1--942768","2015","2015",1,216
2627,1,"taylor and francis","0--8448;0--415;1--317;0--203;1--351;0--8493;1--315;0--7484","1991","2018",8,610
2628,1,"taylor and francis group","1--4987;1--351;1--315","2016","2017",2,609
2629,1,"taylor and francis ltd","1--138","2018","2018",1,611
2630,1,"taylor trade pub","1--58979","2011","2011",1,607
2631,1,"teach services inc","1--57258","2005","2005",1,606
2632,1,"teach yourself books","0--340","1997","1997",1,18
2633,1,"teacher created materials","1--4333;1--4807;1--4938","2012","2019",6,612
2634,1,"teachers college press","0--8077","1995","1995",1,605
2635,1,"teachers' curriculum institute","1--934534","2010","2010",1,40
2636,1,"team angelica publishing","0--9955162","2018","2018",1,235
2637,1,"team g.p.a.","1--4973","2016","2016",1,604
2638,1,"techbooks","1--878907","2000","2000",1,603
2639,1,"technomic publishing co. inc","1--4758","1993","1993",1,10
2640,1,"ted snedeker","1--7208","2018","2018",1,27
2641,1,"templar publishing","1--78741","2018","2018",1,27
2642,1,"temple hoyne buell center for the study of american architecture","0--300","2014","2014",1,27
2643,1,"temple university press","1--59213;1--4399","2005","2018",5,373
2644,1,"terra supra limited","0--9573204","2014","2014",1,600
2645,1,"test prep books","1--62845","2018","2018",1,389
2646,1,"teton newmedia","1--4822","2004","2004",1,601
2647,1,"thames and hudson","0--500","1975","2018",15,290
2648,1,"thames and hudson inc","0--500","2017","2017",1,102
2649,1,"thames and hudson limited","0--500","2003","2003",1,597
2650,1,"thames river press","1--78308","2014","2014",1,595
2651,1,"thea brown","0--9903082","2016","2016",1,211
2652,1,"theatre communications group","0--930452;1--55936","1988","2019",4,48
2653,1,"theory time","1--890348","2009","2009",1,592
2654,1,"theosophical pub. house","81--87326;81--7059","1997","2004",2,5
2655,1,"thieme medical publishers","0--86577;1--62623;3--13","1992","2017",2,33
2656,1,"third line press","0--9907224","2014","2014",1,591
2657,1,"third world press","0--88378","1973","1991",2,28
2658,1,"thomas and mercer","1--4778","2018","2018",1,33
2659,1,"thomas dunne books","1--4299;1--250","2012","2014",3,33
2660,1,"thomas nelson inc","1--59554","2007","2007",1,16
2661,1,"thomson delmar learning","1--133","2013","2013",1,166
2662,1,"thomson gale","0--7862","2006","2006",1,176
2663,1,"thomson heinle","0--7593","2004","2004",1,585
2664,1,"thomson reuters","0--314","2013","2013",1,431
2665,1,"thorndike","0--7862","2007","2007",1,431
2666,1,"thorndike press","1--4104;1--4713;1--4056;1--4084;0--89621;1--4458;1--56054;0--7862;0--7540","1982","2017",24,589
2667,1,"thorndike press large print","1--4104","2016","2016",1,16
2668,1,"thorpe","1--4448;0--7089","1984","2016",12,621
2669,1,"three rivers press","0--517","2001","2001",1,288
2670,1,"threel media","0--9964852","2017","2017",1,288
2671,1,"tiger","1--85501","1997","1997",1,581
2672,1,"tiger books international","1--85501","uuuu","uuuu",1,582
2673,1,"tiger tales","1--58925","2007","2007",1,2
2674,1,"tim duggan books","0--525","2018","2018",1,187
2675,1,"timber press","1--60469","2015","2015",1,576
2676,1,"time-life","0--8094","1975","1975",1,20
2677,1,"time-life books","0--8094","1981","1989",3,48
2678,1,"timothy taylor","0--9929309","2016","2016",1,48
2679,1,"tin house books","1--941040","2016","2017",3,48
2680,1,"tinsley","0--665","1980","1980",1,572
2681,1,"titan books","1--78565;1--84856;1--78116;0--85768","2009","2018",5,571
2682,1,"titan comics","1--78586","2018","2018",1,359
2683,1,"tokyopop","1--931514;1--5444;1--59182;1--4278","2004","2018",6,1442
2684,1,"tom doherty","0--7653","2010","2010",1,568
2685,1,"tom doherty associates","0--7653;0--8125;1--250","1986","2018",11,48
2686,1,"tom dougherty associates book","0--7653","2017","2017",1,48
2687,1,"tomart publications","0--914293","2000","2000",1,48
2688,1,"tomasso brothers fine art","1--911300","2018","2018",1,564
2689,1,"toon books","1--935179;1--943145","2012","2012",1,26
2690,1,"topical review book co","1--929099","2015","2015",1,26
2691,1,"topix media lab","1--948174","2018","2018",1,358
2692,1,"tor","1--250;1--4668;0--8125;0--312;0--7653","1990","2019",18,560
2693,1,"tor paranormal romance","0--7653","2007","2007",1,70
2694,1,"tor teen","0--7653","2017","2017",1,70
2695,1,"totalrecall publications inc","1--59095","2014","2014",1,425
2696,1,"touchstone","0--684","1998","2002",2,218
2697,1,"touchstone book","0--684","1981","1981",1,178
2698,1,"trafford publishing","1--4669;1--4269","2011","2013",2,558
2699,1,"trailblazer pub","1--873756","1996","1996",1,16
2700,1,"trans tech publications","3--03826;3--03813","2009","2015",2,556
2701,1,"trans tech publications ltd","3--03835;3--03813","2010","2015",3,555
2702,1,"transaction publishers","1--56000;1--4128","1995","2015",2,557
2703,1,"transportation research board","0--309","2014","2018",4,16
2704,1,"transworld","0--552","1985","1985",1,554
2705,1,"triumph books","1--64125","2018","2018",1,100
2706,1,"troll associates","0--670","1987","1987",1,99
2707,1,"troll communications","0--8167","2000","2000",1,552
2708,1,"trolley","0--9542079","2002","2002",1,16
2709,1,"troutman press","0--7172","1981","1981",1,553
2710,1,"trumpet club","0--440","1989","1994",6,16
2711,1,"tsk group llc","1--4800","2012","2012",1,115
2712,1,"tso","0--11","2013","2013",1,115
2713,1,"tsr inc","0--88038;0--7869","1986","1986",1,233
2714,1,"tsukuda island press","1--893207","2017","2017",1,548
2715,1,"tundra books","0--88776;1--101","1991","2017",2,336
2716,1,"turnkey press","0--9754803","2005","2005",1,546
2717,1,"turtleback books","0--606","1998","1998",1,547
2718,1,"tuttle","1--4629","2007","2007",1,166
2719,2,"tuttle pub;;tuttle publishing","0--8048;1--4629;4--8053","2000","2017",7,1490
2720,1,"tyndale house","1--4143;0--8423","1997","2013",2,197
2721,1,"tyndale house publishers inc","1--4964","2016","2016",1,61
2722,1,"u.m.i. books on demand","0--8247","1977","1977",1,539
2723,1,"u.s. govt. accountability office","1--4921","2012","2012",1,540
2724,1,"ulster heritage publishing","0--9855876","2015","2015",1,537
2725,1,"ulverscroft","1--4448;0--7089;0--85456;0--8161","1972","2011",32,1498
2726,1,"ulysses press","1--61243","2018","2018",1,541
2727,1,"umi","0--549;0--612;0--315","1997","2007",7,534
2728,1,"uncle jimmy books","0--692","2015","2015",1,1503
2729,1,"underland press","1--63023","2016","2016",1,532
2730,1,"underwriters laboratories","1--55989","1996","1996",1,1504
2731,1,"uniform","1--911604","2017","2017",1,1505
2732,1,"union college","1--939968","2014","2014",1,529
2733,1,"union square publishing","1--946928","2017","2017",1,1507
2734,1,"unit editions","0--9956664","2017","2017",1,535
2735,1,"united bible societies","3--438","1994","1994",1,11
2736,1,"united nations","92--1","2000","2017",3,549
2737,1,"united press ltd","0--85781","2014","2014",1,524
2738,1,"united states catholic conference","1--60137","2008","2008",1,527
2739,1,"united states institute for theatre technology inc","1--933348","2014","2014",1,523
2740,1,"united states institute of peace","1--60127","2018","2018",1,521
