"id","isbn"
1209,"0--06"
1210,"0--245"
1210,"0--13"
1211,"2--8187"
1212,"0--85719"
1213,"1--57794"
1214,"0--8109"
1215,"1--84946"
1216,"1--84946"
1216,"1--5099"
1216,"1--78225"
1217,"1--62527"
1217,"1--63369"
1217,"1--4221"
1218,"1--63369"
1219,"1--55832"
1220,"1--61250"
1220,"1--934742"
1221,"0--674"
1222,"0--689"
1222,"0--674"
1222,"0--434"
1223,"0--7369"
1224,"0--7450"
1225,"1--909400"
1226,"1--909400"
1227,"1--86046"
1228,"3--7186"
1229,"0--9855433"
1230,"1--4019"
1231,"1--78180"
1232,"1--56830"
1233,"1--60846"
1234,"1--62092"
1235,"0--8019"
1236,"1--62092"
1237,"0--89486"
1238,"1--78185"
1238,"1--78854"
1239,"1--78669"
1240,"0--7472"
1241,"0--7553"
1242,"1--4722"
1243,"0--692"
1244,"1--56793"
1245,"0--7573"
1246,"0--9991034"
1247,"1--61837"
1248,"0--89346"
1249,"0--325"
1249,"0--370"
1249,"0--435"
1249,"0--434"
1250,"0--435"
1251,"0--435"
1252,"0--435"
1253,"1--4109"
1253,"1--4846"
1253,"1--4329"
1254,"0--534"
1255,"1--911512"
1255,"1--912174"
1256,"1--56563"
1257,"1--63511"
1258,"0--8050"
1258,"1--62779"
1259,"0--8098"
1260,"0--7884"
1261,"0--7884"
1262,"1--84309"
1263,"1--5369"
1264,"981--4412"
1265,"0--8090"
1266,"0--87052"
1267,"0--665"
1268,"1--4671"
1268,"1--62619"
1269,"88--7851"
1270,"1--4736"
1270,"0--340"
1271,"1--4736"
1271,"1--4711"
1271,"0--340"
1272,"1--4447"
1273,"0--297"
1273,"0--340"
1274,"1--4449"
1275,"1--4718"
1275,"1--4441"
1275,"1--5104"
1276,"0--340"
1277,"0--8041"
1278,"0--88937"
1279,"0--8234"
1280,"1--58640"
1281,"0--8419"
1282,"0--8050"
1283,"1--78553"
1284,"962--7128"
1285,"1--883536"
1286,"0--692"
1287,"1--55013"
1288,"0--395"
1289,"0--547"
1289,"0--618"
1289,"0--544"
1289,"1--4395"
1289,"0--613"
1289,"1--4131"
1289,"0--8191"
1289,"0--395"
1289,"0--329"
1290,"0--395"
1290,"0--375"
1290,"0--618"
1291,"0--547"
1291,"1--4806"
1291,"1--306"
1291,"0--544"
1291,"1--4481"
1291,"1--328"
1292,"1--84232"
1292,"0--7551"
1293,"0--88258"
1294,"0--8144"
1295,"1--946136"
1296,"1--306"
1296,"0--87322"
1296,"1--4504"
1297,"1--56432"
1297,"1--62313"
1298,"1--62703"
1298,"1--4939"
1299,"0--9995120"
1300,"0--665"
1301,"0--87328"
1302,"1--84904"
1302,"3--03734"
1303,"0--09"
1304,"1--4827"
1305,"0--345"
1305,"0--7868"
1305,"1--368"
1306,"0--7868"
1307,"1--4974"
1308,"1--78076"
1308,"0--85773"
1308,"1--78673"
1308,"1--78672"
1308,"1--78831"
1308,"1--78453"
1308,"0--85772"
1309,"1--78453"
1310,"0--85771"
1310,"1--86064"
1311,"1--9868"
1312,"0--615"
1313,"1--939550"
1314,"0--7277"
1315,"1--84046"
1315,"1--84831"
1316,"0--9851388"
1317,"1--932733"
1318,"958--8461"
1319,"1--68405"
1320,"0--8249"
1321,"0--7645"
1322,"1--61377"
1323,"0--7803"
1323,"1--4673"
1323,"1--5386"
1323,"1--4799"
1323,"1--5090"
1324,"0--7695"
1325,"1--58113"
1325,"0--8186"
1326,"1--119"
1326,"1--4673"
1326,"1--4799"
1326,"0--470"
1327,"1--911040"
1328,"1--5225"
1329,"1--4666"
1330,"1--61350"
1331,"1--78440"
1332,"0--85734"
1333,"1--62164"
1334,"0--9575354"
1335,"0--9836610"
1336,"88--6520"
1337,"1--4831"
1338,"1--321"
1339,"0--87995"
1340,"0--385"
1341,"1--60706"
1341,"1--63215"
1341,"1--58240"
1342,"1--5343"
1343,"0--8194"
1343,"0--930815"
1344,"1--4403"
1345,"1--78326"
1346,"1--5001"
1347,"0--253"
1348,"1--78062"
1349,"0--9619952"
1350,"0--9884537"
1351,"1--938309"
1352,"0--203"
1352,"1--4200"
1353,"1--62396"
1354,"1--62396"
1354,"1--64113"
1355,"1--4666"
1355,"1--5225"
1356,"0--00"
1357,"1--61314"
1358,"1--58511"
1359,"0--255"
1360,"0--7803"
1360,"0--7381"
1361,"0--85296"
1362,"0--9827559"
1363,"0--912024"
1364,"0--7503"
1365,"1--910393"
1366,"0--9845695"
1367,"1--4831"
1368,"1--912254"
1369,"0--932040"
1370,"1--78320"
1370,"1--84150"
1371,"1--78320"
1372,"0--9656405"
1373,"1--59782"
1374,"1--61161"
1375,"0--85111"
1376,"1--898298"
1377,"0--08"
1378,"1--56024"
1379,"0--89214"
1380,"1--4983"
1380,"1--4639"
1380,"1--4552"
1380,"1--4843"
1380,"1--4755"
1380,"1--4519"
1380,"1--283"
1380,"1--4623"
1380,"1--4518"
1380,"1--5135"
1381,"1--4983"
1381,"1--5135"
1382,"0--9829155"
1383,"0--930330"
1384,"1--57146"
1385,"0--7178"
1386,"1--78068"
1387,"0--89287"
1388,"1--939507"
1389,"1--58117"
1390,"0--902852"
1391,"1--911295"
1392,"0--7165"
1393,"1--901091"
1394,"0--8290"
1395,"0--256"
1396,"0--07"
1397,"0--7531"
1398,"1--74133"
1398,"0--7531"
1399,"0--7531"
1400,"1--61091"
1401,"0--665"
1402,"1--119"
1402,"1--78548"
1402,"1--84821"
1403,"1--78405"
1404,"1--119"
1404,"1--84821"
1405,"1--84821"
1406,"1--78548"
1407,"1--84928"
1408,"1--84502"
1409,"1--4443"
1410,"0--595"
1410,"1--4697"
1411,"0--595"
1411,"1--4759"
1412,"0--8308"
1413,"0--8308"
1414,"0--8041"
1415,"1--78240"
1416,"1--78040"
1417,"0--87668"
1418,"1--78733"
1418,"0--224"
1419,"0--665"
1420,"1--4214"
1420,"0--8018"
1421,"0--671"
1422,"0--665"
1423,"0--665"
1423,"0--7195"
1423,"0--907978"
1424,"0--89236"
1424,"1--60606"
1425,"0--89236"
1426,"0--665"
1427,"1--60427"
1428,"0--9623934"
1429,"0--471"
1429,"1--281"
1429,"0--470"
1430,"0--8220"
1430,"0--471"
1430,"1--119"
1430,"0--470"
1430,"1--118"
1430,"1--4051"
1431,"0--85131"
1432,"0--665"
1433,"1--60287"
1434,"0--9967059"
1435,"1--5008"
1436,"0--85724"
1437,"0--9976998"
1438,"1--9836"
1439,"0--227"
1440,"1--58012"
1441,"1--5310"
1442,"1--5186"
1443,"1--4616"
1444,"1--4929"
1445,"0--9994136"
1446,"0--9574250"
1447,"0--9612806"
1448,"1--84310"
1448,"1--283"
1448,"1--78592"
1448,"1--322"
1448,"0--85700"
1448,"1--84905"
1448,"1--78450"
1449,"0--300"
1450,"0--8276"
1451,"1--939561"
1452,"0--935672"
1453,"1--908519"
1454,"1--62365"
1455,"1--909612"
1456,"90--272"
1457,"90--272"
1458,"1--84454"
1459,"1--78606"
1460,"0--381"
1461,"2--7420"
1462,"0--86196"
1463,"1--63121"
1463,"1--56691"
1463,"1--61238"
1464,"1--4736"
1465,"0--7195"
1466,"1--118"
1466,"1--119"
1466,"1--322"
1466,"0--470"
1467,"1--118"
1467,"1--119"
1467,"0--470"
1467,"1--4051"
1468,"1--58811"
1468,"90--272"
1469,"0--9747152"
1470,"0--665"
1471,"1--56246"
1472,"0--85409"
1473,"1--59940"
1474,"1--284"
1474,"1--4496"
1475,"1--4840"
1476,"1--118"
1476,"0--87589"
1476,"1--119"
1477,"0--515"
1478,"0--515"
1479,"0--515"
1480,"1--62031"
1481,"0--688"
1482,"0--316"
1483,"1--56881"
1484,"1--4990"
1485,"1--61067"
1486,"1--4277"
1487,"1--4277"
1488,"1--60978"
1489,"1--5348"
1490,"0--9653966"
1491,"1--78241"
1492,"1--5194"
1493,"1--5033"
1494,"1--61775"
1495,"0--203"
1496,"1--5350"
1497,"1--5487"
1498,"1--4652"
1499,"1--4104"
1500,"0--306"
1501,"0--89276"
1502,"0--8046"
1503,"1--4967"
1503,"0--7582"
1504,"0--8065"
1504,"1--57566"
1505,"1--4201"
1505,"1--4967"
1505,"0--7860"
1505,"0--8217"
1505,"1--62953"
1506,"0--87338"
1506,"1--60635"
1506,"1--61277"
1507,"3--7356"
1508,"1--5495"
1509,"1--5011"
1510,"0--9964840"
1511,"1--5345"
1512,"1--61018"
1513,"1--55453"
1514,"1--4156"
1514,"0--329"
1514,"0--7534"
1515,"1--368"
1516,"0--9840058"
1517,"0--932592"
1518,"0--306"
1518,"90--277"
1518,"1--4020"
1519,"0--7923"
1520,"0--306"
1520,"94--011"
1520,"1--4020"
1520,"0--7923"
1521,"0--03"
1522,"0--375"
1522,"0--394"
1522,"0--679"
1523,"4--7700"
1523,"0--87011"
1524,"0--7494"
1525,"0--7494"
1526,"0--914427"
1527,"1--4935"
1528,"1--938467"
1529,"1--4402"
1530,"0--8019"
1530,"1--4402"
1530,"0--87349"
1531,"0--9712176"
1532,"1--947178"
1533,"1--85733"
1534,"1--84135"
1534,"0--85783"
1534,"1--909487"
1535,"0--89538"
1536,"0--665"
1537,"1--58826"
1538,"0--665"
1539,"0--9614176"
1540,"0--910856"
1541,"0--9888615"
1542,"0--241"
1543,"1--911600"
1544,"3--8383"
1545,"0--9726323"
1546,"0--913428"
1547,"1--901522"
1548,"0--376"
1549,"0--906717"
1550,"1--59413"
1551,"1--60059"
1552,"0--613"
1552,"0--375"
1553,"0--375"
1554,"1--78067"
1554,"1--78627"
1554,"1--85669"
1555,"1--909830"
1556,"1--315"
1557,"0--203"
1558,"1--5136"
1559,"0--913875"
1560,"0--665"
1561,"0--316"
1562,"1--9811"
1563,"0--665"
1564,"1--941112"
1565,"1--61103"
1566,"0--665"
1567,"1--61132"
1568,"1--937952"
1569,"1--907975"
1569,"1--909662"
1569,"1--351"
1569,"1--904350"
1569,"1--315"
1570,"0--8439"
1571,"1--78383"
1571,"0--85052"
1572,"1--5415"
1573,"0--8431"
1574,"1--62004"
1575,"1--62004"
1576,"1--910600"
1577,"1--59021"
1578,"1--68359"
1579,"1--4985"
1579,"0--7391"
1580,"0--7391"
1581,"1--5486"
1582,"0--86597"
1583,"1--59853"
1584,"1--911498"
1585,"1--943174"
1586,"0--9704361"
1587,"0--9764749"
1588,"0--691"
1588,"1--933823"
1589,"0--7648"
1590,"1--84351"
1591,"1--4849"
1592,"0--87910"
1593,"1--84617"
1593,"1--4448"
1593,"1--84395"
1593,"0--7089"
1594,"1--60797"
1595,"0--7459"
1596,"0--201"
1597,"1--4511"
1597,"1--4698"
1598,"0--692"
1599,"0--940450"
1600,"1--258"
1601,"1--4998"
1602,"0--7553"
1603,"0--692"
1604,"1--5169"
1605,"1--5344"
1606,"0--87907"
1606,"0--8146"
1606,"1--336"
1607,"1--63400"
1608,"0--9573938"
1609,"0--9977018"
1610,"0--87140"
1611,"0--9833583"
1612,"0--89957"
1613,"1--5010"
1614,"1--9794"
1615,"1--56718"
1616,"1--59526"
1617,"1--85051"
1618,"1--74220"
1619,"1--78701"
1620,"1--86450"
1620,"1--74104"
1620,"1--74059"
1620,"1--74220"
1620,"1--74179"
1620,"0--86442"
1621,"0--582"
1622,"0--470"
1623,"1--63113"
1624,"1--85967"
1625,"0--7877"
1626,"1--55547"
1627,"3--7913"
1628,"1--5236"
1629,"0--8071"
1630,"0--89108"
1631,"1--4075"
1632,"0--373"
1633,"1--335"
1633,"0--373"
1634,"1--4910"
1635,"1--56565"
1636,"0--85330"
1637,"0--373"
1638,"0--7188"
1639,"0--9853399"
1640,"1--935871"
1641,"0--578"
1642,"1--62637"
1642,"1--58826"
1643,"0--7627"
1643,"1--59921"
1644,"1--60183"
1645,"1--60183"
1646,"0--9991958"
1647,"0--85046"
1648,"0--8247"
1649,"1--59077"
1650,"0--7181"
1651,"90--247"
1651,"90--04"
1652,"0--9619229"
1653,"0--87332"
1654,"84--8026"
1654,"0--585"
1654,"0--262"
1655,"0--9502260"
1656,"0--356"
1656,"0--382"
1657,"0--354"
1658,"1--912339"
1659,"0--9662206"
1660,"0--85705"
1661,"0--312"
1661,"0--333"
1661,"0--02"
1662,"1--5098"
1663,"1--5098"
1664,"1--319"
1664,"0--333"
1664,"0--230"
1665,"0--7380"
1666,"0--02"
1667,"0--913080"
1668,"1--928800"
1669,"0--9977936"
1670,"1--912022"
1671,"1--4338"
1672,"0--7505"
1673,"1--85057"
1674,"0--86009"
1674,"0--8415"
1674,"1--85389"
1675,"1--85487"
1676,"1--936447"
1677,"1--60336"
1678,"1--78843"
1679,"0--596"
1680,"1--4571"
1681,"90--466"
1682,"1--85936"
1683,"0--7190"
1683,"1--78499"
1684,"1--61729"
1685,"1--5098"
1686,"1--84611"
1687,"0--9743746"
1688,"1--351"
1689,"0--9854969"
1690,"1--4814"
1690,"0--689"
1691,"1--9863"
1692,"1--58037"
1693,"0--87462"
1694,"0--8379"
1695,"1--133"
1696,"1--5333"
1697,"1--85317"
1698,"1--60468"
1699,"94--009"
1700,"1--4806"
1700,"0--606"
1700,"1--4844"
1700,"1--4847"
1700,"1--5321"
1701,"1--302"
1702,"0--7851"
1703,"0--7851"
1704,"0--7851"
1705,"0--7851"
1705,"1--302"
1706,"1--62086"
1707,"1--4222"
1708,"1--4222"
1709,"1--56333"
1710,"1--56333"
1711,"1--62122"
1712,"1--78462"
1713,"1--55899"
1714,"0--915692"
1715,"1--911616"
1716,"0--88385"
1717,"1--910504"
1718,"0--929895"
1719,"0--454"
1720,"1--59188"
1721,"1--9866"
1722,"1--871125"
1723,"0--8266"
1724,"0--07"
1724,"1--259"
1724,"2--7042"
1725,"1--59013"
1726,"0--7864"
1726,"1--4766"
1727,"0--7735"
1728,"1--259"
1728,"1--260"
1728,"1--309"
1728,"0--07"
1728,"981--4670"
1728,"0--02"
1729,"0--07"
1730,"1--260"
1731,"0--07"
1732,"0--07"
1733,"0--9976911"
1734,"3--11"
1735,"1--942556"
1736,"1--4666"
1737,"0--942097"
1738,"1--9833"
1739,"0--9749609"
1740,"0--911910"
1741,"0--911910"
1742,"0--696"
1743,"0--696"
1744,"1--57463"
1745,"0--452"
1746,"0--86303"
1747,"1--4226"
1748,"1--910248"
1749,"0--423"
1749,"0--413"
1749,"0--416"
1750,"1--4052"
1750,"0--7497"
1750,"0--416"
1751,"0--413"
1752,"0--915371"
1753,"0--7607"
1753,"1--4351"
1754,"1--938922"
1755,"1--58839"
1756,"1--259"
1757,"1--84317"
1757,"1--78243"
1758,"1--62896"
1758,"1--61186"
1758,"1--62895"
1758,"1--60917"
1759,"1--85117"
1760,"0--7356"
1761,"0--931209"
1762,"1--938063"
1763,"1--4564"
1764,"1--78209"
1765,"1--84059"
1766,"0--9607742"
1767,"0--6481839"
1768,"0--9962985"
1769,"1--62652"
1770,"0--263"
1771,"0--373"
1772,"0--665"
1773,"0--9858398"
1774,"1--4961"
1775,"0--310"
1776,"1--4668"
1776,"1--250"
1777,"1--61225"
1778,"1--78472"
1778,"1--84000"
1779,"1--61228"
1780,"1--56731"
1781,"0--9899550"
1782,"1--61599"
1783,"1--78188"
1784,"0--87352"
1785,"0--375"
1785,"0--394"
1785,"0--679"
1786,"1--56144"
1787,"1--947083"
1787,"1--60650"
1788,"1--62733"
1789,"1--63094"
1789,"1--62733"
1789,"1--5167"
1790,"1--58093"
1791,"1--57255"
1791,"1--60201"
1792,"1--58367"
1793,"1--4778"
1794,"0--8024"
1794,"1--57567"
1795,"0--8024"
1796,"0--9981922"
1797,"1--56691"
1798,"1--936814"
1799,"1--59829"
1799,"1--60845"
1800,"1--59829"
1801,"1--60037"
1801,"1--68350"
1801,"1--61448"
1802,"0--12"
1803,"1--931798"
1804,"1--931887"
1805,"0--9755892"
1806,"0--688"
1807,"0--688"
1808,"0--323"
1809,"0--938432"
1810,"0--7603"
1811,"0--915134"
1812,"0--913063"
1813,"88--6749"
1814,"3--11"
1815,"94--009"
1816,"1--9875"
1817,"1--4352"
1817,"0--688"
1818,"1--84769"
1818,"1--78309"
1819,"1--921363"
1820,"1--84769"
1821,"1--59426"
1822,"1--74336"
1823,"1--890385"
1824,"1--63345"
1825,"1--56647"
1826,"0--935180"
1827,"0--7974"
1828,"1--78705"
1829,"0--445"
1830,"1--5040"
1831,"94--6208"
1832,"0--8402"
1833,"1--56858"
1834,"0--309"
1835,"0--309"
1836,"1--928896"
1837,"1--905722"
1838,"0--394"
1839,"0--671"
1840,"1--55833"
1841,"0--88080"
1842,"1--937870"
1843,"0--8141"
1844,"1--58208"
1845,"1--85709"
1846,"0--89468"
1846,"0--226"
1847,"0--642"
1848,"1--4262"
1848,"1--4287"
1848,"1--4263"
1848,"1--133"
1848,"1--285"
1848,"0--7362"
1849,"1--4263"
1850,"1--4351"
1850,"0--7922"
1850,"1--4262"
1851,"0--8373"
1852,"0--87217"
1853,"1--892237"
1854,"1--929773"
1855,"0--8442"
1856,"1--78001"
1857,"1--939829"
1858,"0--9769584"
1859,"0--11"
1859,"0--565"
1860,"0--9912600"
1861,"1--61251"
