id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
2003,1,liberty fund,liberty fund,0--86597;1--61487,2008,2013,2,500,500,1107,1107,543,552
2005,1,library and archives canada bibliothe que et archives canada,library and archives canada bibliothe que et archives canada,0--494,2007,2007,2,1296,1296,1108,1108,953,979
2006,1,library juice press,library juice press,1--63400,2017,2017,1,1295,1295,1109,1109,1441,643
2007,1,library of america,library of america,1--931082;1--59853,2002,2016,2,499,499,1110,1110,544,429
2009,1,library of social science,library of social science,0--915042,1977,1977,1,1293,1293,1111,1111,1442,980
2010,1,library ofcongress,library ofcongress,1--911282,2017,2017,1,1313,1313,1112,1112,1443,981
2011,1,lifecodes publishing company,lifecodes publishing company,0--9822018,2013,2013,1,1291,1291,1113,1113,1444,1494
2012,1,lifeline publishers,lifeline publishers,0--930823,1985,1985,1,1292,1292,1114,1114,749,1495
2013,1,lifewise books,lifewise books,1--947279,2018,2018,1,1289,1289,1115,1115,1445,1496
2015,1,liguori,liguori,0--7648,1994,1994,1,1290,1290,1116,1116,1446,644
2016,1,liliana hart,liliana hart,1--4776,2012,2012,1,1285,1285,1117,1117,750,1497
2018,1,lincoln institute of land policy,lincoln institute of land policy,1--55844,2016,2016,1,1287,1287,1118,1118,1447,1498
2019,1,linda leblanc,linda leblanc,0--9785353,2014,2014,1,1288,1288,1119,1119,1448,982
2022,1,lion,lion,0--86760;0--7459;0--7324,1987,1990,2,143,143,1120,1120,235,243
2023,1,lion children's,lion children's,0--7459,2017,2017,1,143,143,1120,1120,235,243
2029,1,litchfield school district,litchfield school district,1--5001,2014,2014,1,1280,1280,1121,1121,751,1499
2030,1,literary express inc,literary express inc,1--58165,1998,1998,1,1281,1281,1122,1122,1449,1500
2034,1,little bigfoot,little bigfoot,1--63217,2019,2019,1,326,326,1123,1123,545,553
2988,1,sasquatch books,sasquatch books,1--63217,2019,2019,1,326,326,1123,1123,545,553
2039,1,little brown house publishing company,little brown house publishing company,0--915782,1975,1975,1,1274,1274,1124,1124,1450,983
2042,1,little tiger,little tiger,1--68010;1--84869,2018,2018,1,86,86,1125,1125,210,209
2043,1,little tiger press,little tiger press,1--84869,2015,2016,2,86,86,1125,1125,210,209
3347,1,tiger tales,tiger tales,1--68010,2017,2017,2,86,86,1125,1125,210,209
2044,1,littlefield adams,littlefield adams,0--8226,1980,1980,1,1269,1269,1126,1126,1451,1501
2045,1,littman library of jewish civilization,littman library of jewish civilization,1--906764,2018,2018,1,1270,1270,1127,1127,954,984
2046,1,liturgical conference,liturgical conference,0--918208,1980,1980,1,1266,1266,1128,1128,2129,1502
2047,1,liveright,liveright,0--87140,1971,1971,1,1267,1267,1129,1129,1452,985
2048,1,llewellyn publications,llewellyn publications,0--7387,2013,2013,1,1261,1261,1130,1130,2130,1503
2049,1,london,london,0--8093,1971,1971,1,356,356,1131,1131,460,554
3142,1,southern illinois university press,southern illinois university press,0--8093,1970,2016,2,356,356,1131,1131,460,554
2050,1,london borough of lambeth and the lambeth local history forum,london borough of lambeth and the lambeth local history forum,0--9926695,2015,2015,1,1260,1260,1132,1132,1453,1504
2051,1,lone pine pub international,lone pine pub international,976--650,2014,2014,1,1259,1259,1133,1133,955,986
2052,1,lonely planet,lonely planet,1--74220;1--74104;1--78657,2007,2017,3,63,63,1134,1134,190,187
2053,1,lonely planet publications pty ltd,lonely planet publications pty ltd,1--74360;1--78657,2016,2017,2,63,63,1134,1134,190,187
2054,1,longhouse,longhouse,1--929048,2013,2013,1,1255,1255,1135,1135,956,1505
2060,1,lorenz books,lorenz books,0--7548,2015,2018,3,1249,1249,1136,1136,957,1506
2062,1,louisiana state university press,louisiana state university press,0--8071,1970,2011,9,1247,1247,1137,1137,638,987
2065,1,love pub co,love pub co,0--89108,1988,1988,1,1244,1244,1138,1138,1454,988
2066,1,lowebros publishing,lowebros publishing,1--5323,2018,2018,1,1243,1243,1139,1139,1455,989
2067,1,loyola press,loyola press,0--8294,2005,2006,2,1246,1246,1140,1140,958,990
2069,1,luminis books,luminis books,1--941311,2014,2014,1,1240,1240,1141,1141,1456,1507
2070,1,lumos learning,lumos learning,1--940484,2013,2013,1,1238,1238,1142,1142,959,991
2072,1,lund humphries,lund humphries,1--84822,2017,2017,2,1235,1235,1143,1143,1457,992
2073,1,lutterworth press,lutterworth press,0--7188,2008,2008,1,1236,1236,1144,1144,1458,1508
2074,1,lyceum books,lyceum books,1--935871,2014,2014,1,1237,1237,1145,1145,1459,1509
2075,1,lyle stuart,lyle stuart,0--8184,1984,1984,1,1241,1241,1146,1146,2131,1510
2076,1,lynne rienner,lynne rienner,1--55587,1993,1993,1,1230,1230,1147,1147,1460,1511
2077,1,lynne rienner publishers,lynne rienner publishers,1--62637,2003,2003,1,1232,1232,1148,1148,1461,993
2078,1,lyons legacy publishing,lyons legacy publishing,0--9910891,2013,2013,1,1227,1227,1149,1149,2132,1512
2079,1,lyons press,lyons press,1--4930,2014,2014,1,1224,1224,1150,1150,1462,1513
2080,1,lyrical underground kensington publishing corp,lyrical underground kensington publishing corp,1--5161,2017,2017,1,1223,1223,1151,1151,960,1514
2081,1,lythway press,lythway press,0--85046,1976,1976,1,1226,1226,1152,1152,1463,1515
2082,1,m dekker,m dekker,0--8247,1975,2003,3,258,258,1153,1153,303,327
2083,1,m dekker inc,m dekker inc,0--8247,2003,2003,1,258,258,1153,1153,303,327
2129,1,marcel dekker,marcel dekker,0--8247,1996,1996,1,258,258,1153,1153,303,327
2085,1,m evans,m evans,1--59077,2014,2014,1,321,321,1154,1154,546,430
2925,1,rowman and littlefield pub group,rowman and littlefield pub group,1--59077,2014,2014,1,321,321,1154,1154,546,430
2088,1,macat international ltd,macat international ltd,1--912453,2018,2018,1,1218,1218,1155,1155,961,994
2090,1,macdonald and co,macdonald and co,0--382,1978,1978,1,270,270,1156,1156,324,328
2091,1,macdonald educational,macdonald educational,0--382,1978,1978,1,270,270,1156,1156,324,328
3082,1,silver burdett press,silver burdett press,0--382,1990,1990,1,270,270,1156,1156,324,328
2092,1,mackinac island press,mackinac island press,1--934133,2011,2011,1,1217,1217,1157,1157,1464,995
2093,1,maclehose press,maclehose press,0--85705;1--68144,2015,2017,2,97,97,1158,1158,176,171
2094,1,maclehose press quercus,maclehose press quercus,0--85705;0--85738,2014,2014,1,97,97,1158,1158,176,171
2781,1,quercus editons limited,quercus editons limited,0--85705,2015,2015,1,97,97,1158,1158,176,171
2102,1,macmillan publishers,macmillan publishers,1--56159,1995,1995,1,1207,1207,1159,1159,1465,996
2106,1,mage publishers mage publishers inc,mage publishers mage publishers inc,1--933823,2011,2011,1,1206,1206,1160,1160,1466,1516
2107,1,magic inc,magic inc,0--9729263,2017,2017,1,1203,1203,1161,1161,962,1517
2109,1,magna print,magna print,1--85057,1989,1989,1,1200,1200,1162,1162,963,1518
2110,1,magna print books,magna print books,0--86009,1982,1983,2,1202,1202,1163,1163,1467,1519
2111,1,magpie ink,magpie ink,0--9899434,2013,2013,1,1197,1197,1164,1164,1468,1520
2112,1,main street rag publishing company,main street rag publishing company,1--59948,2018,2018,1,1196,1196,1165,1165,1469,1521
2113,1,mainstream,mainstream,1--84018,2001,2001,1,1195,1195,1166,1166,1470,997
2114,1,mainstream publishing,mainstream publishing,1--78057,2014,2014,1,1199,1199,1167,1167,964,1522
2115,1,making memories,making memories,1--893352,2007,2007,1,1209,1209,1168,1168,1471,998
2116,1,mallard press,mallard press,0--7924,1992,1992,1,1193,1193,1169,1169,1472,999
2117,1,mammoth,mammoth,0--7497,2000,2000,1,1192,1192,1170,1170,1473,1523
2118,1,manchester university press,manchester university press,0--7190,1968,2016,4,1191,1191,1171,1171,1474,1524
2120,1,mango publishing group,mango publishing group,1--63353,2018,2018,1,1188,1188,1172,1172,1475,1000
2121,1,manhattan prep,manhattan prep,1--937707,2014,2014,2,1186,1186,1173,1173,965,1001
2122,1,manhattan prep publishing,manhattan prep publishing,1--941234,2015,2015,1,1190,1190,1174,1174,966,1002
2123,1,manning,manning,1--61729,2016,2016,1,1181,1181,1175,1175,1476,1525
2124,1,manning publications co,manning publications co,1--63343,2016,2016,1,1180,1180,1176,1176,967,1003
2126,1,mantra,mantra,1--85269,2002,2007,2,1179,1179,1177,1177,968,1526
2127,1,mantra lingua,mantra lingua,1--84611;1--78142;1--84444,2006,2012,3,285,285,1178,1178,304,329
2131,1,marcus r bowman,marcus r bowman,1--9849,2019,2019,1,1367,1367,1179,1179,1477,1004
2133,1,margaret thomas,margaret thomas,0--9559957,2012,2012,1,1173,1173,1180,1180,969,1527
2137,1,marquette university press,marquette university press,0--87462,2013,2013,1,1168,1168,1181,1181,1478,1528
2139,1,marshall cavendish benchmark,marshall cavendish benchmark,1--60870,2012,2012,1,1166,1166,1182,1182,1479,1005
2140,1,marshall cavendish elt,marshall cavendish elt,0--462,2004,2004,1,1164,1164,1183,1183,1480,1529
988,1,disney book group,disney book group,1--4847,2015,2015,1,45,45,1184,1184,121,120
990,1,disney press,disney press,1--368;1--4847,2013,2018,2,45,45,1184,1184,121,120
1666,1,hyperion,hyperion,1--4013;1--368,2008,2018,2,45,45,1184,1184,121,120
2141,1,marvel,marvel,0--7851;1--4847,2011,2017,3,45,45,1184,1184,121,120
2143,1,marvel entertainment,marvel entertainment,1--302,2017,2017,1,99,99,1184,1184,75,74
2144,1,marvel publishing,marvel publishing,0--7851,2006,2006,1,99,99,1184,1184,75,74
2145,1,marvel worldwide,marvel worldwide,0--7851,2010,2012,2,99,99,1184,1184,75,74
2146,1,marvel worldwide a subsidiary of marvel entertainment llc,marvel worldwide a subsidiary of marvel entertainment llc,1--302,2017,2017,1,99,99,1184,1184,75,74
2147,1,marvel worldwide inc,marvel worldwide inc,1--302;0--7851;1--84653,2011,2018,10,99,99,1184,1184,75,74
2148,1,marvel worldwide inc a subsidary of marvel entertainment llc,marvel worldwide inc a subsidary of marvel entertainment llc,0--7851,2015,2015,1,99,99,1184,1184,75,74
2149,1,marvel worldwide inc a subsidiary of marvel entertainment llc,marvel worldwide inc a subsidiary of marvel entertainment llc,1--302;0--7851,2015,2018,5,99,99,1184,1184,75,74
2749,1,published by disney lucasfilm press,published by disney lucasfilm press,1--4847,2015,2015,1,45,45,1184,1184,121,120
2150,1,mary goulet media,mary goulet media,0--9832209,2011,2011,1,1157,1157,1185,1185,970,1006
2151,1,mary jane hayes,mary jane hayes,0--9819634,2016,2016,1,1159,1159,1186,1186,1481,1007
2152,1,mary jones day,mary jones day,1--4912,2013,2013,1,1155,1155,1187,1187,1482,1008
2153,1,mascot books,mascot books,1--63177,2015,2015,1,1156,1156,1188,1188,1483,1530
2154,1,mason crest,mason crest,1--4222,2014,2019,9,152,152,1189,1189,236,244
2155,1,mason crest publishers,mason crest publishers,1--59084;1--4222,2002,2018,6,152,152,1189,1189,236,244
2303,1,national highlights inc,national highlights inc,1--4222,2019,2019,1,152,152,1189,1189,236,244
2157,1,massachusetts historical society,massachusetts historical society,0--8139,1984,1984,1,379,379,1190,1190,547,555
3490,1,university of virginia press,university of virginia press,0--8139,2013,2013,1,379,379,1190,1190,547,555
2158,1,masterwork books,masterwork books,1--56156,1994,1994,1,1152,1152,1191,1191,1484,1009
2159,1,matador,matador,1--78803;1--78589,2016,2018,2,457,457,1192,1192,426,431
2161,1,mathematical association of america,mathematical association of america,0--88385,1963,2012,4,1147,1147,1193,1193,971,1010
2162,1,matian press,matian press,0--9853978,2012,2012,1,1148,1148,1194,1194,972,1531
2168,1,mcclelland and stewart,mcclelland and stewart,0--7710,1982,1982,1,1144,1144,1195,1195,1485,1011
2169,1,mcdonald institute for archaeological research university of cambridge,mcdonald institute for archaeological research university of cambridge,1--902937,2017,2017,1,1143,1143,1196,1196,1486,1012
2167,1,mc farland and company inc publishers,mc farland and company inc publishers,0--7864,2015,2015,1,198,198,1197,1197,116,115
2170,1,mcfarland,mcfarland,0--7864;1--4766,2008,2014,3,198,198,1197,1197,116,115
2171,1,mcfarland and co,mcfarland and co,0--7864,2009,2009,1,198,198,1197,1197,116,115
2172,1,mcfarland and co publishers,mcfarland and co publishers,0--7864,2016,2016,1,198,198,1197,1197,116,115
2173,1,mcfarland and company,mcfarland and company,0--7864,1997,1997,1,198,198,1197,1197,116,115
2174,1,mcfarland and company inc publishers,mcfarland and company inc publishers,0--7864;1--4766,1999,2016,4,198,198,1197,1197,116,115
2175,1,mcgill queen's university press,mcgill queen's university press,0--7735,2014,2018,7,444,444,1198,1198,427,556
2176,1,mcgill queen'suniversity press,mcgill queen'suniversity press,0--7735,2018,2018,1,444,444,1198,1198,427,556
2180,1,mcgraw hill children's pub,mcgraw hill children's pub,1--57768,2002,2002,1,446,446,1199,1199,548,557
2181,1,mcgraw hill children's publishing,mcgraw hill children's publishing,1--57768,2002,2002,1,446,446,1199,1199,548,557
2193,1,mdis publications,mdis publications,1--85822,1997,1997,1,1129,1129,1200,1200,973,1013
2195,1,mediaworks,mediaworks,1--879727,1992,1992,1,1127,1127,1201,1201,1487,1532
2197,1,medieval institute publications,medieval institute publications,1--58044,2002,2002,1,1126,1126,1202,1202,974,1533
2198,1,medikidz publishing,medikidz publishing,1--906935,2011,2011,1,1125,1125,1203,1203,975,1534
2200,1,mel bay publications,mel bay publications,0--7866,2013,2013,1,1124,1124,1204,1204,976,1014
2202,1,menasha ridge press,menasha ridge press,1--56044,1996,1996,1,1130,1130,1205,1205,1488,1015
2203,1,menasha rigde press,menasha rigde press,0--89732,2011,2011,1,1131,1131,1206,1206,1489,1016
2205,1,mentoring minds,mentoring minds,1--62763,2013,2013,1,1121,1121,1207,1207,977,1017
2206,1,mercat press,mercat press,1--85752;1--873644,1993,1993,1,449,449,1208,1208,549,432
2207,1,mercer university press,mercer university press,0--88146;0--86554,1987,2018,2,445,445,1209,1209,550,558
2209,1,merehurst press,merehurst press,1--85391,1998,1998,1,1114,1114,1210,1210,1490,1535
2211,1,merlin books,merlin books,0--86303,1992,1992,1,1112,1112,1211,1211,978,1018
2212,1,merriam webster,merriam webster,0--87779,1997,1997,1,509,509,1212,1212,551,559
2213,1,merriam webster incorporated,merriam webster incorporated,0--87779,2017,2017,1,509,509,1212,1212,551,559
2214,1,mesorah publications,mesorah publications,1--4226;0--89906,1994,2016,2,179,179,1213,1213,281,271
3061,1,shaar press,shaar press,1--4226,2014,2014,1,179,179,1213,1213,281,271
2215,1,methuen,methuen,0--413;0--416,1977,2007,10,165,165,1214,1214,282,286
2216,1,methuen and co ltd,methuen and co ltd,0--416,1987,1987,1,165,165,1214,1214,282,286
2218,1,metropolitan books henry holt and company,metropolitan books henry holt and company,1--55199,2013,2013,1,1109,1109,1215,1215,979,1536
2219,1,metropolitan museum of art,metropolitan museum of art,0--87099;1--58839,1999,2017,2,479,479,1216,1216,428,433
2220,1,meyer and meyer sport,meyer and meyer sport,1--78255;1--84126,2010,2016,2,453,453,1217,1217,552,434
2221,1,michigan state university press,michigan state university press,1--61186;1--60917;1--62895,2014,2014,2,282,282,1218,1218,325,330
2222,1,microsoft press,microsoft press,0--7356,2005,2005,1,1107,1107,1219,1219,1491,1537
2223,1,milet,milet,1--84059,2010,2010,1,1105,1105,1220,1220,980,1019
2224,1,milet publishing,milet publishing,1--78508,2017,2017,1,1104,1104,1221,1221,1492,1020
2226,1,millennium,millennium,1--85798,1996,1996,1,1111,1111,1222,1222,981,1021
2227,1,mills and boon,mills and boon,0--263,1973,2019,11,443,443,1223,1223,429,435
2228,1,mills and boon ltd,mills and boon ltd,0--263,1984,1993,2,443,443,1223,1223,429,435
2229,1,mind unlimited press,mind unlimited press,0--9862773,2015,2015,1,1100,1100,1224,1224,982,1538
2232,1,mirror publishing,mirror publishing,1--61225,2014,2014,1,1092,1092,1225,1225,1493,1539
2233,1,missouri botanical garden press,missouri botanical garden press,0--9884551,2018,2018,1,1093,1093,1226,1226,983,1540
2236,1,mitchell lane publishers,mitchell lane publishers,1--68020,2016,2016,2,1096,1096,1227,1227,1494,1541
2237,1,mjf books,mjf books,1--56731,1996,2006,3,1083,1083,1228,1228,984,1542
2238,1,mjf books fine communications,mjf books fine communications,1--60671,2011,2011,1,1085,1085,1229,1229,1495,1543
2239,1,mlr press llc,mlr press llc,1--64122,2018,2018,1,1081,1081,1230,1230,985,1022
2240,1,modern curriculum press,modern curriculum press,0--8136,1990,1990,2,1080,1080,1231,1231,986,1023
2241,1,modern language association of america,modern language association of america,0--87352,1993,1993,1,1082,1082,1232,1232,1496,1024
2243,1,momentum press,momentum press,1--60650,2009,2009,1,1078,1078,1233,1233,987,1544
2244,1,mometrix media llc,mometrix media llc,1--5167,2017,2017,1,1075,1075,1234,1234,1497,1545
2245,1,monthly review press,monthly review press,0--85345,1971,1997,2,1079,1079,1235,1235,988,1546
2246,1,montserrat college of art,montserrat college of art,0--9819575,2011,2011,1,1074,1074,1236,1236,1498,1025
2247,1,moody press,moody press,0--8024,1968,1993,5,286,286,1237,1237,326,331
2248,1,moody publishers,moody publishers,0--8024,2012,2012,1,286,286,1237,1237,326,331
2390,1,northfield publishing,northfield publishing,0--8024,2014,2014,1,286,286,1237,1237,326,331
2250,1,moon pie press,moon pie press,0--9861524,2015,2015,1,1069,1069,1238,1238,989,1026
2251,1,moon publications,moon publications,1--56691,1996,1996,1,1070,1070,1239,1239,990,1027
2252,1,moonlight,moonlight,1--85103,2012,2012,1,1072,1072,1240,1240,1499,1028
2253,1,more than meets the i,more than meets the i,1--947242,2017,2017,1,1068,1068,1241,1241,1500,1547
2254,1,morgan and claypool,morgan and claypool,1--60845,2013,2013,1,105,105,1242,1242,137,133
2255,1,morgan and claypool publishers,morgan and claypool publishers,1--68173;1--68174;1--62705;1--60845;1--59829,2007,2019,7,105,105,1242,1242,137,133
2257,1,morgan kaufmann publishers,morgan kaufmann publishers,1--55860,2000,2000,1,1065,1065,1243,1243,1501,1029
2258,1,morris museum of art,morris museum of art,1--890021,2015,2015,1,1066,1066,1244,1244,991,1030
2261,1,mountain springs house,mountain springs house,1--940022,2014,2014,1,1061,1061,1245,1245,1502,1031
2262,1,mountaineers,mountaineers,0--89886,1981,1981,1,1060,1060,1246,1246,992,1548
2263,1,mountcastle company,mountcastle company,0--913063,2014,2014,1,1062,1062,1247,1247,993,1032
2266,1,moyer bell,moyer bell,1--55921,2004,2004,1,1058,1058,1248,1248,994,1549
2267,1,mozaika publications,mozaika publications,1--63142,2017,2017,1,1057,1057,1249,1249,995,1033
2270,1,muller,muller,0--584,1969,1969,1,1051,1051,1250,1250,996,1550
