cluster_id,isbn,record
1153,0--945092,1
1154,0--8036,2
1155,1--84617,3
1155,1--84782,2
1155,1--78541,1
1155,1--4448,14
1155,0--7089,24
1156,0--7089,6
1157,1--4448,4
1158,0--7089,4
1159,1--4448,1
1160,0--7146,1
1161,0--665,1
1162,0--665,1
1163,1--4402,1
1163,1--4405,1
1164,1--4403,1
1165,0--7232,2
1166,0--531,1
1167,0--9994796,1
1168,0--571,16
1169,1--7270,1
1170,1--85604,2
1171,1--4381,1
1171,0--8160,1
1172,0--612,1
1173,1--940997,1
1174,1--5028,1
1175,1--62892,1
1175,1--5013,2
1176,1--56367,1
1177,0--8386,1
1178,1--57749,1
1179,0--89276,1
1180,1--4555,1
1181,0--941404,1
1182,1--4351,1
1183,1--85000,1
1184,0--9727571,1
1185,1--5486,1
1186,1--60699,2
1187,1--60699,1
1188,0--374,1
1189,0--374,11
1190,1--59112,2
1190,0--374,5
1191,1--78035,1
1191,1--78456,1
1192,1--5089,1
1193,1--299,1
1193,0--449,2
1193,0--445,1
1194,0--449,1
1195,0--449,2
1196,0--449,9
1197,0--449,3
1198,0--449,3
1199,0--449,2
1200,0--915099,1
1201,1--57366,1
1202,0--8224,1
1203,1--4729,3
1204,1--4729,2
1205,1--250,1
1206,1--68025,1
1207,0--692,1
1208,1--55861,1
1209,0--9864373,1
1210,1--936239,1
1211,3--506,1
1212,1--77327,1
1212,1--927958,2
1213,1--908824,1
1214,0--9941764,1
1215,0--85119,1
1216,0--7451,1
1217,0--913643,1
1218,0--2281,1
1219,0--684,1
1220,1--62672,1
1221,0--85748,1
1222,1--935049,1
1223,3--596,1
1224,1--5301,1
1225,1--888659,1
1226,0--7862,1
1226,1--4104,1
1227,0--85775,1
1228,2--08,1
1229,1--250,1
1230,1--4951,1
1231,0--615,1
1232,1--942833,1
1233,0--692,1
1234,1--897533,1
1234,1--77093,1
1235,1--911171,1
1236,1--900433,1
1237,1--59538,1
1238,0--240,2
1238,1--315,2
1239,1--63517,1
1240,1--101,1
1241,0--307,1
1242,0--646,1
1243,0--695,1
1244,1--4552,1
1245,1--941610,1
1246,0--00,2
1247,1--939994,1
1248,1--936010,1
1249,1--946633,1
1250,0--8232,5
1251,1--61168,1
1252,1--5387,2
1253,1--250,1
1253,0--8125,2
1254,0--8125,1
1255,1--333,1
1256,1--4514,1
1257,1--63242,1
1258,1--68036,1
1259,1--84682,1
1260,0--00,1
1260,1--85702,1
1261,0--7112,1
1262,1--84507,3
1263,1--78603,1
1263,1--84507,2
1264,1--57659,1
1265,1--4451,4
1266,0--8044,1
1267,0--7232,3
1268,0--7232,1
1269,1--4516,3
1269,1--4391,2
1269,0--02,5
1270,0--02,1
1271,1--907804,2
1272,1--59059,1
1273,1--9743,1
1274,1--62887,2
1275,1--4621,1
1276,0--13,3
1277,1--4639,1
1278,0--578,1
1279,0--86007,1
1280,1--938853,1
1281,0--9556069,1
1282,0--04,1
1283,0--8161,29
1283,0--7838,1
1283,0--06,1
1284,0--8161,2
1285,0--665,1
1286,0--665,1
1287,0--7352,2
1287,0--399,3
1288,0--615,1
1289,1--4234,1
1290,0--9619072,1
1291,1--78281,1
1292,2--36409,1
1293,1--935263,1
1294,0--88365,2
1295,1--4103,7
1295,0--7876,1
1296,1--4103,1
1297,1--4104,4
1297,1--59413,2
1297,0--684,1
1297,1--4103,4
1297,1--59722,1
1297,1--57302,1
1298,0--8103,4
1299,0--8103,1
1300,0--9957456,1
1301,0--8317,3
1301,1--4767,2
1301,1--4165,1
1302,0--902996,1
1303,0--635,1
1304,0--88266,1
1305,1--4339,1
1305,0--8368,1
1306,1--4824,6
1306,1--5382,4
1307,0--8153,2
1308,0--8240,1
1309,0--8153,1
1310,1--5002,1
1311,1--55447,1
1312,0--9719369,1
1313,0--88362,1
1314,1--910680,2
1315,1--5237,1
1316,0--8063,1
1317,1--78620,1
1318,0--04,1
1318,0--415,1
1319,1--942695,1
1320,1--62616,1
1321,1--60606,1
1322,0--9816525,1
1323,1--57999,1
1324,0--906094,1
1325,1--4236,6
1326,1--4236,1
1327,1--4988,18
1328,1--4988,16
1329,1--4988,14
1330,1--68370,1
1331,0--7171,1
1332,0--7171,1
1333,1--5148,1
1334,1--909942,1
1335,0--07,2
1336,0--07,1
1337,1--78915,1
1338,0--7664,1
1339,0--9825353,1
1340,0--9929147,1
1341,0--87106,1
1341,0--7627,1
1342,0--307,1
1343,0--7364,2
1344,0--307,4
1345,1--9791,1
1346,3--95730,1
1347,0--575,9
1347,1--4732,1
1348,0--575,1
1349,1--4839,1
1350,1--910158,1
1351,1--908999,1
1352,2--88124,2
1352,0--203,1
1353,1--61143,1
1353,1--4632,2
1353,1--61719,1
1354,1--4632,1
1355,1--59240,1
1356,0--86078,1
1356,0--566,3
1356,1--4724,4
1357,0--12,1
1358,0--7627,1
1359,0--586,2
1360,94--009,1
1361,0--9961117,1
1362,0--517,1
1363,0--517,1
1364,0--583,1
1365,0--586,1
1366,0--246,1
1367,0--446,3
1368,1--4555,6
1368,1--5387,4
1368,1--60941,1
1368,0--446,1
1369,1--4555,1
1369,1--5387,1
1370,1--5387,1
1371,1--4636,1
1372,1--85830,1
1373,1--85627,2
1374,1--949520,1
1375,1--78378,1
1375,1--84708,2
1376,0--15,1
1377,1--936114,1
1378,1--55597,2
1379,1--939014,1
1380,0--85784,1
1381,0--9776017,1
1382,0--88138,1
1383,0--907400,1
1384,1--56510,1
1385,1--78353,3
1386,1--78353,1
1387,0--86288,1
1388,0--06,7
1389,1--4408,1
1389,0--313,2
1390,0--8371,19
1390,0--313,1
1391,0--8398,1
1392,1--68217,2
1393,0--9833982,1
1394,1--68399,1
1395,0--931238,1
1396,0--7172,3
1397,0--7172,2
1398,0--451,1
1398,0--448,9
1399,0--670,1
1400,0--9908303,1
1401,0--394,2
1402,0--8021,5
1402,0--394,1
1403,1--898697,1
1403,1--910690,1
1403,1--909808,1
1404,0--930655,1
1405,0--8249,1
1406,0--692,1
1407,1--60623,1
1407,1--57230,1
1407,1--4625,6
1407,0--89862,1
1408,0--12,1
1409,1--4402,1
1410,3--437,1
1411,0--8109,1
1412,0--665,1
1413,0--8050,2
1414,1--5009,1
1415,0--11,2
1416,0--8109,1
1417,0--672,3
1418,0--922613,1
1419,0--316,4
1420,0--87220,1
1421,1--62466,1
1422,1--4950,1
1423,1--905559,1
1424,0--87529,1
1425,1--61244,1
1426,1--60559,1
1427,0--241,3
1428,0--600,4
1429,0--600,1
1430,0--8437,1
1431,0--919654,1
1432,1--56053,1
1433,0--15,20
1434,0--15,1
1435,0--15,7
1436,0--15,1
1437,1--56333,1
1438,1--313,1
1439,1--4268,2
1439,0--373,30
1440,0--373,11
1441,1--335,1
1441,0--373,4
1442,0--373,2
1443,1--64080,1
1444,0--517,1
1445,0--00,22
1445,0--665,2
1445,0--06,163
1445,0--567,2
1445,0--691,1
1446,0--8371,1
1446,0--06,21
1447,0--06,1
1448,0--06,2
1449,1--4408,1
1449,0--06,1
1450,0--06,3
1451,0--06,1
1452,0--06,1
1453,0--06,1
1454,0--06,2
1455,0--00,3
1455,93--5177,1
1455,0--06,2
1456,0--06,1
1457,0--544,1
1458,0--313,1
1459,0--06,2
1460,0--06,1
1461,1--5047,1
1462,0--88730,1
1463,0--00,17
1463,0--201,1
1463,0--207,1
1463,0--06,63
1464,0--00,6
1464,0--06,1
1465,0--06,1
1466,0--06,24
1467,93--5177,1
1467,0--380,2
1467,0--06,23
1467,1--4301,1
1467,1--4242,1
1468,1--4185,1
1469,0--00,3
1470,0--00,2
1470,0--06,27
1470,0--567,1
1470,0--380,1
1471,0--06,1
1472,0--06,1
1473,0--00,1
1474,0--06,3
1475,0--06,4
1476,0--06,5
1477,0--06,7
1478,0--06,6
1479,0--380,1
1480,0--06,10
1480,0--380,2
1481,2--8187,1
1482,0--85719,1
1483,0--8109,1
1484,1--5099,6
1485,1--78225,1
1485,1--84946,2
1485,1--5099,5
1486,1--5099,1
1487,1--63369,2
1488,0--87584,1
1489,1--55832,1
1490,1--61250,4
1491,1--68417,1
1491,0--674,2
1492,0--19,1
1492,0--674,49
1493,0--674,1
1494,0--544,1
1495,0--7369,3
1496,0--8383,1
1497,0--9905050,1
1498,0--7890,1
1499,0--86656,1
1499,1--56024,1
1500,1--315,1
1501,0--470,1
1502,1--78180,2
1502,1--56170,1
1503,1--4019,2
1504,1--78180,1
1505,0--8104,1
1506,1--60846,4
1507,1--56392,1
1508,1--56392,1
1509,1--85332,1
1510,1--78669,1
1510,1--78408,1
1510,1--78497,3
1510,1--78854,1
1510,1--908800,1
1510,1--78185,2
1511,1--78497,1
1512,1--4722,1
1512,0--7553,2
1512,0--7472,2
1513,0--7472,1
1514,0--7553,1
1515,1--910482,1
1516,1--936297,1
1517,1--947784,1
1518,0--435,5
1518,0--325,2
1518,0--434,5
1518,0--86863,1
1519,0--435,1
1520,0--435,1
1521,1--4846,1
1521,1--4395,1
1521,1--4109,1
1521,1--4329,2
1521,0--431,1
1522,1--4846,1
1523,1--4240,1
1524,3--85272,1
1525,0--8195,2
1526,1--909384,2
1527,1--909384,1
1527,1--911512,1
1527,1--911096,2
1528,1--56563,1
1529,0--312,1
1529,0--8050,5
1530,0--8050,4
1531,1--250,1
1531,1--62779,2
1531,0--8050,3
1531,1--4668,1
1532,1--62779,1
1533,0--8050,1
1534,0--11,1
1535,0--8361,1
1536,0--9574807,1
1537,0--7884,2
1538,1--55613,1
1539,1--4052,1
1540,1--78214,1
1540,1--901289,1
1540,1--84477,1
1540,0--681,1
1541,1--78094,2
1541,1--84391,1
1542,1--9733,1
1543,1--988353,1
1544,1--944216,1
1545,1--936268,1
1546,1--64303,1
1546,1--68329,4
1547,0--8090,1
1548,1--5449,1
1549,0--590,1
1550,0--7818,3
1551,0--88254,1
1551,0--7818,2
1552,0--7818,1
1553,0--915057,1
1554,1--937941,1
1555,3--7913,1
1556,1--900168,1
1557,1--932663,1
1558,0--9652331,1
1559,0--7509,1
1559,1--62619,1
1559,1--4671,1
1560,1--84532,1
1561,0--547,1
1562,0--692,1
1563,1--939449,1
1564,1--4447,2
1565,0--340,12
1565,0--07,1
1565,1--4736,2
1566,0--340,1
1567,1--4441,1
1568,0--340,2
1569,0--340,1
1569,1--4449,2
1570,1--4441,1
1570,1--4718,1
1571,1--5104,1
1572,0--340,2
1573,1--5263,1
1573,0--7502,1
1574,1--5247,1
1574,1--9848,1
1574,0--553,1
1575,0--7012,2
1576,0--7012,1
1577,0--930878,1
1578,0--8050,8
1579,0--03,7
1579,1--56054,1
1580,0--03,1
1581,1--61547,1
1582,1--84993,1
1583,1--883536,1
1584,0--9667043,1
1585,1--7233,1
1586,1--943050,1
1587,0--9625254,1
1588,0--85709,2
1589,0--9909020,1
1590,0--8266,1
1591,0--618,5
1591,0--395,10
1591,0--7534,1
1592,0--547,1
1593,0--395,2
1594,0--395,1
1595,0--15,3
1595,0--618,2
1595,0--544,20
1595,0--547,5
1596,0--544,1
1597,0--09,1
1598,0--7551,1
1599,1--4403,1
1600,0--09,1
1601,1--5011,1
1602,0--672,1
1603,1--84197,1
1603,1--84505,2
1604,0--00,1
1605,1--55813,1
1606,1--4504,2
1607,0--9796395,1
1608,1--62313,2
1609,1--62703,4
1609,1--4939,12
1610,0--391,2
1610,0--415,1
1611,0--391,1
1612,0--19,1
1613,1--948195,1
1614,1--84622,1
1615,0--7645,2
1616,0--665,1
1617,1--78738,2
1617,1--84904,2
1618,0--09,2
1619,1--4013,1
1619,1--368,1
1620,1--4231,1
1621,1--4231,2
1622,1--4231,1
1623,1--887166,1
1624,1--78076,2
1624,1--78453,4
1624,1--84885,3
1624,1--84511,3
1624,1--86064,1
1625,1--78831,1
1626,1--78831,1
1627,1--901502,1
1628,1--62396,1
1628,1--64113,1
1629,0--13,1
1630,0--7434,1
1631,0--7277,1
1632,0--06,1
1633,1--84046,1
1634,0--585,1
1635,958--8461,1
1636,1--58388,1
1637,1--63140,3
1638,1--60309,1
1638,1--63140,2
1639,1--4673,2
1639,1--55937,1
1639,1--4799,3
1639,4--88552,1
1639,1--5386,4
1639,0--7803,1
1639,1--5090,1
1639,0--309,1
1640,0--8186,1
1641,1--119,1
1642,1--118,1
1643,1--909704,1
1643,1--911040,1
1644,1--85423,1
1645,1--4666,2
1645,1--5225,3
1646,1--4666,7
1647,1--61350,1
1648,1--84817,1
1649,1--78343,1
1650,0--85780,1
1651,1--58617,1
1651,0--89870,1
1652,0--9890438,1
1653,1--78157,1
1654,1--59973,1
1655,0--8041,1
1655,1--58240,1
1656,0--385,2
1657,0--385,1
1658,1--63215,4
1658,1--5343,2
1658,1--60706,3
1659,1--63215,2
1659,1--5343,1
1660,0--9969820,1
1661,1--60734,1
1662,0--915829,1
1663,1--78326,2
1663,1--84816,1
1664,1--250,1
1665,0--9638047,1
1666,0--86530,1
1667,1--59813,1
1668,1--935501,1
1669,0--253,15
1670,0--8311,1
1671,1--4043,1
1672,0--7414,2
1673,1--62912,2
1674,1--5218,1
1675,1--4381,1
1676,1--315,1
1677,1--62396,3
1678,1--62396,2
1679,1--4666,3
1679,1--5225,2
1680,0--9611804,1
1681,1--928136,1
1682,1--62901,1
1683,1--60887,1
1684,1--78671,1
1685,1--892061,1
1686,1--62625,1
1687,1--58511,1
1688,0--89727,1
1689,0--300,1
1690,0--7381,1
1690,0--471,1
1691,0--9923078,1
1692,0--940600,1
1693,0--7503,1
1694,0--521,1
1695,0--85296,3
1696,1--78320,7
1696,1--84150,2
1697,92--801,1
1698,0--89138,1
1699,0--8028,1
1700,1--4976,1
1701,1--56656,4
1702,1--108,1
1703,1--4648,1
1704,0--914941,1
1705,0--87326,1
1706,1--892395,2
1707,0--913394,1
1708,1--4623,4
1708,1--4552,7
1708,1--4843,8
1708,1--55775,1
1708,1--4983,6
1708,1--4755,4
1708,0--939934,1
1709,1--893368,1
1710,1--905888,1
1711,0--7178,2
1712,1--4954,1
1713,90--5095,1
1713,1--78068,6
1714,0--87784,1
1714,0--8308,1
1715,1--62033,1
1716,0--7503,1
1717,0--85037,1
1718,0--9967480,1
1719,0--7165,1
1720,0--904147,1
1721,0--923891,1
1722,0--7531,1
1723,0--7531,3
1723,1--85089,1
1724,0--7531,1
1725,0--86037,1
1726,1--903682,1
1727,0--9835613,1
1728,1--55963,1
1728,1--59726,1
1728,1--61091,2
1729,88--942200,1
1730,0--470,1
1731,1--119,5
1731,1--118,8
1731,1--84821,7
1732,1--78405,3
1733,1--78405,1
1734,1--119,2
1734,1--118,2
1734,1--78630,2
1734,1--84821,2
1735,1--78548,3
1735,0--08,1
1736,1--78548,2
1737,0--06,1
1738,1--4917,2
1739,1--4401,1
1739,0--595,2
1740,1--4917,1
1741,1--56663,1
1742,0--8308,1
1743,0--8308,4
1744,0--8308,1
1745,0--8041,4
1746,1--78240,1
1747,1--78040,2
1748,1--78040,1
1749,1--7951,1
1750,0--665,1
1750,0--397,1
1751,0--9969550,1
1752,90--272,2
1753,90--272,1
1754,0--665,1
1755,0--7145,1
1756,0--224,1
1757,0--936784,1
1758,0--665,1
1759,0--385,1
1760,0--88331,1
1761,0--665,2
1762,0--460,1
1763,0--671,1
1764,0--665,1
1765,0--7195,1
1766,0--665,1
1767,1--58542,1
1768,1--60606,1
1769,0--665,1
1770,0--471,13
1770,0--470,4
1771,0--471,8
1771,0--470,2
1772,0--665,1
1773,0--8151,1
1774,0--7236,1
1775,0--305,1
1776,1--4832,1
1777,1--4812,1
1778,0--227,1
1779,0--9766001,1
1780,1--884097,1
1781,0--9990982,1
1782,0--87477,1
1783,1--78592,3
1783,1--84905,2
1783,0--85700,2
1783,1--85302,2
1783,1--78450,2
1784,1--7321065,1
1785,1--879045,1
1786,0--8276,1
1787,0--8052,1
1788,1--57215,1
1789,1--909661,1
1790,1--4538,1
1791,1--63486,1
1792,1--62365,1
1793,1--912081,1
1794,1--909612,1
1795,90--272,5
1796,1--78946,1
1796,1--78606,1
1797,1--5207,1
1798,1--55504,1
1799,1--5054,1
1800,1--85833,1
1801,2--7420,1
1802,0--86196,2
1803,0--86196,1
1804,0--7195,1
1805,1--119,22
1805,0--7645,1
1805,0--471,6
1806,1--119,1
1807,1--119,18
1807,0--8220,1
1807,0--471,5
1807,1--4443,2
1807,1--118,35
1807,0--470,5
1808,1--119,12
1808,1--118,18
1808,0--471,2
1808,0--470,1
1809,1--119,1
1810,1--119,4
1810,1--118,10
1810,1--4443,1
1810,0--470,1
1811,0--470,1
1812,0--8018,12
1812,1--4214,8
1813,1--56246,1
1814,0--87485,1
1814,0--933472,1
1815,1--949471,1
1816,1--63163,1
1817,0--224,4
1818,0--7637,2
1819,1--284,5
1819,1--4496,1
1820,0--7637,1
1821,1--5114,1
1822,1--940777,1
1823,0--470,1
1823,0--7879,1
1824,0--665,1
1825,0--515,5
1826,0--7394,1
1826,0--515,2
1827,0--515,1
1827,0--671,1
1828,1--59005,1
1829,0--9632616,1
1830,1--58871,1
1831,0--9801433,1
1832,0--9608172,1
1833,0--904041,1
1834,1--57823,1
1834,1--933833,1
1835,0--89024,1
1836,1--933605,1
1837,1--312,1
1838,1--5062,1
1839,0--615,1
1840,1--4537,1
1841,1--7205,1
1842,1--5348,1
1843,1--85575,1
1844,0--06,1
1845,0--06,3
1846,0--7182,1
1847,0--9912268,1
1848,0--944510,1
1849,0--913580,2
1850,0--8403,1
1851,1--4652,2
1851,1--5249,1
1852,0--941522,1
1853,0--306,1
1854,0--9619508,1
1855,1--4537,1
1856,0--8046,3
1857,0--8217,3
1857,0--7582,5
1858,1--4967,2
1858,0--7582,1
1858,1--57566,1
1859,0--8217,2
1859,1--4201,5
1860,0--8217,1
1860,0--8065,1
1860,0--7582,2
1861,1--4967,2
1862,1--63101,1
1862,1--60635,2
1862,1--61277,2
1863,3--7356,1
1864,1--5123,1
1865,1--4325,2
1866,1--56459,1
1867,1--4325,1
1868,0--87029,1
1869,1--58865,1
1870,0--373,1
1871,0--9501946,1
1872,0--7534,5
1873,0--306,6
1873,1--4020,4
1874,0--306,1
1875,0--306,3
1875,0--7923,5
1875,1--4020,3
1875,1--4419,1
1876,90--411,3
1877,0--340,1
1878,1--60106,1
1879,0--679,3
1879,0--87923,1
1879,0--375,3
1879,0--394,10
1880,0--307,1
1881,0--692,1
1882,1--63393,1
1883,0--470,1
1884,1--61262,2
1885,0--87011,2
1886,1--947857,1
1887,3--86335,1
1888,0--7494,15
1889,0--7494,4
1890,0--7494,1
1891,0--906968,1
1892,1--4402,2
1893,1--5453,1
1894,1--941082,1
1895,1--85733,1
1896,0--85783,1
1897,1--5234,1
1898,1--60530,1
1899,1--60318,1
1900,0--9887154,1
1901,950--889,1
1902,0--943144,1
1903,0--241,1
1903,0--7214,1
1904,1--5420,1
1905,0--551,1
1906,1--58970,1
1907,0--9848351,1
1908,1--4614,1
1909,0--906155,1
1910,1--910855,1
1911,1--57990,2
1912,0--9890859,1
1913,1--947506,1
1914,0--06,1
1915,0--440,3
1916,0--440,2
1917,1--78067,3
1918,1--78067,2
1919,1--902646,1
1920,0--9973712,1
1921,0--924886,2
1922,0--924886,1
1923,0--665,1
1924,0--665,1
1925,1--5008,1
1926,1--5264,1
1927,0--88160,1
1928,1--61103,1
1929,1--880507,1
1930,1--5300,1
1931,1--59874,1
1932,1--61132,2
1933,1--897493,1
1934,1--78507,1
1935,1--351,1
1936,0--8439,4
1937,0--9576189,1
1938,1--4677,1
1939,1--61237,1
1940,1--59021,1
1941,1--56670,1
1942,1--4985,4
1942,0--669,1
1942,0--7391,10
1943,1--4057,2
1943,0--7545,1
1943,1--5221,1
1944,1--4057,1
1945,0--86597,1
1945,1--61487,1
1946,1--68330,1
1947,0--494,2
1948,1--63400,1
1949,1--931082,1
1949,1--59853,1
1950,1--4521,1
1951,0--915042,1
1952,1--911282,1
1953,0--9822018,1
1954,0--930823,1
1955,1--947279,1
1956,3--662,1
1957,0--7648,1
1958,1--4776,1
1959,1--4765,1
1959,1--78603,2
1960,1--55844,1
1961,0--9785353,1
1962,1--84782,1
1962,0--7089,16
1962,1--84395,3
1962,1--4448,8
1963,0--7089,1
1964,0--7459,1
1965,1--942367,1
1966,0--00,1
1967,0--397,3
1968,1--4698,3
1969,1--4698,1
1970,1--5001,1
1971,1--58165,1
1972,0--8398,1
1973,1--4998,2
1974,1--4998,1
1975,1--63217,1
1976,0--385,1
1976,0--316,34
1976,1--59961,1
1976,1--4087,2
1976,0--7515,2
1977,0--316,22
1978,0--316,17
1978,0--7394,1
1979,0--7515,1
1980,0--915782,1
1981,0--316,1
1982,0--02,1
1982,0--671,1
1982,1--4424,1
1982,0--689,1
1982,1--4169,1
1983,1--84869,2
1984,0--8226,1
1985,1--906764,1
1986,0--918208,1
1987,0--87140,1
1988,0--7387,1
1989,0--8093,1
1990,0--9926695,1
1991,976--650,1
1992,1--78657,2
1992,1--74220,1
1992,1--74104,1
1993,1--78657,1
1993,1--74360,1
1994,1--929048,1
1995,0--582,13
1995,0--321,1
1995,0--205,1
1996,0--582,1
1997,0--665,1
1998,0--665,1
1999,0--681,1
2000,0--7548,3
2001,3--7913,1
2002,0--8071,9
2003,1--4075,1
2004,1--335,1
2004,0--373,3
2005,0--89108,1
2006,1--5323,1
2007,0--8294,2
2008,0--557,1
2009,1--941311,1
2010,1--940484,1
2011,0--373,1
2012,1--84822,2
2013,0--7188,1
2014,1--935871,1
2015,0--8184,1
2016,1--55587,1
2017,1--62637,1
2018,0--9910891,1
2019,1--4930,1
2020,1--5161,1
2021,0--85046,1
2022,0--8247,4
2023,0--8247,1
2024,1--59077,1
2025,0--262,2
2026,90--247,1
2026,90--04,1
2027,1--912453,1
2028,0--7088,1
2029,0--382,1
2030,0--382,1
2031,1--934133,1
2032,0--85705,3
2033,0--02,6
2033,0--312,3
2033,0--665,2
2033,1--5098,4
2033,1--4472,4
2033,0--230,21
2033,1--4050,2
2033,0--333,14
2034,0--230,1
2035,1--5290,1
2035,1--5098,3
2035,1--4472,2
2036,0--435,1
2037,0--333,2
2038,0--684,1
2038,0--02,1
2039,1--56159,1
2040,0--02,1
2041,1--250,1
2042,1--4617,1
2043,1--933823,1
2044,0--9729263,1
2045,0--7505,9
2046,1--85057,1
2047,0--86009,2
2048,0--9899434,1
2049,1--59948,1
2050,1--84018,1
2051,1--78057,1
2052,1--893352,1
2053,0--7924,1
2054,0--7497,1
2055,0--7190,4
2056,0--7493,1
2057,1--63353,1
2058,1--937707,2
2059,1--941234,1
2060,1--61729,1
2061,1--63343,1
2062,0--230,1
2063,1--85269,2
2064,1--78142,1
2064,1--84444,1
2064,1--84611,1
2065,1--85487,1
2066,0--8247,1
2067,0--203,1
2068,1--9849,1
2069,1--4424,1
2070,0--9559957,1
2071,1--306,1
2072,1--328,1
2072,0--544,2
2073,0--7145,3
2074,0--87462,1
2075,0--7614,3
2076,1--60870,1
2077,0--462,1
2078,1--4847,1
2078,0--7851,14
2079,0--87135,2
2080,1--302,6
2081,0--7851,1
2082,0--7851,11
2083,1--302,1
2084,0--7851,9
2084,1--302,7
2085,0--7851,1
2086,0--7851,1
2086,1--302,4
2087,0--9832209,1
2088,0--9819634,1
2089,1--4912,1
2090,1--63177,1
2091,1--4222,13
2092,1--59084,2
2092,1--4222,4
2093,1--56333,1
2094,0--8139,1
2095,1--56156,1
2096,1--78803,1
2096,1--78589,1
2097,1--5108,1
2098,0--88385,4
2099,0--9853978,1
2100,0--323,1
2101,0--578,1
2102,0--19,1
2103,0--7864,1
2104,0--7710,1
2105,1--902937,1
2106,0--7864,6
2106,1--4766,5
2107,0--7864,4
2108,0--7864,1
2109,0--7864,2
2110,1--4766,4
2111,0--7735,7
2112,0--7735,1
2113,1--259,8
2113,0--07,40
2113,0--470,1
2113,958--600,1
2114,0--07,2
2115,0--07,1
2116,1--57768,2
2117,1--57768,1
2118,0--07,1
2119,0--07,1
2120,0--02,1
2120,1--260,1
2120,0--07,10
2120,981--315,1
2120,1--308,1
2120,1--259,6
2121,1--259,1
2122,1--259,1
2123,0--07,1
2124,0--07,1
2125,0--07,1
2126,0--07,2
2127,1--259,1
2127,0--07,1
2128,0--07,1
2129,1--85822,1
2130,1--4516,1
2131,1--879727,1
2132,1--5225,1
2133,1--58044,1
2134,1--906935,1
2135,0--07,1
2136,0--7866,1
2137,0--615,1
2138,1--56044,1
2139,0--89732,1
2140,1--5057,1
2141,1--62763,1
2142,0--86554,1
2142,0--88146,1
2143,0--692,1
2144,1--85391,1
2145,0--8266,1
2146,0--86303,1
2147,0--87779,2
2148,0--87779,1
2149,0--89906,1
2149,1--4226,1
2150,0--416,5
2150,0--413,6
2151,0--416,1
2152,1--4351,2
2153,1--55199,1
2154,0--87099,1
2154,1--58839,1
2155,1--78255,1
2155,1--84126,1
2156,0--7356,1
2157,1--84059,1
2158,1--78508,1
2159,0--7613,1
2160,1--85798,1
2161,0--263,13
2162,0--263,2
2163,0--9862773,1
2164,1--250,4
2164,1--4668,1
2165,1--4960,1
2166,1--61225,1
2167,0--9884551,1
2168,0--262,43
2169,0--262,42
2169,0--585,1
2170,1--68020,2
2171,1--56731,3
2172,1--60671,1
2173,1--64122,1
2174,0--8136,2
2175,0--87352,1
2176,0--679,2
2176,0--375,1
2176,0--394,1
2177,1--60650,1
2178,1--5167,1
2179,0--85345,2
2180,0--9819575,1
2181,0--8024,5
2182,0--8024,1
2183,1--78279,2
2184,0--9861524,1
2185,1--56691,1
2186,1--85103,1
2187,1--947242,1
2188,1--60845,2
2189,1--60845,1
2189,1--62705,1
2189,1--68174,1
2189,1--59829,2
2189,1--68173,2
2190,0--12,3
2191,1--55860,1
2192,1--890021,1
2193,0--688,2
2194,0--323,2
2194,0--7234,1
2195,1--940022,1
2196,0--89886,1
2197,0--913063,1
2198,3--11,1
2198,1--61451,1
2199,3--11,1
2200,1--55921,1
2201,1--63142,1
2202,0--688,1
2203,0--316,2
2204,0--584,1
2205,1--78892,1
2206,0--87070,1
2207,1--56647,1
2208,1--78092,2
2209,1--78165,1
2210,1--886264,1
2211,0--09,1
2211,0--89296,2
2211,0--445,1
2211,0--446,1
2212,1--5040,2
2213,1--4532,1
2214,1--5040,1
2215,1--937197,1
2216,0--9862863,1
2217,1--910643,1
2218,0--665,1
2219,1--55776,1
2220,0--8402,1
2221,0--309,24
2222,0--309,8
2223,0--309,1
2224,0--309,6
2225,0--935989,2
2226,0--307,1
2227,1--55833,1
2228,0--925299,1
2229,1--931636,1
2230,1--879016,1
2231,0--8106,1
2232,1--4559,2
2233,1--4262,2
2233,0--7922,5
2233,1--4263,4
2234,0--7922,2
2234,0--7362,1
2235,1--4222,1
2236,0--9628757,1
2237,0--930368,1
2238,0--8373,2
2239,0--8373,1
2240,0--940979,1
2241,0--309,2
2242,0--87355,1
2243,0--9889950,1
2244,0--8442,1
2245,0--85177,1
2246,1--61251,1
2246,1--68247,1
2246,0--87021,1
2247,0--89109,2
2248,1--63146,1
2249,0--8341,1
2250,1--59005,2
2251,1--85554,1
2252,0--85012,1
2253,1--5084,1
2254,0--665,3
2255,1--60009,1
2256,1--5352,1
2257,1--5152,1
2258,0--451,16
2258,0--452,5
2259,1--56131,1
2260,1--85348,1
2260,1--68297,1
2260,1--86155,1
2261,1--4522,1
2262,0--8112,4
2263,0--8112,1
2264,0--8112,1
2265,0--8112,1
2266,0--88082,1
2267,0--450,2
2268,1--943003,1
2269,1--84898,1
2270,1--910266,1
2271,1--62625,1
2271,1--57224,1
2272,1--84840,1
2273,1--59764,1
2274,0--262,1
2275,0--902030,1
2276,1--62097,2
2276,1--59558,1
2277,0--7357,1
2277,0--321,2
2278,1--939931,1
2279,0--531,1
2280,1--61230,1
2281,1--60868,1
2282,0--304,1
2282,0--415,1
2283,1--68137,1
2284,0--8147,2
2284,1--4798,3
