"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"suny press",933280128,"1--4384",2594,286,1803,73
"suny press",1004545108,"1--4384",2594,286,1803,73
"suny press",961562335,"1--4384",2594,286,1803,73
"susan mclaughlin",1096435907,"0--9997239",2595,34,1619,1861
"suzanne perazzini",954011113,"1--4912",2596,652,461,512
"swedenborg society",896839860,"0--85448",2597,36,1620,1186
"sweet and maxwell",962068394,"0--414",2598,650,1621,1187
"sweet cherry publishing",936458922,"1--78226",2599,659,1622,1188
"sweet cherry publishing",922834542,"1--78226",2599,659,1622,1188
"sweet cherry publishing",1005607960,"1--78226",2599,659,1622,1188
"sweetwater books",773019697,"1--4621",2600,665,1623,1189
"sylvan dell pub",696782694,"1--60718",2601,644,1624,1862
"synod of the hierarchy of the ukrainian catholic church",224057039,"0--9618683",2602,1312,1625,1863
"syracuse university press",958120406,"0--8156",2603,646,1626,1864
"syracuse university press",40740049,"0--8156",2603,646,1626,1864
"t doherty associates book",29985696,"0--8125",2604,1314,644,43
"t h bell knowledge network for education reform",1049755179,"0--9634636",2608,637,1629,1867
"t marion dodge",1031373772,"0--9994135",2605,48,1627,1865
"t nelson",1082619294,"0--665",2606,639,1166,277
"t nelson",1082576875,"0--665",2606,639,1166,277
"t walker",17075732,"0--933220",2607,3,1628,1866
"t y crowell",20373039,"0--690",2609,638,711,1981
"tactical publications",950463058,"0--9796479",2610,17,1630,1190
"taft group",82126854,"1--879784",2611,635,1631,1868
"tamesis",905864844,"1--85566",2612,636,1632,1191
"tamesis",1041432237,"1--85566",2612,636,1632,1191
"tamesis",903594836,"1--85566",2612,636,1632,1191
"tan books",956998091,"1--61890",2613,633,1633,140
"tan books",958120591,"0--89555",2613,633,1633,140
"tan books",956998351,"0--89555",2613,633,1633,140
"tan books and pub",46913749,"0--89555",2614,100,1633,140
"tan books and publishers",61346079,"0--89555",2615,100,1633,140
"tanager books",9131910,"0--908396",2616,100,1634,386
"tanoshimi",951489634,"0--09",2617,424,1372,50
"taplinger pub co",78263,"0--8008",2618,23,1635,1192
"taplinger pub co",152332,"0--8008",2618,23,1635,1192
"taplinger pub co",3678315,"0--8008",2618,23,1635,1192
"target book",892901878,"0--426",2619,629,1636,1869
"tata mcgraw hill pub co",611566708,"0--07",2620,630,1084,30
"tate publishing",859195552,"1--84976",2621,58,1637,1870
"taunton press",800037331,"1--60085",2622,643,1638,1193
"tavistock",9549403,"0--422",2623,675,1639,1871
"tax foundation",924213597,"1--942768",2624,626,1640,1194
"taylor and francis",881417581,"1--317",2625,628,1239,1
"taylor and francis",1012850997,"1--315",2625,628,1239,1
"taylor and francis",489791998,"0--7484",2625,628,1239,1
"taylor and francis",1037626856,"0--8448",2625,628,1239,1
"taylor and francis",861686643,"0--415",2625,628,1239,1
"taylor and francis",899983627,"0--415",2625,628,1239,1
"taylor and francis",889265029,"0--203",2625,628,1239,1
"taylor and francis",492413554,"0--8493",2625,628,1239,1
"taylor and francis group",1015208971,"1--315",2626,11,1239,1
"taylor and francis group",951461322,"1--4987",2626,11,1239,1
"taylor and francis ltd",1017961789,"1--138",2627,11,1239,1
"taylor trade pub",681502317,"1--58979",2628,11,1641,1872
"teach services inc",959405610,"1--57258",2629,619,1642,1195
"teach yourself books",443967102,"0--340",2630,618,789,39
"teacher created materials",1076520414,"1--4938",2631,52,1643,262
"teacher created materials",878425858,"1--4333",2631,52,1643,262
"teacher created materials",870872409,"1--4333",2631,52,1643,262
"teacher created materials",1076520341,"1--4938",2631,52,1643,262
"teacher created materials",872383101,"1--4807",2631,52,1643,262
"teacher created materials",1076520367,"1--4938",2631,52,1643,262
"teachers college press",1017732763,"0--8077",2632,214,1644,1873
"teachers' curriculum institute",1031405310,"1--934534",2633,613,1645,1874
"team angelica publishing",1097310596,"0--9955162",2634,615,1646,1196
"team g p a",1025341792,"1--4973",2635,1362,1647,1197
"techbooks",48212706,"1--878907",2636,611,1648,1198
"technomic publishing co inc",1055688935,"1--4758",2637,612,65,32
"ted snedeker",1043949513,"1--7208",2638,13,1649,1875
"templar publishing",1030942775,"1--78741",2639,609,1650,1876
"temple hoyne buell center for the study of american architecture",904320785,"0--300",2640,608,1345,117
"temple university press",1005883428,"1--4399",2641,40,1651,387
"temple university press",1031409151,"1--4399",2641,40,1651,387
"temple university press",938002050,"1--59213",2641,40,1651,387
"temple university press",223380405,"1--59213",2641,40,1651,387
"temple university press",1089279992,"1--4399",2641,40,1651,387
"terra supra limited",925316381,"0--9573204",2642,439,1652,1877
"test prep books",1029057126,"1--62845",2643,607,1653,1878
"teton newmedia",874161566,"1--4822",2644,605,1239,41
"thames and hudson",37904502,"0--500",2645,11,173,175
"thames and hudson",606006642,"0--500",2645,11,173,175
"thames and hudson",282825330,"0--500",2645,11,173,175
"thames and hudson",895232309,"0--500",2645,11,173,175
"thames and hudson",940361886,"0--500",2645,11,173,175
"thames and hudson",912495544,"0--500",2645,11,173,175
"thames and hudson",951949752,"0--500",2645,11,173,175
"thames and hudson",1019645749,"0--500",2645,11,173,175
"thames and hudson",15141204,"0--500",2645,11,173,175
"thames and hudson",927462303,"0--500",2645,11,173,175
"thames and hudson",1084633733,"0--500",2645,11,173,175
"thames and hudson",490085166,"0--500",2645,11,173,175
"thames and hudson",878794219,"0--500",2645,11,173,175
"thames and hudson",1084821017,"0--500",2645,11,173,175
"thames and hudson",434547032,"0--500",2645,11,173,175
"thames and hudson inc",1005099421,"0--500",2646,27,173,175
"thames and hudson limited",223582434,"0--500",2647,27,173,175
"thames river press",861674861,"1--78308",2648,27,124,308
"thea brown",959558622,"0--9903082",2649,396,1654,1199
"theatre communications group",945948894,"1--55936",2650,601,1655,388
"theatre communications group",18381082,"0--930452",2650,601,1655,388
"theatre communications group",1005552671,"1--55936",2650,601,1655,388
"theory time",760002708,"1--890348",2651,374,1656,1879
"theosophical pub house",47112646,"81--7059",2652,599,1657,389
"theosophical pub house",818814587,"81--87326",2652,599,1657,389
"thieme medical publishers",874006999,"0--86577",2653,376,1658,159
"thieme medical publishers",958799674,"1--62623",2653,376,1658,159
"third line press",897978102,"0--9907224",2654,115,1659,1200
"third world press",26769272,"0--88378",2655,597,1660,1880
"third world press",866174,"0--88378",2655,597,1660,1880
"thomas and mercer",1002837130,"1--4778",2656,595,71,214
"thomas dunne books",800990364,"1--250",2657,200,644,17
"thomas dunne books",937872891,"1--250",2657,200,644,17
"thomas dunne books",811206485,"1--250",2657,200,644,17
"thomas nelson inc",154697497,"1--59554",2658,48,1661,1881
"thomson delmar learning",920384153,"1--133",2659,596,1168,31
"thomson gale",809418113,"0--7862",2660,6,1084,15
"thomson heinle",873941585,"0--7593",2661,33,1662,1201
"thomson reuters",865648178,"0--314",2662,590,1794,49
"thorndike",1016088814,"0--7862",2663,28,1084,15
"thorndike press",676708203,"1--4056",2664,33,1084,15
"thorndike press",1051300274,"1--4084",2664,33,1084,15
"thorndike press",456171543,"1--4104",2664,33,1084,15
"thorndike press",8688743,"0--89621",2664,33,1084,15
"thorndike press",809197088,"1--4104",2664,33,1084,15
"thorndike press",964424865,"1--4104",2664,33,1084,15
"thorndike press",818659936,"1--4104",2664,33,1084,15
"thorndike press",15657895,"0--89621",2664,33,1084,15
"thorndike press",793256537,"1--4104",2664,33,1084,15
"thorndike press",1016130982,"0--7862",2664,33,1084,15
"thorndike press",1035108320,"1--4104",2664,33,1084,15
"thorndike press",819741901,"1--4104",2664,33,1084,15
"thorndike press",635199152,"0--7540",2664,33,1084,15
"thorndike press",964435112,"0--7862",2664,33,1084,15
"thorndike press",861645793,"0--7862",2664,33,1084,15
"thorndike press",964424228,"0--89621",2664,33,1084,15
"thorndike press",1052686565,"0--7862",2664,33,1084,15
"thorndike press",460428153,"1--56054",2664,33,1084,15
"thorndike press",890793009,"1--4104",2664,33,1084,15
"thorndike press",958703470,"1--4104",2664,33,1084,15
"thorndike press",809215560,"1--4104",2664,33,1084,15
"thorndike press",858055999,"0--7862",2664,33,1084,15
"thorndike press",964421103,"1--4104",2664,33,1084,15
"thorndike press",1002355277,"1--4104",2664,33,1084,15
"thorndike press large print",1056995552,"1--4104",2665,33,1084,15
"thorpe",858031939,"0--7089",2666,17,665,24
"thorpe",884341889,"0--7089",2666,17,665,24
"thorpe",858034568,"0--7089",2666,17,665,24
"thorpe",956633520,"1--4448",2666,17,665,24
"thorpe",12270970,"0--7089",2666,17,665,24
"thorpe",78418381,"0--7089",2666,17,665,24
"thorpe",884359618,"0--7089",2666,17,665,24
"thorpe",11766812,"0--7089",2666,17,665,24
"thorpe",12379983,"0--7089",2666,17,665,24
"thorpe",809707100,"0--7089",2666,17,665,24
"thorpe",11531097,"0--7089",2666,17,665,24
"thorpe",865191147,"0--7089",2666,17,665,24
"three rivers press",557394850,"0--517",2667,164,430,97
"threel media",945949153,"0--9964852",2668,175,1663,1202
"tiger",864455341,"1--85501",2669,586,1664,390
"tiger books international",909359566,"1--85501",2670,360,1664,390
"tiger tales",760035268,"1--58925",2671,360,1665,1882
"tim duggan books",1041013264,"0--525",2672,1415,1390,92
"timber press",912320804,"1--60469",2673,17,1666,1203
"time life",317622163,"0--8094",2674,581,1667,391
"time life books",11384034,"0--8094",2675,366,1667,391
"time life books",779684762,"0--8094",2675,366,1667,391
"time life books",16692246,"0--8094",2675,366,1667,391
"timothy taylor",1063616918,"0--9929309",2676,366,1668,1883
"tin house books",960277314,"1--941040",2677,579,1669,1204
"tin house books",940362454,"1--941040",2677,579,1669,1204
"tin house books",951925950,"1--941040",2677,579,1669,1204
"tinsley",224068882,"0--665",2678,587,1166,4
"titan books",867770315,"1--84856",2679,3,1670,141
"titan books",806200730,"1--78116",2679,3,1670,141
"titan books",690515535,"1--84856",2679,3,1670,141
"titan books",232129628,"1--84856",2679,3,1670,141
"titan books",1083649250,"1--78565",2679,3,1670,141
"titan comics",1057121161,"1--78586",2680,186,1671,1205
"tokyopop",1002127421,"1--5444",2681,575,1764,173
"tokyopop",786061827,"1--931514",2681,575,1764,173
"tokyopop",55938728,"1--59182",2681,575,1764,173
"tokyopop",224739211,"1--59182",2681,575,1764,173
"tokyopop",1003325289,"1--4278",2681,575,1764,173
"tokyopop",1043449176,"1--4278",2681,575,1764,173
"tom doherty",754763511,"0--7653",2682,20,644,43
"tom doherty associates",865343204,"0--7653",2683,48,644,43
"tom doherty associates",877105830,"0--7653",2683,48,644,43
"tom doherty associates",20108711,"0--8125",2683,48,644,43
"tom doherty associates",1023487372,"1--250",2683,48,644,43
"tom doherty associates",18354610,"0--8125",2683,48,644,43
"tom doherty associates",31208974,"0--8125",2683,48,644,43
"tom doherty associates",1043517349,"0--7653",2683,48,644,43
"tom doherty associates",865256715,"0--7653",2683,48,644,43
"tom doherty associates",20646847,"0--8125",2683,48,644,43
"tom doherty associates",875697331,"0--7653",2683,48,644,43
"tom doherty associates",14409097,"0--8125",2683,48,644,43
"tom doherty associates book",1085673547,"1--250",2604,1314,644,43
"tom dougherty associates book",1030239759,"0--7653",2684,48,644,43
"tomart publications",43314427,"0--914293",2685,48,1672,1206
"tomasso brothers fine art",1080609555,"1--911300",2686,577,1673,1207
"tommy nelson",1012933614,"1--78598",2606,639,1166,277
"tommy nelson",827717722,"1--4003",2606,639,1166,277
"tommy nelson",914223894,"0--7180",2606,639,1166,277
"toon books",770694190,"1--943145",2687,584,1674,392
"topical review book co",1080190132,"1--929099",2688,425,1675,1884
"topix media lab",1020436893,"1--948174",2689,566,1676,1885
"tor",855244240,"0--7653",2690,1444,644,43
"tor",40458794,"0--8125",2690,1444,644,43
"tor",40406657,"0--312",2690,1444,644,43
"tor",868277575,"0--8125",2690,1444,644,43
"tor",1037289678,"0--7653",2690,1444,644,43
"tor",21668260,"0--8125",2690,1444,644,43
"tor",1001909595,"0--7653",2690,1444,644,43
"tor",857385591,"0--7653",2690,1444,644,43
"tor",915745140,"1--4668",2690,1444,644,43
"tor",221279445,"0--7653",2690,1444,644,43
"tor",1089531963,"0--7653",2690,1444,644,43
"tor",1082210454,"0--7653",2690,1444,644,43
"tor",1081369754,"0--7653",2690,1444,644,43
"tor",1015840261,"1--250",2690,1444,644,43
"tor",71672307,"0--7653",2690,1444,644,43
"tor",53125537,"0--8125",2690,1444,644,43
"tor",918994470,"0--7653",2690,1444,644,43
"tor",46735329,"0--8125",2690,1444,644,43
"tor paranormal romance",156818886,"0--7653",2691,48,644,43
"tor teen",957635529,"0--7653",2692,48,644,43
"totalrecall publications inc",880942627,"1--59095",2693,48,1677,1208
"touchstone",775571022,"0--684",2694,565,324,3
"touchstone",794333370,"0--684",2694,565,324,3
"touchstone book",906721399,"0--684",2695,26,324,3
"trafford publishing",714086619,"1--4269",2696,26,1678,393
"trafford publishing",840581266,"1--4669",2696,26,1678,393
"trailblazer pub",865419152,"1--873756",2697,230,1679,1209
"trans tech publications",909898603,"3--03826",2698,560,1680,152
"trans tech publications",904312253,"3--03813",2698,560,1680,152
"trans tech publications ltd",905880020,"3--03835",2699,70,1680,152
"trans tech publications ltd",907160792,"3--03835",2699,70,1680,152
"trans tech publications ltd",904312251,"3--03813",2699,70,1680,152
"transaction publishers",929901035,"1--4128",2700,70,1681,394
"transaction publishers",1037775269,"1--56000",2700,70,1681,394
"transportation research board",874769170,"0--309",2701,348,1157,259
"transportation research board",1051774410,"0--309",2701,348,1157,259
"transportation research board",1008596329,"0--309",2701,348,1157,259
"transportation research board",926095399,"0--309",2701,348,1157,259
"transworld",13135294,"0--552",2702,217,256,83
"triumph books",1049171889,"1--64125",2703,177,1682,1886
"troll associates",25171574,"0--670",2704,555,1390,180
"troll communications",43543486,"0--8167",2705,17,1683,1210
"trolley",862775039,"0--9542079",2706,552,1684,1887
"troutman press",228303111,"0--7172",2707,554,1685,1211
"trumpet club",671264754,"0--440",2708,561,430,35
"trumpet club",30094163,"0--440",2708,561,430,35
"trumpet club",27258210,"0--440",2708,561,430,35
"trumpet club",30149878,"0--440",2708,561,430,35
"trumpet club",671269933,"0--440",2708,561,430,35
"trumpet club",780041694,"0--440",2708,561,430,35
"tsk group llc",921147577,"1--4800",2709,17,1686,1212
"tso",1014225868,"0--11",2710,551,1177,161
"tsr inc",14442722,"0--7869",2711,99,1687,155
"tsukuda island press",1020498382,"1--893207",2712,101,1688,1213
"tundra books",40512200,"0--88776",2713,549,1390,1991
"tundra books",940236099,"1--101",2713,549,1390,1991
"turnkey press",460639946,"0--9754803",2714,17,1689,1214
"turtleback books",46351043,"0--606",2715,547,1766,8
"tuttle",912319707,"1--4629",2716,17,1690,151
"tuttle pub",53945105,"0--8048",2717,109,1690,151
"tuttle publishing",1061048447,"0--8048",2717,109,1690,151
"tuttle publishing",956745580,"0--8048",2717,109,1690,151
"tuttle publishing",843115631,"0--8048",2717,109,1690,151
"tuttle publishing",893686423,"1--4629",2717,109,1690,151
"tuttle publishing",1057267735,"4--8053",2717,109,1690,151
"tuttle publishing",423050873,"4--8053",2717,109,1690,151
"tyndale house",876604229,"1--4143",2718,109,1691,395
"tyndale house",51938443,"0--8423",2718,109,1691,395
"tyndale house publishers inc",931005851,"1--4964",2719,354,1692,1215
"u m i books on demand",612727151,"0--8247",2720,545,1028,353
"u s govt accountability office",876322343,"1--4921",2721,339,1693,1216
"ulster heritage publishing",907553616,"0--9855876",2722,1490,1694,1888
"ulverscroft",38582787,"0--7089",2723,543,665,24
"ulverscroft",9047885,"0--7089",2723,543,665,24
"ulverscroft",36302837,"0--7089",2723,543,665,24
"ulverscroft",10240203,"0--7089",2723,543,665,24
"ulverscroft",1453114,"0--85456",2723,543,665,24
"ulverscroft",423833018,"0--85456",2723,543,665,24
"ulverscroft",6853705,"0--7089",2723,543,665,24
"ulverscroft",759907202,"0--7089",2723,543,665,24
"ulverscroft",411588370,"0--8161",2723,543,665,24
"ulverscroft",946487335,"0--7089",2723,543,665,24
"ulverscroft",7919594,"0--7089",2723,543,665,24
"ulverscroft",1184152,"0--85456",2723,543,665,24
"ulverscroft",3442094,"0--7089",2723,543,665,24
"ulverscroft",939027,"0--85456",2723,543,665,24
"ulverscroft",4810245,"0--7089",2723,543,665,24
"ulverscroft",1010754,"0--85456",2723,543,665,24
"ulverscroft",2822505,"0--85456",2723,543,665,24
"ulverscroft",78557566,"0--7089",2723,543,665,24
"ulverscroft",635219226,"0--7089",2723,543,665,24
"ulverscroft",31278467,"0--7089",2723,543,665,24
"ulverscroft",756176021,"1--4448",2723,543,665,24
"ulverscroft",3144902,"0--7089",2723,543,665,24
"ulverscroft",681421279,"0--7089",2723,543,665,24
"ulverscroft",961848470,"0--85456",2723,543,665,24
"ulverscroft",220707229,"0--7089",2723,543,665,24
"ulverscroft",1007404031,"0--85456",2723,543,665,24
"ulverscroft",6327224,"0--7089",2723,543,665,24
"ulverscroft",1001886370,"0--85456",2723,543,665,24
"ulverscroft",1283502,"0--85456",2723,543,665,24
"ulverscroft",5391311,"0--7089",2723,543,665,24
"ulverscroft",681421272,"0--7089",2723,543,665,24
"ulysses press",1051044891,"1--61243",2724,164,1695,1217
"umi",56313551,"0--612",2725,544,1696,263
"umi",56313479,"0--315",2725,544,1696,263
"umi",56302764,"0--315",2725,544,1696,263
"umi",56313573,"0--315",2725,544,1696,263
"umi",56313518,"0--612",2725,544,1696,263
"umi",844787254,"0--549",2725,544,1696,263
"umi",56313583,"0--315",2725,544,1696,263
"uncle jimmy books",1035015008,"0--692",2726,225,726,11
"underland press",962412262,"1--63023",2727,61,1697,1218
"underwriters laboratories",41029031,"1--55989",2728,537,1698,1219
"uniform",1000397350,"1--911604",2729,1499,1699,1220
"union college",1004426001,"1--939968",2730,1500,1700,1221
"union square publishing",1089881218,"1--946928",2731,540,1701,1222
"unit editions",1001543592,"0--9956664",2732,546,1702,1889
"united bible societies",224197973,"3--438",2733,550,1703,1223
"united nations",1019956088,"92--1",2734,534,1704,1224
"united nations",1077989846,"92--1",2734,534,1704,1224
"united nations",44070199,"92--1",2734,534,1704,1224
"united press ltd",908425381,"0--85781",2735,532,1705,1890
"united states catholic conference",266075413,"1--60137",2736,531,1706,1225
"united states institute for theatre technology inc",878434159,"1--933348",2737,529,1707,1891
"united states institute of peace",1039719193,"1--60127",2738,528,1708,1892
"united states pharmacopeial convention",929918560,"1--936424",2739,526,1709,1893
"univ of california press",883864701,"0--520",2740,525,861,530
"universe books",1086213089,"0--87663",2741,12,1710,1226
"universe publishing",934646206,"0--7893",2742,522,1711,1894
"universidad colegio mayor de cundinamarca",910338454,"958--8359",2743,521,1712,1895
"university of alabama press",3293029,"0--8173",2744,523,1713,1227
"university of arizona press",1058848245,"0--8165",2745,527,1714,1228
"university of arizona press",1030404897,"0--8165",2745,527,1714,1228
"university of arizona press",961620503,"0--8165",2745,527,1714,1228
"university of arizona press",863123959,"0--8165",2745,527,1714,1228
"university of arizona press",757243452,"0--8165",2745,527,1714,1228
"university of california press",1027550501,"0--520",2740,525,861,530
"university of california press",489869564,"0--520",2740,525,861,530
"university of california press",1001373606,"0--520",2740,525,861,530
"university of california press",1019838958,"0--520",2740,525,861,530
"university of california press",490617253,"0--520",2740,525,861,530
"university of california press",1098161999,"0--520",2740,525,861,530
"university of california press",862041485,"0--520",2740,525,861,530
"university of california press",690440311,"0--520",2740,525,861,530
"university of california press",758771824,"0--520",2740,525,861,530
"university of california press",727754477,"1--283",2740,525,861,530
"university of california press",966301615,"0--520",2740,525,861,530
"university of california press",908742263,"0--520",2740,525,861,530
"university of california press",742019345,"0--520",2740,525,861,530
"university of california press",872383149,"0--520",2740,525,861,530
"university of california press",13664501,"0--520",2740,525,861,530
"university of california press",805093050,"0--520",2740,525,861,530
"university of california press",1038769405,"0--520",2740,525,861,530
"university of california press",491176161,"0--520",2740,525,861,530
"university of california press",18321872,"0--520",2740,525,861,530
"university of california press",933280397,"0--520",2740,525,861,530
"university of california press",944238252,"0--520",2740,525,861,530
"university of california press",960834823,"0--520",2740,525,861,530
"university of california press",1029070204,"0--520",2740,525,861,530
"university of california press",894139990,"0--520",2740,525,861,530
"university of california press",934524215,"0--520",2740,525,861,530
"university of california press",492658794,"0--520",2740,525,861,530
"university of chicago press",904799008,"0--226",2746,519,1166,93
"university of chicago press",826899649,"0--226",2746,519,1166,93
"university of chicago press",490634928,"0--226",2746,519,1166,93
"university of chicago press",489722362,"0--226",2746,519,1166,93
"university of chicago press",1090700951,"0--226",2746,519,1166,93
"university of chicago press",1139855,"0--226",2746,519,1166,93
"university of chicago press",845349915,"0--226",2746,519,1166,93
"university of chicago press",662453138,"0--226",2746,519,1166,93
"university of chicago press",926101824,"0--226",2746,519,1166,93
"university of chicago press",1088954272,"0--226",2746,519,1166,93
"university of chicago press",494596963,"0--226",2746,519,1166,93
"university of chicago press",887849375,"0--226",2746,519,1166,93
"university of chicago press",871710513,"0--226",2746,519,1166,93
"university of chicago press",301361146,"0--226",2746,519,1166,93
"university of chicago press",960707526,"0--226",2746,519,1166,93
"university of chicago press",37711691,"0--226",2746,519,1166,93
"university of chicago press",493435888,"0--226",2746,519,1166,93
"university of chicago press",28239017,"0--226",2746,519,1166,93
"university of chicago press",1002191781,"0--226",2746,519,1166,93
"university of chicago press",862050395,"0--226",2746,519,1166,93
"university of chicago press",819410985,"0--226",2746,519,1166,93
"university of chicago press",8452286,"0--226",2746,519,1166,93
"university of chicago press",24273257,"0--226",2746,519,1166,93
"university of chicago press",939911086,"0--226",2746,519,1166,93
"university of chicago press",867039167,"0--226",2746,519,1166,93
"university of chicago press",6140052,"0--226",2746,519,1166,93
"university of chicago press",875820347,"1--306",2746,519,1166,93
"university of chicago press",908046576,"0--226",2746,519,1166,93
"university of chicago press",14082575,"0--226",2746,519,1166,93
"university of chicago press",1004268745,"0--226",2746,519,1166,93
"university of chicago press",2193676,"0--226",2746,519,1166,93
"university of chicago press",492565407,"0--226",2746,519,1166,93
"university of chicago press",560304,"0--226",2746,519,1166,93
"university of chicago press",440149725,"0--226",2746,519,1166,93
"university of chicago press",934684553,"0--226",2746,519,1166,93
"university of chicago press",1004264026,"0--226",2746,519,1166,93
"university of chicago press",953253418,"0--226",2746,519,1166,93
"university of chicago press",1021057552,"0--226",2746,519,1166,93
"university of chicago press",42657799,"0--226",2746,519,1166,93
"university of chicago press",820793747,"0--226",2746,519,1166,93
"university of chicago press",1032864454,"0--665",2746,519,1166,93
"university of chicago press",911291714,"0--226",2746,519,1166,93
"university of chicago press",301308565,"0--226",2746,519,1166,93
"university of chicago press",35778236,"0--226",2746,519,1166,93
"university of chicago press",911001975,"0--226",2746,519,1166,93
"university of chicago press",809044706,"0--226",2746,519,1166,93
"university of chicago press",15045603,"0--226",2746,519,1166,93
"university of georgia press",299381594,"0--8203",2747,11,1715,1896
"university of georgia press",962377616,"0--8203",2747,11,1715,1896
"university of georgia press",7574527,"0--8203",2747,11,1715,1896
"university of illinois press",961590291,"0--252",2748,516,861,515
"university of illinois press",299810016,"0--252",2748,516,861,515
"university of illinois press",1058864834,"0--252",2748,516,861,515
"university of illinois press",1021395370,"0--252",2748,516,861,515
"university of illinois press",836010532,"0--252",2748,516,861,515
"university of illinois press",946905311,"0--252",2748,516,861,515
"university of iowa press",892850291,"1--60938",2749,8,1716,1897
"university of iowa press",905650112,"1--60938",2749,8,1716,1897
"university of kentucky press",960202470,"0--8131",2750,515,1717,398
"university of kentucky press",903954579,"0--8131",2750,515,1717,398
"university of massachusetts press",906844097,"1--62534",2751,243,141,506
"university of massachusetts press",1058749031,"1--61376",2751,243,141,506
"university of massachusetts press",1097096767,"1--61376",2751,243,141,506
"university of massachusetts press",1058112444,"1--61376",2751,243,141,506
"university of massachusetts press",1058701493,"1--61376",2751,243,141,506
"university of michigan press",1060586757,"0--472",2752,4,1718,1898
"university of michigan press",43715789,"0--472",2752,4,1718,1898
"university of michigan press",965766213,"0--472",2752,4,1718,1898
"university of michigan press",794961753,"0--472",2752,4,1718,1898
"university of michigan press",301497957,"0--472",2752,4,1718,1898
"university of minnesota press",1018306997,"0--8166",2753,513,1719,1899
"university of missouri press",493087314,"0--8262",2754,514,1720,1900
"university of missouri press",1004250419,"0--8262",2754,514,1720,1900
"university of nevada press",1058959464,"0--87417",2755,520,1721,1229
"university of nevada press",1058691770,"0--87417",2755,520,1721,1229
"university of nevada press",908761412,"0--87417",2755,520,1721,1229
"university of new hampshire press",836122544,"1--58465",2756,530,489,428
"university of new mexico press",945975799,"0--8263",2757,316,1722,1901
"university of new mexico press",816961242,"0--8263",2757,316,1722,1901
"university of new mexico press",21204422,"0--8263",2757,316,1722,1901
"university of new mexico press",227012523,"0--8263",2757,316,1722,1901
"university of new mexico press",965126433,"0--8263",2757,316,1722,1901
"university of north carolina press",491785750,"0--8078",2758,588,1723,468
"university of north carolina press",441211678,"0--8078",2758,588,1723,468
"university of north carolina press",1041163587,"1--4696",2758,588,1723,468
"university of north texas press",779399049,"1--57441",2759,426,1724,1902
"university of notre dame press",47183471,"0--268",2760,509,1725,1230
"university of pennsylvania press",1035847788,"0--8122",2761,510,1726,1903
"university of pennsylvania press",1021384011,"0--8122",2761,510,1726,1903
"university of pennsylvania press",911211337,"0--8122",2761,510,1726,1903
"university of pennsylvania press",899259608,"0--8122",2761,510,1726,1903
"university of pennsylvania press",904956062,"0--8122",2761,510,1726,1903
"university of pennsylvania press",892944170,"0--8122",2761,510,1726,1903
"university of pennsylvania press",1081435908,"0--8122",2761,510,1726,1903
"university of pennsylvania press",2556920,"0--8122",2761,510,1726,1903
"university of pennsylvania press",1083700594,"0--8122",2761,510,1726,1903
"university of pennsylvania press",966892519,"0--8122",2761,510,1726,1903
"university of pennsylvania press",898271239,"0--8122",2761,510,1726,1903
"university of pittsburgh press",1097251972,"0--8229",2762,507,1727,505
"university of pittsburgh press",961592838,"0--8229",2762,507,1727,505
"university of pittsburgh press",966296567,"1--4625",2762,507,1727,505
"university of pittsburgh press",869742386,"0--8229",2762,507,1727,505
"university of pittsburgh press",904315821,"0--8229",2762,507,1727,505
"university of pittsburgh press",1022580671,"0--8229",2762,507,1727,505
"university of pittsburgh press",878136393,"0--8229",2762,507,1727,505
"university of pittsburgh press",1069709881,"0--8229",2762,507,1727,505
"university of pittsburgh press",891385557,"0--8229",2762,507,1727,505
"university of pittsburgh press",1007923976,"0--8229",2762,507,1727,505
"university of pittsburgh press",1076731537,"0--8229",2762,507,1727,505
"university of pittsburgh press",28650388,"0--8229",2762,507,1727,505
"university of pittsburgh press",805095859,"0--8229",2762,507,1727,505
"university of rochester press",909895119,"1--58046",2763,64,1728,1904
"university of south carolina press",945436260,"1--61117",2764,505,1729,496
"university of south carolina press",39981313,"1--57003",2764,505,1729,496
"university of south carolina press",874832421,"1--61117",2764,505,1729,496
"university of south carolina press",1034907874,"1--61117",2764,505,1729,496
"university of tennessee press",950513446,"1--57233",2765,255,1730,1905
"university of texas press",933279617,"0--292",2766,503,1731,1906
"university of texas press",884907733,"0--292",2766,503,1731,1906
"university of texas press",962632962,"0--292",2766,503,1731,1906
"university of texas press",1097095220,"0--292",2766,503,1731,1906
"university of toronto press",1082717403,"1--4426",2767,504,1732,396
"university of toronto press",1082696685,"1--4426",2767,504,1732,396
"university of toronto press",891408493,"1--4426",2767,504,1732,396
"university of toronto press",1082710264,"1--4426",2767,504,1732,396
"university of toronto press",961155423,"1--4875",2767,504,1732,396
"university of toronto press",903968251,"1--4426",2767,504,1732,396
"university of toronto press",1055585634,"1--4426",2767,504,1732,396
"university of toronto press",1082729565,"1--4426",2767,504,1732,396
"university of toronto press",967541774,"1--4426",2767,504,1732,396
"university of toronto press",1035323373,"1--4875",2767,504,1732,396
"university of toronto press",1055589268,"1--4426",2767,504,1732,396
"university of toronto press",1031207206,"1--4875",2767,504,1732,396
"university of toronto press",1088680069,"1--4426",2767,504,1732,396
"university of toronto press",951903314,"1--4426",2767,504,1732,396
