Country_code,Publisher_code,Publisher
0,8234,Holiday House
0,8236,International Universities Press
0,8240,Garland Publishing
0,8242,H. W. Wilson Company
0,8243,Annual Reviews Inc.
0,8245,Crossroad Publishing
0,8246,Jonathan David Publishers
0,8247,Marcel Dekker
0,8248,University Press of Hawaii
0,8249,Ideals Publications
0,8253,Beaufort Books
0,8254,Kregel Publications
0,8256,Oak Publications
0,8258,Carl Fischer Music
0,8260,Ronald Press
0,8261,Springer Publishing
0,8262,University of Missouri Press
0,8263,University of New Mexico Press
0,8264,Continuum
0,8265,Vanderbilt University Press
0,8266,Kehot Publication Society
0,8267,United Bible Societies
0,8269,American Technical Society
0,8270,Organization of American States: General Secretariat
0,8272,Chalice Press
0,8273,Delmar Publishers
0,8276,Jewish Publication Society of America
0,8278,Richard Pflaum Verlag
0,8281,American Heritage Publ.
0,8283,Branden Press
0,8285,Mir Publishers
0,8289,S. Greene Press
0,8290,Irvington Publishers
0,8294,Loyola University Press
0,8295,Press of Case Western Reserve University
0,8298,Pilgrim Press
0,8299,West Publishing
0,8302,Goodyear Publishing
0,8303,Fleet Press
0,8304,Nelson-Hall
0,8306,Tab Books
0,8307,Regal Books
0,8308,Inter-Varsity Press
0,8309,Herald Publishing
0,8310,Howell-North Books
0,8311,Industrial Press
0,8314,Science and Behavior Books
0,8315,R. Speller
0,8317,Mayflower Books
0,8323,Binfords & Mort
0,8329,WBusiness Books
0,8330,RAND Corporation
0,8337,Burt Franklin
0,8341,Beacon Hill Press of Kansas City
0,8342,Aspen Publishers
0,8343,Funk & Wagnalls
0,8348,John Weatherhill
0,8351,Foreign Languages Press (China)
0,8352,Bowker Publishing
0,8356,Theosophical Publishing House
0,8357,University Microfilms International (UMI)
0,8359,"Reston Publishing, Intel Corporation"
0,8361,Herald Press
0,8362,Andrews and McMeel
0,8364,South Asia Books
0,8368,Gareth Stevens
0,8369,Books for Libraries Press
0,8371,Greenwood Press
0,8376,Robert Bentley
0,8377,Fred B. Rothman
0,8379,Marquis Who's Who
0,8383,Haskell House Publishers
0,8384,Heinle & Heinle
0,8385,Appleton & Lange
0,8386,Fairleigh Dickinson University Press
0,8387,Bucknell University Press
0,8388,Educators Publishing Service
0,8389,American Library Association
0,8390,Allanheld & Schram
0,8391,University Park Press
0,8396,C. A. Jones Publishing
0,8398,Gregg Press
0,8401,H. R. Allenson
0,8402,Nash Publishing
0,8403,Kendall/Hunt Publishing
0,8405,Presses de l'Université de Montréal
0,8407,Thomas Nelson Publishers
0,8408,Carrollton Press
0,8410,Markham Publishing
0,8412,American Chemical Society
0,8414,Folcroft Library Editions
0,8415,Saturday Review Press
0,8419,Africana Publishing
0,8420,Scholarly Resources
0,8422,MSS Information Corp.
0,8423,Tyndale House Publishers
0,8425,Brigham Young University Press
0,8428,Cambridge Book Company
0,8434,McGrath Publishing
0,8436,CBI Publishing (Cahners??) (US)
0,8442,National Textbook Company
0,8444,Library of Congress
0,8446,Peter Smith
0,8447,American Enterprise Institute for Public Policy Research
0,8448,"Crane, Russak"
0,8450,Broude Brothers
0,8451,Alan R. Liss
0,8453,Cornwall Books
0,8456,Sadtler Research Laboratories
0,8457,Yale University: Beinecke Rare Book and Manuscript Library
0,8459,Williams Publishing House
0,8462,Russell & Russell
0,8464,Beekman Publications
0,8465,Benjamin Cummings Publishing
0,8467,Paddington Press
0,8476,Rowman & Littlefield
0,8477,Editorial de la Universidad de Puerto Rico
0,8478,A. Rizzoli
0,8482,Norwood Editions
0,8490,Gordon Press
0,8492,R. West
0,8493,CRC Press
0,8497,Pallma Music
0,8499,Word Books
0,85010,Haynes Publishing Group
0,85025,Tor Mark Press
0,85033,Phillimore & Co
0,85036,Merlin Press
0,85039,Geographers' A-Z Map Company
0,85045,Osprey Publishing
0,85052,Leo Cooper
0,85054,Alan Godfrey Maps
0,85059,Patrick Stephens
0,85100,Derbyshire Countryside Ltd
0,85105,Dolmen Press / Colin Smythe Ltd
0,85112,Guinness Publishing
0,85115,Boydell Press/Adam Books
0,85130,Air Britain (Historians) Ltd.
0,85153,Bradford Barton
0,85157,Clive Bingley
0,85170,BFI Publishing
0,85174,"Brown, Son & Ferguson"
0,85177,Conway Maritime Press
0,85195,Co-operative College
0,85206,Dalesman Books
0,85223,Ebury Press
0,85244,Gracewing
0,85263,Shire Publications
0,85296,Institution of Electrical Engineers
0,85303,Vallentine Mitchell
0,85323,Liverpool University Press
0,85329,London Transport
0,85331,Lund Humphries
0,85334,Applied Science Publishers
0,85361,Oakwood Press
0,85364,William B. Eerdmans Publishing
0,85368,Arms and Armour Press
0,85369,Pharmaceutical Press
0,85372,Pitkin Pictorials
0,85404,The Royal Society of Chemistry
0,85423,Selden Society
0,85427,John Sherratt and Son
0,85431,Society of Antiquaries of London
0,85490,"Wildy, Simmonds and Hill Publishing"
0,85496,Wolff
0,85527,Harvester Press
0,85575,Australian Institute of Aboriginal Studies
0,85600,University of York
0,85617,White Lion Publishers Limited
0,85670,Vendome Press
0,85683,Shepheard-Walwyn
0,85685,Marshall Cavendish Books
0,85696,Haynes Publishing Group
0,85704,Halsgrove
0,85723,Hermes House
0,85724,Emerald Group Publishing
0,85763,Nosy Crow
0,85794,Silver Link Publishing
0,85905,Hesperian Press
0,85924,Dove Communications
0,85934,Bernard Babani (Publishing) Ltd
0,85941,"Martin Books, Simon & Schuster International Group"
0,85950,Stanley Thornes
0,85965,"Plexus, US"
0,85983,Frank Graham
0,86000,Usborne Publishing Ltd.
0,86001,Babylon Books
0,86005,Celtic Educational Services
0,86020,Usborne Publishing
0,86023,Barracuda Books
0,86055,"Archaeological Service, Suffolk County Council"
0,86068,Virago Press
0,86080,Wiltshire County Council
0,86084,Estate Publications
0,86091,Verso Books
0,86093,OPC (Oxford Publishing Co.)
0,86095,OPC (Oxford Publishing Co.)
0,86101,Salamander Books
0,86104,Pluto Press
0,86124,Bison Books
0,86136,Galley Press
0,86140,Colin Smythe Limited
0,86143,English Tourist Board
0,86145,The Automobile Association
0,86152,Acair Ltd
0,86153,Saint Andrew Press
0,86157,Countryside Publications
0,86166,Knockabout Comics
0,86178,Cathay Books
0,86196,John Libbey
0,86227,Grandreams
0,86228,Heraldic Art Press
0,86241,Canongate
0,86243,Y Lolfa Cyf
0,86248,Lyle Publications
0,86272,Kingfisher Books
0,86273,Hennerwood Publications
0,86281,Appletree Press
0,86299,Alan Sutton
0,86318,Dorling Kindersley
0,86350,Webb & Bower
0,86367,Telegraph Books
0,86369,Virgin Books
0,86516,Bolchary - Carducci Publishers
0,86547,North Port Press
0,86565,Vendome Press
0,86571,New Society Publishers
0,86597,Liberty Fund
0,86612,American Hotel & Lodging Educational Institute
0,86716,Saint Anthony Messenger Press
0,86719,Retro Systems
0,87013,Michigan State University Press
0,87021,Naval Institute Press
0,87029,Abbey Press
0,87054,Arkham House
0,87061,Ave Maria Press
0,87068,Ktav Publishing
0,87070,The Museum of Modern Art
0,87099,Metropolitan Museum of Art
0,87113,"Grove/Atlantic, Inc."
0,87116,National Railroad Passenger Corporation (Amtrak)
0,87127,Princeton Book Company
0,87177,Sierra On-Line Inc.
0,87192,Davis Publications
0,87249,University of South Carolina Press
0,87262,American Society of Civil Engineers
0,87289,CQ Press
0,87322,Human Kinetics
0,87337,Nolo Press
0,87348,Pathfinder Press
0,87349,KP Books
0,87352,The Modern Language Association of America
0,87364,Paladin Press
0,87398,Sword of the Lord
0,87413,University of Delaware Press
0,87414,Iowa Institute of Hydraulic Research
0,87451,University Press of New England
0,87480,The University of Utah Press
0,87510,The Christian Science Publishing Society
0,87526,"Gould Publications, Inc."
0,87542,Llewellyn Worldwide
0,87579,Deseret Book
0,87580,Northern Illinois University Press
0,87584,Harvard Business School Press
0,87685,Black Sparrow Press
0,87779,G. & C. Merriam Co.
0,87793,Ave Maria Press
0,87813,Christian Light Publications
0,87830,Theatre Arts Books
0,87833,Taylor Publishing Company
0,87840,Georgetown University Press
0,87842,Mountain Press Publishing Co.
0,87857,Rodale Press
0,87893,Sinauer Associates
0,87910,Limelight Editions
0,87930,Backbeat Books
0,87938,Motorbooks International
0,87946,ACTA Publications; Jade-Milan Records
0,87951,9 Overlook Press
0,87973,Our Sunday Visitor
0,87975,Prometheus Books
0,87985,Eastman Kodak Company
0,88022,Que Corporation
0,88033,Boulder East European Monograph
0,88038,Wizards of the Coast
0,88125,Ktav Publishing House
0,88145,Broadway Play Publishing Inc
0,88146,Mercer University Press
0,88163,Analytic
0,88175,Computer Science Press
0,88176,Publications International
0,88266,Storey Books/Storey Communications
0,88271,Regina Press
0,88286,University of Michigan Press
0,88289,Pelican Publishing Company
0,88295,Harlan Davidson Inc
0,88344,Orbis Books
0,88373,Stonehill
0,88385,Mathematical Association of America
0,88489,St. Mary's Press
0,88706,State University of New York Press
0,88727,Cheng & Tsui Company
0,88738,Transaction Publishers
0,88740,Schiffer Publishing
0,88754,Playwrights Canada Press
0,88784,Anansi
0,88910,Coach House Press
0,88850,Reader's Digest Association
0,88922,Talon Books Ltd.
0,88937,Hogrefe & Huber Publishers
0,88946,The Edwin Mellen Press
0,88997,Canadian Conference of Catholic Bishops
0,89024,Kalmbach Publishing Company
0,89093,University Publications of America
0,89107,Crossway Books
0,89204,Sporting News Books
0,89221,New Leaf Press
0,89234,National Journal Group
0,89236,J. Paul Getty Museum
0,89243,Liguori Publications
0,89272,Down East Books
0,89281,Inner Traditions Lindisfarne Press
0,89283,"Servant Books (Now part of Franciscan Media), S.O.S. Free Stock"
0,89341,Longwood
0,89347,Mindful Press
0,89385,Sherwood Sugden & Co
0,89390,Resource Publications
0,89479,A&W Publishers
0,89486,Hazelden Foundation
0,89490,"Enslow Publishers, Inc."
0,89555,TAN Books and Publishers
0,89603,Humana Press
0,89622,Twenty-Third Publications
0,89721,Ortho Books
0,89747,Squadron/Signal Publications
0,89791,Association for Computing Machinery
0,89815,Ten Speed Press
0,89818,Center for Civic Education
0,89820,Biboard Books
0,89839,Battery Press
0,89870,Ignatius Press
0,89871,Society for Industrial and Applied Mathematics
0,89906,Mesorah Publications
0,89930,Quorum Books
0,89942,Catholic Book Publishing
0,89997,Wilderness Press
0,900162,Bernards (Publishers) Ltd
0,900197,Bristol and Gloucestershire Archaeological Society
0,900214,British Postmark Society
0,900265,British Cave Research Association
0,900322,Chelsea Green Publishing
0,900382,Franey & Co Ltd
0,900384,Freedom Press
0,900389,Gallery Press
0,900404,Goose & Son Publishers
0,900409,Frank Graham
0,900609,Quail Map Company
0,900627,Roundhouse Books
0,900675,Colin Smythe Limited
0,900771,University of Exeter
0,901072,Colin Smythe Limited
0,901096,Industrial Railway Society
0,901115,Railway Correspondence and Travel Society
0,901144,Health Protection Agency
0,901272,"Centre for North-West Regional Studies, University of Lancaster"
0,901283,Railway Development Society
0,901333,Wiltshire Record Society
0,901347,North West Civic Trust
0,901428,Peak Park Joint Planning Board
0,901673,Manchester City Galleries
0,901793,Yorkshire Evening Press
0,901800,"Centre for North-West Regional Studies, University of Lancaster"
0,901824,James Thin and Mercat Press
0,901878,Society of Genealogists
0,901906,Industrial Railway Society
0,902129,Dorset Publishing
0,902228,Lancashire County Council
0,902358,Radar Promotions
0,902363,Cicerone Press
0,902751,Nottinghamshire County Council
0,902793,Book Rivers Museum
0,902835,Historical Model Railway Society
0,902888,OPC (Oxford Publishing Co.)
0,902920,Abson Books
0,903102,Dance Books
0,903141,Granta Publications
0,903319,Calouste Gulbenkian Foundation
0,903479,D.W. Willoughby and E.R. Oakley
0,903505,PBI Publications/Expert Books
0,903598,National Gallery of Scotland
0,903623,Potato Marketing Board
0,903652,Health Education Authority
0,903903,Society of Antiquaries of Scotland
0,904002,Richard Drew Publishing
0,904069,Ash and Grant
0,904093,Lloyd's of London Press Ltd.
0,904335,Central Lancashire Development Corporation
0,904579,The Housman Society
0,904711,Capital Transport Publishing
0,905205,Francis Cairrns Publications
0,905235,Leigh Local History Society
0,905243,Glamorgan Archive Service
0,905280,Southampton University Industrial Archeology Group
0,905435,DP Publications
0,905455,Yorkshire Dales National Park Committee
0,905466,Avon-Anglia
0,905521,Exley Publications
0,905522,Robert Nicholson Publications
0,905555,National Maritime Museum
0,905617,The World Ship Society
0,905715,Van Duren Publishers / Colin Smythe Ltd
0,905777,G W & A Hesketh
0,906025,Peter Watts Publishing
0,906047,Croydon Natural History & Scientific Society Ltd.
0,906138,Scepter Publishers
0,906198,J. Salmon
0,906154,BPI Ltd. British Phonographic Industry
0,906169,Glasgow City Libraries and Archives
0,906294,Twelveheads Press
0,906337,Leisure Studies Association (LSA)
0,906375,Diesel & Electric Group
0,906395,Hart & Allen
0,906454,Monkswood Press
0,906506,Cameron & Hollis
0,906520,Middleton Press
0,906579,Platform 5 Publishing Ltd
0,906591,Signal Press
0,906710,Ravette Limited
0,906782,Granta Editions
0,906867,Wild Swan Publishing
0,906881,Helmshore Local History Society
0,906883,Rail Photoprints
0,906899,Atlantic Transport Publishers
0,906976,Doncaster Books
0,906988,Southern Electric Group
0,907115,"David & Charles, Plc."
0,907328,National Library of Ireland
0,907347,Transport 2000
0,907503,Campden BRI
0,907511,Neil Richardson
0,907554,Alan Godfrey Maps
0,907586,Tressell Publications
0,907610,Titan Books
0,907651,House of Lochar
0,907689,Toccata Press
0,907764,Society for the Promotion of Roman Studies
0,907768,Countyvise
0,907771,Maritime Books
0,907864,Wayzgoose
0,908031,Turton & Armstrong Pty.
0,909969,Cycleserv Publications
0,911051,Plain View Press
0,911104,Workman Publishing
0,911137,Imagine
0,911682,Advent Publishers
0,911747,Broadway Press
0,912861,American Society of Plant Taxonomists
0,913460,Pathfinder Press
0,913589,Williamson Publishing
0,913720,Frederic C. Beil
0,914512,YIVO Institute for Jewish Research
0,914646,Bélier Press
0,915144,Hackett Publishing Company
0,915388,ACTA Publications
0,915552,Association for Consumer Research
0,916397,Manic D Press
0,916856,"Alcoholics Anonymous World Services, Inc."
0,917048,Washington State Historical Society
0,917124,Industrial Workers of the World
0,917510,Bell Springs Publishing
0,918344,Costello Publishing Company
0,918400,Croom Helm
0,919415,Proclaim Publications
0,919783,Boston Mills Press
0,919957,HMS Press (London)
0,921191,H. Cuff
0,922915,Feral House
0,923891,Ishi Press
0,927609,Atomic Fez Publishing
0,929270,Motorola
0,929279,VIZ Comics
0,930289,DC Comics
0,930313,McBride/Publisher
0,930358,The Spoon River Press
0,930467,Liturgy Training Publications
0,931194,Blue Sky
0,931340,Amadeus Press
0,932085,Word Among Us Press
0,932323,Red Letter Press
0,932412,Mayapple Press
0,932416,McSweeney's
0,932592,Klutz Press
0,932766,Institute for Creation Research
0,932813,Adventures Unlimited Press
0,933932,Scepter Publishers
0,934244,VIZ Pictures
0,934710,Joseph Simon Pangloss Press
0,934781,McSweeney's
0,935166,Storm King Press
0,935696,Wizards of the Coast
0,935697,Midwest Villages & Voices Publications
0,935971,Amber Book Company
0,936071,Gryphon Press
0,936365,McSweeney's
0,936534,University of Michigan
0,937381,Brewers Publications
0,937548,"Plexus Publishing, Inc."
0,938289,Da Capo Press
0,938731,Laramidia Press
0,939516,Forest of Peace Publishing (an imprint of Ave Maria Press)
0,939950,Mineralogical Society of America
0,940112,Gingerbread House
0,940669,Dramaline Publications
0,940866,University of Scranton Press
0,941478,Paraclete Press
0,941952,Walthers
0,942364,Hesperian Health Guides
0,942597,White Mane Publishing
0,943432,Slack Incorporated
0,944203,Marian Press
0,946133,Lakeland Publishing Company
0,946148,Poppyland Publishing
0,946184,Kingfisher Railway Publications
0,946219,Key Publishing
0,946289,Mr Pye Books
0,946351,John Ritchie Ltd
0,946361,Willow Publishing
0,946378,TCL Publications
0,946537,David St John Thomas also Atlantic Transport Publishing
0,946719,Firefly Publishing
0,947336,Aussie Books
0,947352,Hill House Pub
0,947543,International Federation of Anti-Leprosy Associations
0,947699,Connor & Butler Specialist Publishers
0,947757,Atlas Press
0,947882,Belair Publications
0,947971,Silver Link Publishing
0,948135,Leading Edge Press and Publishing
0,948251,Picton Publishing
0,948265,White Tree Books/Redcliffe Press
0,948456,Ravette Publishing
0,948764,Hayloft Press
0,948789,Carnegie Press/Carnegie Publishing
0,948904,P. E. Waters & Associates
0,948946,Archive Publications
0,948965,Gillian Cutress & Rolf Stricker
0,948975,Millstream Books
0,949330,Tabor Publications
0,9500466,Panel on Takeovers and Mergers
0,9502376,Southern Electric Group
0,9502960,Sten Valley Press
0,9504226,John Gagg
0,9507692,Landy Publishing
0,9507714,P M Heaton
0,9507802,The London Brick Company
0,9508448,Association for Industrial Archaeology
0,9508913,Laura Ashley Ltd.
0,9509801,Brunswick Printing & Publishing Co. Ltd.
0,9510835,V G Saundercock
0,9511642,Anne Bradley
0,9511777,Pageprint (Watford) Ltd.
0,9513366,Moir Crawford
0,9517601,Food Safety Advisory Centre
0,9518339,Age Concern Lancashire
0,9518382,Arley Hall Press
0,9518476,Blackburn Borough Council
0,9519345,Amadorn
0,9519713,Harold Bridges
0,9521757,Brambletye Publishing
0,9523226,I.N.F.A.C.T. Medical
0,9523577,Gildersleve Publishing
0,9523912,Eclat Initiatives
0,9524466,K E Keenan
0,9525492,Matchless Recordings and Publishing
0,9525860,Jeneva Publishing
0,9526187,Wyre Publishing
0,9526262,Kenwood Limited
0,9528228,The Outstanding Map
0,9528574,Andrew Taylor
0,9528930,Association for Industrial Archaeology
0,9529333,Triangle Publishing
0,9529503,Blackburn and Darwen Schools' Football Association
0,9530119,Moorfield Press
0,9530528,BackCare (sic)
0,9531457,Novelangle
0,9531719,Jack Wilcock
0,9531801,East Kent Maritime Trust
0,9533047,J M Ormston
0,9534503,Stephen R. Morrin
0,9535974,East Linton Local History Society
0,9536743,Reword Publishers
0,9537098,Oxford Press
0,9537484,Skipton Millennium Task Force
0,9539978,Scottish Trust for Archaeological Research
0,9540418,British Lichen Society
0,9540420,British Art Journal
0,9541036,Cotswold Quality (Leisure) Ltd
0,9541254,Old Light Press
0,9541362,Bank of Ideas
0,9541809,Wood Education Programme Trust
0,9542453,Theme Trades
0,9542946,Republican Publications
0,9544641,Leeds Guide
0,9545383,Wayzgoose
0,9545575,Windgather Press
0,9547122,Soundplay Books
0,9549042,Diverse Media
0,9549059,E Rose
0,9549404,The Good Hotel Guide Ltd
0,9549451,Peter Taylor Publications
0,9549606,Wildfire Communications
0,9549650,Chartex Products International Ltd
0,9549866,Trackmaps
0,9550081,Triarchy Press
0,9550221,Mortons of Horncastle
0,9550560,The Society of London Theatre
0,9550938,The Ruskin Foundation
0,9551753,Form
0,9552186,Longtail
0,9552233,Booksellers Association
0,9552283,Otago Publishing
0,9552354,Ty Mawr Publications
0,9552868,Mortons Media Group Ltd
0,9552889,Community Links
0,9553534,Cotswold Archaeology
0,9553561,Merchiston Publishing
0,9554110,Kevin Robertson Books
0,9554955,Coombe Hill Pub.
0,9555297,Four Points Ramble Association
0,9555481,WRTH Publications Ltd
0,9555485,Archaeological Development Services Ltd
0,9555851,Friends of John Muir's Birthplace
0,9556546,Albion Archaeology
0,9556646,Wimbledon College of Art
0,9557182,CMCS Publications (Aberystwyth University)
0,9557441,Martin & Craigie-Halkett
0,9557466,Food Solutions Publishing Ltd
0,9557740,DVV Media Group
0,9558224,Michael Rubenstein Pub.
0,9558668,Association of Archaeological Illustrators & Surveyors
0,9558916,Splendid Books
0,9558926,Chelsea Publishing
0,9559017,P3 Publications
0,9559171,Little Northern Books
0,9560333,Incisive Media Publications
0,9560722,Imperator Publishing
0,9560978,Corella Ltd.
0,9561943,MuseumsEtc
0,9561965,On-Site Archaeology
0,9562143,Colin Bamford
0,9562239,Institute of Advanced Motorists
0,9562826,Belvoir Vale Publishing
0,9563582,Pre-Construct Archaeology (Lincoln)
0,9563730,University of St Andrews
0,9563901,The Caravan Gallery
0,9564842,Booksellers Association
0,9565000,Centaur Media
0,9565541,Showcase Database
0,9566049,Millstream Publications
0,9566889,Chris Rudd
0,9571735,International News Safety Institute (INSI)
0,9578766,Moon Adventure Publications
0,9582692,Spinal Publications
0,9598960,Geo H. O'Donnell
0,9599079,Nautical Association of Australia
0,9610352,Garcia / American Fantasy Press
0,9614719,Aerobics and Fitness Association of America
0,9615197,Grief Watch
0,9616286,"Roman, Inc."
0,9624096,Bilingual Language Materials
0,9627613,Sarpedon
0,9631589,The Bloomsbury Review
0,9637840,Write Brain Publishers
0,9639763,Greenery Press
0,9639795,Department of Portable Antiquities and Treasure
0,9642006,Arcus Publishing
0,9642610,Basilica Press
0,9645960,Mystic Rose Books
0,9647292,Windblown Media
0,9651972,Uversa Press
0,9653429,Book Emporium Press
0,9655889,A Sandy Bottom Press Design
0,9659228,Ascension Press
0,9663533,Ambassador House
0,9667840,Eisenbrauns also Enlil Press
0,9667982,The Caddis Press
0,9670170,Recess Records
0,9676622,Steel Cage Books
0,9689247,Matrix Productions
0,9694763,Islamic Shia Ithna-Asheri Jamaat of Toronto
0,9695104,Empty Mirror Press
0,9696421,"Mobile Command Headquarters, Canadian Armed Forces"
0,9703355,McSweeney's
0,9703751,Celtic Dragon Press
0,9705392,PEEP! Press
0,9710896,Food-Medication Interactions
0,9714010,Hand Books Press
0,9716974,Is It Gonna Hurt? Publishers
0,9717650,Aberjona Press
0,9719047,McSweeney's
0,9723298,Cherry Hill Publishing
0,9725898,Vince Emery Productions
0,9727047,Jeffrey Taylor
0,9727193,Super Techno Arts
0,9728447,Called by Joy
0,9729679,New American Press
0,9737787,Ninjalicious
0,9738649,Variant Press
0,9750965,Ballistic Publishing
0,9755995,Alliance Publishing Group
0,9760357,Relevant Media Group
0,9766984,Dark Moon Press
0,9767525,Alaska Geobotany Center (University of Alaska Fairbanks)
0,9771611,Amber Book Company
0,9776166,The Pragmatic Programmer
0,9778682,Synthetic Worlds
0,9778727,Mystic Productions
0,9777238,BDSM Press
0,9777649,KoPubCo
0,9779074,The Tayler Corporation
0,9780735,Jingle Cats
0,9780937,Latex Lair Publishing
0,9780988,"Waterloo Regional Pictures Entertainment, Inc."
0,9788192,"Swabhimani Publication,"
0,9781813,Red and Black Publishers
0,9782026,Crackjaw Publishing
0,9787392,The Pragmatic Programmer
0,9788968,Ferine Books
0,9790468,Mark Butty Publisher
0,9795393,Synthetic Worlds
0,9796163,Bazillion Points Books
0,980788,United States Conference of Catholic Bishops
0,9811597,Atomic Fez Publishing
0,9814256,Rebel e Publishers
0,9816003,Winterlake Press
0,9817924,Ringing Bell Press
0,9818156,Fairand Books
0,9820151,Two Dollar Radio
0,9821005,Synthetic Worlds
0,9822152,VoidMaster Publishing (AKA: VacuoDominus Publishing)
0,9825036,CPsquare
0,9825442,Microsoft Research
0,9825650,Vince Emery Productions
0,9827198,Bryan Feldman
0,9829767,DSRS Publishing
0,9830086,Cherry Hill Publishing
0,9834112,Practical Green Press
0,9834720,National Health Law Program
0,9836185,"Grey Gecko Press, LLC"
0,9838229,The Film Collaborative
0,9840313,George A. Hart Publishing
0,9841318,Beacon Publishing
0,9841707,Christus Publishing
0,9842323,Okudens House Publishing
0,9842945,Anaskimin
0,9843759,Cherry Hill Publishing
0,9854400,"Grey Gecko Press, LLC"
0,9859881,Pencey X Publishing
0,9865266,Azore's Crown Publishing
0,9866424,Atomic Fez Publishing
0,9867616,The People's Picture Company Inc.
0,9882870,Cappella Books
0,9887167,Thoughtcrime Press
0,9894698,MoonLit Press
0,9896415,Button Poetry
0,9896950,Short Flight/Long Drive Books (A division of Hobart)
0,9905479,"Pied Piper, Inc."
0,9911628,Berryhill Publishing
0,9917066,Lise Heroux
0,9917419,Ammonite Films Publishing
0,9931948,RISC OS Open Limited
0,9957790,Judith Vanderman Ltd
0,9973160,Code Energy LLC
0,9992014,Kanika African Sculptures (KAS)
1,1,Pyramid Books
1,2,Berkley Publishing
1,4,Popular Library
1,5,DAW Books
1,6,Uncertain
1,7,Uncertain
1,105,Lulu.com
1,107,Cambridge University Press
1,111,Delmar
1,118,For Dummies
1,138,Routledge
1,150,"General Books, LLC"
1,151,"General Books, LLC"
1,152,"General Books, LLC"
1,153,"General Books, LLC"
1,178,Verso
1,226,University of Chicago Press
1,319,MacMillan
1,337,Cengage
1,338,Scholastic
1,4000,Random House
1,4003,Thomas Nelson
1,4012,DC Comics
1,4013,Miramax Books
1,4020,Springer
1,4021,Adamant Media Corporation
1,4027,Sterling Publishing
1,4039,Palgrave Macmillan
1,4049,Columbia TriStar Home Entertainment
1,4050,Macmillan Publishers
1,4051,Blackwell Publishing
1,4052,Egmont UK
1,4053,Dorling Kindersley
1,4054,Parragon
1,4055,Time Warner Audiobooks
1,4057,LexisNexis
1,4058,Pearson Education
1,4071,Scholastic
1,4073,Archeopress
1,4075,Parragon
1,4080,Cengage Learning
1,4081,Bloomsbury Publishing
1,4088,Bloomsbury Publishing
1,4089,Harlequin
1,4091,Orion Books
1,4093,Dorling Kindersley
1,4098,Department for Communities and Local Government
1,4099,Dodo Press
1,4102,"University Press of the Pacific or, occasionally, Combat Studies Institute and USACGSS"
1,4107,Authorhouse
1,4114,Spark Publishing
1,4120,Trafford
1,4127,Publications International
1,4128,Transaction Publishers
1,4129,SAGE Publications
1,4133,"U.S. Government, Dept. of Interior"
1,4134,Xlibris
1,4139,"A.D. Vision, Inc."
1,4143,Tyndale
1,4157,Paramount Pictures/DreamWorks Animation
1,4158,LifeWay Press
1,4160,Saunders
1,4165,Simon & Schuster
1,4169,Simon & Schuster
1,4170,Universal Studios
1,4185,Thomas Nelson
1,4196,BookSurge
1,4197,Amulet Books
1,4198,Warner Bros. Entertainment
1,4200,CRC Press
1,4210,"FUNimation Productions, Ltd."
1,4215,"VIZ Media, LLC"
1,4231,Disney Editions
1,4244,IEEE
1,4248,Sony Picture Home Entertainment
1,4249,ServiceOntario?
1,4250,ReadHowYouWant
1,4253,Kessinger Publishing
1,4264,"BiblioBazaar, now part of Amazon.com"
1,4268,Harlequin
1,4262,National Geographic Society
1,4278,TOKYOPOP Inc.
1,4288,Rico Publications
1,4292,W.H. Freeman and Company
1,4302,Apress
1,4335,Crossway
1,4343,AuthorHouse
1,4351,Barnes & Noble
1,4354,Cengage Learning
1,4359,Sony Picture Home Entertainment
1,4377,Saunders
1,4384,State University of New York
1,4331,Peter Lang Publishing
1,4392,Booksurge Publishing
1,4398,Productivity Press
1,4399,Temple University Press
1,4419,Springer
1,4426,University of Toronto Press
1,4432,"General Books, LLC"
1,4438,Cambridge Scholars Publishing
1,4447,Hodder & Stoughton
1,4454,Parragon
1,4456,Amberley Publishing
1,4457,Lulu.com
1,4461,Lulu.com
1,4509,"General Books, LLC"
1,4516,Simon & Schuster
1,4576,Bedford-St. Martin's: an imprint of MacMillan
1,4590,"General Books, LLC"
1,4592,Harlequin
1,4627,CrossBooks
1,4635,Renown Publishing (via Create Space)
1,4644,"Enslow Publishers, Inc."
1,4723,Parragon
1,4725,Bloomsbury Publishing
1,4729,Bloomsbury Publishing
1,4736,Hodder & Stoughton
1,4738,Pen and Sword Books
1,4742,Bloomsbury Publishing
1,4843,Tyndale House Publishers
1,4921,Create Space (via Amazon.com)
1,5098,Pan Macmillan
1,5332,Create Space (via Amazon.com)
1,55022,ECW Press
1,55041,Fitzhenry & Whiteside Ltd.
1,55046,Boston Mill Press
1,55054,Douglas & McIntyre
1,55081,Breakwater Books Ltd.
1,55105,Lone Pine Publishing
1,55111,Broadview Press
1,55125,Van Well Publishing
1,55164,Black Rose Books
1,55166,MIRA; Harlequin
1,55186,Polestar Calendars Ltd.
1,55198,MapArt
1,55209,Firefly Books
1,55245,Coach House Books
1,55263,Key Porter Books
1,55267,Key Porter Books (Prospero Books)
1,55278,McArthur & Co
1,55285,Whitecap Books
1,55297,Firefly Books
1,55322,Captus Press
1,55380,Ronsdale Press
1,55407,Firefly Books
1,55444,Quality Special Products
1,55486,Canadian Cartographics Corporation
1,55488,Dundurn Press
