"id","length","text","publisher_pro","isbn_new","year_min","year_max","record","./processed_data_1m/walktrap-unweighted","./processed_data_1m/louvain-unweighted","./processed_data_1m/infomap-unweighted"
5001,1,"lazy fascist press","lazy fascist press","1--62105",2015,2015,4,757,1575,1000
5002,1,"lb kids","lb kids","0--316",2015,2015,12,11,2654,35
5003,1,"lb kids little brown and company","lb kids little brown and company","0--316",2015,2015,1,11,2654,35
5004,1,"lb little brown and company","lb little brown and company","0--316",2015,2015,1,11,2654,35
5005,1,"le french book","le french book","1--939474",2015,2015,3,2257,2561,4095
5006,1,"le on lc llc","le on lc llc","1--5086",2015,2015,1,7,2491,89
5007,1,"le passage","le passage","2--84742",2015,2015,1,2254,2562,2302
5008,1,"le robert","le robert","2--321",2015,2015,5,2251,2563,2301
5009,1,"leadership press","leadership press","0--9797831",2015,2015,1,2255,2564,2300
5010,1,"leafwood publishers","leafwood publishers","0--89112",2015,2015,2,1298,37,1334
5011,1,"league of women voters of the district of columbia education fund","league of women voters of the district of columbia education fund","0--9892472",2015,2015,1,2287,2565,2299
5012,1,"leap books","leap books","1--61603",2015,2015,1,2334,2566,2298
5013,1,"leapfrog","leapfrog","1--60685",2015,2015,1,756,2567,925
5014,1,"leapfrog enterprises","leapfrog enterprises","1--60685",2015,2015,1,756,2567,925
5015,1,"leapfrog press","leapfrog press","1--935248",2015,2015,1,2248,2568,2297
5016,1,"learning and behavior resources","learning and behavior resources","0--9771139",2015,2015,1,2245,2569,4094
5017,1,"learning commons press","learning commons press","1--933170",2015,2015,1,2243,2570,4093
5018,1,"learning express","learning express","1--61103",2015,2015,2,1299,2571,1212
5019,1,"learning matters","learning matters","1--940716;1--4739",2015,2015,8,49,1611,147
5020,1,"learning medicine","learning medicine","0--9961533",2015,2015,1,2240,2572,4092
5021,1,"learning props","learning props","0--9741549;1--935292",2015,2015,2,338,2573,588
5022,1,"learning props l l c","learning props l l c","0--9741549",2015,2015,1,338,2573,588
5023,1,"learning roots","learning roots","1--905516",2015,2015,1,2249,2574,2296
5024,1,"learning sciences","learning sciences","1--941112",2015,2015,1,687,2575,717
5025,1,"learning sciences international","learning sciences international","1--941112",2015,2015,4,687,2575,717
5026,1,"learning sciences marzano center","learning sciences marzano center","1--941112",2015,2015,2,687,2575,717
5027,1,"learningexpress","learningexpress","1--61103",2015,2015,4,1299,2571,1212
5028,1,"learntoprogram media","learntoprogram media","0--692",2015,2015,1,3,1177,1
5029,1,"lectio publishing llc","lectio publishing llc","0--9898397;1--943901",2015,2015,3,763,2576,1211
5030,1,"lederer books","lederer books","1--936716",2015,2015,1,2236,2577,2295
5031,1,"lee and low books","lee and low books","1--62014",2015,2015,1,753,2578,924
5032,1,"lee and low books inc","lee and low books inc","1--62014",2015,2015,2,753,2578,924
5033,1,"lee bradford","lee bradford","1--926456",2015,2015,1,2235,2579,4091
5034,1,"lee martin msc rd","lee martin msc rd","1--5300",2015,2015,2,2237,2580,2294
5035,1,"left coast press","left coast press","1--61132;1--62958",2015,2015,11,463,3787,751
5036,1,"left coast press inc","left coast press inc","1--61132;1--315;1--62958",2015,2015,15,463,3787,751
5037,1,"legacy road communications","legacy road communications","0--9764729",2015,2015,1,2250,2581,4090
5038,1,"legal and constitutional affairs legislation committee","legal and constitutional affairs legislation committee","1--76010",2015,2015,6,477,1110,77
5039,1,"legal and constitutional affairs references committee","legal and constitutional affairs references committee","1--76010",2015,2015,1,477,1110,77
5040,1,"legal corner press","legal corner press","0--9915829",2015,2015,1,2234,2582,4089
5041,1,"legas","legas","1--939693;1--897493",2015,2015,2,762,2583,923
5042,1,"legenda","legenda","1--909662;1--351;1--315;1--907975",2015,2015,9,28,3787,116
5043,1,"legenda modern humanities research association and maney publishing","legenda modern humanities research association and maney publishing","1--909662;1--351",2015,2015,3,28,3787,116
5044,1,"legendary comics","legendary comics","1--937278",2015,2015,1,2227,2584,4088
5045,1,"legendary locals","legendary locals","1--4396;1--4671",2015,2015,3,60,199,126
5046,1,"legends library","legends library","1--60645",2015,2015,1,752,682,1059
5047,1,"lehigh university press","lehigh university press","1--61146",2015,2015,1,2226,2585,2293
5048,1,"leicester bay books","leicester bay books","0--692",2015,2015,1,3,1177,1
5049,1,"leighann dobbs","leighann dobbs","1--5146",2015,2015,1,7,2491,103
5050,1,"leisure arts","leisure arts","1--4647",2015,2015,3,2224,2586,4087
5051,1,"leisure time books","leisure time books","0--9861672",2015,2015,1,742,103,1344
5052,1,"lemniscaat usa","lemniscaat usa","1--935954",2015,2015,1,2223,2587,2292
5053,1,"len holm","len holm","1--5150",2015,2015,1,489,2491,184
5054,1,"len webster","len webster","1--5060",2015,2015,1,35,2491,394
5055,1,"lenora livingston","lenora livingston","1--5117",2015,2015,1,460,2491,98
5056,1,"leo sullivan presents","leo sullivan presents","1--5236;1--5192;1--5177",2015,2015,5,7,2491,236
5057,1,"lerner publications","lerner publications","1--4677",2015,2015,5,158,2161,192
5058,1,"lerner publications company","lerner publications company","1--4677",2015,2015,2,158,2161,192
5059,1,"lerner publishing group","lerner publishing group","1--4677",2015,2015,2,158,2161,192
5060,1,"lerue press","lerue press","1--938814",2015,2015,1,2221,2588,4086
5061,1,"les enluminures","les enluminures","0--9915172",2015,2015,3,2233,2589,4085
5062,1,"les humanoi des associe s","les humanoi des associe s","2--7316",2015,2015,2,2247,2590,4084
5063,1,"leslie lohman museum of gay and lesbian art","leslie lohman museum of gay and lesbian art","0--9793895",2015,2015,1,2216,2591,4083
5064,1,"leslie tall manning","leslie tall manning","0--9961306",2015,2015,1,2215,2592,2291
5065,1,"let in the light publishing","let in the light publishing","0--9851125",2015,2015,1,2218,2593,2290
5066,1,"lethe press","lethe press","1--59021",2015,2015,5,2214,2594,4082
5067,1,"letter 16 press inc","letter 16 press inc","0--9893811",2015,2015,1,2211,2595,2289
5068,1,"letter machine editions","letter machine editions","0--9887137",2015,2015,1,2208,2596,4081
5069,1,"letts educational","letts educational","1--84419",2015,2015,1,2209,2597,4080
5070,1,"levins publishing","levins publishing","0--9853972",2015,2015,2,2205,2598,2288
5071,1,"lexham press","lexham press","1--57799",2015,2015,5,2206,2599,2287
5072,1,"lexington books","lexington books","1--4422;0--7391;1--4985",2015,2015,189,72,3790,62
5073,1,"lexington press","lexington press","0--7391",2015,2015,1,72,3790,62
5074,1,"lexisnexis","lexisnexis","1--63282;1--4057;1--63284;967--400;1--63043;1--63281;0--7698;1--63044",2015,2015,21,40,2600,86
5075,1,"lexisnexis matthew bender","lexisnexis matthew bender","1--63282;1--63283",2015,2015,2,40,2600,86
5076,1,"lexisnexis tolley","lexisnexis tolley","0--7545",2015,2015,1,598,1670,646
5077,1,"lexographic press","lexographic press","0--9847142",2015,2015,2,2197,2601,4079
5078,1,"liam saxon","liam saxon","1--5120",2015,2015,2,7,2491,114
5079,1,"liberalis","liberalis","1--78279",2015,2015,1,374,617,61
5080,1,"liberties","liberties","1--910742",2015,2015,1,311,2602,587
5081,1,"liberties press","liberties press","1--910742;1--909718",2015,2015,3,311,2602,587
5082,1,"liberty fund","liberty fund","0--913966;0--86597;1--61487",2015,2015,11,686,2603,716
5083,1,"liberty island","liberty island","1--5040",2015,2015,3,19,2802,24
5084,1,"liberty publishing house","liberty publishing house","1--62804",2015,2015,1,2194,2604,4078
5085,1,"liberty street","liberty street","1--61893",2015,2015,3,289,4320,104
5086,1,"liberty street time inc books","liberty street time inc books","1--61893",2015,2015,2,289,4320,104
5087,1,"libraries unlimited","libraries unlimited","1--4914;1--61069;1--4408",2015,2015,11,7,617,204
5088,1,"library juice press","library juice press","1--63400;1--936117",2015,2015,2,743,2605,1210
5089,1,"library magna books ltd","library magna books ltd","0--7505",2015,2015,1,745,2606,922
5090,1,"library of america","library of america","1--59853",2015,2015,23,622,2607,628
5091,1,"library of america paperback classics","library of america paperback classics","1--59853",2015,2015,2,622,2607,628
5092,1,"library partners press","library partners press","0--692",2015,2015,3,3,1177,1
5093,1,"libri publishing","libri publishing","0--9812434",2015,2015,1,2192,2608,4077
5094,1,"libros hyperion para ninos sello editorial de disney book group","libros hyperion para ninos sello editorial de disney book group","1--4847",2015,2015,1,46,2183,58
5095,1,"libros liguori","libros liguori","0--7648",2015,2015,1,744,2609,921
5096,1,"libros medio siglo","libros medio siglo","0--9864497",2015,2015,4,2191,2610,2286
5097,1,"lid","lid","1--910649",2015,2015,2,142,2611,253
5098,1,"lid publishing","lid publishing","1--910649",2015,2015,1,142,2611,253
5099,1,"lid publishing inc","lid publishing inc","0--9860793;1--910649",2015,2015,4,142,2611,253
5100,1,"lid publishing ltd","lid publishing ltd","1--910649;1--907794",2015,2015,9,142,2611,253
5101,1,"lid publishing ltd a member of bpr business publishers roundtable","lid publishing ltd a member of bpr business publishers roundtable","1--910649",2015,2015,1,142,2611,253
5102,1,"life changing books","life changing books","1--943174;1--934230",2015,2015,6,740,2612,920
5103,1,"life death and fog books","life death and fog books","0--615",2015,2015,2,120,1177,43
5104,1,"life everlasting press","life everlasting press","0--9961808",2015,2015,1,2193,2613,2285
5105,1,"life insurance sage press","life insurance sage press","0--9845081",2015,2015,1,2196,2614,2284
5106,1,"life's little bugs","life's little bugs","0--9935942",2015,2015,1,2212,2615,4076
