"id","length","text","publisher_pro","isbn_new","year_min","year_max","record","./processed_data_1m/walktrap-unweighted","./processed_data_1m/louvain-unweighted","./processed_data_1m/infomap-unweighted"
2811,1,"editorial universidad del cauca","editorial universidad del cauca","958--732",2015,2015,1,1642,1496,4498
2812,1,"editorial universidad del tolima grupo de investigacio n argonautas idead ut","editorial universidad del tolima grupo de investigacio n argonautas idead ut","958--8747",2015,2015,1,1660,1497,2694
2813,1,"editorial vida","editorial vida","0--8297",2015,2015,2,427,617,518
2814,1,"editorium","editorium","1--4914",2015,2015,1,7,617,23
2815,1,"edizioni osiride","edizioni osiride","88--7498",2015,2015,1,1632,1498,4497
2816,1,"edmond e seay iii","edmond e seay iii","1--5032",2015,2015,1,107,2491,201
2817,1,"educa vision inc","educa vision inc","1--62632",2015,2015,2,1630,1499,2693
2818,1,"educate and empower kids","educate and empower kids","0--9863708",2015,2015,1,1037,1500,1144
2819,1,"education and employment references committee","education and employment references committee","1--76010",2015,2015,1,477,1110,77
2820,1,"education law association","education law association","1--56534",2015,2015,4,1639,1501,2692
2821,1,"educational publisher inc","educational publisher inc","1--62249",2015,2015,1,1626,1502,2691
2822,1,"educators publishing service","educators publishing service","0--8388",2015,2015,2,974,1503,1010
2823,1,"eduvim","eduvim","987--699",2015,2015,1,606,1483,723
2824,1,"edwar elgar publishing","edwar elgar publishing","1--78347",2015,2015,1,204,1458,44
2825,1,"edward elgar","edward elgar","0--85793;1--78347;1--78536;1--78471;1--78195;1--84980;1--78100;1--84376;1--78254",2015,2015,39,204,1458,44
2826,1,"edward elgar pub","edward elgar pub","1--78254;1--78347",2015,2015,4,204,1458,44
2827,1,"edward elgar publishing","edward elgar publishing","0--85793;1--78347;1--78536;1--78471;1--78195;1--84980;1--78100;1--78254",2015,2015,193,204,1458,44
2828,1,"edward elgar publishing inc","edward elgar publishing inc","1--78347",2015,2015,1,204,1458,44
2829,1,"edward elgar publishing limited","edward elgar publishing limited","0--85793;1--78347;1--78471;1--78195;1--78254",2015,2015,20,204,1458,44
2830,1,"edward w robertson","edward w robertson","1--5197;1--5122",2015,2015,3,403,2491,79
2831,1,"edwin mellen","edwin mellen","0--7734",2015,2015,1,1587,1504,2690
2832,1,"edwin mellen press","edwin mellen press","1--4955;0--7799",2015,2015,9,826,1505,1268
2833,1,"edwina publishing","edwina publishing","0--646",2015,2015,1,486,516,140
2834,1,"ee edward elgar publishing","ee edward elgar publishing","1--78347",2015,2015,1,204,1458,44
2835,1,"eerdmans books for young readers","eerdmans books for young readers","0--8028",2015,2015,2,233,4649,481
2836,1,"efu editorial universidad nacional de san juan","efu editorial universidad nacional de san juan","950--605",2015,2015,1,1577,1506,4496
2837,1,"egmont","egmont","0--416;1--60684;1--4052",2015,2015,53,263,1507,195
2838,1,"egmont publishing","egmont publishing","1--60684",2015,2015,5,263,1507,195
2839,1,"egmont uk limited","egmont uk limited","1--4052",2015,2015,2,538,1507,195
2840,1,"egmont usa","egmont usa","1--60684",2015,2015,3,263,1507,195
2841,1,"eight books","eight books","0--9574717",2015,2015,1,1567,1508,2689
2842,1,"eight seventeen publications","eight seventeen publications","0--692",2015,2015,1,3,1177,1
2843,1,"einat wilf","einat wilf","1--5150",2015,2015,1,489,2491,184
2844,1,"eisele mountain creations and publications","eisele mountain creations and publications","1--5187",2015,2015,1,7,2491,145
2845,1,"eisenbrauns","eisenbrauns","1--57056;1--57506",2015,2015,23,797,1509,1267
2846,1,"ejf publishing","ejf publishing","0--9841797",2015,2015,1,1560,1510,4495
2847,1,"ek' balam press","ek' balam press","0--9906765",2015,2015,1,1557,1511,2688
2848,1,"el colegio de la frontera norte","el colegio de la frontera norte","607--479",2015,2015,3,754,1512,1266
2849,1,"el colegio de la frontera norte a c","el colegio de la frontera norte a c","607--479",2015,2015,1,754,1512,1266
2850,1,"el colegio de michoaca n","el colegio de michoaca n","607--9470",2015,2015,1,1561,1513,4494
2851,1,"el leon literary arts","el leon literary arts","0--9891277",2015,2015,2,1554,1514,4493
2852,1,"el museo del barrio","el museo del barrio","1--882454",2015,2015,1,1553,1515,4492
2853,1,"eland","eland","1--78060",2015,2015,2,1550,1516,2687
2854,1,"eldorado ink","eldorado ink","1--61900",2015,2015,1,1555,1517,2686
2855,1,"eldritch press","eldritch press","0--692",2015,2015,1,3,1177,1
2856,1,"eleanor gosselink orr","eleanor gosselink orr","0--87114",2015,2015,1,1030,1518,1009
2857,1,"electio publishing","electio publishing","1--63213",2015,2015,1,1547,1519,4491
2858,1,"electra enterprises of san francisco","electra enterprises of san francisco","0--9969425",2015,2015,1,1545,1520,2685
2859,1,"electric monkey","electric monkey","1--4052",2015,2015,6,538,1507,195
2860,1,"electric whirligig press","electric whirligig press","0--692",2015,2015,1,3,1177,1
2861,1,"elemental science","elemental science","1--935614",2015,2015,2,1542,1521,2684
2862,1,"elementsofprogramminginterviews com","elementsofprogramminginterviews com","1--4792",2015,2015,2,7,2491,16
2863,1,"elesevier","elesevier","0--323",2015,2015,1,57,3787,20
2864,1,"elevate","elevate","1--943425",2015,2015,1,1540,1522,4490
2865,1,"eleven international publishing","eleven international publishing","94--6274;94--6236",2015,2015,7,1313,1523,1008
2866,1,"elgar research collection","elgar research collection","1--78347",2015,2015,1,204,1458,44
2867,1,"elijah project","elijah project","1--880761",2015,2015,3,1535,1524,4489
2868,1,"elis press","elis press","0--9861710",2015,2015,2,1534,1525,4488
2869,1,"elite ink publishing","elite ink publishing","1--5168",2015,2015,1,483,2491,144
2870,1,"elixir piping and drumming","elixir piping and drumming","1--5084;1--5078",2015,2015,3,465,2491,59
2871,1,"elizabeth johns","elizabeth johns","0--9965754",2015,2015,1,1524,1526,2683
2872,1,"elj editions","elj editions","1--942004",2015,2015,3,759,1527,1007
2873,1,"elj publications llc","elj publications llc","1--942004",2015,2015,2,759,1527,1007
2874,1,"elk lake publishing","elk lake publishing","1--942513",2015,2015,1,1519,1528,2682
2875,1,"elle j rossi","elle j rossi","1--5056",2015,2015,1,7,2491,531
2876,1,"elle publishing","elle publishing","1--5192",2015,2015,5,496,2491,236
2877,1,"ellen s rixford","ellen s rixford","0--578",2015,2015,1,466,11,15
2878,1,"ellen summerfield","ellen summerfield","0--692",2015,2015,1,3,1177,1
2879,1,"ellexa press llc","ellexa press llc","0--9760967",2015,2015,1,1514,1529,2681
2880,1,"elliot and thompson","elliot and thompson","1--78396",2015,2015,2,621,1530,650
2881,1,"elliot and thompson ltd","elliot and thompson ltd","1--78396",2015,2015,1,621,1530,650
2882,1,"elliott and thompson limited","elliott and thompson limited","1--78396",2015,2015,1,621,1530,650
2883,1,"ellora's cave publishing","ellora's cave publishing","1--4199",2015,2015,1,880,1531,1006
2884,1,"ellora's cave publishing inc","ellora's cave publishing inc","1--4199",2015,2015,2,880,1531,1006
2885,1,"elluminet press","elluminet press","1--911174",2015,2015,1,1506,1532,4487
2886,1,"elly blue publishing","elly blue publishing","1--62106",2015,2015,1,848,1533,1005
2887,1,"elm grove publishing","elm grove publishing","1--943492",2015,2015,1,1502,1534,4486
2888,1,"elmertowns","elmertowns","0--9966734",2015,2015,1,1501,1535,4485
2889,1,"elmsdale books","elmsdale books","0--9931397",2015,2015,1,1497,1536,2680
2890,1,"elsevier","elsevier","0--444;0--7020;1--4795;1--85617;1--84334;0--08;1--4557;1--78063;0--85709;0--12;1--4160;1--4832;1--78242;1--4914;0--7295;0--7234;0--316;0--323",2015,2015,699,57,3787,20
2891,1,"elsevier academic press","elsevier academic press","0--444;1--322;0--12",2015,2015,58,57,3787,19
2892,1,"elsevier ap","elsevier ap","0--12;1--4557",2015,2015,7,57,3787,19
2893,1,"elsevier ap academic press","elsevier ap academic press","0--12",2015,2015,18,57,3787,19
2894,1,"elsevier churchill livingstone","elsevier churchill livingstone","0--7020;1--4557",2015,2015,3,57,3787,20
2895,1,"elsevier health sciences","elsevier health sciences","0--323",2015,2015,3,57,3787,20
2896,1,"elsevier inc","elsevier inc","0--12",2015,2015,1,57,3787,19
2897,1,"elsevier incorporated","elsevier incorporated","0--323",2015,2015,4,57,3787,20
2898,1,"elsevier ltd","elsevier ltd","0--12",2015,2015,4,57,3787,19
2899,1,"elsevier morgan kaufmann","elsevier morgan kaufmann","0--12",2015,2015,4,57,3787,19
2900,1,"elsevier morgan kaufmann morgan kaufmann","elsevier morgan kaufmann morgan kaufmann","0--12",2015,2015,1,57,3787,19
2901,1,"elsevier mosby","elsevier mosby","0--7020;0--7234;0--323",2015,2015,39,57,3787,20
2902,1,"elsevier mosby inc","elsevier mosby inc","0--323",2015,2015,1,57,3787,20
2903,1,"elsevier saunders","elsevier saunders","0--7020;1--4557;1--4377;0--323",2015,2015,93,57,3787,20
2904,1,"elsevier science","elsevier science","0--12;0--08",2015,2015,3,57,3787,19
2905,1,"elsevier science health science","elsevier science health science","0--323",2015,2015,1,57,3787,20
2906,1,"elsevier syngress","elsevier syngress","0--12",2015,2015,2,57,3787,19
2907,1,"elsevier wa william andrew","elsevier wa william andrew","1--4557",2015,2015,3,57,3787,20
2908,1,"elsevier woodhead publishing","elsevier woodhead publishing","0--85709;0--08;1--78242",2015,2015,15,57,3787,183
2909,1,"elsevier wp woodhead publishing","elsevier wp woodhead publishing","1--907568;0--08;1--78242",2015,2015,3,57,3787,183
2910,1,"elzevier saunders","elzevier saunders","1--4557",2015,2015,1,57,3787,20
2911,1,"ember","ember","0--385;0--375;0--449",2015,2015,13,7,3389,3
2912,1,"embrace","embrace","1--68281",2015,2015,1,54,1560,207
2913,1,"emerald","emerald","1--78441;1--78350;1--78560",2015,2015,150,394,1537,309
2914,1,"emerald book co","emerald book co","1--937110",2015,2015,1,1450,1538,2679
2915,1,"emerald group publishing","emerald group publishing","1--78560",2015,2015,1,394,1537,309
2916,1,"emerald group publishing limited","emerald group publishing limited","1--78441;1--78560",2015,2015,23,394,1537,309
2917,1,"emerald lake books","emerald lake books","0--9965674",2015,2015,1,1437,1539,4484
2918,1,"emerald publishing","emerald publishing","1--78441;1--78560",2015,2015,7,394,1537,309
2919,1,"emerald romance","emerald romance","1--5086",2015,2015,1,7,2491,89
2920,1,"emergency nurses association","emergency nurses association","0--9798307",2015,2015,1,1434,1540,2678
2921,1,"emerson publishing house","emerson publishing house","1--5152",2015,2015,1,27,2491,29
2922,1,"emily barr","emily barr","1--78292",2015,2015,1,1432,1541,2677
2923,1,"emily bestler books","emily bestler books","1--5011;1--4767",2015,2015,3,76,394,8
2924,1,"emily bestler books atria","emily bestler books atria","1--5011;1--4767;1--62953",2015,2015,12,76,394,8
2925,1,"emily bestler books washington square press","emily bestler books washington square press","1--4767;1--4516",2015,2015,4,76,394,8
2926,1,"emily priddy","emily priddy","1--5170",2015,2015,1,474,2491,71
2927,1,"emma shade","emma shade","1--4961;1--4937",2015,2015,2,7,2491,392
2928,1,"emmaus road publishing","emmaus road publishing","1--941447;1--63446",2015,2015,2,302,1542,575
2929,1,"empire government strategies","empire government strategies","0--692",2015,2015,1,3,1177,1
2930,1,"empire state edition","empire state edition","0--8232",2015,2015,1,597,1543,649
2931,1,"empire state editions","empire state editions","0--8232",2015,2015,1,597,1543,649
2932,1,"empowerwords","empowerwords","1--78215",2015,2015,1,1411,1544,4483
2933,1,"en route books and media","en route books and media","1--63337",2015,2015,2,1092,1545,1004
2934,1,"enamel arts foundation","enamel arts foundation","1--4696",2015,2015,1,830,1546,1113
2935,1,"enchanted conversation world weaver press","enchanted conversation world weaver press","0--692",2015,2015,1,3,1177,1
2936,1,"enchanted lion books","enchanted lion books","1--59270",2015,2015,4,1405,1547,2676
2937,1,"enclave publishing","enclave publishing","1--62184",2015,2015,2,1404,1548,4482
2938,1,"encounter books","encounter books","1--59403",2015,2015,4,1400,1549,2675
2939,1,"encyclopaedia britannica","encyclopaedia britannica","1--62513",2015,2015,5,909,744,1056
2940,1,"endeavor press","endeavor press","1--5027",2015,2015,1,504,2491,325
2941,1,"endeavour press","endeavour press","1--5197",2015,2015,1,403,2491,79
2942,1,"endeavour press ltd","endeavour press ltd","1--5307",2015,2015,2,1073,1550,1265
2943,1,"endocrine press","endocrine press","1--936704",2015,2015,1,738,1551,1003
2944,1,"endocrine society","endocrine society","1--936704",2015,2015,1,738,1551,1003
2945,1,"engadine netball club","engadine netball club","1--925023",2015,2015,1,1393,1552,2674
2946,1,"engaging schools","engaging schools","0--942349",2015,2015,2,1390,1553,4481
2947,1,"engineering science reference","engineering science reference","1--4666",2015,2015,6,7,617,170
2948,1,"english and media centre","english and media centre","1--906101",2015,2015,1,1386,1554,4480
2949,1,"english majors publishing","english majors publishing","1--943456",2015,2015,1,1385,1555,4479
2950,1,"enhanced media publishing","enhanced media publishing","1--5122",2015,2015,1,7,2491,115
2951,1,"enigma books","enigma books","1--936274",2015,2015,1,722,1556,1264
2952,1,"enigma books and nouveau monde e ditions","enigma books and nouveau monde e ditions","1--936274",2015,2015,1,722,1556,1264
2953,1,"enitharmon editions","enitharmon editions","1--910392",2015,2015,1,294,1557,598
2954,1,"enitharmon press","enitharmon press","1--910392;1--907587",2015,2015,8,294,1557,598
2955,1,"enrich professional publishing","enrich professional publishing","1--62320",2015,2015,9,1375,1558,2673
2956,1,"ensign peak","ensign peak","1--60907",2015,2015,2,111,1343,310
2957,1,"enslow elementary","enslow elementary","0--7660",2015,2015,13,536,1559,334
2958,1,"enslow publishers","enslow publishers","0--7660",2015,2015,2,536,1559,334
2959,1,"enslow publishers inc","enslow publishers inc","0--7660",2015,2015,39,536,1559,334
2960,1,"enslow publishers incorporated","enslow publishers incorporated","0--7660",2015,2015,7,536,1559,334
2961,1,"enslow publishing","enslow publishing","0--7660",2015,2015,4,536,1559,334
2962,1,"entangled publishing","entangled publishing","1--63375",2015,2015,2,54,1560,207
2963,1,"entangled publishing llc","entangled publishing llc","1--62266;1--5114;1--943892;1--68281;1--943336;1--63375",2015,2015,12,54,1560,207
2964,1,"entangled select","entangled select","1--62266",2015,2015,1,54,1560,207
2965,1,"entangled teen","entangled teen","1--63375",2015,2015,2,54,1560,207
2966,1,"entomological society of america","entomological society of america","0--9776209",2015,2015,1,1362,1561,2672
2967,1,"entrelinhas","entrelinhas","85--7992",2015,2015,2,1364,1562,4478
2968,1,"entrepreneur press","entrepreneur press","1--61308",2015,2015,2,1358,1563,4477
2969,1,"environment and communications legislation committee","environment and communications legislation committee","1--76010",2015,2015,1,477,1110,77
2970,1,"environmental design lab press","environmental design lab press","0--9962642",2015,2015,1,1355,1564,2671
2971,1,"environmental law institute","environmental law institute","1--58576",2015,2015,6,1356,1565,2670
2972,1,"eoagh","eoagh","1--4951",2015,2015,1,472,1244,25
2973,1,"ep books","ep books","1--78397;0--85234",2015,2015,7,725,1566,1002
2974,1,"epic journeys","epic journeys","0--692",2015,2015,1,3,1177,1
2975,1,"epic press","epic press","1--68076",2015,2015,10,96,428,38
2976,1,"epic publishing","epic publishing","0--9911303",2015,2015,1,1351,1567,4476
2977,1,"epic reads impulse","epic reads impulse","0--06",2015,2015,1,7,617,10
2978,1,"epigraph books","epigraph books","1--936940",2015,2015,1,1128,1199,1026
2979,1,"epiphany publishing company","epiphany publishing company","0--9849528",2015,2015,1,833,1568,1001
2980,1,"epps alford publishing","epps alford publishing","0--9967880",2015,2015,1,1348,1569,4475
2981,1,"epubbooks","epubbooks","1--9765",2015,2015,1,1346,1570,4474
2982,1,"epublishing works","epublishing works","1--61417",2015,2015,1,1353,1571,4473
2983,1,"equinox","equinox","1--84553",2015,2015,1,128,1572,407
2984,1,"equinox publishing","equinox publishing","1--78179",2015,2015,1,128,1572,407
2985,1,"equinox publishing ltd","equinox publishing ltd","1--84553;1--78179",2015,2015,4,128,1572,407
2986,1,"equipage","equipage","1--900968",2015,2015,1,1340,1573,2669
2987,1,"equus","equus","0--9931955",2015,2015,1,1342,1574,2668
2988,1,"eraserhead press","eraserhead press","1--62105",2015,2015,1,757,1575,1000
2989,1,"eric hurner","eric hurner","0--9933169",2015,2015,1,1337,1576,2667
2990,1,"ericson books","ericson books","1--57088;0--911317",2015,2015,2,366,1577,597
2991,1,"ernest emerson","ernest emerson","1--5077;1--5076",2015,2015,4,7,2491,132
2992,1,"errin stevens","errin stevens","0--692",2015,2015,1,3,1177,1
2993,1,"escargot books and music","escargot books and music","1--908191",2015,2015,1,1331,1578,4472
2994,1,"eshu house publishing","eshu house publishing","0--9656576",2015,2015,2,1332,1579,4471
2995,1,"eskenazi","eskenazi","1--873609",2015,2015,2,1329,1580,2666
2996,1,"esri pres","esri pres","1--58948",2015,2015,1,1136,1581,999
2997,1,"esri press","esri press","1--58948",2015,2015,3,1136,1581,999
2998,1,"essential library","essential library","1--62968;1--62969;1--62403",2015,2015,22,96,428,38
2999,1,"essential marketing ltd","essential marketing ltd","0--9573513",2015,2015,1,1330,1582,4470
3000,1,"essential resources","essential resources","1--77655",2015,2015,10,1333,1583,2665
3001,1,"essie press","essie press","0--9823358",2015,2015,1,1377,1584,4469
3002,1,"essington house ltd","essington house ltd","0--9932251",2015,2015,1,1460,1585,4468
3003,1,"estate lady publications","estate lady publications","0--9892529",2015,2015,1,2682,1586,4467
3004,1,"estate of robert smithson and james cohan gallery","estate of robert smithson and james cohan gallery","0--9846809",2015,2015,1,4962,1587,2664
3005,1,"eternal press","eternal press","1--62929",2015,2015,1,4980,1588,4466
3006,1,"eternity publications","eternity publications","0--692",2015,2015,2,3,1177,1
3007,1,"ethelburga house","ethelburga house","0--9571784",2015,2015,1,4976,1589,2663
3008,1,"etopia press","etopia press","1--941692",2015,2015,1,4977,1590,4465
3009,1,"etruscan press","etruscan press","0--9897532",2015,2015,2,4978,1591,4464
3010,1,"europa editions","europa editions","1--933372;1--60945",2015,2015,30,1160,1592,1263
3011,1,"european council on foreign relations ecfr","european council on foreign relations ecfr","1--910118",2015,2015,28,4971,1593,4463
3012,1,"eurotica nbm","eurotica nbm","1--68112",2015,2015,2,4969,1594,4462
3013,1,"euthanasia prevention coalition","euthanasia prevention coalition","1--5121",2015,2015,1,7,2491,122
3014,1,"eva international","eva international","0--9576258",2015,2015,2,4967,1595,2662
3015,1,"evan moor","evan moor","1--62938",2015,2015,1,1154,1596,998
3016,1,"evan moor corp","evan moor corp","1--62938",2015,2015,2,1154,1596,998
3017,1,"eveline turelli","eveline turelli","1--5405",2015,2015,1,1156,861,1046
3018,1,"evening post books","evening post books","1--929647",2015,2015,1,4964,1597,2661
3019,1,"evening street press","evening street press","1--937347",2015,2015,1,4960,1598,4461
3020,1,"ever after romance","ever after romance","1--63576",2015,2015,2,4957,1599,2660
3021,1,"ever j barbero","ever j barbero","1--5075",2015,2015,3,138,2491,102
3022,1,"everafter romance","everafter romance","1--9781;1--943244;1--68230;1--943420",2015,2015,5,160,1600,197
3023,1,"everafter romance diversion publishing corporation","everafter romance diversion publishing corporation","1--943420",2015,2015,1,160,1600,197
3024,1,"evergreen creations","evergreen creations","0--9894635",2015,2015,1,4953,1601,4460
3025,1,"evernight teen","evernight teen","1--77233",2015,2015,1,4948,1602,2659
3026,1,"evertype","evertype","1--78201",2015,2015,2,4949,1603,4459
3027,1,"everyday press","everyday press","0--9933728",2015,2015,1,4947,1604,2658
3028,1,"everyday street books","everyday street books","0--692",2015,2015,1,3,1177,1
3029,1,"everyman","everyman","1--84159",2015,2015,1,4965,1605,4458
3030,1,"evil eye concepts","evil eye concepts","1--942299;1--940887",2015,2015,5,360,1606,561
3031,1,"evil eye concepts incorporated","evil eye concepts incorporated","1--940887",2015,2015,2,360,1606,561
3032,1,"evil hat productions","evil hat productions","1--61317",2015,2015,1,4940,1607,4457
3033,1,"evolved publishing","evolved publishing","1--62253",2015,2015,1,964,1608,1262
3034,1,"evolved publishing llc","evolved publishing llc","1--62253",2015,2015,4,964,1608,1262
3035,1,"evolver editions","evolver editions","1--58394",2015,2015,3,231,3156,496
3036,1,"ex l ence pubishing","ex l ence pubishing","1--909133",2015,2015,1,1169,1609,997
3037,1,"ex l ence publishing","ex l ence publishing","1--909133",2015,2015,1,1169,1609,997
3038,1,"exam sam","exam sam","1--5116",2015,2015,1,462,2491,73
3039,1,"examreview net","examreview net","1--5116",2015,2015,1,462,2491,73
3040,1,"exceller image publications","exceller image publications","0--9943881",2015,2015,1,4917,1610,2657
3041,1,"excelsior editions","excelsior editions","1--940716;1--4384",2015,2015,3,49,1611,147
3042,1,"exhibit a","exhibit a","1--5039",2015,2015,1,270,3881,83
3043,1,"exhibit a press","exhibit a press","0--9815519",2015,2015,1,4914,1612,4456
3044,1,"exit press","exit press","0--9856584",2015,2015,1,4928,1613,4455
3045,1,"exonicus llc","exonicus llc","0--9903411",2015,2015,1,4909,1614,2656
3046,1,"experiment","experiment","1--61519",2015,2015,5,4905,1615,2655
3047,1,"exploration press","exploration press","0--913552",2015,2015,2,4904,1616,4454
3048,1,"express results llc","express results llc","1--5169",2015,2015,1,99,2491,118
3049,1,"exquisite quills","exquisite quills","1--5194",2015,2015,1,495,2491,269
3050,1,"eyedentified consulting services llc","eyedentified consulting services llc","0--9966649",2015,2015,1,4901,1617,2654
3051,1,"eyewear publishing","eyewear publishing","1--908998",2015,2015,2,1176,1618,996
3052,1,"eyewear publishing ltd","eyewear publishing ltd","1--908998",2015,2015,6,1176,1618,996
3053,1,"f a davis","f a davis","0--8036",2015,2015,2,703,1295,658
3054,1,"f a davis company","f a davis company","0--8036",2015,2015,50,703,1295,658
3055,1,"f a thorpe","f a thorpe","1--4448;1--78541",2015,2015,7,42,1619,54
3056,1,"f a thorpe publishing","f a thorpe publishing","1--4448;1--78541",2015,2015,4,42,1619,54
3057,1,"f j roberts publishing company","f j roberts publishing company","0--9963000",2015,2015,1,4985,1620,2653
3058,1,"f lincoln","f lincoln","0--7112",2015,2015,1,176,1751,282
3059,1,"f w a content ecommerce company","f w a content ecommerce company","1--4402",2015,2015,1,55,4172,42
3060,1,"f w media","f w media","1--4403;1--4405;1--4402",2015,2015,3,55,4172,42
3061,1,"f w media inc","f w media inc","1--59963;1--4405;1--4402",2015,2015,8,55,4172,42
3062,1,"faber and faber","faber and faber","0--571;84--16282",2015,2015,91,88,1621,350
3063,1,"faber and faber limited","faber and faber limited","0--571",2015,2015,4,88,1621,350
3064,1,"fabian society","fabian society","0--7163",2015,2015,1,4875,1622,2652
3065,1,"fabrian books","fabrian books","0--9932886",2015,2015,1,798,1623,1261
3066,1,"fabrian books publishing","fabrian books publishing","0--9932886",2015,2015,1,798,1623,1261
3067,1,"facet publishing","facet publishing","1--78330;1--85604",2015,2015,23,1179,1624,995
3068,1,"faceted press","faceted press","0--9860997",2015,2015,1,4885,1625,4453
3069,1,"facing history and ourselves","facing history and ourselves","1--940457",2015,2015,2,4870,1626,4452
3070,1,"factorian enterprises llc","factorian enterprises llc","1--5141",2015,2015,1,7,2491,64
3071,1,"faenum","faenum","1--940997",2015,2015,2,4869,1627,4451
3072,1,"fair winds","fair winds","1--59233",2015,2015,1,1185,1628,994
3073,1,"fair winds press","fair winds press","1--59233",2015,2015,5,1185,1628,994
3074,1,"fairchild books","fairchild books","0--85785;1--62892;2--940373;2--940411;1--60901",2015,2015,14,53,617,512
3075,1,"fairchild books bloomsbury publishing","fairchild books bloomsbury publishing","1--60901",2015,2015,1,53,617,512
3076,1,"fairchild books inc","fairchild books inc","1--60901",2015,2015,1,53,617,512
3077,1,"fairgreens publishing llc","fairgreens publishing llc","0--578",2015,2015,1,466,11,15
3078,1,"fairleigh dickinson university press","fairleigh dickinson university press","1--61147;0--8386",2015,2015,6,1182,1629,1260
3079,1,"fairmark press","fairmark press","1--938797",2015,2015,1,4857,1630,4450
3080,1,"fairmont press inc","fairmont press inc","1--4987",2015,2015,1,28,3787,14
3081,1,"fairshares association","fairshares association","1--5123",2015,2015,1,481,2491,131
3082,1,"fairyfaye publications","fairyfaye publications","0--9928269",2015,2015,1,4855,1631,2651
3083,1,"faith alive christian resources","faith alive christian resources","1--59255",2015,2015,1,4850,1632,4449
3084,1,"faith words","faith words","1--4555",2015,2015,3,11,2654,48
3085,1,"faithwords","faithwords","1--4555",2015,2015,7,11,2654,48
3086,1,"falcon books","falcon books","0--692",2015,2015,1,3,1177,1
3087,1,"falcon guides","falcon guides","1--4930",2015,2015,3,272,3790,146
3088,1,"falconguides","falconguides","1--4930;0--7627",2015,2015,29,272,3790,146
3089,1,"fall river press","fall river press","1--4351",2015,2015,3,4,4172,134
3090,1,"famelton publishing","famelton publishing","0--9928036",2015,2015,1,4846,1633,2650
3091,1,"familius","familius","1--942672;1--939629;1--942934",2015,2015,4,449,1634,507
3092,1,"familius llc","familius llc","1--939629;1--942934",2015,2015,2,449,1634,507
3093,1,"family health publications","family health publications","1--930448",2015,2015,1,4836,1635,4448
3094,1,"family law","family law","1--78473",2015,2015,1,4842,1636,4447
3095,1,"family roots publishing co llc","family roots publishing co llc","1--62859",2015,2015,1,1198,1637,993
3096,1,"family roots publishing company","family roots publishing company","1--62859",2015,2015,2,1198,1637,993
3097,1,"fands publishing","fands publishing","1--61468",2015,2015,1,4830,1638,2649
3098,1,"fanfare presents","fanfare presents","0--9932112",2015,2015,1,4843,1639,2648
3099,1,"fanny press","fanny press","1--60381",2015,2015,3,633,830,672
3100,1,"fantagraphic books","fantagraphic books","1--56097",2015,2015,1,80,1640,294
3101,1,"fantagraphics books","fantagraphics books","1--60699;1--56097;0--930193",2015,2015,21,80,1640,294
3102,1,"fantagraphics books inc","fantagraphics books inc","1--60699",2015,2015,3,80,1640,294
3103,1,"fantasy flight games","fantasy flight games","1--63344",2015,2015,1,4822,1641,2647
3104,1,"fantasy magazine","fantasy magazine","1--5195",2015,2015,1,484,2491,142
3105,1,"fantom publishing","fantom publishing","1--78196",2015,2015,1,4831,1642,4446
3106,1,"farcountry press","farcountry press","1--56037",2015,2015,2,4818,1643,4445
3107,1,"farksolia","farksolia","0--9962431",2015,2015,1,4817,1644,2646
3108,1,"farmer's daughter press","farmer's daughter press","0--692",2015,2015,1,3,1177,1
3109,1,"farrar straus and giroux","farrar straus and giroux","0--374;0--09;0--86547",2015,2015,37,277,4558,326
3110,1,"farrar straus giroux","farrar straus giroux","0--374;1--250;1--4668",2015,2015,9,7,4558,326
3111,1,"farrar straus giroux books for young readers","farrar straus giroux books for young readers","0--374",2015,2015,2,277,4558,326
3112,1,"fashion institute of technology","fashion institute of technology","0--300",2015,2015,1,122,3538,95
3113,1,"fastpencil","fastpencil","1--61933",2015,2015,2,215,1645,473
3114,1,"fastpencil premiere","fastpencil premiere","1--61933;1--60746",2015,2015,4,215,1645,473
3115,1,"fastprint publishing","fastprint publishing","1--78456",2015,2015,4,632,471,679
3116,1,"fauna limited","fauna limited","0--9932094",2015,2015,2,4815,1646,4444
3117,1,"favoritetrainers com books","favoritetrainers com books","0--9891696",2015,2015,1,4805,1647,2645
3118,1,"faw eurobodalla writers","faw eurobodalla writers","1--5089",2015,2015,1,7,2491,81
3119,1,"faye stone poss","faye stone poss","0--9852701",2015,2015,1,4802,1648,2644
3120,1,"fb publishing","fb publishing","0--9903876",2015,2015,1,4803,1649,4443
3121,1,"fdli","fdli","1--935065",2015,2015,1,4800,1650,4442
3122,1,"fear of falling words","fear of falling words","0--692",2015,2015,1,3,1177,1
3123,1,"fearless publishing house","fearless publishing house","1--7257",2015,2015,1,4801,1651,4441
3124,1,"fearneleaf books","fearneleaf books","0--9932236",2015,2015,1,4797,1652,2643
3125,1,"featherproof books","featherproof books","1--943888;0--9831863",2015,2015,5,1046,1653,1259
3126,1,"featherstone","featherstone","1--4729",2015,2015,11,53,617,5
3127,1,"featherstone education","featherstone education","1--4729",2015,2015,8,53,617,5
3128,1,"federal aviation administration","federal aviation administration","1--5231",2015,2015,3,170,216,280
3129,1,"federal street press","federal street press","1--59695",2015,2015,1,4791,1654,4440
