id,length,text,publisher_pro,isbn_new,year_min,year_max,record
2054,1,commodore's press,commodore's press,0--9965288,2015,2015,1.0
2055,1,commonwealth books of virginia,commonwealth books of virginia,0--9909592,2015,2015,1.0
2056,1,commonwealth editions,commonwealth editions,1--938700,2015,2015,1.0
2057,1,commonwealth of australia,commonwealth of australia,1--925220,2015,2015,3.0
2058,1,commonwealth press,commonwealth press,0--9934324,2015,2015,1.0
2059,1,commonwealth secretariat,commonwealth secretariat,1--84929,2015,2015,5.0
2060,1,community affairs legislation committee,community affairs legislation committee,1--76010,2015,2015,4.0
2061,1,community music center,community music center,0--9762823,2015,2015,1.0
2062,1,compass books,compass books,1--78279,2015,2015,2.0
2063,1,compass dataworks,compass dataworks,1--5188,2015,2015,1.0
2064,1,compass flower press,compass flower press,1--942168,2015,2015,1.0
2065,1,compass press llc,compass press llc,0--9966613,2015,2015,1.0
2066,1,compass publishing,compass publishing,1--907308,2015,2015,1.0
2067,1,compendium inc,compendium inc,1--938298,2015,2015,2.0
2068,1,compendium press,compendium press,0--910355,2015,2015,1.0
2069,1,composites and advanced materials expo,composites and advanced materials expo,1--934551,2015,2015,1.0
2070,1,computer science press,computer science press,0--7167,2015,2015,2.0
2071,1,conacyt,conacyt,607--9371,2015,2015,1.0
2072,1,conari press,conari press,1--57324;1--60925,2015,2015,5.0
2073,1,concordia publishing house,concordia publishing house,0--7586,2015,2015,2.0
2074,1,concurrences review,concurrences review,1--939007,2015,2015,1.0
2075,1,condaghes,condaghes,88--7356,2015,2015,1.0
2076,1,cone editions press,cone editions press,0--9883408,2015,2015,1.0
2077,1,conference board,conference board,0--8237,2015,2015,1.0
2078,1,conference publishing services ieee computer society,conference publishing services ieee computer society,1--4673;1--4799,2015,2015,5.0
2079,1,conger road press,conger road press,0--9850196,2015,2015,1.0
2080,1,connella academic publishing,connella academic publishing,1--63189,2015,2015,1.0
2081,1,conococheague institute,conococheague institute,0--9907116,2015,2015,1.0
2082,1,conran octopus,conran octopus,1--84091,2015,2015,4.0
2083,1,conran octopus ltd,conran octopus ltd,1--84091,2015,2015,2.0
2084,1,consejo nacional para la cultura y las artes,consejo nacional para la cultura y las artes,607--8286;607--9039,2015,2015,2.0
2085,1,constable,constable,1--84901;1--4721;0--7860,2015,2015,27.0
2086,1,constable and robinson ltd,constable and robinson ltd,1--4721,2015,2015,1.0
2087,1,constance messmer,constance messmer,1--5141,2015,2015,1.0
2088,1,contemporary art museum raleigh,contemporary art museum raleigh,0--9906909,2015,2015,1.0
2089,1,contemporary arts museum houston,contemporary arts museum houston,1--933619,2015,2015,1.0
2090,1,content technologies inc,content technologies inc,1--4970,2015,2015,1.0
2091,1,contra mundum press,contra mundum press,1--940625,2015,2015,1.0
2092,1,conversation arts media,conversation arts media,1--879834,2015,2015,1.0
2093,1,conveyor editions,conveyor editions,0--9908016,2015,2015,1.0
2094,1,conveyor equipment manufacturers association,conveyor equipment manufacturers association,1--891171,2015,2015,2.0
2095,1,cookielynn publishing services,cookielynn publishing services,0--9964673,2015,2015,1.0
2096,1,cool gus publishing,cool gus publishing,1--62125,2015,2015,1.0
2097,1,cool springs press,cool springs press,1--59186,2015,2015,2.0
2098,1,copenhagen consensus center usa,copenhagen consensus center usa,1--940003,2015,2015,1.0
2099,1,copernicus books,copernicus books,1--4939,2015,2015,1.0
2100,1,copper canyon press,copper canyon press,1--55659;1--61932,2015,2015,7.0
2101,1,corbett vs dempsey,corbett vs dempsey,0--9904696;0--9963510,2015,2015,5.0
2102,1,corby books,corby books,0--9961362,2015,2015,1.0
2103,1,core library,core library,1--68078;1--62968;1--62969;1--62403,2015,2015,9.0
2104,1,corgi,corgi,0--552;0--525,2015,2015,8.0
2105,1,corgi books,corgi books,0--552;0--440,2015,2015,28.0
2106,1,corgi books random house groupcompany,corgi books random house groupcompany,0--552,2015,2015,1.0
2107,1,corgi yearling,corgi yearling,0--552;0--440,2015,2015,2.0
2108,1,cork university press,cork university press,1--63079,2015,2015,1.0
2109,1,cornell selects,cornell selects,0--8014,2015,2015,2.0
2110,1,cornell university,cornell university,0--8014,2015,2015,4.0
2111,1,cornell university herbert f johnson museum of art,cornell university herbert f johnson museum of art,1--934260,2015,2015,1.0
2112,1,cornell university library,cornell university library,1--112,2015,2015,1.0
2113,1,cornell university press,cornell university press,0--8014;1--5017,2015,2015,37.0
2114,1,cornell university press and cornell university library,cornell university press and cornell university library,0--8014,2015,2015,1.0
2115,1,cornerstone book publishers,cornerstone book publishers,1--61342,2015,2015,1.0
2116,1,cornerstone digital,cornerstone digital,1--4735,2015,2015,1.0
2117,1,cornerstone press department of english university of wisconsin stevens point,cornerstone press department of english university of wisconsin stevens point,0--932310,2015,2015,2.0
2118,1,corning museum of glass,corning museum of glass,0--87290,2015,2015,1.0
2119,1,cornwell university press,cornwell university press,1--5017,2015,2015,1.0
2120,1,coronation publishing and books,coronation publishing and books,0--9967425,2015,2015,1.0
2121,1,coronet,coronet,1--4447;1--4736,2015,2015,7.0
2122,1,correa media group,correa media group,1--5122;1--5076,2015,2015,2.0
2123,1,corruption and crime commission,corruption and crime commission,0--9943034,2015,2015,1.0
2124,1,corsair,corsair,1--4721,2015,2015,10.0
2125,1,corvus,corvus,1--78239;0--85789;1--84887,2015,2015,8.0
2126,1,corwin,corwin,1--4833,2015,2015,6.0
2127,1,corwin a sage company,corwin a sage company,1--4833;1--4522,2015,2015,19.0
2128,1,corwin learningforward,corwin learningforward,1--4522,2015,2015,1.0
2129,1,corwin literacy,corwin literacy,1--4833,2015,2015,1.0
2130,1,corwin mathematics,corwin mathematics,1--4833,2015,2015,1.0
2131,1,corwin publishing,corwin publishing,1--5063,2015,2015,1.0
2132,1,cosmic egg books,cosmic egg books,1--78279;1--78535,2015,2015,3.0
2133,1,costume and fashion press qsm,costume and fashion press qsm,0--89676,2015,2015,1.0
2134,1,coteau books,coteau books,1--55050,2015,2015,1.0
2135,1,cottage door press,cottage door press,1--68052,2015,2015,5.0
2136,1,council for exceptional children,council for exceptional children,0--86586,2015,2015,3.0
2137,1,council for research in values and philosophy,council for research in values and philosophy,1--56518,2015,2015,2.0
2138,1,council on foreign relations,council on foreign relations,0--87609,2015,2015,4.0
2139,1,council on international law and politics,council on international law and politics,0--9858156,2015,2015,1.0
2140,1,council on library and information resources,council on library and information resources,1--932326,2015,2015,1.0
2141,1,council on tall buildings and urban habitat,council on tall buildings and urban habitat,0--939493,2015,2015,1.0
2142,1,counterpath,counterpath,1--933996,2015,2015,2.0
2143,1,counterpoint,counterpoint,1--61902;1--59376,2015,2015,18.0
2144,1,counterpoint press,counterpoint press,1--61902,2015,2015,9.0
2145,1,counterpress,counterpress,1--910761,2015,2015,1.0
2146,1,counterpunch books,counterpunch books,0--692,2015,2015,1.0
2147,1,country kid publishing,country kid publishing,0--9963649,2015,2015,1.0
2148,1,country music foundation press,country music foundation press,0--915608,2015,2015,1.0
2149,1,country rd 34 publishings,country rd 34 publishings,1--5174,2015,2015,1.0
2150,1,countryman press,countryman press,1--58157,2015,2015,15.0
2151,1,courant institute of mathematical sciences,courant institute of mathematical sciences,1--4704,2015,2015,3.0
2152,1,course technology,course technology,1--285,2015,2015,2.0
2153,1,course technology cengage learning,course technology cengage learning,1--285,2015,2015,1.0
2154,1,covenant communications,covenant communications,1--62108,2015,2015,1.0
2155,1,covenant communications inc,covenant communications inc,1--60861;1--68047;1--62108,2015,2015,25.0
2156,1,coventry house publishing,coventry house publishing,0--692,2015,2015,3.0
2157,1,cow eye press,cow eye press,0--9909150,2015,2015,1.0
2158,1,cozy cat press,cozy cat press,1--939816,2015,2015,2.0
2159,1,cozy chicks,cozy chicks,1--5173,2015,2015,1.0
2160,1,cp now,cp now,1--5234,2015,2015,1.0
2161,1,cp publishing,cp publishing,0--9899824,2015,2015,1.0
2162,1,cpg holdings,cpg holdings,0--9849614,2015,2015,1.0
2163,1,cps conference publishing services ieee computer society,cps conference publishing services ieee computer society,1--5090,2015,2015,1.0
2164,1,cpt press,cpt press,1--935931,2015,2015,3.0
2165,1,cq press,cq press,1--4833,2015,2015,12.0
2166,1,cr eme de la crime,cr eme de la crime,1--78029,2015,2015,2.0
2167,1,crabtree publishing,crabtree publishing,0--7787;1--4271,2015,2015,5.0
2168,1,crabtree publishing company,crabtree publishing company,0--7787;1--68444;1--4271,2015,2015,61.0
2169,1,craig f starr gallery,craig f starr gallery,0--9863766,2015,2015,2.0
2170,1,craig knull gallery,craig knull gallery,0--9965142,2015,2015,1.0
2171,1,craigleigh press,craigleigh press,0--9809257,2015,2015,1.0
2172,1,cranberry lane press,cranberry lane press,0--692,2015,2015,1.0
2173,1,cranmore publications,cranmore publications,1--907962,2015,2015,2.0
2174,1,crawford art gallery,crawford art gallery,1--874756,2015,2015,1.0
2175,1,crazy red head publishing,crazy red head publishing,0--692,2015,2015,1.0
2176,1,crc,crc,1--4200,2015,2015,1.0
2177,1,crc press,crc press,1--4200;1--4822;93--80308;1--4441;1--4398;1--58488;981--4303;1--4665;1--138;1--4914;1--315;981--4463;0--429;981--4613;1--4725;1--4987;0--8493,2015,2015,393.0
2178,1,crc press balkema,crc press balkema,1--315;1--138,2015,2015,12.0
2179,1,crc press balkema taylor and francis group,crc press balkema taylor and francis group,1--138,2015,2015,1.0
2180,1,crc press llc,crc press llc,1--4987;1--4822;1--4665,2015,2015,12.0
2181,1,crc press taylor and francis,crc press taylor and francis,1--4665,2015,2015,1.0
2182,1,crc press taylor and francis group,crc press taylor and francis group,1--4822;1--4441;0--7503;1--4398;1--4665;1--138;1--4987,2015,2015,106.0
2183,1,crc presstaylor and francis group,crc presstaylor and francis group,1--4398,2015,2015,1.0
2184,1,cre me de la crime,cre me de la crime,1--78010;1--78029,2015,2015,7.0
2185,1,create llc,create llc,1--5120,2015,2015,1.0
2186,1,create space,create space,1--4750;1--5058,2015,2015,2.0
2187,1,create space independent publishing an amazon group company,create space independent publishing an amazon group company,1--5142,2015,2015,1.0
2188,1,create space independent publishing platform,create space independent publishing platform,1--5076;1--4848;1--5153;1--5059,2015,2015,4.0
2189,1,create space independent publishing platfrom,create space independent publishing platfrom,1--5176,2015,2015,1.0
2190,1,createspace,createspace,1--5227;1--5123;1--5116;1--5122;1--4961;1--5085;1--5172;1--4909;1--5084;1--5028;1--5002;1--5150;1--5029;1--5169;1--5229;1--5173;1--5055;1--4923;1--5186;1--5031;1--5076;1--5115;1--5153;1--5148;1--5086;1--5142;1--5170;1--4348;1--5030;1--5176;1--5174;1--5088;1--4849;1--5121;1--4792;1--5061;1--4937;1--5025;1--4750;1--5089;1--5193;1--5075;1--4776;1--5056;1--4935;1--4991;1--5024;1--5058;1--5195;1--5032;1--4663;1--5177;1--4781;1--5147;1--5008;1--5152;0--9960859;1--5114;1--5187;1--5119;1--5171;1--5168;1--5373;1--5007;2--9534716;1--5087;1--5191;1--5120;1--5146;1--5175;1--4942;0--615;1--5141;1--5078,2015,2015,143.0
2191,1,createspace an independent publishing platform,createspace an independent publishing platform,1--5406,2015,2015,1.0
2192,1,createspace dba on demand publishing llc,createspace dba on demand publishing llc,1--5141,2015,2015,1.0
2193,1,createspace indepedent publishing platform,createspace indepedent publishing platform,1--5031,2015,2015,1.0
2194,1,createspace independ publishing platform,createspace independ publishing platform,1--886298,2015,2015,1.0
2195,1,createspace independant publishing platform,createspace independant publishing platform,1--5088,2015,2015,1.0
2196,1,createspace independent,createspace independent,1--5084,2015,2015,2.0
2197,1,createspace independent publishers,createspace independent publishers,1--5076,2015,2015,1.0
2198,1,createspace independent publishing,createspace independent publishing,1--5123;1--4961;1--5085;1--4810;1--5229;1--5055;1--4700;1--5076;1--5148;1--5086;1--5142;1--5346;1--5331;1--5121;1--5089;1--4812;1--5177;1--5147;1--4701;1--5114;1--5171;1--5007;1--5117;1--5191;1--5027;1--5087;1--5175,2015,2015,37.0
2199,1,createspace independent publishing platform,createspace independent publishing platform,1--5227;1--5123;1--5172;1--5150;1--5229;1--5186;1--5192;1--5399;1--5052;1--5053;1--5009;1--5377;1--4995;1--5056;1--4975;1--4752;1--5006;1--5147;1--5188;1--5087;1--5077;1--5120;1--5191;1--4953;1--5175;1--5118;1--5116;1--5054;1--5303;0--9854450;1--4927;1--5302;0--692;1--4943;0--9962949;1--5169;1--5055;1--5196;1--4818;1--5086;1--5142;1--5176;1--5174;1--5088;1--5061;1--5143;1--4928;0--9892570;1--7321722;1--5193;1--4959;1--4973;1--5032;1--5177;1--4992;1--5228;1--5007;1--5410;1--5117;1--5146;1--5330;1--4681;1--5057;1--5122;1--5002;1--5085;1--5309;1--5060;1--5448;1--5115;1--5153;1--5197;1--4820;1--4849;1--5234;1--5033;1--5121;1--5237;1--5025;1--5075;1--4839;1--4775;1--4935;1--5194;1--5151;1--5023;1--5195;1--5236;1--5152;1--5168;1--4929;1--4960;1--5187;1--5004;1--5028;1--5173;1--5029;1--5141;1--5148;1--5238;1--5010;1--5170;1--5030;1--5327;1--9852;1--5355;1--5089;1--940627;1--5301;1--4903;1--5376;1--5024;1--5058;1--947118;1--4848;1--5114;1--5329;1--5119;1--5171;1--5003;1--4942;1--5232;1--5078,2015,2015,377.0
2200,1,createspace independent publishing platform 2015,createspace independent publishing platform,1--5152,2015,2015,1.0
2201,1,createspace independent publishing platform c 2015,createspace independent publishing platform c,1--4993,2015,2015,1.0
2202,1,createspace indpendent publishing platform,createspace indpendent publishing platform,1--4750,2015,2015,1.0
2203,1,createspace pub,createspace pub,0--9814542,2015,2015,1.0
2204,1,createspace publishers,createspace publishers,1--5122,2015,2015,1.0
2205,1,createspace publishing,createspace publishing,1--5085;1--5169;1--5146;1--5089;1--5153;1--5141,2015,2015,6.0
2206,1,creation house,creation house,1--62998,2015,2015,3.0
2207,1,creative dragon press,creative dragon press,0--9831996,2015,2015,1.0
2208,1,creative editions,creative editions,1--56846,2015,2015,4.0
2209,1,creative education,creative education,1--60818,2015,2015,2.0
2210,1,creative education and creative paperbacks,creative education and creative paperbacks,1--60818,2015,2015,1.0
2211,1,creative enterprises,creative enterprises,1--880675,2015,2015,2.0
2212,1,creative health care management inc,creative health care management inc,1--886624,2015,2015,1.0
2213,1,creative homeowner,creative homeowner,1--58011,2015,2015,2.0
2214,1,creative paperbacks,creative paperbacks,1--62832;0--89812,2015,2015,5.0
2215,1,creative paperbacks inc,creative paperbacks inc,0--89812,2015,2015,1.0
2216,1,creative publishing international,creative publishing international,1--58923,2015,2015,1.0
2217,1,creative teaching press,creative teaching press,1--57471;1--63445;0--916119,2015,2015,5.0
2218,1,creative writing studies,creative writing studies,1--907076,2015,2015,3.0
2219,1,creatspace,creatspace,1--5152,2015,2015,1.0
2220,1,creatspace independent publishing platform,creatspace independent publishing platform,0--9976390;0--9857394,2015,2015,3.0
2221,1,crecy publishing ltd,crecy publishing ltd,0--85979,2015,2015,1.0
2222,1,creditflux limited,creditflux limited,1--905450,2015,2015,2.0
2223,1,credo house publishers,credo house publishers,1--62586,2015,2015,1.0
2224,1,creekside publishing company,creekside publishing company,1--5089,2015,2015,1.0
2225,1,crestline,crestline,0--7858,2015,2015,5.0
2226,1,cricket cottage publishing,cricket cottage publishing,0--692,2015,2015,1.0
2227,1,cricket cottage publishing llc,cricket cottage publishing llc,0--9991224,2015,2015,1.0
2228,1,cricket wicket press,cricket wicket press,1--871214,2015,2015,1.0
2229,1,crime rant books,crime rant books,1--5078,2015,2015,1.0
2230,1,crimson,crimson,1--78059,2015,2015,1.0
2231,1,crimson blue press,crimson blue press,1--936940,2015,2015,1.0
2232,1,crimson romance,crimson romance,1--4405,2015,2015,3.0
2233,1,crimson tree publishing,crimson tree publishing,1--63422,2015,2015,1.0
2234,1,crisis chronicle press,crisis chronicle press,1--940996,2015,2015,1.0
2235,1,crisis chronicles press,crisis chronicles press,1--940996,2015,2015,2.0
2236,1,crispin books,crispin books,1--883953,2015,2015,1.0
2237,1,critical cultural and communications press,critical cultural and communications press,1--905510,2015,2015,1.0
2238,1,critical press,critical press,1--941629,2015,2015,3.0
2239,1,critical publishing,critical publishing,1--909682;1--910391,2015,2015,2.0
2240,1,croatoan,croatoan,0--9963994,2015,2015,1.0
2241,1,crocodile books,crocodile books,1--56656,2015,2015,1.0
2242,1,crooked cat publishing ltd,crooked cat publishing ltd,1--910510,2015,2015,2.0
2243,1,crooked lane,crooked lane,1--62953,2015,2015,5.0
2244,1,crooked lane books,crooked lane books,1--61129,2015,2015,1.0
2245,1,crosbie clan publishing,crosbie clan publishing,1--5115,2015,2015,1.0
2246,1,cross academe ltd,cross academe ltd,1--909592,2015,2015,1.0
2247,1,cross cultural communications,cross cultural communications,0--89304,2015,2015,1.0
2248,1,crossbooks,crossbooks,1--4627,2015,2015,1.0
2249,1,crosslink publishing,crosslink publishing,1--63357,2015,2015,1.0
2250,1,crossroad,crossroad,0--8245,2015,2015,1.0
2251,1,crossroad press,crossroad press,1--941408,2015,2015,2.0
2252,1,crossroad pub,crossroad pub,0--8245,2015,2015,1.0
2253,1,crossroad pub co,crossroad pub co,0--8245,2015,2015,1.0
2254,1,crossroad publishing company,crossroad publishing company,0--8245,2015,2015,1.0
2255,1,crossroads publishing house,crossroads publishing house,0--9911272,2015,2015,1.0
2256,1,crossvine press,crossvine press,0--9863883,2015,2015,1.0
2257,1,crossway,crossway,1--4335,2015,2015,3.0
2258,1,crossway bibles,crossway bibles,1--4335,2015,2015,1.0
2259,1,crown,crown,0--8041;0--385,2015,2015,2.0
2260,1,crown archetype,crown archetype,0--8041;0--385;0--553,2015,2015,7.0
2261,1,crown books for young readers,crown books for young readers,0--385;0--553,2015,2015,5.0
2262,1,crown business,crown business,0--385,2015,2015,1.0
2263,1,crown house,crown house,1--84590,2015,2015,1.0
2264,1,crown house publishing,crown house publishing,1--84590,2015,2015,1.0
2265,1,crown house publishing limited,crown house publishing limited,1--78583;1--84590,2015,2015,5.0
2266,1,crown management llc,crown management llc,0--9905553,2015,2015,1.0
2267,1,crown publishers,crown publishers,0--8041;1--4434;0--553,2015,2015,7.0
2268,1,crown publishing group,crown publishing group,0--8041;0--553;1--60774;1--4914,2015,2015,7.0
2269,1,crowood press,crowood press,1--84797,2015,2015,3.0
2270,1,crsi,crsi,1--943961,2015,2015,1.0
2271,1,cruciform press,cruciform press,1--941114,2015,2015,1.0
2272,1,crude detective publishing,crude detective publishing,1--5168,2015,2015,1.0
2273,1,crunchy cool comics,crunchy cool comics,0--692,2015,2015,1.0
2274,1,crystal clarity publishers,crystal clarity publishers,1--56589,2015,2015,6.0
2275,1,csf publishing,csf publishing,1--937487,2015,2015,1.0
2276,1,csis center for strategic and international studies,csis center for strategic and international studies,1--4422,2015,2015,4.0
2277,1,csrea press,csrea press,1--60132,2015,2015,2.0
2278,1,css boniuk,css boniuk,1--942649,2015,2015,4.0
2279,1,cstrends llp,cstrends llp,1--944708,2015,2015,1.0
2280,1,ctm documents initiative,ctm documents initiative,0--9882340,2015,2015,1.0
2281,1,cubicle 7 entertainment ltd,cubicle 7 entertainment ltd,0--85744,2015,2015,1.0
2282,1,culicidae press llc,culicidae press llc,1--941892,2015,2015,1.0
2283,1,culinary nutrition publishing llc,culinary nutrition publishing llc,0--9816769,2015,2015,1.0
2284,1,cultural landscape foundation,cultural landscape foundation,0--9888682,2015,2015,1.0
2285,1,culturale press,culturale press,0--9909610,2015,2015,1.0
2286,1,cumberland house,cumberland house,1--4926,2015,2015,1.0
2287,1,cuneiform press,cuneiform press,0--9860040,2015,2015,1.0
2288,1,cuny journalism press,cuny journalism press,1--939293,2015,2015,1.0
2289,1,cupcake buddies llc,cupcake buddies llc,1--940010,2015,2015,2.0
2290,1,curbside splendor,curbside splendor,1--940430,2015,2015,1.0
2291,1,curbside splendor publishing inc,curbside splendor publishing inc,1--940430,2015,2015,3.0
2292,1,curiosity quills press,curiosity quills press,1--62007,2015,2015,5.0
2293,1,curious fox,curious fox,1--78202,2015,2015,10.0
2294,1,curious publications,curious publications,0--9862393,2015,2015,1.0
2295,1,curiousity quills press,curiousity quills press,1--62007,2015,2015,1.0
2296,1,curl up press,curl up press,1--912105,2015,2015,1.0
2297,1,curly q press,curly q press,1--941216,2015,2015,1.0
2298,1,current,current,0--698;1--101,2015,2015,2.0
2299,1,curtis christine press,curtis christine press,0--9908406,2015,2015,1.0
2300,1,custom book publications,custom book publications,0--9943161,2015,2015,1.0
2301,1,cv publications,cv publications,1--910110,2015,2015,1.0
2302,1,cwp publishing,cwp publishing,1--910677,2015,2015,1.0
2303,1,cy twombly foundation,cy twombly foundation,88--6208,2015,2015,1.0
2304,1,cyber center for biblical studies,cyber center for biblical studies,0--9907797,2015,2015,1.0
2305,1,cynthia leeds friedlander,cynthia leeds friedlander,0--9899536,2015,2015,1.0
2306,1,cynthia valero,cynthia valero,1--5089,2015,2015,1.0
2307,1,cypi press,cypi press,1--908175,2015,2015,2.0
2308,1,cypress cove publishing,cypress cove publishing,1--936707,2015,2015,1.0
2309,1,d a squires,d a squires,0--9966789,2015,2015,1.0
2310,1,d a wallace,d a wallace,1--4486,2015,2015,1.0
2311,1,d and a dolan and associates publisher,d and a dolan and associates publisher,0--9905262,2015,2015,1.0
2312,1,d and d,d and d,0--7869,2015,2015,1.0
2313,1,d c thomson annuals ltd,d c thomson annuals ltd,1--84535,2015,2015,1.0
2314,1,d kalten,d kalten,1--5177,2015,2015,1.0
2315,1,d m kreg publishing,d m kreg publishing,0--9893578,2015,2015,1.0
2316,1,d r lunsford,d r lunsford,0--692,2015,2015,1.0
2317,1,d russel micnhimer,d russel micnhimer,1--5177,2015,2015,3.0
2318,1,d s bigelow,d s bigelow,0--578,2015,2015,1.0
2319,1,d s brewer,d s brewer,1--78204;1--78172;1--84384,2015,2015,19.0
2320,1,d s brewer ltd,d s brewer ltd,1--78204;1--84384,2015,2015,2.0
2321,1,d4 publishing,d4 publishing,1--5377,2015,2015,1.0
2322,1,da capo,da capo,0--7382,2015,2015,5.0
2323,1,da capo life long a member of the perseus books group,da capo life long a member of the perseus books group,0--7382,2015,2015,1.0
2324,1,da capo lifeling a member of the perseus books group,da capo lifeling a member of the perseus books group,0--7382,2015,2015,1.0
2325,1,da capo lifelong,da capo lifelong,0--7382,2015,2015,1.0
2326,1,da capo lifelong a member of the perseus book group,da capo lifelong a member of the perseus book group,0--7382,2015,2015,2.0
2327,1,da capo lifelong a member of the perseus books group,da capo lifelong a member of the perseus books group,0--7382,2015,2015,6.0
2328,1,da capo press,da capo press,0--306;0--7382,2015,2015,5.0
2329,1,da capo press a member of the perseus books group,da capo press a member of the perseus books group,0--306;0--7382,2015,2015,22.0
2330,1,dacha books,dacha books,0--9904928,2015,2015,1.0
2331,1,daddy and harry books,daddy and harry books,0--9934927,2015,2015,1.0
2332,1,daedalus foundation inc,daedalus foundation inc,0--9825790,2015,2015,1.0
2333,1,dafina,dafina,1--61773,2015,2015,1.0
2334,1,dafina books,dafina books,0--7582;1--61773,2015,2015,11.0
2335,1,dafina books kensington publishing corp,dafina books kensington publishing corp,0--7582;1--61773;1--4967,2015,2015,21.0
2336,1,dafina books kensington publishing corporation,dafina books kensington publishing corporation,1--4967,2015,2015,1.0
2337,1,dagny taggart,dagny taggart,1--5078,2015,2015,1.0
2338,1,daily report,daily report,1--57625,2015,2015,2.0
2339,1,daily report books,daily report books,1--57625,2015,2015,1.0
2340,1,dakota photographic llc,dakota photographic llc,0--545,2015,2015,1.0
2341,1,dalang publishing,dalang publishing,0--9836273,2015,2015,1.0
2342,1,dale martin,dale martin,1--9810,2015,2015,1.0
2343,1,daliwal press,daliwal press,0--9971180,2015,2015,1.0
2344,1,dalkey archive,dalkey archive,1--62897,2015,2015,1.0
2345,1,dalkey archive press,dalkey archive press,1--62897,2015,2015,1.0
2346,1,damiani,damiani,88--6208;1--4951,2015,2015,2.0
2347,1,dan king,dan king,1--5003,2015,2015,1.0
2348,1,dana marton,dana marton,1--940627,2015,2015,1.0
2349,1,dancing moon press,dancing moon press,1--892076,2015,2015,1.0
2350,1,dancing redband publications,dancing redband publications,0--9964660,2015,2015,1.0
2351,1,dandd universe llc,dandd universe llc,1--942009,2015,2015,1.0
2352,1,dands marketing systems inc,dands marketing systems inc,1--934780,2015,2015,1.0
2353,1,dandy booksellers ltd,dandy booksellers ltd,1--910535,2015,2015,1.0
2354,1,dani littlepage and cole heart presents,dani littlepage and cole heart presents,1--5176,2015,2015,1.0
2355,1,dani sefarim,dani sefarim,1--59826,2015,2015,1.0
2356,1,daniel b durbin,daniel b durbin,1--5058,2015,2015,2.0
2357,1,daniel d teoli jr,daniel d teoli jr,0--9967108;0--9912919,2015,2015,3.0
2358,1,daniel greig babb,daniel greig babb,1--5148,2015,2015,1.0
2359,1,daniel louis frisa,daniel louis frisa,1--4960,2015,2015,1.0
2360,1,dannika dark,dannika dark,1--5089,2015,2015,1.0
2361,1,dapper press,dapper press,0--9898068,2015,2015,1.0
2362,1,darby creek,darby creek,1--4677,2015,2015,4.0
2363,1,darby pop publishing inc magnetic press,darby pop publishing inc magnetic press,1--942367,2015,2015,1.0
2364,1,darcy burke,darcy burke,1--939713,2015,2015,2.0
2365,1,dare2bee dramatic publishing,dare2bee dramatic publishing,0--692,2015,2015,2.0
2366,1,darek bell,darek bell,0--9833500,2015,2015,2.0
2367,1,dargaud,dargaud,2--205,2015,2015,1.0
2368,1,dark alley press,dark alley press,0--692,2015,2015,1.0
2369,1,dark horse books,dark horse books,1--63008;1--61655,2015,2015,22.0
2370,1,dark horse comics,dark horse comics,1--61655,2015,2015,5.0
2371,1,dark horse manga,dark horse manga,1--61655,2015,2015,4.0
2372,1,dark oak press,dark oak press,1--941754,2015,2015,1.0
2373,1,dark passage,dark passage,1--891241,2015,2015,1.0
2374,1,dark quest llc,dark quest llc,1--937051,2015,2015,1.0
2375,1,dark regions press llc,dark regions press llc,1--62641,2015,2015,1.0
2376,1,dark root press,dark root press,1--5331;1--5147,2015,2015,2.0
2377,1,darrel rachel,darrel rachel,1--4954,2015,2015,1.0
2378,1,darrell mcbreairty,darrell mcbreairty,0--9765743,2015,2015,1.0
2379,1,darrin murriner,darrin murriner,0--692,2015,2015,1.0
2380,1,darrinbell com,darrinbell com,1--329,2015,2015,1.0
2381,1,dartmouth college press,dartmouth college press,1--61168,2015,2015,4.0
2382,1,darton longman and todd,darton longman and todd,0--232,2015,2015,11.0
2383,1,darton longman todd,darton longman todd,0--232,2015,2015,1.0
2384,1,darwin press inc,darwin press inc,0--87850,2015,2015,4.0
2385,1,datacurate,datacurate,0--9858288,2015,2015,1.0
2386,1,datona publishing and distribution,datona publishing and distribution,0--615,2015,2015,1.0
2387,1,daunt books,daunt books,1--907970,2015,2015,3.0
2388,1,dave burgess consulting,dave burgess consulting,0--9861554,2015,2015,1.0
2389,1,dave burgess consulting inc,dave burgess consulting inc,0--9861555;0--9861554,2015,2015,2.0
2390,1,david a ellsmore,david a ellsmore,0--9935004,2015,2015,1.0
2391,1,david and charles,david and charles,1--4463,2015,2015,1.0
2392,1,david bateman,david bateman,1--86953,2015,2015,1.0
2393,1,david bissell,david bissell,0--9943186,2015,2015,1.0
2394,1,david bull publishing,david bull publishing,1--935007,2015,2015,1.0
2395,1,david c cook,david c cook,1--4104;0--7814;1--4347,2015,2015,14.0
2396,1,david c driskell center at the university of maryland college park,david c driskell center at the university of maryland college park,0--9819093,2015,2015,1.0
2397,1,david fickling books,david fickling books,1--910200;0--545,2015,2015,14.0
2398,1,david fickling books scholastic inc,david fickling books scholastic inc,0--545,2015,2015,4.0
2399,1,david finkling books,david finkling books,1--910200,2015,2015,3.0
2400,1,david jewell,david jewell,1--5175,2015,2015,1.0
2401,1,david macaulay studio roaring brook press,david macaulay studio roaring brook press,1--62672,2015,2015,2.0
2402,1,david r godine,david r godine,1--56792,2015,2015,2.0
