cluster_id,isbn,record,type
189,1--4494,1,1
190,1--4494,3,1
191,0--7407,1,1
192,1--941987,1,1
193,1--62138,1,1
194,0--85766,2,1
195,0--207,3,1
196,0--207,1,1
197,0--250,1,1
198,1--940364,1,1
199,1--4991,1,1
200,1--55451,1,1
201,1--55037,1,1
202,0--85728,1,1
202,1--78308,3,1
203,0--88010,1,1
204,1--85149,1,1
205,1--888460,1,1
206,1--59711,1,1
207,1--55783,1,1
208,1--77188,4,1
208,1--351,1,1
208,1--926895,1,1
208,1--315,2,1
209,1--940743,1,1
210,1--935328,1,1
211,1--4302,7,1
211,1--4842,11,1
211,1--59059,1,1
212,0--9924032,1,1
213,0--87795,1,1
214,1--60718,1,1
215,0--668,1,1
216,1--62872,2,1
217,0--7385,2,1
218,1--900850,1,1
219,1--4671,3,1
219,0--7385,1,1
220,1--4073,6,1
220,1--78491,5,1
221,1--78491,4,1
222,1--68255,3,1
223,1--68255,2,1
224,1--907896,1,1
225,0--208,1,1
226,1--4814,1,1
227,0--668,1,1
228,1--84837,1,1
229,1--84858,1,1
230,0--89804,1,1
231,1--908343,1,1
232,0--86698,1,1
232,2--503,1,1
233,0--916179,1,1
234,0--7100,1,1
234,1--85063,1,1
234,0--14,3,1
235,1--85132,1,1
236,0--87000,1,1
237,1--86147,1,1
237,1--84322,1,1
238,1--85409,1,1
239,0--405,14,1
240,0--405,1,1
241,0--405,12,1
241,87--85176,1,1
242,0--340,1,1
242,0--7131,8,1
243,0--09,6,1
243,0--7493,1,1
244,0--09,5,1
245,0--7347,1,1
245,1--85514,1,1
246,1--5185,1,1
247,1--63081,1,1
247,1--60807,2,1
248,0--545,1,1
248,1--338,1,1
249,1--908967,1,1
250,0--9835723,1,1
251,0--87846,1,1
252,1--4166,3,1
253,1--63530,1,1
254,1--351,3,1
254,0--7546,7,1
254,1--306,3,1
254,1--85972,1,1
254,1--4094,16,1
254,1--317,1,1
254,1--315,3,1
254,1--4724,26,1
254,1--322,1,1
255,1--351,1,1
255,1--4724,1,1
255,0--7546,1,1
256,1--4094,1,1
256,1--306,1,1
256,1--4724,2,1
257,1--4724,2,1
258,1--4094,1,1
259,0--86078,1,1
260,1--85398,1,1
261,0--87848,1,1
262,1--888582,1,1
263,0--87170,1,1
264,1--55581,3,1
265,0--446,1,1
266,0--7355,3,1
267,0--89443,1,1
268,0--87389,2,1
269,0--926508,1,1
270,0--89871,1,1
270,1--4503,1,1
271,0--317,1,1
272,1--5238,1,1
273,1--59407,1,1
274,1--68221,1,1
275,0--9645867,1,1
276,0--6481864,1,1
277,1--56286,1,1
278,1--886529,1,1
279,0--689,4,1
280,1--4424,2,1
280,1--4169,1,1
281,1--78239,2,1
282,1--61977,1,1
283,0--8021,3,1
283,0--87113,1,1
284,0--7434,1,1
285,1--4767,1,1
286,1--5011,2,1
287,1--5011,1,1
287,1--58270,1,1
288,0--9978974,1,1
289,0--9778023,1,1
290,1--4713,2,1
291,1--4084,1,1
291,1--4713,1,1
292,0--914904,1,1
293,1--78455,1,1
294,1--74249,4,1
295,1--76033,2,1
296,1--85078,1,1
297,1--4196,1,1
298,1--5049,1,1
298,1--4918,2,1
298,1--4969,1,1
298,1--4772,1,1
298,1--4490,2,1
299,0--595,1,1
299,1--4401,1,1
300,0--7495,1,1
301,1--57027,1,1
302,0--85147,1,1
303,1--873796,1,1
304,1--4896,2,1
305,1--62127,1,1
305,1--4896,2,1
306,1--63121,1,1
307,1--61238,1,1
308,1--59471,1,1
309,0--525,1,1
310,0--87055,2,1
311,0--87055,1,1
312,1--56027,1,1
313,1--61954,1,1
314,0--9841497,1,1
315,0--380,25,1
315,0--06,6,1
315,0--00,2,1
315,1--4201,1,1
316,0--380,18,1
316,0--671,1,1
316,0--06,5,1
316,1--4169,1,1
317,0--9897782,1,1
318,0--8054,1,1
319,0--631,5,1
320,0--578,1,1
321,3--7618,1,1
322,1--63339,1,1
323,1--5419,1,1
324,0--316,4,1
325,0--316,3,1
326,1--4950,1,1
327,0--7607,2,1
328,1--4516,1,1
328,0--671,3,1
329,0--671,1,1
330,0--7020,1,1
331,0--912841,1,1
332,1--891696,1,1
333,0--8010,2,1
334,0--310,1,1
334,0--8010,4,1
335,0--8010,4,1
336,1--4525,1,1
337,0--345,40,1
337,0--449,11,1
338,1--68324,1,1
338,0--345,34,1
338,0--8041,1,1
338,1--299,1,1
338,0--613,1,1
338,0--449,6,1
338,0--399,1,1
338,1--101,3,1
338,0--356,1,1
338,0--7434,1,1
338,0--00,1,1
339,0--345,1,1
340,0--345,2,1
340,0--449,1,1
341,0--88410,1,1
342,0--06,2,1
343,1--59409,1,1
344,0--934411,1,1
345,0--8213,1,1
346,0--7181,1,1
346,0--689,1,1
346,0--7704,1,1
346,0--553,52,1
346,3--453,1,1
346,1--4424,1,1
347,1--4517,1,1
347,0--553,40,1
347,0--8041,2,1
347,1--299,1,1
347,0--15,1,1
347,0--13,1,1
347,0--87720,1,1
347,1--4176,1,1
347,0--440,1,1
348,0--553,1,1
349,0--440,2,1
350,0--385,1,1
351,0--7807,1,1
352,1--4073,2,1
353,1--5328,1,1
354,0--9621603,1,1
355,1--61626,1,1
356,1--68322,1,1
357,1--62836,1,1
358,1--4232,1,1
358,1--57222,1,1
359,0--380,1,1
360,1--84686,4,1
361,1--84686,3,1
361,1--84148,2,1
361,1--78285,1,1
362,0--918588,1,1
363,1--4954,1,1
364,0--7607,5,1
364,1--4351,3,1
364,0--06,3,1
364,0--88029,3,1
364,1--56619,4,1
365,0--88029,2,1
365,0--7607,4,1
365,0--06,1,1
365,1--56619,1,1
366,1--56619,1,1
367,0--257,1,1
368,1--78112,3,1
369,1--78112,1,1
370,0--8120,1,1
371,1--78402,1,1
372,1--905989,1,1
373,0--465,6,1
373,1--5416,1,1
374,0--7867,1,1
375,0--631,1,1
376,0--7134,1,1
377,1--58026,1,1
378,1--4084,2,1
378,1--59722,1,1
378,1--4056,9,1
378,0--7862,1,1
379,1--78594,1,1
379,1--84990,2,1
380,1--78017,1,1
381,0--8341,2,1
382,0--8070,8,1
383,1--64280,1,1
383,1--68402,1,1
384,1--5004,1,1
385,0--8253,1,1
386,1--319,1,1
386,1--4576,3,1
387,1--57490,1,1
388,0--394,2,1
389,0--674,7,1
390,1--9761,1,1
391,1--62617,6,1
391,0--531,3,1
392,1--948742,1,1
393,1--4108,2,1
393,1--60437,1,1
393,1--61672,1,1
393,1--4509,1,1
394,0--9960803,1,1
395,0--9658028,1,1
396,0--907582,1,1
396,1--84520,1,1
396,1--85973,1,1
397,1--84788,1,1
398,1--78238,1,1
399,0--85745,2,1
399,1--84545,1,1
399,1--306,1,1
399,1--78533,2,1
400,0--515,1,1
401,0--441,3,1
401,0--425,29,1
402,0--698,1,1
402,0--515,1,1
402,0--425,13,1
403,1--78239,1,1
404,0--05,1,1
405,0--425,8,1
405,0--451,1,1
406,0--515,2,1
407,0--425,2,1
408,0--425,1,1
409,0--441,1,1
409,0--515,1,1
410,0--441,1,1
410,0--399,1,1
411,1--4406,1,1
411,0--425,2,1
411,1--4362,1,1
412,1--62656,1,1
413,0--7890,1,1
414,0--9862515,1,1
415,1--60220,1,1
416,1--4403,1,1
417,0--9618828,1,1
418,0--7506,1,1
419,1--56320,1,1
420,1--62956,1,1
421,1--925186,1,1
421,1--925247,1,1
422,0--13,1,1
423,1--78741,1,1
424,0--8323,1,1
425,0--9842003,1,1
426,0--8176,1,1
427,3--7643,1,1
428,0--85790,1,1
429,1--78027,1,1
430,1--84954,1,1
431,1--78590,1,1
432,1--908524,1,1
433,0--9632908,1,1
434,0--9715404,1,1
435,1--57912,2,1
435,0--316,1,1
436,1--908966,1,1
437,1--936891,1,1
438,1--62557,1,1
439,1--84154,1,1
439,1--84970,1,1
439,0--7434,1,1
439,1--84416,1,1
440,0--88739,1,1
441,0--692,1,1
442,1--61296,1,1
443,0--87685,4,1
444,1--61277,1,1
444,1--306,1,1
445,1--78416,2,1
445,0--552,1,1
446,0--9833933,1,1
447,0--665,1,1
448,0--631,12,1
448,1--4051,4,1
448,1--55786,1,1
449,0--470,3,1
450,0--632,1,1
451,0--631,2,1
452,0--470,2,1
453,0--470,1,1
453,1--4443,1,1
453,0--86542,1,1
454,0--567,11,1
454,1--4411,4,1
454,1--4742,27,1
454,1--59990,1,1
454,1--4729,9,1
454,1--63286,2,1
454,1--4725,25,1
454,0--7475,3,1
454,1--4088,7,1
455,1--62892,1,1
455,1--350,21,1
455,1--306,1,1
455,1--4742,14,1
455,1--4965,1,1
455,1--78093,1,1
455,1--84966,1,1
455,0--8264,1,1
455,1--5013,4,1
455,1--62403,1,1
455,1--4725,12,1
455,1--4411,1,1
456,1--350,7,1
457,1--4725,1,1
458,1--4725,1,1
458,1--904271,1,1
458,1--4742,1,1
459,1--85471,1,1
460,1--4725,1,1
460,1--4742,1,1
461,1--870630,1,1
462,1--62040,1,1
462,1--4088,1,1
463,1--4729,1,1
463,1--4081,1,1
464,1--4725,1,1
464,1--350,2,1
464,1--4081,1,1
465,1--4729,1,1
466,1--4088,1,1
466,1--60819,1,1
467,1--63286,1,1
468,1--62892,1,1
468,1--5013,3,1
468,1--63557,1,1
469,1--5099,2,1
469,0--567,2,1
469,1--350,15,1
469,1--4742,9,1
469,1--4965,1,1
469,1--78093,1,1
469,1--4081,1,1
469,1--84966,1,1
469,1--4729,3,1
469,1--904271,1,1
469,1--62403,1,1
469,1--4725,5,1
469,1--4088,1,1
470,1--4482,1,1
471,1--4729,1,1
472,1--4729,1,1
473,0--567,4,1
474,0--567,3,1
475,1--4725,2,1
475,1--4742,1,1
476,1--350,2,1
477,1--4729,1,1
478,1--68308,1,1
479,0--936185,1,1
480,0--545,1,1
481,0--912652,1,1
482,1--5098,1,1
483,1--933346,2,1
484,0--312,1,1
485,1--68188,1,1
486,1--60796,1,1
487,0--925299,1,1
488,1--55850,1,1
489,0--672,1,1
490,0--670,1,1
490,1--78230,1,1
490,1--84792,1,1
490,0--465,1,1
491,1--62639,1,1
492,0--517,1,1
493,1--59955,1,1
494,1--4998,1,1
495,1--910508,2,1
496,1--911242,1,1
496,1--910706,2,1
497,0--8297,1,1
498,1--940598,1,1
499,1--58509,1,1
500,1--944695,1,1
501,0--9932256,1,1
502,0--9978763,1,1
503,0--8369,2,1
504,1--61863,1,1
505,1--62015,1,1
506,0--531,3,1
507,0--531,2,1
508,1--60886,1,1
508,1--68415,1,1
509,1--60886,1,1
510,0--87351,1,1
511,0--00,1,1
512,0--7537,1,1
513,1--893654,1,1
514,1--910126,1,1
515,0--8395,6,1
516,0--900952,1,1
517,1--78327,1,1
518,1--84615,2,1
518,0--87471,1,1
518,0--85115,3,1
518,1--78327,3,1
519,1--62091,1,1
520,0--9616068,1,1
521,0--86709,1,1
522,81--280,1,1
523,0--7636,1,1
524,0--02,1,1
525,0--86283,1,1
525,1--84100,1,1
526,1--338,1,1
527,0--88464,1,1
528,1--62266,1,1
529,1--5197,1,1
530,0--9840745,1,1
531,0--88404,1,1
532,0--9862826,1,1
533,1--4838,1,1
534,90--04,28,1
535,90--04,2,1
536,90--04,1,1
537,1--4418,1,1
538,1--85399,1,1
538,0--906515,2,1
539,0--88486,2,1
540,1--5292,1,1
541,1--62513,1,1
542,1--61530,1,1
543,1--4073,1,1
544,1--907585,1,1
545,0--85170,1,1
546,0--8020,1,1
546,0--7123,1,1
547,0--7141,2,1
548,0--7141,1,1
548,0--520,1,1
549,1--905319,1,1
550,1--4245,1,1
551,1--55481,1,1
552,0--307,1,1
552,0--7679,1,1
553,0--307,2,1
554,0--88145,1,1
555,0--8157,3,1
556,1--133,1,1
556,0--495,2,1
557,0--534,1,1
557,0--495,1,1
558,0--8185,1,1
559,1--929145,1,1
560,1--78121,1,1
561,1--61254,1,1
562,1--59942,1,1
563,0--9859409,1,1
564,0--415,1,1
565,0--931494,1,1
566,0--9773738,1,1
567,0--89966,1,1
568,1--61148,1,1
569,0--8212,1,1
570,0--85011,1,1
571,1--78676,2,1
571,1--351,1,1
572,1--7225,1,1
572,1--59659,1,1
573,0--86012,1,1
574,0--665,1,1
575,1--63157,2,1
576,1--948976,1,1
577,1--4555,1,1
578,1--5225,1,1
579,0--12,1,1
580,0--89397,1,1
580,0--7506,5,1
581,0--08,1,1
581,0--12,5,1
581,0--7506,4,1
582,0--407,1,1
583,1--4831,1,1
584,0--408,2,1
585,1--4104,1,1
586,1--60705,1,1
586,0--914881,1,1
587,0--943502,1,1
588,0--8048,3,1
589,0--8048,2,1
590,0--665,1,1
591,1--84904,2,1
592,0--517,1,1
592,1--4000,1,1
593,0--9909357,1,1
594,0--916626,1,1
595,0--8016,1,1
596,0--85435,1,1
597,1--78064,1,1
598,1--78639,3,1
598,0--85199,2,1
598,1--78064,5,1
598,1--84593,1,1
599,0--85199,1,1
600,1--936646,1,1
601,1--879394,1,1
602,0--903319,1,1
603,0--9788703,1,1
604,0--934971,1,1
605,1--5275,4,1
605,1--4438,5,1
606,0--521,1,1
606,1--108,1,1
607,0--521,102,1
608,1--108,39,1
608,1--107,73,1
608,1--139,16,1
608,0--521,101,1
608,1--316,29,1
608,0--511,9,1
609,1--107,1,1
610,1--57113,1,1
611,1--60381,1,1
612,3--593,3,1
613,3--593,2,1
614,1--4965,1,1
614,0--7636,24,1
614,0--329,1,1
614,1--56402,2,1
614,1--5362,1,1
614,1--4131,1,1
615,0--9932755,1,1
616,0--85786,3,1
616,1--78689,1,1
617,1--892306,1,1
618,0--9913340,1,1
619,0--9974446,1,1
620,0--399,2,1
621,1--4342,1,1
621,0--85708,1,1
622,1--4966,1,1
623,1--4329,1,1
624,1--62065,1,1
624,0--7368,1,1
624,1--4765,1,1
625,0--9971625,1,1
626,1--942367,1,1
627,1--58042,1,1
628,0--911744,1,1
629,1--63265,1,1
630,0--665,1,1
631,1--78011,1,1
632,1--85868,1,1
632,1--84732,1,1
633,1--878379,1,1
634,0--87003,1,1
635,1--63282,1,1
636,0--8225,1,1
636,1--57505,1,1
636,0--87614,1,1
637,1--5124,1,1
638,0--7867,3,1
638,0--88184,4,1
639,0--88184,1,1
640,0--7867,1,1
641,0--88184,1,1
642,1--5117,1,1
643,1--4838,3,1
644,0--665,1,1
645,1--61325,1,1
646,0--545,3,1
646,1--338,1,1
647,0--545,1,1
648,1--78874,1,1
649,0--89827,1,1
650,1--62564,2,1
650,1--4982,4,1
650,1--5326,2,1
650,1--62032,1,1
651,1--61200,7,1
652,1--61200,1,1
653,1--61200,3,1
654,0--304,1,1
654,0--665,2,1
654,0--02,1,1
654,0--00,1,1
655,0--665,1,1
656,0--7858,1,1
657,1--84879,1,1
658,0--9893576,1,1
659,1--78469,1,1
660,0--8132,4,1
661,1--5238,1,1
662,1--5193,1,1
663,1--874241,1,1
664,1--62713,1,1
664,1--5026,3,1
665,1--5026,1,1
666,1--60047,1,1
667,1--4812,1,1
668,1--118,1,1
669,1--934309,1,1
670,1--4621,4,1
671,1--337,4,1
672,1--4737,2,1
672,1--285,5,1
672,1--337,3,1
672,1--305,11,1
672,1--4619,1,1
673,1--285,1,1
673,1--305,1,1
674,1--60285,1,1
675,0--9819005,1,1
676,1--4773,1,1
677,1--4422,1,1
678,1--4422,4,1
679,1--60285,3,1
680,1--68324,7,1
680,1--58547,1,1
680,1--61173,5,1
680,1--64358,1,1
680,1--62899,7,1
681,1--58547,2,1
681,1--60285,1,1
682,1--61173,1,1
683,1--5460,1,1
684,615--5225,1,1
685,963--386,1,1
686,1--58664,1,1
687,0--335,1,1
688,1--910627,1,1
689,1--84605,1,1
689,0--09,1,1
690,0--939784,1,1
691,1--4621,2,1
691,1--55517,1,1
692,0--9647194,1,1
693,1--4736,1,1
694,0--245,1,1
695,1--85152,1,1
696,1--68350,1,1
697,0--08,1,1
698,1--84541,1,1
699,0--412,8,1
699,94--009,1,1
700,0--412,1,1
701,1--9998593,1,1
702,1--5496,1,1
703,0--398,1,1
704,0--8048,1,1
705,1--58450,1,1
706,0--306,1,1
707,1--60734,1,1
707,1--58089,1,1
708,1--4448,2,1
708,1--84395,1,1
708,0--7089,6,1
709,0--441,2,1
710,0--7858,4,1
710,0--89009,1,1
711,0--7858,2,1
712,1--78413,1,1
713,0--517,1,1
714,0--7011,4,1
714,0--330,1,1
715,0--9965712,1,1
716,0--8160,1,1
717,1--55546,2,1
717,1--4381,1,1
717,0--7910,1,1
718,1--55546,1,1
719,1--931167,1,1
720,1--5341,1,1
720,1--63472,1,1
721,1--56850,1,1
722,1--61373,1,1
723,1--61159,1,1
724,1--935096,1,1
725,0--85953,1,1
725,1--904550,1,1
726,1--84643,1,1
727,0--913778,1,1
727,1--5038,5,1
728,0--89239,1,1
729,0--06,1,1
730,1--5490,1,1
730,0--531,2,1
730,0--516,2,1
731,0--516,1,1
732,1--62323,2,1
732,1--223,1,1
733,0--692,1,1
734,1--84464,1,1
735,0--7451,21,1
736,0--7451,1,1
736,0--7089,1,1
737,1--55504,6,1
737,0--89340,2,1
737,0--7927,1,1
737,0--312,1,1
737,0--85119,3,1
737,0--7540,5,1
737,0--86220,1,1
737,0--7838,1,1
737,0--7451,18,1
738,0--9664536,1,1
739,0--87061,1,1
740,0--915684,1,1
741,0--87508,2,1
742,0--87952,1,1
743,0--9889290,1,1
744,1--5272,1,1
745,1--4081,1,1
746,1--4521,1,1
747,0--87148,1,1
748,0--443,2,1
749,0--9910420,1,1
750,1--78249,1,1
751,1--63202,1,1
752,0--9839837,1,1
753,0--13,2,1
753,1--58720,1,1
753,1--58705,2,1
753,1--58714,1,1
754,0--8065,1,1
755,0--87286,1,1
756,1--63240,1,1
757,0--19,27,1
758,0--19,26,1
759,0--544,4,1
760,0--544,3,1
760,1--328,1,1
761,0--517,1,1
762,1--9848,1,1
763,1--909828,1,1
764,1--85959,1,1
765,0--9765196,1,1
766,1--60537,1,1
767,0--8063,2,1
768,0--8063,1,1
769,1--62778,2,1
770,1--942954,1,1
771,1--57860,1,1
772,0--300,1,1
773,0--8220,1,1
774,0--8220,1,1
775,1--85089,1,1
776,0--89287,1,1
777,1--62774,1,1
778,1--63487,1,1
779,0--89145,4,1
780,1--84890,1,1
781,0--684,1,1
781,0--02,2,1
782,0--600,1,1
783,0--88214,1,1
783,0--06,66,1
783,0--914629,1,1
783,0--00,30,1
784,0--00,1,1
785,0--00,1,1
786,0--529,1,1
787,1--890730,1,1
788,0--86283,1,1
789,1--85833,1,1
790,0--9746539,1,1
791,0--9623556,1,1
792,0--231,18,1
793,0--231,17,1
793,0--19,1,1
794,0--620,1,1
795,1--62276,1,1
796,1--58899,1,1
797,92--825,2,1
798,0--9856480,1,1
799,1--881479,1,1
800,1--56751,1,1
801,1--61229,1,1
802,1--84859,4,1
802,0--85092,4,1
803,0--8038,1,1
804,1--78099,2,1
804,1--78279,1,1
805,1--4747,1,1
805,0--7565,1,1
806,1--86340,1,1
807,1--5236,1,1
808,94--011,1,1
809,1--880229,1,1
810,0--7586,2,1
811,0--8237,1,1
812,1--908428,1,1
813,1--906364,1,1
814,1--57625,1,1
815,1--84232,1,1
816,0--9890608,1,1
817,0--306,1,1
818,0--07,1,1
818,0--8092,1,1
819,1--4288,1,1
820,0--8044,1,1
820,0--8264,6,1
820,1--4411,4,1
821,958--9351,1,1
822,1--105,1,1
823,0--89191,1,1
824,1--62125,1,1
825,1--85833,1,1
826,0--606,1,1
826,0--7613,1,1
827,1--55659,1,1
828,0--9896512,1,1
829,1--68078,2,1
829,1--5321,1,1
829,1--62969,1,1
829,1--68077,1,1
830,0--552,7,1
831,0--552,5,1
831,0--440,1,1
832,0--8014,4,1
833,0--8014,3,1
833,1--5017,3,1
834,0--87291,1,1
835,0--9943034,1,1
836,1--4721,1,1
837,1--78239,2,1
837,1--84887,1,1
838,1--5063,1,1
838,1--4522,1,1
839,1--4833,1,1
840,0--7619,1,1
840,1--4833,1,1
841,1--56518,1,1
842,0--87609,1,1
843,1--61902,1,1
843,1--58243,1,1
843,1--64009,2,1
844,0--600,1,1
845,0--915608,1,1
846,1--62108,1,1
847,0--698,1,1
848,1--5063,1,1
848,1--4833,3,1
849,0--86505,1,1
850,0--7787,1,1
851,0--7787,6,1
852,1--4271,1,1
852,0--7787,5,1
853,0--904508,1,1
854,0--9544613,1,1
855,1--351,11,1
855,1--138,6,1
855,1--4665,7,1
855,1--4987,15,1
855,1--4200,2,1
855,0--429,4,1
855,0--203,1,1
855,0--8493,2,1
855,1--315,4,1
855,1--4398,6,1
855,1--4822,14,1
855,1--4441,1,1
856,1--138,1,1
856,1--4665,3,1
856,1--4987,4,1
856,0--429,1,1
856,1--315,1,1
856,1--4398,2,1
856,1--4822,4,1
857,1--78029,1,1
858,1--5441,1,1
859,0--312,1,1
860,1--4700,1,1
860,1--4752,1,1
860,1--5009,1,1
860,1--4995,1,1
860,1--4895,1,1
860,1--4929,2,1
860,1--4775,1,1
860,1--4782,1,1
860,0--9930940,1,1
860,1--4827,1,1
860,1--4781,1,1
860,1--4849,1,1
860,1--5307,2,1
860,1--4495,1,1
860,1--4997,1,1
860,1--4663,1,1
860,1--4922,1,1
860,1--9805,1,1
861,1--5058,1,1
861,1--4975,1,1
862,1--5055,1,1
863,1--4802,1,1
863,1--5306,1,1
863,1--9869,1,1
863,1--5175,1,1
863,1--7174,1,1
863,1--7220,1,1
863,1--5002,1,1
863,1--4699,1,1
863,1--4954,1,1
863,1--4959,1,1
863,1--5089,1,1
863,1--4937,1,1
863,1--9811,1,1
863,1--5057,1,1
863,1--5446,1,1
863,1--4929,1,1
863,1--5394,1,1
863,1--9841,1,1
863,1--5442,1,1
863,1--5025,1,1
863,0--9980828,1,1
863,1--5114,1,1
863,1--5398,1,1
863,1--5374,1,1
863,1--5470,1,1
863,1--9832,1,1
863,1--4910,1,1
863,1--4935,1,1
863,1--5447,1,1
863,1--5307,1,1
863,1--4810,1,1
863,1--4960,1,1
864,1--880675,1,1
865,0--88488,1,1
866,0--9547634,1,1
867,0--517,1,1
868,0--7858,3,1
869,0--8126,1,1
870,0--451,1,1
870,1--57912,1,1
870,0--00,1,1
871,1--5072,1,1
