cluster_id,isbn,record,type
714,0--7927,1,1
715,0--9664536,1,1
716,0--87061,1,1
717,0--915684,1,1
718,0--87508,2,1
719,0--87952,1,1
720,0--9889290,1,1
721,1--5272,1,1
722,1--4081,1,1
723,1--4521,1,1
724,0--87148,1,1
725,0--443,2,1
726,0--9910420,1,1
727,1--78249,1,1
728,1--63202,1,1
729,0--9839837,1,1
730,0--13,2,1
730,1--58705,2,1
730,1--58714,1,1
730,1--58720,1,1
731,0--8065,1,1
732,0--87286,1,1
733,1--63240,1,1
734,0--19,27,1
735,0--19,26,1
736,0--544,3,1
736,1--328,1,1
737,0--517,1,1
738,1--909828,1,1
739,1--85959,1,1
740,0--9765196,1,1
741,1--60537,1,1
742,0--8063,2,1
743,0--8063,1,1
744,1--62778,2,1
745,1--942954,1,1
746,1--57860,1,1
747,0--300,1,1
748,0--8220,1,1
749,0--8220,1,1
750,1--85089,1,1
751,0--89287,1,1
752,1--62774,1,1
753,1--63487,1,1
754,0--89145,4,1
755,1--84890,1,1
756,0--02,2,1
756,0--684,1,1
757,0--600,1,1
758,0--06,23,1
758,0--914629,1,1
758,0--88214,1,1
758,0--00,29,1
759,0--00,1,1
760,0--00,1,1
761,0--529,1,1
762,1--890730,1,1
763,0--86283,1,1
764,1--85833,1,1
765,0--9746539,1,1
766,0--9623556,1,1
767,0--231,18,1
768,0--231,17,1
768,0--19,1,1
769,0--620,1,1
770,1--62276,1,1
771,1--58899,1,1
772,92--825,2,1
773,0--9856480,1,1
774,1--881479,1,1
775,1--56751,1,1
776,1--61229,1,1
777,1--84859,4,1
777,0--85092,4,1
778,0--8038,1,1
779,1--78279,1,1
779,1--78099,2,1
780,1--4747,1,1
780,0--7565,1,1
781,1--86340,1,1
782,1--5236,1,1
783,94--011,1,1
784,1--880229,1,1
785,0--7586,2,1
786,0--8237,1,1
787,1--908428,1,1
788,1--906364,1,1
789,1--57625,1,1
790,1--84232,1,1
791,0--9890608,1,1
792,0--306,1,1
793,0--8092,1,1
793,0--07,1,1
794,1--4288,1,1
795,1--4411,4,1
795,0--8264,6,1
795,0--8044,1,1
796,958--9351,1,1
797,1--105,1,1
798,0--89191,1,1
799,1--62125,1,1
800,1--85833,1,1
801,0--7613,1,1
801,0--606,1,1
802,1--55659,1,1
803,0--9896512,1,1
804,0--552,7,1
805,0--552,5,1
805,0--440,1,1
806,0--8014,4,1
807,0--8014,3,1
807,1--5017,3,1
808,0--87291,1,1
809,0--9943034,1,1
810,1--4721,1,1
811,1--84887,1,1
811,1--78239,1,1
812,1--4522,1,1
812,1--5063,1,1
813,1--4833,1,1
814,1--4833,1,1
814,0--7619,1,1
815,1--56518,1,1
816,0--87609,1,1
817,1--58243,1,1
817,1--64009,2,1
817,1--61902,1,1
818,0--600,1,1
819,0--915608,1,1
820,1--62108,1,1
821,0--698,1,1
822,1--4833,2,1
823,0--86505,1,1
824,0--7787,1,1
825,0--7787,6,1
826,1--4271,1,1
826,0--7787,5,1
827,0--904508,1,1
828,0--9544613,1,1
829,1--315,4,1
829,0--429,2,1
829,1--4200,2,1
829,1--4441,1,1
829,1--4665,7,1
829,1--4987,15,1
829,0--8493,2,1
829,0--203,1,1
829,1--351,9,1
829,1--138,6,1
829,1--4822,12,1
829,1--4398,6,1
830,1--315,1,1
830,0--429,1,1
830,1--4665,3,1
830,1--4987,4,1
830,1--138,1,1
830,1--4822,4,1
830,1--4398,2,1
831,1--78029,1,1
832,1--5441,1,1
833,0--312,1,1
834,1--4495,1,1
834,1--4929,2,1
834,1--5307,2,1
834,1--4849,1,1
834,1--4895,1,1
834,1--4995,1,1
834,1--4922,1,1
834,1--4782,1,1
834,1--9805,1,1
834,1--4663,1,1
834,1--4781,1,1
834,1--4752,1,1
834,1--4997,1,1
834,0--9930940,1,1
834,1--4827,1,1
834,1--4775,1,1
834,1--5009,1,1
834,1--4700,1,1
835,1--4975,1,1
835,1--5058,1,1
836,1--5055,1,1
837,1--5447,1,1
837,1--4929,1,1
837,1--5394,1,1
837,1--5307,1,1
837,1--7174,1,1
837,1--5025,1,1
837,1--4699,1,1
837,1--4959,1,1
837,1--4937,1,1
837,0--9980828,1,1
837,1--9832,1,1
837,1--5175,1,1
837,1--9811,1,1
837,1--5446,1,1
837,1--5442,1,1
837,1--5306,1,1
837,1--5398,1,1
837,1--4810,1,1
837,1--5002,1,1
837,1--9841,1,1
837,1--5089,1,1
837,1--7220,1,1
837,1--4960,1,1
837,1--5114,1,1
837,1--4935,1,1
837,1--9869,1,1
837,1--5470,1,1
837,1--4802,1,1
837,1--4954,1,1
837,1--5374,1,1
837,1--5057,1,1
837,1--4910,1,1
838,1--880675,1,1
839,0--88488,1,1
840,0--9547634,1,1
841,0--517,1,1
842,0--7858,3,1
843,0--8126,1,1
844,0--451,1,1
844,1--57912,1,1
844,0--00,1,1
845,1--5072,1,1
846,1--56052,1,1
847,1--55547,1,1
848,1--68331,1,1
849,1--4627,1,1
850,0--8245,2,1
851,0--8245,1,1
852,0--89107,1,1
853,0--690,2,1
853,0--8152,1,1
854,1--101,1,1
855,0--553,1,1
856,0--385,1,1
857,1--78583,1,1
858,1--5247,1,1
858,0--517,3,1
858,0--553,1,1
859,1--84797,1,1
860,0--9521779,1,1
861,0--665,1,1
862,0--665,1,1
863,1--940430,1,1
864,1--62276,1,1
865,0--443,1,1
866,1--4957,1,1
866,0--7609,1,1
867,0--7007,1,1
868,0--910965,1,1
869,1--9838,1,1
870,1--5089,1,1
871,0--665,1,1
872,0--665,1,1
873,0--665,1,1
874,0--679,1,1
875,0--86486,1,1
875,1--85649,1,1
876,90--277,1,1
877,1--78744,1,1
877,1--84384,6,1
878,1--84384,1,1
879,0--665,1,1
880,0--306,4,1
881,0--7382,3,1
882,0--7382,1,1
883,0--7382,1,1
884,0--306,3,1
885,0--7582,1,1
886,1--84262,2,1
887,1--85389,2,1
888,1--85389,1,1
888,1--84262,1,1
889,1--62897,2,1
889,1--56478,1,1
890,1--4530,1,1
891,2--205,3,1
892,0--917201,1,1
893,1--59307,1,1
893,1--61655,1,1
894,0--232,1,1
895,0--9882176,2,1
895,0--9969895,1,1
895,0--9969896,3,1
896,0--7814,1,1
896,1--4347,2,1
896,0--912692,1,1
897,0--385,1,1
