ID,ISBN,Publisher
868353787,0--553,bantam books
962005290,1--4201,zebra books kensington publishing corp
1082580017,0--665,carswell and co
1040200294,1--338,scholastic inc
799220870,0--03,holt rinehart and winston
220807818,0--672,h w sams
27892276,0--8114,steck vaughn
865262741,1--4056,bbc audiobooks
896857246,1--4649,scholarlyeditions
881542148,5--200,russkii i a zyk
1040694768,1--4924,sweet water press
822582529,90--277,d reidel
28449737,0--385,delta
1086382230,1--4214,johns hopkins university press
1008972461,1--908670,peirene
31041554,0--415,routledge
1006311118,1--5321,abdo zoom
931626415,1--119,john wiley and sons ltd
939927735,1--4842,apress
439650687,0--571,faber and faber
29398403,0--7232,f warne
870684378,0--8229,university of pittsburgh press
53922838,0--8222,dramatists play service
1057358441,1--936646,cadcim technologies
1053656723,1--118,john wiley and sons inc
953738401,1--138,routledge
1077579456,0--310,zonderan pub house
951762434,1--63485,nova science publishers inc
885913046,981--4618,world scientific
1080107377,0--349,abacus
929124077,1--4982,cascade books
958796380,1--107,cambridge university press
1037235109,0--679,modern library
612957478,0--7546,ashgate
1051693300,1--4842,apress
923017398,1--5095,polity
923017398,0--7456,polity
861277519,1--938763,abc garden llc
1054260528,1--350,bloomsbury academic bloomsbury publishing plc
230989867,0--575,gollancz
31010708,1--56792,david r godine publisher
10869875,0--437,world's work
15923716,0--14,penguin books
503007976,0--521,cambridge university press
1047535300,1--4988,gideon informatics inc
865245040,0--375,alfred a knopf
865245040,0--440,alfred a knopf
1006311967,0--8108,rowan and littlefield
778938981,0--531,updated ed warwick
1055800151,1--322,university of wisconsin press
883304500,1--303,american university
1026430854,1--56043,destiny image publishers
864392395,0--415,routledge
1038154840,0--7636,candlewick press
961281187,0--8479,harpertrophy
961281187,0--06,harpertrophy
1028006684,0--85793,edward elgar
719819222,0--665,times and reformer pub house
858450561,1--930789,textbook media press
45704499,0--441,berkley
873984798,1--4012,dc comics
1053985373,1--351,routledge
962546068,0--263,mills and boon
953737529,1--910680,geddes and grosset
44417195,0--911744,career institute
880370206,1--61695,soho crime
37176603,0--7043,quartet books
907947961,1--137,palgrave macmillan
889304601,1--84227,paternoster
835131449,0--19,oxford university press
3119658,3--540,springer verlag
3119658,0--387,springer verlag
48583979,0--913643,firefly books
1061854248,0--7643,schiffer publishing ltd
1013398083,1--56751,common courage press
493633331,0--8194,optical society of america
1030660611,1--4516,simon and schuster paperbacks
951546673,1--4648,world bank
1088305358,0--7364,random house childrens books
905552151,1--4648,world bank
1054390548,1--68230,everafter romance
1002411611,1--4104,thorndike press
821697190,0--7486,edinburgh university press
1004576071,1--62617,bellwether media
1004576071,0--531,bellwether media
43708626,0--13,prentice hall
957681097,1--78471,ee edward elgar publishing
824605435,0--451,penguin books
37567374,1--58731,st augustine's press
37567374,1--890318,st augustine's press
1082255000,0--203,routledge
933275947,1--4842,apress
4667393,0--307,golden press
891609472,1--63463,nova publishers
872549998,1--4804,open road integrated media
1013494104,1--59051,other press
857266208,1--59182,tokyopop
492611381,0--19,oxford university press
932576999,1--250,st martin's paperbacks
1097590308,1--5247,dutton
650237897,1--870630,bloomsbury books
960849550,0--8348,snow lion publications
1080682457,0--19,oxford university press
34984886,0--85045,osprey
7053093,0--449,fawcett crest
412176663,0--670,penguin compass
412176663,0--14,penguin compass
34198330,0--19,clarendon press
1091993113,1--5036,stanford university press
1091993113,0--8047,stanford university press
780807110,1--878379,carnegie commision on preventing deadly conflict
776999987,1--60060,lee and low books inc
776999987,1--62014,lee and low books inc
1063968268,0--596,o'reilly
1035955469,1--9869,createspace independent publishing platform
1081138754,1--78639,cabi
1059205280,1--58547,center point pub
32233562,0--87694,educational design
759911190,0--14,penguin books
422339325,0--517,three rivers press
892496466,1--61475,wordfire press
9405632,0--7091,robert hale
220549247,0--413,methuen
962016856,1--4215,viz media llc
694831601,0--691,princeton university press
1024162774,1--61954,aviation supplies and academics inc
496062083,0--8186,ieee computer society press
71753988,0--8217,kensington pub
757047036,0--674,harvard university press
1055634914,0--232,darton longman and todd
1031928126,0--06,harperteen
909903584,3--11,de gruyter saur
14904190,0--397,j b lippincott
903051370,1--4024,practising law institute
63187736,0--7922,national geographic
317546564,0--8442,ntc publishing group
59376125,0--553,bantam books
422122008,0--393,norton
9612488,0--14,penguin
966297549,1--4832,academic press
1014309030,1--4532,open road integrated media
5072067,0--373,harlequin books
1052644464,1--56402,candlewick press
964456807,1--107,cambridge university press
56197073,0--7531,isis large print
712115559,0--8032,university of nebraska press
27521784,0--415,routledge
1058490529,1--317,routledge
926946480,90--04,brill rodopi
872365586,0--87326,international city county management association
465188339,0--15,harcourt brace jovanovich
462882664,1--4012,dc comics vertigo
928487183,1--4426,university of toronto press
1050669378,1--316,cambridge university press
894170989,1--4976,open road integrated media
961825760,1--943785,rabbit publishers
857657947,0--553,bantam books
36022497,3--596,fischer
1077249912,0--19,oxford university press
670108761,0--553,bantam books
917890177,1--5089,faw eurobodalla writers
882250136,1--60198,now publishers
891399978,0--262,mit press
891399978,1--322,mit press
1084330414,0--19,oxford university press
964294419,1--945649,not a cult
60654817,0--88734,eps players press
883417870,1--60753,amicus high interest
868956337,1--118,john wiley and sons
1057943591,0--552,corgi
1005486769,1--84686,barefoot books
1032572678,1--4742,bloomsbury academic
1032572678,1--350,bloomsbury academic
38205170,0--916179,arizona highways
960355200,0--692,samuel dorsky museum of art state university of new york at new paltz
31145764,0--312,st martin's paperbacks
932386976,0--7735,mcgill queen's university press
493795550,0--387,springer
875669856,0--683,williams and wilkins
605645603,0--8018,johns hopkins university press
1083671895,1--5011,atria paperback
965740537,0--385,crown books for young readers
1005584317,0--12,butterworth heinemann
1024161329,1--912453,macat international ltd
915037711,1--118,iste ltd
892911656,1--4557,elsevier
809416603,1--84782,f a thorpe
1001979466,1--351,routledge
1080524862,1--9805,createspace
877531589,1--902646,law pack pub
630194446,1--55936,theatre communications group
489698694,0--7503,institute of physics publishing
699889584,0--413,methuen
489876787,0--262,mit press
909038568,1--84842,nick hern books
5936406,0--449,fawcett coventry
514897,0--8230,watson guptill publications
1091895377,1--108,cambridge university press
908336716,1--84954,biteback
1449659,0--394,vintage books
1007029917,0--19,oxford university press
883190830,0--605,perma bound books
922008442,1--59005,nazraeli press
964600949,0--316,little brown
871509853,1--62006,sunbury press
493442530,0--14,penguin books
891386713,1--4617,scarescrow press inc
954424383,1--4824,gareth stevens publishing
920672009,0--7944,reader digest childrens books
809538991,1--4199,ellora's cave
964849947,1--118,wiley ieee press
503258743,0--698,coward mccann and geoghegan
829139667,0--14,penguin books
967081413,1--78450,jessica kingsley publishers
36396934,0--07,glencoe mcgraw hill
1006529009,1--138,routledge
657120158,0--545,scholastic
1032375251,1--5225,medical information science reference
794181447,1--4424,simon spotlight nickelodeon
873725600,1--137,palgrave macmillan
1013584299,0--7653,tor
1088967496,1--4240,heinle cengage learning
1020511575,0--7382,perseus publishing
957206809,1--889793,spencer books
958459000,1--138,routledge
1099207453,0--578,furry purry press
6278150,0--394,alfred a knopf
1049937469,1--4725,bloomsbury academic
12815096,0--14,penguin
1004632158,0--7148,phaidon press inc
846662968,1--109,umi
1003687242,1--62722,american bar association
932050599,0--544,clarion books houghton mifflin harcourt
932050599,1--328,clarion books houghton mifflin harcourt
809365637,0--307,alfred a knopf
956997928,1--68066,vital resources
19540964,0--452,new american library
907518747,0--8021,grove press
946702240,1--137,palgrave macmillan
891397756,1--305,cengage learning
891397756,1--4619,cengage learning
899007878,1--118,john wiley and sons inc
907444178,1--118,wiley blackwell
907444178,1--322,wiley blackwell
816946883,0--520,university of california press
903130614,0--615,karen anna vogel
693820827,0--14,penguin books
228665066,0--7509,alan sutton
228665066,0--86299,alan sutton
49033850,1--58721,1st books library
1091237527,1--108,cambridge university press
870897890,1--85458,vacation work
1042125677,1--84821,iste ltd
1042125677,1--119,iste ltd
15542630,0--918588,barksdale foundation for furtherance of human understanding
894506435,1--4617,down east
1002175177,1--4555,grand central publishing
820133481,0--545,cartwheel books
905951433,1--250,square fish farrar straus giroux
840077275,0--674,harvard university press
796776758,0--615,river point press
852222653,1--4019,hay house inc
899248756,0--8112,new directions books
929676757,0--13,vmware press
49054884,0--7582,kensington pub corp
945029182,3--95730,goliath verlagsgesellschaft mbh
941285092,1--4222,mason crest publishers
898125241,1--118,john wiley and sons inc
890394807,1--84973,royal society of chemistry
1016349102,0--7352,g p putnam's sons
368045057,0--268,university of notre dame press
263614434,0--691,princeton university press
841909002,1--4766,mcfarland and company inc publishers
1077016768,1--78913,packt publishing
919086947,1--315,routledge
919086947,1--317,routledge
299435920,0--691,princeton university press
806284182,0--207,harpercollins
951902452,1--4843,international monetary fund
1005231587,0--9833982,greyfox press
1021394066,1--59813,independent institute
228660928,0--19,clarendon press
918978773,90--04,brill nijhoff
864511932,1--59182,tokyopop
60328968,0--439,scholastic
1047540606,0--309,national academies press
1046997077,0--309,national research council
941285824,1--4222,mason crest
904756275,0--19,oxford university press
900285614,1--58331,acsi purposeful design publications
908453962,0--674,harvard university press
1083951029,0--19,clarendon press
894083909,0--9819005,center for health design
884303501,1--906764,littman library of jewish civilization
1096477048,0--203,routledge
781057193,0--439,scholastic signature
607257555,0--85953,child's play international
879604822,0--9816989,ragged banner
938191,0--85456,ulverscroft
949987451,0--8080,wolters kluwer cch incorporated
927380264,1--107,cambridge university press
937620531,1--4165,simon and schuster
837178977,0--14,penguin books
876233448,1--118,john wiley and sons inc
10098828,0--04,allen and unwin
1036232034,1--78456,fastprint publishing
908687087,0--19,oxford university press
816003430,1--4063,walker
816003430,0--7445,walker
493464208,0--8213,world bank
893678268,1--940425,west virginia university press
889666237,1--118,wiley
902656986,1--63450,skyhorse publishing
224269297,0--7540,windsor
489995650,0--8093,southern illinois university press
847842640,0--8010,baker books
895728498,1--84653,marvel worldwide inc
895728498,0--7851,marvel worldwide inc
11150936,0--8027,walker and co
905919222,1--78355,packt publishing
905919222,1--78217,packt publishing
948807719,1--4201,avon
948807719,0--00,avon
300096899,0--345,ballantine books
21003648,1--85389,dales large print
937894536,0--385,delacorte press
885281353,0--7486,edinburgh university press
880455610,1--4411,continuum
757148705,1--84708,granta
953436414,1--940743,applied research and design
959648563,0--00,william collins
779521440,0--590,scholastic
809219641,1--4104,gale cengage learning
493347527,0--226,university of chicago press
1043936029,0--8092,contemporary books
937065571,0--7893,rizzoli international publications
908945117,0--256,dorsey press
31192165,0--89145,collector books
874161297,1--78040,iwa pub
961695604,1--78439,packt publishing
59003341,1--4169,simon and schuster books for young readers
59003341,1--4287,simon and schuster books for young readers
54056733,0--520,university of california press
935294057,0--12,academic press
882231293,0--203,routledge
1097165869,1--4822,technomic pub
759771909,0--8028,eerdmans books for young readers
1011988762,0--943955,trafalgar square
880459782,1--56699,rowman and littlefield
964601498,0--521,cambridge university press
1015342687,0--7656,routledge
670475558,0--06,harper voyager
893676318,0--7277,thomas nelson and sons
54644890,0--262,mit press
1080520915,1--5095,polity
1030311031,0--552,corgi books
1059127961,1--338,scholastic inc
909359411,0--285,souvenir press
3466959,0--385,j g ferguson pub co
892460454,0--230,palgrave macmillan
2359320,0--06,harper colophon books
904040328,0--545,scholastic inc
967618977,1--4103,gale cengage learning
481616803,0--498,a s barnes and co
27041466,0--7278,severn house
874177871,0--8108,scarecrow press inc
809460468,0--7531,isis audio books
31857325,0--8308,edicio nes certeza
1044523579,1--61205,paradigm publishers
22234495,0--939784,cepa gallery
1090454482,1--84797,crowood
875056079,90--04,brill
13438994,0--7701,paperjacks
865247890,1--57990,lark books
1084418587,1--4822,crc press
43047640,0--7531,isis large print
31769720,1--56156,masterwork books
882263251,1--315,routledge
21260174,0--399,capricorn books
903002773,1--78326,imperial college press
244065119,1--4231,disney hyperion books
964421080,0--7089,f a thorpe publishing ltd
1026477460,1--4127,phoenix international publications inc
933211089,1--4939,springer
1048573756,0--9801433,jumping cow press
409537,0--8109,h n abrams
760971144,1--59955,sweetwater books
1006509000,1--369,proquest
620465918,0--324,thomson south western
1004670983,1--939449,hobblebush books
20218733,0--672,h w sams
899004297,1--4832,academic press inc
962069646,1--4844,simon spotlight
962069646,1--4814,simon spotlight
894301385,1--4842,apress
3919034,0--8037,dial press
931019099,1--138,routledge
931019099,0--415,routledge
779690056,0--910965,cyberage books
881683677,1--936649,yah yah publications
809197099,1--4458,thorndike press
809197099,1--4104,thorndike press
858968828,1--299,houghton mifflin
858968828,0--547,houghton mifflin
1004981685,0--7660,enslow publishing
1030608632,0--253,indiana university press
1097111231,0--268,university of notre dame press
914168537,0--9908556,turningpointpress
858076533,1--4827,createspace
921938845,0--9766372,sterling and ross
947002719,1--339,university of california riverside
937061672,0--316,little brown and company
958106478,1--306,routledge
958106478,1--315,routledge
909896166,1--315,routledge
909896166,1--317,routledge
1069639447,1--4625,guilford press
1046085327,1--315,crc press taylor and francis group
1046085327,1--4822,crc press taylor and francis group
794621154,0--521,cambridge university press
828182858,1--61066,round table companies
909907422,3--662,springer
933282187,1--60235,parlor press
937631985,0--06,harper
16763856,0--317,association for educational communications and technology
903889728,0--7181,penguin books
259266072,0--553,bantam books
1049174130,0--544,houghton mifflin harcourt
12565677,0--449,ballantine books
1097141825,1--4408,abc clio llc
816079779,0--15,harcourt school
880837003,0--415,routledge
1023775412,0--316,little brown and company
229379838,1--56931,viz media
916313258,1--78378,granta
1087502811,1--5040,mysteriouspress com open road
77131818,0--665,r bentley
899001565,1--4832,elsevier advanced technology
961855591,0--425,berkley prime crime
492919257,0--8108,scarecrow press
1002399057,1--4767,pocket books
495885,0--7221,sphere
779050808,0--304,new york
1081342531,1--108,cambridge university press
1081342531,0--521,cambridge university press
42439687,0--7515,warner books
1079760092,1--57687,pow
880828407,0--425,berkley prime crime
811866434,1--84232,constable
915041975,0--227,james clarke and co
858680967,1--4614,springer
1048714292,1--119,wiley blackwell
1085401504,3--7618,b renreiter
911212916,1--315,routledge
911212916,0--7656,routledge
1019948156,0--600,hamlyn
912304091,1--4597,dundurn
7309294,0--7089,ulverscroft
3523468,0--87685,black sparrow press
869143414,0--671,simon and schuster
1091806869,0--7658,transaction publishers
4687772,0--915380,word works
492332664,0--567,t and t clark international
492332664,0--8264,t and t clark international
253625968,0--590,scholastic press
1056583975,1--4399,temple university press
28988790,0--263,mills and boon ltd
827804,0--8386,fairleigh dickinson university press
903236796,1--62841,spie
912319997,0--415,focal press
912319997,1--315,focal press
1078793352,0--02,schirmer books
1028238328,0--13,pearson
1050362676,0--19,oxford university press
872410391,1--4683,overlook press
1034944430,1--63106,race point publishing a member of quarto publishing group
1034944430,1--62788,race point publishing a member of quarto publishing group
11279524,0--14,penguin
3121174,0--688,morrow
316583696,0--19,oxford university press
949904847,1--4843,international monetary fund
64769360,0--7922,national geographic
878138717,1--118,iste
878138717,1--84821,iste
1028132197,1--5161,lyrical underground kensington publishing corp
966641933,1--138,routledge
3292974,0--14,puffin books
840076932,0--521,cambridge university press
1085206503,0--8237,conference board
948825076,1--60009,netcomics
1083211486,1--5326,wipf and stock
26209374,1--55544,sas institute inc
1090426343,1--5011,atria books
866983287,0--8247,m dekker
865254434,1--4056,bbc audiobooks
868349142,1--118,frommer's
868349142,0--470,frommer's
897376439,0--19,oxford university press
495467160,0--307,broadway books
874157210,0--8232,fordham university press
1002727170,1--137,palgrave macmillan
1962724,0--345,ballantine books
17369344,0--451,new american library
779688590,0--8161,g k hall and co
1037626477,1--315,routledge taylor and francis group
1037626477,1--317,routledge taylor and francis group
952580980,0--545,scholastic inc
885192325,0--449,random house trade paperbacks
960932185,1--4448,linford
1097101274,1--4704,american mathematical society
800594045,1--84511,i b tauris
15840266,0--14,penguin books
907651408,1--4494,andrews mcmeel publishing
1050799986,1--78320,intellect
905736405,1--4671,arcadia publishing
863072712,0--7486,edinburgh university press
39348819,0--8439,leisure books
934010195,0--7923,kluwer academic publishers
319430691,0--7686,sams
1008891192,0--262,mit press
1045467319,0--13,prentice hall
6965771,0--553,bantam
1030761794,1--948340,dottir press
50236776,0--571,faber and faber
927401987,0--7643,schiffer publishing
956775467,1--78348,rowman and littlefield international
1097157635,0--309,national academies press
878111560,0--8130,university press of florida
1078692537,0--19,oxford university press
762834919,0--7445,walker books
1083356927,0--19,oxford university press
11518408,0--906968,komite ng sambayanang pilipino
904761869,1--908355,regnum books international
818952996,1--4073,archaeopress
677909072,0--924886,lawrence hall of science university of california
1037647562,0--85199,cabi pub
926743806,1--63265,career press
352860838,0--9621603,barbara karnes books
801594262,0--356,orbit
1018078224,1--250,picador
887856506,1--890311,edge books
14189304,0--8008,taplinger pub co
868220594,1--60868,new world library
1089473444,0--399,philomel books
1089473444,0--14,philomel books
1089473444,0--439,philomel books
920792931,0--7656,routledge
13795917,0--8104,hayden books
607368216,0--7089,f a thorpe
884585466,1--315,routledge
965602803,0--7566,dk publishing inc
29892799,0--913580,kendall green publications
1697796,0--201,addison wesley pub co
966264207,1--78635,emerald group publishing limited
2809594,0--385,anchor press doubleday
770333210,0--316,little brown and co
38922385,0--7089,charnwood
1021405698,1--292,pearson
1011641848,0--414,sweet and maxwell thomson reuters
7947805,0--89886,mountaineers
1051659027,0--573,s french
23030369,0--373,harlequin books
1019126882,0--399,portfolio penguin
921865114,0--7294,voltaire foundation
30367279,0--9640740,technical innovation center
859560165,1--78347,edward elgar
859560165,1--78254,edward elgar
19327382,0--440,dell pub
948622674,1--78606,john blake
922811486,1--909384,helion and company
38976225,1--56975,seastone
1053888046,1--351,routledge
891384108,1--4704,american mathematical society
908071112,1--84951,packt publishing
944445733,0--316,hachette books
871538041,0--7953,rosetta books
32442338,1--56554,pelican pub
1030975081,1--55267,quarto publishing for prospero books
490629130,0--12,academic press
899009356,1--4832,academic press
491947328,0--14,penguin books
1027712415,0--439,scholastic
958354931,1--137,palgrave macmillan education
956358329,0--9521779,cuba solidarity campaign
1022616233,1--4998,yellow jacket
493975176,0--670,viking
1031969304,1--138,routledge taylor and francis group
894833643,0--85783,kyle books
271375860,0--7100,routledge and kegan paul
1043370980,0--8122,university of pennsylvania press
3178261,0--85391,rapp and whiting
55685544,0--671,pocket books
961213991,1--107,cambridge university press
492913242,0--7456,polity press
1055586578,1--4426,university of minnesota press
1018311960,0--9913340,cap publishing
1088659737,1--4426,university of toronto press
905588733,1--4576,bedford st martin's
36083670,0--87779,merriam webster
50216382,1--891696,bainbridgebooks
952185139,1--5238,cathy a corn
908918779,1--137,palgrave macmillan
958289774,0--19,oxford university press
1061292966,1--5419,speedy publishing
26993845,0--374,noonday press
934510149,1--4511,wolters kluwer
1035386390,1--905559,halban
1045605826,1--101,vintage crime black lizard
427317870,0--575,v gollancz
1080123075,1--68215,valiant
809418016,1--4056,bbc audiobooks
900088376,0--14,penguin books
85994211,0--471,wiley and sons
491232634,0--521,cambridge university press
772869152,0--375,random house
944228568,1--85233,springer
1076968947,1--9838,cynthia fabian
759207881,0--06,harper
1001869696,0--88133,waveland press
1054001559,1--351,routledge
820952367,1--4351,barnes and noble
949922865,1--4767,simon and schuster
27011134,0--8240,garland pub
936346484,90--04,brill
494647308,0--87901,worth publishers
1016327822,1--61519,experiment llc
1019889417,0--9862515,bestseller publishing house
911388089,0--425,ace books
951537422,1--5193,cathy jackson
963672967,1--78673,i b tauris and co ltd
963672967,0--85773,i b tauris and co ltd
954754437,1--5306,createspace independent publishing platform
1082204343,1--315,routledge
1082204343,1--4987,routledge
70408343,0--88385,mathematical association of america
910883194,1--57302,gale cengage learning
953738526,1--118,john wiley and sons ltd
908681777,0--929865,skira rizzoli
908681777,0--8478,skira rizzoli
19814290,0--8161,g k hall
25835988,0--606,harperpaperbacks
25835988,0--06,harperpaperbacks
492094801,1--55581,asm press
1083031345,1--4965,stone arch books
7554458,0--8039,sage publications
1016049106,1--108,cambridge university press
1006316203,1--316,cambridge university press
931026461,1--250,st martin's paperbacks
931026461,1--4472,st martin's paperbacks
1048356879,1--9998593,charco press
1017727587,1--315,routledge
1017727587,1--4822,routledge
908227700,0--415,routledge
877877970,0--89852,tappi press
1058394975,1--62558,start publishing llc
959810158,1--5245,xlibris
899008198,1--4831,pergamon press
13069690,0--451,new american library
809197624,0--684,simon and schuster paperbacks
884830897,0--689,simon and schuster children's pub
29224609,0--415,routledge
8103405,0--7043,quartet books
880663581,1--4095,usborne
890068334,1--60895,amherst media
493806599,0--19,oxford university press
837416018,0--671,simon and schuster
16276526,0--19,oxford university press
867150867,0--85296,institution of electrical engineers
762299509,0--613,puffin books
762299509,0--14,puffin books
1035796278,0--309,ieee
892055962,0--415,routledge
830628294,0--07,mcgraw hill
878788919,0--9839837,circumspect press
919564066,0--7494,kogan page
884582320,0--7735,mcgill queen's university press
891385182,1--4441,hodder education
863154890,0--8263,university of new mexico press
1078695131,0--19,oxford university press
460366324,0--439,scholastic inc
19061669,0--940880,open hand pub
34610929,0--449,ballentine books
1029200003,0--316,hachette books
919296073,90--411,kluwer law international
21073865,0--8041,ivy books
884588624,1--315,routledge
820274552,1--4516,baen
14932720,1--55504,chivers press
14932720,0--7451,chivers press
51356560,1--85152,chancellor press
900799415,0--9619508,kennesaw mountain historical association
930705181,1--4724,gower
1038543897,1--59339,encyclopaedia britannica inc
828722040,1--936959,nta press national science teachers association
44044412,0--924886,lawrence hall of science university of california at berkeley
1037227785,1--934041,swimming kangaroo books
863801600,0--87335,society for mining metallurgy and exploration
466154104,0--465,basic books
39705045,1--85833,coombe books
892878503,1--4833,sage
1034918947,1--138,routledge taylor and francis group
1034918947,1--315,routledge taylor and francis group
1034918947,1--317,routledge taylor and francis group
952123508,0--87106,globe pequot press
1059229126,1--78607,oneworld academic
1079866371,1--9867,after ever after publishing
1045113517,0--19,oxford university press
1082218754,1--351,crc press
867416784,0--8214,ohio university press
907717107,1--4479,pearson education limited
849338138,0--9882899,sarah seidelmann publishing llc
891382136,1--315,routledge
1097129551,1--5225,igi global
874180352,1--62778,cleis press
900486119,1--5028,fairbanks art and books
915039895,1--118,wiley
870562599,1--4271,crabtree publishing company
230187719,1--59005,joy of giving something inc
85444452,0--606,american girl
85444452,1--59369,american girl
85444452,1--4287,american girl
85444452,1--4395,american girl
85444452,1--60744,american girl
1000431838,1--4347,david c cook
490005025,0--415,routledge
508145226,0--88184,carroll and graf
24164427,0--88029,dorset press
903929861,1--61321,sports publishing
11552574,0--06,barnes and noble
926088381,1--4424,simon and schuster books for young readers
319857695,0--7540,chivers press
1090483247,1--4725,bloomsbury
944463488,1--5099,hart publishing
1027982830,1--84376,edward elgar
861529413,1--4843,international monetary fund
874178412,1--4462,sage
909894440,1--62513,britannica digital learning
966301905,0--9932256,bookhub publishing
826300343,1--884989,aerospace press
16653815,0--553,bantam books
779688116,0--8071,louisiana state university press
890830138,0--06,harpercollinspublishers
863701716,1--4057,lexisnexis
1047529757,1--4988,gideon informatics inc
960895477,1--78570,oxbow books
938979039,0--307,anchor books
1008774543,0--7660,enslow publishing
908091529,0--19,oxford university press
946626329,1--5114,jose luis leyva
1009102807,1--4896,av2 by weigl
1082706954,0--665,w blackwood and sons
489988856,0--8032,university of nebraska press
1056980952,0--7494,kogan page limited
13067174,0--441,charter books
7199683,0--590,scholastic book services
889949964,1--908276,other stories
1097087525,1--4833,cq press
868927810,1--285,cengage learning
931866049,0--7006,university press of kansas
1080308700,0--393,w w norton and company
77428765,0--665,d douglas
809726905,1--84395,charnwood
875351879,1--259,mcgraw hill education create
39112919,0--7172,grolier
889308705,0--7551,house of stratus
1030388671,963--386,central europeanuniversity press
5310738,0--8037,dial press
7363266,0--14,penguin books
730406404,1--61143,gorgias press
1033561961,0--691,princeton university press
916035190,0--393,w w norton and company
908348242,0--9961068,robin trustman hofmann
937452550,0--393,w w norton and company
1026239620,0--8129,random house
755039126,0--87784,intervarsity press
824195053,0--7434,atria
12370255,0--689,atheneum
1004819053,1--5263,wayland
25750676,0--440,dell
834431632,1--938067,wnd books
1048403510,1--4133,nolo
871321283,0--8050,henry holt
454977258,0--262,mit press
861119280,1--878461,touchstones press
433632827,0--470,jossey bass
892824437,1--107,cambridge university press
57375674,0--663,silver burdett ginn
7069449,0--7089,ulverscroft
1052704772,1--55583,alyson wonderland
708294928,0--14,penguin books
798498844,1--4109,raintree
923734334,1--4842,apress
914292262,1--78239,atlantic books
937973751,1--85798,millennium
898162136,1--250,picador
939502662,1--4724,ashgate
1035316896,1--351,routledge productivity press
17931740,0--312,st martin's press
857920621,1--135,routledge
857920621,1--315,routledge
40109794,0--201,addison wesley
721095307,0--309,national academy press
46310878,1--57999,gia
778203508,1--4493,o'reilly
34591348,0--8125,tor
1079861121,1--4532,open road integrated media
1047582899,1--4084,thorndike
1047582899,1--4104,thorndike
936965589,0--8264,continuum
427446731,0--585,icon group
921857587,1--936574,va n m i
1030961522,1--5207,john c spahn
610336771,0--8047,stanford university press
12583664,0--14,penguin books
224075774,0--665,e stock
885450643,1--78027,birlinn ltd
965515321,1--84408,virago
9160549,0--7091,r hale
963943193,1--78225,hart publishing
1032351290,1--316,cambridge university press
1032351290,1--107,cambridge university press
1007927319,1--5275,cambridge scholars publishing
962378172,1--943720,perpetual motion machine publishing
842314581,1--4052,egmont
814373118,1--62417,nova publishers
1029879663,0--486,dover
857850614,1--4918,authorhouse
768634485,0--15,graphia houghton mifflin harcourt
927460843,1--4814,aladdin
24774734,0--471,wiley
31320778,0--590,scholastic
879154601,0--566,gower
910702872,1--941701,david zwirner books
910702872,3--86930,david zwirner books
948807852,0--692,rohit gaur studios
300080108,0--935989,national association for the education of young children
27112584,0--340,hodder and stoughton
785802672,1--59112,farrar straus giroux
892613643,0--903319,calouste gulbenkian foundation
1000582498,1--5038,child's world
1043912879,0--7636,candlewick press
1090651748,1--138,routledge taylor and francis group
891383478,1--315,routledge
950963226,1--78279,moon books
870843718,1--4931,xlibris llc
795634644,0--618,houghton mifflin
942588509,1--349,palgrave macmillan
942588509,1--137,palgrave macmillan
905419427,1--4824,gareth stevens publishing
1012342519,1--78811,edward elgar publishing
299714120,0--7368,red brick learning
877077630,1--4938,teacher created materials
877077630,1--4807,teacher created materials
9073393,0--345,ballantine books
221332106,0--7089,charnwood
68811458,1--879164,afrikan world infosystems
1066601696,1--939994,for beginners llc
83813097,0--671,little simon
12183257,0--89145,collector books
642842308,0--373,kimani romance
919580190,1--4987,crc press
818450169,0--19,oxford university press
503194799,1--4043,indypublish com
860400535,0--19,oxford university press
1003289252,1--84904,hurst and company
1090503165,1--62273,vernon press
49224248,0--7434,washington square press
1084624525,0--07,mcgraw hill higher education
1030544934,1--59829,morgan and claypool publishers
1011685525,0--9978706,pski's porch
961310961,0--520,university of california press
846525288,1--4448,f a thorpe publishing
841516614,1--118,wiley
898163795,1--56320,biblica
765505769,1--4088,bloomsbury
1089435947,0--19,oxford university press
1041186777,1--7205,karen macinerney
27363186,0--14,penguin books
36675787,0--87355,national science teachers association
956960266,1--941999,aguilar
956960266,1--945540,aguilar
54525877,0--516,children's press
874022251,1--78279,compass books
903975009,0--19,oxford university press
264043872,0--345,ballantine books
927299888,3--11,de gruyter
903631002,3--319,springer
1054841235,1--78680,pluto press
1054841235,0--7453,pluto press
854497811,1--61250,harvard education press
945634413,1--936376,worldtrek pub
1084392984,1--78342,weldonowen publishing
779047306,1--57490,beeler large print
908400439,0--8101,northwestern university press
1097132965,0--429,routledge
490057595,0--89464,r e krieger pub co
758358353,0--19,oxford university press
870270440,0--7494,kogan page
867243955,1--61039,publicaffairs
1097143691,1--351,crc press
1031048559,1--4384,sunny press
889577060,0--449,ballantine books
1001968709,1--68324,center point large print
946293309,1--137,palgrave macmillan
1027047101,1--4073,bar publishing
892815139,1--881390,wexner center for the arts
952108982,1--4654,dk publishing
903961887,0--8122,university of pennsylvania press
422393130,1--56931,viz communications
758774437,0--7864,mcfarland and co
441855241,0--500,thames and hudson
913796780,0--553,random house
913796780,1--4806,random house
