id,length,text,publisher_pro,isbn_new,year_min,year_max,record
759,1,cleveland museum of art,cleveland museum of art,0--300,2015,2015,1.0
760,1,cliff notes,cliff notes,0--8220,1993,1993,1.0
761,1,cliffs notes,cliffs notes,0--8220,1990,1990,1.0
762,1,clio press,clio press,1--85089,1986,1986,1.0
763,1,clymer publications,clymer publications,0--89287,1980,1980,1.0
764,1,cn times books inc,cn times books inc,1--62774,2013,2013,1.0
765,1,cognella academic publishing,cognella academic publishing,1--63487,2018,2018,1.0
766,1,collector books,collector books,0--89145,1978,1994,4.0
767,1,college publications,college publications,1--84890,2017,2017,1.0
768,1,collier books,collier books,0--684;0--02,1974,1987,3.0
769,1,collingridge books,collingridge books,0--600,1974,1974,1.0
770,1,collins,collins,0--88214;0--06;0--914629;0--00,1967,1997,10.0
771,1,collins educational,collins educational,0--00,2000,2000,1.0
772,1,collins fontana,collins fontana,0--00,1981,1981,1.0
773,1,collins world,collins world,0--529,1978,1978,1.0
774,1,colorado center for community development university of colorado at denver,colorado center for community development university of colorado at denver,1--890730,2002,2002,1.0
775,1,colour library books,colour library books,0--86283,1987,1987,1.0
776,1,colour library books ltd,colour library books ltd,1--85833,1994,1994,1.0
777,1,columbia publishing house,columbia publishing house,0--9746539,2018,2018,1.0
778,1,columbia river book co,columbia river book co,0--9623556,2005,2005,1.0
779,1,columbia university,columbia university,0--231,1970,1970,1.0
780,1,columbia university press,columbia university press,0--231;0--19,1965,2018,17.0
781,1,columbine books,columbine books,0--620,2000,2000,1.0
782,1,combustion institution,combustion institution,1--62276,2012,2012,1.0
783,1,comicsone,comicsone,1--58899,2003,2003,1.0
784,1,commission of the european communities,commission of the european communities,92--825,1982,1989,2.0
785,1,committee for human rights in north korea,committee for human rights in north korea,0--9856480,2009,2009,1.0
786,1,committee for integrity in science education american scientific affiliation,committee for integrity in science education american scientific affiliation,1--881479,1993,1993,1.0
787,1,common courage press,common courage press,1--56751,1999,1999,1.0
788,1,common ground research networks,common ground research networks,1--61229,2018,2018,1.0
789,1,commonwealth secretariat,commonwealth secretariat,1--84859;0--85092,1997,2008,4.0
790,1,communication arts books,communication arts books,0--8038,1990,1990,1.0
791,1,compass books,compass books,1--78099;1--78279,2013,2014,3.0
792,1,compass point books,compass point books,1--4747;0--7565,2019,2019,1.0
793,1,compass press,compass press,1--86340,1998,1998,1.0
794,1,compass rose publications,compass rose publications,1--5236,2016,2016,1.0
795,1,computational mechanics publications,computational mechanics publications,94--011,1992,1992,1.0
796,1,concept systems,concept systems,1--880229,1993,1993,1.0
797,1,concordia pub house,concordia pub house,0--7586,2005,2005,2.0
798,1,conference board,conference board,0--8237,2002,2002,1.0
799,1,conflict studies research centre,conflict studies research centre,1--908428,2013,2013,1.0
800,1,confraternity of saint james,confraternity of saint james,1--906364,2013,2013,1.0
801,1,connecticut law tribune,connecticut law tribune,1--57625,2014,2014,1.0
802,1,constable,constable,1--84232,2001,2001,1.0
803,1,constitution project,constitution project,0--9890608,2013,2013,1.0
804,1,consultants bureau,consultants bureau,0--306,1975,1975,1.0
805,1,contemporary books,contemporary books,0--07;0--8092,1992,2005,2.0
806,1,content technologies inc,content technologies inc,1--4288,2014,2014,1.0
807,1,continuum,continuum,0--8044;0--8264;1--4411,1981,2012,11.0
808,1,contralor a general de la rep blica,contralor a general de la rep blica,958--9351,2013,2013,1.0
809,1,cook communication,cook communication,1--105,2010,2010,1.0
810,1,cook pub co,cook pub co,0--89191,1990,1990,1.0
811,1,cool gus publishing,cool gus publishing,1--62125,2012,2012,1.0
812,1,coombe books,coombe books,1--85833,1998,1998,1.0
813,1,copper beech books,copper beech books,0--606;0--7613,1996,1996,1.0
814,1,copper canyon press,copper canyon press,1--55659,2006,2006,1.0
815,1,corbett vs dempsey,corbett vs dempsey,0--9896512,2013,2013,1.0
816,1,core library,core library,1--68078;1--5321;1--62969;1--68077,2015,2018,5.0
817,1,corgi,corgi,0--552,1989,1989,1.0
818,1,corgi books,corgi books,0--552;0--440,1977,2015,6.0
819,1,cornell university,cornell university,0--8014,2015,2015,1.0
820,1,cornell university press,cornell university press,0--8014;1--5017,1983,2018,5.0
821,1,coronado press,coronado press,0--87291,1976,1976,1.0
822,1,corruption and crime commission,corruption and crime commission,0--9943034,2015,2015,1.0
823,1,corsair,corsair,1--4721,2017,2017,1.0
824,1,corvus,corvus,1--78239;1--84887,2013,2015,3.0
825,1,corwin a sage company,corwin a sage company,1--5063;1--4522,2009,2019,2.0
826,1,corwin literacy,corwin literacy,1--4833,2015,2015,1.0
827,1,corwin press,corwin press,0--7619;1--4833,2003,2003,1.0
828,1,council for research in values and philosophy,council for research in values and philosophy,1--56518,2008,2008,1.0
829,1,council on foreign relations press,council on foreign relations press,0--87609,1989,1989,1.0
830,1,counterpoint,counterpoint,1--61902;1--58243;1--64009,2009,2019,4.0
831,1,country life,country life,0--600,1974,1974,1.0
832,1,country music foundation press,country music foundation press,0--915608,2018,2018,1.0
833,1,covenant communications inc,covenant communications inc,1--62108,2014,2014,1.0
834,1,coward mccann and geoghegan,coward mccann and geoghegan,0--698,1978,1978,1.0
835,1,cq press,cq press,1--5063;1--4833,2008,2017,4.0
836,2,crabtree pub;;crabtree publishing,crabtree pub;;crabtree publishing,0--86505;0--7787,1998,2015,2.0
837,2,crabtree pub co;;crabtree publishing company,crabtree pub co;;crabtree publishing company,1--4271;0--7787,2004,2017,7.0
838,1,cranford press,cranford press,0--904508,1975,1975,1.0
839,1,cranley gallery,cranley gallery,0--9544613,2014,2014,1.0
840,1,crc press,crc press,1--351;1--138;1--4665;1--4987;1--4200;0--429;0--203;0--8493;1--315;1--4398;1--4822;1--4441,1989,2019,50.0
841,1,crc press taylor and francis group,crc press taylor and francis group,1--138;1--4665;1--4987;0--429;1--315;1--4398;1--4822,2014,2019,15.0
842,2,cre me de la crime;;creme de la crime,cre me de la crime;;creme de la crime,0--9547634;1--78029,2006,2016,2.0
843,2,create space independent publishing platform;;createspace independent publishing platform,create space independent publishing platform;;createspace independent publishing platform,1--4802;1--5306;1--5441;1--9869;1--5175;1--7174;1--7220;1--5002;1--4699;1--4954;1--4959;1--5089;1--4937;1--9811;1--5057;1--5446;1--4929;1--5394;1--9841;1--5442;1--5025;0--9980828;1--5114;1--5398;1--5374;1--5470;1--9832;1--4910;1--4935;1--5447;1--5307;1--4810;1--4960,2012,2018,32.0
844,1,created for st martin's press by priddy books,created for st martin's press by priddy books,0--312,2018,2018,1.0
845,1,createspace,createspace,1--4700;1--4752;1--5009;1--4995;1--4895;1--4929;1--4775;1--4782;0--9930940;1--4827;1--4781;1--4849;1--5307;1--4495;1--4997;1--4663;1--4922;1--9805,2009,2018,18.0
846,1,createspace independent,createspace independent,1--5058;1--4975,2014,2014,2.0
847,1,createspace independent publishing,createspace independent publishing,1--5055,2015,2015,1.0
848,1,creative enterprises,creative enterprises,1--880675,2015,2015,1.0
849,1,creative publications,creative publications,0--88488,1974,1974,1.0
850,1,cresent books,cresent books,0--517,1994,1994,1.0
851,1,crestline,crestline,0--7858,2010,2015,3.0
852,1,cricket books,cricket books,0--8126,2010,2010,1.0
853,1,crime club collins,crime club collins,0--451;1--57912;0--00,1968,1968,1.0
854,1,crimson romance,crimson romance,1--5072;1--4405,2014,2017,2.0
855,1,crisp learning,crisp learning,1--56052,2003,2003,1.0
856,1,critic's choice paperbacks,critic's choice paperbacks,1--55547,1988,1988,1.0
857,1,crooked lane,crooked lane,1--68331,2018,2018,1.0
858,1,crossbooks,crossbooks,1--4627,2013,2013,1.0
859,1,crossroad,crossroad,0--8245,1996,1996,1.0
860,1,crossroad pub co,crossroad pub co,0--8245,1987,1987,1.0
861,1,crossway books,crossway books,0--89107,1989,1989,1.0
862,1,crowell,crowell,0--690;0--8152,1974,1983,2.0
863,1,crown,crown,1--101,2017,2017,1.0
864,1,crown archetype,crown archetype,0--553,2015,2015,1.0
865,1,crown books for young readers,crown books for young readers,0--385,2017,2017,1.0
866,1,crown house publishing limited,crown house publishing limited,1--78583,2017,2017,1.0
867,1,crown publishers,crown publishers,0--517;0--553;1--5247,1975,2018,5.0
868,1,crown publishing group,crown publishing group,1--9848,2018,2018,1.0
869,1,crowood,crowood,1--84797,2013,2013,1.0
870,1,cuba solidarity campaign,cuba solidarity campaign,0--9521779,2000,2000,1.0
871,1,cupples and hurd,cupples and hurd,0--665,1982,1982,1.0
872,1,cupples upham,cupples upham,0--665,1982,1982,1.0
873,1,curbside splendor publishing inc,curbside splendor publishing inc,1--940430,2014,2014,1.0
874,1,curran associates inc,curran associates inc,1--62276,2012,2012,1.0
875,1,current medicine,current medicine,0--443,1997,1997,1.0
876,1,curriculum associates,curriculum associates,0--7609;1--4957,2016,2016,1.0
877,1,curzon press,curzon press,0--7007,1979,1979,1.0
878,1,cyberage books,cyberage books,0--910965,2005,2005,1.0
879,1,cynthia fabian,cynthia fabian,1--9838,2018,2018,1.0
880,1,cynthia valero,cynthia valero,1--5089,2015,2015,1.0
881,1,d appleton,d appleton,0--665,1981,1981,1.0
882,1,d douglas,d douglas,0--665,1982,1982,1.0
883,1,d m dewey,d m dewey,0--665,1982,1982,1.0
884,1,d mckay co,d mckay co,0--679,1976,1976,1.0
885,1,d philip,d philip,1--85649;0--86486,1992,1992,1.0
886,1,d reidel,d reidel,90--277,1984,1984,1.0
887,1,d s brewer,d s brewer,1--84384;1--78744,2004,2018,5.0
888,1,d s brewer for peterhouse cambridge,d s brewer for peterhouse cambridge,1--84384,2016,2016,1.0
889,1,d van nostrand,d van nostrand,0--665,1980,1980,1.0
890,1,da capo,da capo,0--306,1970,1970,1.0
891,2,da capo life long;;da capo lifelong,da capo life long;;da capo lifelong,0--7382,2004,2018,3.0
892,1,da capo life long a member of the perseus books group,da capo life long a member of the perseus books group,0--7382,2014,2014,1.0
893,1,da capo press,da capo press,0--306,1970,2002,3.0
894,1,dafina books,dafina books,0--7582,2014,2014,1.0
895,1,dales,dales,1--84262,2004,2004,1.0
896,1,dales large print,dales large print,1--85389,1989,1989,1.0
897,1,dales large print books,dales large print books,1--85389;1--84262,1976,1997,2.0
898,1,dalkey archive press,dalkey archive press,1--62897;1--56478,1999,2018,3.0
899,1,dalmatian press,dalmatian press,1--4530,2013,2013,1.0
900,1,dargaud,dargaud,2--205,1984,2015,3.0
901,1,dargaud pub international,dargaud pub international,0--917201,1995,1995,1.0
902,1,dark horse books,dark horse books,1--61655;1--59307,2004,2014,2.0
903,1,darton longman and todd,darton longman and todd,0--232,2015,2015,1.0
904,1,dave burgess consulting inc,dave burgess consulting inc,0--9969896;0--9882176;0--9969895,2015,2018,3.0
905,1,david c cook,david c cook,0--912692;0--7814;1--4347,1972,2018,4.0
906,1,david fickling books,david fickling books,0--385,2007,2007,1.0
907,1,david r godine,david r godine,0--87923;1--56792,1985,2001,2.0
908,1,david r godine publisher,david r godine publisher,1--56792,1994,1994,1.0
909,1,david smith llc,david smith llc,1--988631,2016,2016,1.0
910,1,david zwirner books,david zwirner books,1--941701;3--86930,2015,2018,2.0
911,1,daw books,daw books,0--88677,1988,1988,1.0
912,1,daw books inc,daw books inc,0--698;0--87997;0--7564,1982,2015,4.0
913,1,dawnrigger publishing,dawnrigger publishing,0--692,2013,2013,1.0
914,1,day books,day books,0--8128,1981,1981,1.0
915,1,dc comics,dc comics,1--4012,2004,2017,4.0
916,1,dc comics vertigo,dc comics vertigo,1--4012,2010,2010,1.0
917,1,ddl books,ddl books,0--929500,1993,1993,1.0
918,1,de gruyter,de gruyter,3--11;1--5015;3--0346;1--61451,2006,2018,24.0
919,1,de gruyter mouton,de gruyter mouton,1--61451;1--5015;3--11,2015,2017,3.0
920,1,de gruyter oldenbourg,de gruyter oldenbourg,3--11,2017,2018,2.0
921,1,de gruyter saur,de gruyter saur,3--11,2014,2014,1.0
922,1,de la presse cramoisy de j m shea,de la presse cramoisy de j m shea,0--665,1982,1982,1.0
923,1,decisionhealth,decisionhealth,1--62202,2017,2017,1.0
924,1,dedalus press,dedalus press,1--910251,2015,2015,1.0
925,1,deep university press,deep university press,1--939755,2015,2015,1.0
926,1,del rey,del rey,1--4735;0--345;0--05;1--250,2012,2018,4.0
927,1,del rey ballantine,del rey ballantine,0--345,1998,1998,1.0
928,1,del rey ballantine books,del rey ballantine books,0--345,2007,2013,2.0
929,1,delacorte press,delacorte press,0--385;0--440,1987,2015,2.0
930,1,delacorte press seymour lawrence,delacorte press seymour lawrence,0--385;0--440,1979,1993,2.0
931,1,delete press,delete press,0--9991037,2018,2018,1.0
932,1,dell,dell,0--440;1--4481;0--385;0--915220,1977,2010,20.0
933,1,dell laurel leaf,dell laurel leaf,0--679,2004,2004,1.0
934,2,dell pub;;dell publishing,dell pub;;dell publishing,0--307;0--385;0--396;1--5181;0--440,1968,2009,11.0
935,1,dell pub co,dell pub co,0--440,1979,1985,3.0
936,1,dell publishing co inc,dell publishing co inc,0--440,1984,1984,1.0
937,1,dell yearling,dell yearling,1--4131;0--440,1997,2001,2.0
938,1,delmar publishers,delmar publishers,0--8273,1998,1999,2.0
939,1,delmonico books,delmonico books,3--7913,2014,2014,1.0
940,1,delmonico books prestel,delmonico books prestel,3--7913,2016,2016,1.0
941,1,delta,delta,0--385,1993,1994,2.0
942,1,delta book,delta book,0--385,1993,1993,1.0
943,1,delta books,delta books,0--8180,1975,1975,1.0
944,1,delta education,delta education,1--62571,2018,2018,1.0
945,1,dennis mcmillan,dennis mcmillan,0--9609986,1984,1984,1.0
946,1,department of public health and epidemiology university of birmingham,department of public health and epidemiology university of birmingham,0--7044,2004,2004,1.0
947,1,derek bok center for teaching and learning harvard university,derek bok center for teaching and learning harvard university,0--9662468,2002,2002,1.0
948,1,derrydale books,derrydale books,0--517,1994,1994,1.0
949,1,design studio press,design studio press,1--62465,2018,2018,1.0
950,1,desperation press turnrow books,desperation press turnrow books,0--9703964,2014,2014,1.0
951,1,destiny books,destiny books,0--89281,1987,1987,1.0
952,1,destiny image publishers,destiny image publishers,1--56043,1997,1997,1.0
953,1,devorss,devorss,0--87516,1987,1987,1.0
954,1,devorss and company,devorss and company,0--87516,1976,1976,1.0
955,1,devotional life press,devotional life press,0--9670843,2001,2001,1.0
956,1,dew bear enterprises,dew bear enterprises,1--942261,2015,2015,1.0
957,1,dey st,dey st,1--4342;0--06;1--62370,2014,2018,5.0
958,1,dial books for young readers,dial books for young readers,1--101;0--7352;1--5444;0--8037,1984,2018,5.0
959,1,dial press,dial press,0--385;0--8037,1978,2006,4.0
960,1,dial press trade paperbacks,dial press trade paperbacks,0--385,2008,2008,1.0
961,1,diane craver,diane craver,1--5022,2014,2014,1.0
962,1,dianne harman,dianne harman,1--5405,2016,2016,1.0
963,1,digital legend,digital legend,1--937735,2012,2012,1.0
964,1,digital legend press,digital legend press,1--937735,2011,2011,1.0
965,1,digital legend publishing,digital legend publishing,1--937901,2014,2014,1.0
966,1,director of national parks,director of national parks,0--9807460,2016,2016,1.0
967,1,discovery house,discovery house,1--62707,2015,2015,1.0
968,1,discovery house publishers,discovery house publishers,1--57293,2014,2014,1.0
969,1,disney book group,disney book group,1--4847,2015,2015,1.0
970,1,disney hyperion books,disney hyperion books,1--4231;0--7868;1--60686,2007,2009,2.0
971,1,disney press,disney press,1--368;1--4847,2013,2018,2.0
972,1,diversion books,diversion books,1--68230;1--62681;1--4296,2013,2016,4.0
973,1,diversion publishing corp,diversion publishing corp,1--4296;1--62681,2013,2015,2.0
974,1,dk,dk,1--4654;0--241,2017,2018,2.0
975,1,dk penguin random house,dk penguin random house,0--241,2016,2016,1.0
976,2,dk pub;;dk publishing,dk pub;;dk publishing,1--5490;0--7894;1--5364;1--4654;0--7566;1--5182,1997,2017,9.0
977,1,dk publishing inc,dk publishing inc,0--7566;1--4654,2011,2018,2.0
978,1,dobby,dobby,1--85882,1994,1994,1.0
979,1,dodd mead,dodd mead,0--396,1981,1985,2.0
980,2,dodd mead and co;;dodd mead and company,dodd mead and co;;dodd mead and company,0--553;0--396,1972,1986,3.0
981,1,dodge pub co,dodge pub co,0--665,1981,1981,1.0
982,1,dog ear pubilshing,dog ear pubilshing,1--4575,2018,2018,1.0
983,1,dog ear publishing,dog ear publishing,1--60844,2009,2009,1.0
984,1,dollard publishing company inc,dollard publishing company inc,0--9729467,2004,2004,1.0
985,1,dolmen press,dolmen press,0--85105;0--19,1979,1979,1.0
986,1,dolphin,dolphin,1--85881,2004,2004,1.0
987,1,donald i fine,donald i fine,1--55611,1987,1987,1.0
988,1,dorchester pub,dorchester pub,0--8439,2003,2003,1.0
989,2,dorchester pub co;;dorchester publishing co,dorchester pub co;;dorchester publishing co,0--8439;0--85768,1994,2004,2.0
990,1,dorcus smucker,dorcus smucker,0--9883329,2012,2012,1.0
991,1,dorling kindersley,dorling kindersley,0--7566;85--250,1987,2011,3.0
992,1,dorling kindersley limited,dorling kindersley limited,0--241,2018,2018,1.0
993,1,dorrance publishing co inc,dorrance publishing co inc,1--4809,2013,2013,1.0
994,1,dorset press,dorset press,0--88029,1989,1991,2.0
995,1,dorsey press,dorsey press,0--256,uuuu,uuuu,1.0
996,1,dos madres press inc,dos madres press inc,1--933675,2013,2013,1.0
997,1,dottir press,dottir press,1--948340,2018,2018,1.0
998,1,double r publishing,double r publishing,0--9718696,2002,2002,1.0
999,1,double take,double take,0--9972899,2016,2016,1.0
1000,1,doubleday,doubleday,0--552;0--385,1975,2010,7.0
1001,1,doubleday ireland,doubleday ireland,1--78162,2014,2014,1.0
1002,1,doubleday large print books,doubleday large print books,0--7394,2004,2004,1.0
1003,1,douglas and mcintyre,douglas and mcintyre,1--55365;0--88899;1--926685,2003,2013,4.0
1004,1,dover,dover,0--486,1984,1984,1.0
1005,1,dover pub,dover pub,0--486,1969,1994,2.0
1006,1,dover publications,dover publications,0--486,1950,2006,6.0
1007,1,dover publications inc,dover publications inc,0--486,1988,2017,4.0
1008,1,down and out books,down and out books,1--943402,2017,2017,1.0
1009,1,down east,down east,1--4617,2013,2013,1.0
1010,1,down east books,down east books,1--60893;1--4617,1996,2014,2.0
1011,1,downtown bookworks,downtown bookworks,1--935703,2012,2012,1.0
1012,1,dr john douillard's lifespa,dr john douillard's lifespa,0--9898242,2016,2016,1.0
1013,1,dragonfly books,dragonfly books,0--394;0--517,1989,1998,2.0
1014,1,drake publishers,drake publishers,0--8473;0--87749,1973,1978,2.0
1015,1,drama book publishers,drama book publishers,0--89676,1984,1984,1.0
1016,1,dramatists play service,dramatists play service,0--8222,1994,2016,3.0
1017,1,dramatists play service inc,dramatists play service inc,0--8222,2000,2018,4.0
1018,1,dreamspinner press,dreamspinner press,1--62798;1--63533;1--62380,2013,2017,5.0
1019,1,drumcondra publications,drumcondra publications,0--9564110,2011,2011,1.0
1020,1,dublin city public libraries,dublin city public libraries,1--907002,2010,2010,1.0
1021,1,duckworth,duckworth,0--7156,1979,1979,1.0
1022,1,dukane press,dukane press,0--87800,1971,1971,1.0
1023,1,duke classics,duke classics,1--62011;1--63421;1--62012;1--62013,2012,2014,7.0
1024,1,duke university press,duke university press,1--283;0--8223,1977,2017,6.0
1025,1,duncan baird,duncan baird,1--84483,2007,2007,1.0
1026,1,dundurn,dundurn,1--4597,2015,2015,1.0
1027,1,dunedin,dunedin,1--78046,2014,2017,2.0
1028,1,dunwoody press,dunwoody press,0--931745,2013,2013,1.0
1029,1,duo press llc,duo press llc,1--938093,2015,2015,1.0
1030,1,durandus,durandus,1--940575,2011,2011,1.0
1031,1,dutton,dutton,0--525;1--4022;1--101;1--5247,1967,2019,8.0
1032,1,dutton children's books,dutton children's books,0--525;0--14,1985,2001,2.0
1033,1,duxbury press,duxbury press,0--534,1994,1994,1.0
1034,1,dynamama,dynamama,0--9864304,2015,2015,1.0
1035,1,dynamic learning,dynamic learning,1--4718,2014,2017,3.0
1036,1,dzanc books,dzanc books,1--941531;1--937854;1--941088;1--4976,2013,2014,3.0
1037,2,e and f n spon;;e and fn spon,e and f n spon;;e and fn spon,0--419;0--203,1971,2003,3.0
1038,2,e arnold;;edward arnold,e arnold;;edward arnold,0--7131,1971,1987,5.0
1039,1,e artnow ebooks,e artnow ebooks,80--7484,2013,2013,1.0
1040,1,e ditions dilecta,e ditions dilecta,2--37372,2016,2016,1.0
1041,2,e elgar;;edward elgar,e elgar;;edward elgar,0--85793;1--84980;1--78254;1--84844;1--78347;1--78100;1--84542;1--84376;1--84720;1--84064;1--78195,2002,2015,24.0
1042,1,e flux,e flux,0--8166,2015,2015,1.0
1043,1,e horwood,e horwood,0--85312;0--470,1982,1984,2.0
1044,1,e p dutton,e p dutton,0--525,1976,1989,2.0
1045,1,e reads,e reads,1--61756,2013,2013,2.0
1046,1,e stanford,e stanford,0--665,1982,1982,1.0
1047,1,e stock,e stock,0--665,1980,1980,1.0
1048,1,earthscan,earthscan,1--317;1--138;1--315,1988,2016,3.0
1049,1,eberly press,eberly press,0--932296,1979,1979,1.0
1050,1,ebookslib,ebookslib,1--4121,2011,2011,1.0
1051,1,ebury publishing,ebury publishing,1--4735;1--250,2017,2018,2.0
1052,1,ecco,ecco,0--06;0--670;1--57423;1--84792,2003,2018,5.0
1053,1,eckhartz press,eckhartz press,0--9848049,2013,2013,1.0
1054,1,eclipse books,eclipse books,0--913035,1990,1990,1.0
1055,1,ecpr press,ecpr press,1--78552,2016,2016,1.0
1056,1,edc publishing,edc publishing,0--7945,2017,2017,2.0
1057,1,eden project,eden project,1--903919,2006,2006,1.0
1058,1,edgar elgar publishing,edgar elgar publishing,1--78471,2015,2015,1.0
1059,1,edge books,edge books,1--890311,2014,2014,1.0
1060,1,edicio nes certeza,edicio nes certeza,0--8308,1991,1991,1.0
1061,1,ediciones universal,ediciones universal,0--89729,1981,1981,1.0
1062,1,edinburgh university press,edinburgh university press,1--283;1--4744;0--7486,1989,2018,16.0
1063,1,editions a pedone,editions a pedone,1--5099,2019,2019,1.0
1064,1,editora ufsc,editora ufsc,85--328,2017,2017,1.0
1065,1,editorial a contracorriente,editorial a contracorriente,1--945234,2016,2016,1.0
1066,1,editorial pontificia universidad javeriana,editorial pontificia universidad javeriana,958--781,2017,2017,1.0
1067,1,editorial vida,editorial vida,0--8297,2012,2013,2.0
1068,1,edizioni press,edizioni press,1--931536,2002,2002,1.0
1069,1,education next books hoover institution press stanford university,education next books hoover institution press stanford university,0--8179,2014,2014,1.0
1070,1,educational communications inc,educational communications inc,0--930315,1985,1985,1.0
1071,1,educational design,educational design,0--87694,1993,1993,1.0
1072,1,educational technology publications,educational technology publications,0--87778,1994,1994,1.0
1073,1,educators publishing service service,educators publishing service service,0--8388,2008,2008,1.0
1074,2,edward elgar pub;;edward elgar publishing,edward elgar pub;;edward elgar publishing,1--84980;1--78254;1--84542;1--78897;1--78536;1--78471;1--78643;1--78811;1--84064,2000,2018,11.0
1075,2,edward elgar publishing limited;;edward elgar publishing ltd,edward elgar publishing limited;;edward elgar publishing ltd,1--78347;1--78471;1--78195;1--78811,2013,2018,4.0
1076,1,edwin mellen press,edwin mellen press,0--7734,2014,2014,1.0
1077,1,ee edward elgar publishing,ee edward elgar publishing,1--78536;1--78471,2016,2016,3.0
1078,1,eerdmans,eerdmans,0--8028,1966,1983,3.0
1079,1,eerdmans books for young readers,eerdmans books for young readers,0--8028,2012,2012,1.0
1080,1,eerdmans publishing company,eerdmans publishing company,0--8028,2007,2007,1.0
1081,1,egmont,egmont,1--4052,1999,2018,7.0
1082,1,egmont uk,egmont uk,1--4052,2018,2018,1.0
1083,1,egmont uk limited,egmont uk limited,1--4052,2016,2018,4.0
1084,1,eisenbrauns,eisenbrauns,1--57506,2014,2014,1.0
1085,1,el cid editor,el cid editor,1--4492,2009,2009,1.0
1086,1,eland,eland,1--906011,2011,2011,1.0
1087,1,eleanor d wilson museum hollins university,eleanor d wilson museum hollins university,0--9823025,2012,2012,1.0
1088,1,element,element,1--86204;0--00,1999,2005,2.0
1089,1,element children's books,element children's books,1--902618,2002,2002,1.0
1090,1,elephant house press,elephant house press,0--6484200,2018,2018,1.0
1091,1,elephant rock books,elephant rock books,1--7324141,2018,2018,1.0
1092,1,ella frank llc,ella frank llc,1--9861,2018,2018,1.0
1093,1,ellis island immigrant cookbook,ellis island immigrant cookbook,0--9629198,1997,1997,1.0
1094,1,ellora's cave,ellora's cave,1--4199,2005,2012,2.0
1095,2,ellora's cave pub;;ellora's cave publishing,ellora's cave pub;;ellora's cave publishing,1--4199,2006,2011,3.0
1096,1,ellora's cave publishing inc,ellora's cave publishing inc,1--4199,2007,2011,3.0
1097,2,ellora's cave romantica pub;;ellora's cave romantica publishing,ellora's cave romantica pub;;ellora's cave romantica publishing,1--4199,2009,2012,2.0
1098,1,ellora's cave romatica publishing,ellora's cave romatica publishing,1--4199,2007,2007,1.0
1099,1,elservier,elservier,0--12,2003,2003,1.0
1100,1,elsevier,elsevier,0--444;0--85709;0--08;1--5225;0--85334;1--299;1--78242;1--907184;1--4831;0--7506;0--323;1--85617;1--4557;0--12,1984,2020,63.0
1101,1,elsevier academic press,elsevier academic press,0--12,2014,2016,3.0
1102,1,elsevier advanced technology,elsevier advanced technology,1--4832,1993,1993,1.0
1103,1,elsevier ap academic press,elsevier ap academic press,0--12,2016,2016,1.0
1104,1,elsevier applied science,elsevier applied science,94--011,1991,1991,1.0
1105,1,elsevier butterworth heinemann,elsevier butterworth heinemann,1--85617,2009,2009,1.0
1106,1,elsevier inc,elsevier inc,0--323,2017,2017,2.0
1107,1,elsevier ltd,elsevier ltd,0--12,2018,2018,1.0
1108,1,elsevier saunders,elsevier saunders,0--323;1--4557;0--7020;1--4377,2012,2016,7.0
1109,1,elsevier science publishers b v,elsevier science publishers b v,0--444,1992,1992,1.0
1110,1,emerald,emerald,1--78560;1--78190;1--78350,2013,2015,4.0
1111,1,emerald group publishing limited,emerald group publishing limited,1--78635;1--78714;1--78350,2014,2017,3.0
1112,1,emerald publishing limited,emerald publishing limited,1--78714;1--78754,2017,2018,2.0
1113,1,emeralda ltd,emeralda ltd,0--907453,1976,1976,1.0
1114,1,emerson books,emerson books,0--87523,1969,1969,1.0
1115,1,empak enterprises,empak enterprises,0--9616156,1987,1987,1.0
1116,1,encircle publications,encircle publications,1--948338,2017,2017,1.0
1117,1,encounter books,encounter books,1--59403,2017,2017,1.0
1118,1,encyclopaedia britannica,encyclopaedia britannica,0--85229;1--59339,1990,2005,2.0
1119,1,encyclopaedia britannica inc,encyclopaedia britannica inc,1--59339,2010,2010,1.0
1120,1,enslow elementary,enslow elementary,0--7660,2015,2015,1.0
1121,1,enslow publishers,enslow publishers,0--7660;1--4645,2001,2014,2.0
1122,1,enslow publishers inc,enslow publishers inc,0--7660,2015,2015,2.0
1123,1,enslow publishing,enslow publishing,0--7660,2018,2019,4.0
1124,1,entangled brazen,entangled brazen,1--68281,2016,2016,1.0
1125,1,entangled publishing llc,entangled publishing llc,1--62266,2013,2013,1.0
1126,1,environmental law institute,environmental law institute,1--58576,2002,2015,2.0
1127,1,eos,eos,0--06;0--380,2003,2008,2.0
1128,1,ep books,ep books,1--78397,2013,2013,1.0
1129,1,epic comics,epic comics,0--87135,1989,1989,1.0
1130,1,epic escape,epic escape,1--68076,2018,2018,1.0
1131,1,epic press,epic press,1--68076,2018,2018,1.0
1132,1,eps players press,eps players press,0--88734,1998,1998,1.0
1133,1,equator,equator,0--615,2013,2013,1.0
1134,1,equinox,equinox,1--78179;1--84553,2013,2014,3.0
1135,1,eraldo lucero,eraldo lucero,1--5031,2014,2014,1.0
1136,1,eraserhead press,eraserhead press,1--62105,2018,2018,1.0
1137,1,ereads com,ereads com,0--7592,2002,2003,2.0
1138,1,ernest bywater,ernest bywater,1--312,2018,2018,1.0
1139,1,erstwhile publications,erstwhile publications,0--615,2013,2013,1.0
