id,length,text,publisher_pro,isbn_new,year_min,year_max,record
2006,1,lutterworth press,lutterworth press,0--7188,2008,2008,1.0
2007,1,lyceum books,lyceum books,1--935871,2014,2014,1.0
2008,1,lyle stuart,lyle stuart,0--8184,1984,1984,1.0
2009,1,lynne rienner,lynne rienner,1--55587,1993,1993,1.0
2010,1,lynne rienner publishers,lynne rienner publishers,1--62637,2003,2003,1.0
2011,1,lyons legacy publishing,lyons legacy publishing,0--9910891,2013,2013,1.0
2012,1,lyons press,lyons press,1--4930,2014,2014,1.0
2013,1,lyrical underground kensington publishing corp,lyrical underground kensington publishing corp,1--5161,2017,2017,1.0
2014,1,lythway press,lythway press,0--85046,1976,1976,1.0
2015,2,m dekker;;marcel dekker,m dekker;;marcel dekker,0--8247,1975,2003,4.0
2016,2,m dekker inc;;marcel dekker inc,m dekker inc;;marcel dekker inc,0--8247;0--203,2003,2003,2.0
2017,1,m e sharpe,m e sharpe,0--7099;0--87332,1981,1981,1.0
2018,1,m evans,m evans,1--59077,2014,2014,1.0
2019,2,m i t press;;mit press,m i t press;;mit press,1--306;0--262;1--299;1--336;0--585;1--322,1973,2019,45.0
2020,1,m nijhoff,m nijhoff,90--247;90--04,1983,2014,2.0
2021,1,macat international ltd,macat international ltd,1--912453,2018,2018,1.0
2022,1,macdonald,macdonald,0--7088;0--356;0--7515,1991,2000,2.0
2023,1,macdonald and co,macdonald and co,0--382,1978,1978,1.0
2024,1,macdonald educational,macdonald educational,0--382,1978,1978,1.0
2025,1,mackinac island press,mackinac island press,1--934133,2011,2011,1.0
2026,1,maclehose press,maclehose press,0--85705;1--68144,2015,2017,2.0
2027,1,maclehose press quercus,maclehose press quercus,0--85705;0--85738,2014,2014,1.0
2028,1,macmillan,macmillan,0--333;0--665;1--5098;0--312;1--4472;0--230;1--4050;0--02,1964,2017,23.0
2029,1,macmillan children's,macmillan children's,0--230,2012,2012,1.0
2030,1,macmillan children's books,macmillan children's books,1--5098;1--5290;1--4472,2014,2018,6.0
2031,1,macmillan education,macmillan education,0--230;1--4050,2005,2005,1.0
2032,1,macmillan heinemann elt,macmillan heinemann elt,0--435,2002,2002,1.0
2033,1,macmillan press,macmillan press,0--333,1980,1984,2.0
2034,2,macmillan pub co;;macmillan publishing company,macmillan pub co;;macmillan publishing company,0--684;0--02,1987,1989,3.0
2035,1,macmillan publishers,macmillan publishers,1--56159,1995,1995,1.0
2036,1,macmillan publishing group,macmillan publishing group,1--250,2019,2019,1.0
2037,1,madison books,madison books,1--4617,1991,1991,1.0
2038,1,mage publishers mage publishers inc,mage publishers mage publishers inc,1--933823,2011,2011,1.0
2039,1,magic inc,magic inc,0--9729263,2017,2017,1.0
2040,1,magna large print books,magna large print books,0--7505,1993,2016,9.0
2041,1,magna print,magna print,1--85057,1989,1989,1.0
2042,1,magna print books,magna print books,0--86009,1982,1983,2.0
2043,1,magpie ink,magpie ink,0--9899434,2013,2013,1.0
2044,1,main street rag publishing company,main street rag publishing company,1--59948,2018,2018,1.0
2045,1,mainstream,mainstream,1--84018,2001,2001,1.0
2046,1,mainstream publishing,mainstream publishing,1--78057,2014,2014,1.0
2047,1,making memories,making memories,1--893352,2007,2007,1.0
2048,1,mallard press,mallard press,0--7924,1992,1992,1.0
2049,1,mammoth,mammoth,0--7497,2000,2000,1.0
2050,1,manchester university press,manchester university press,0--7190,1968,2016,4.0
2051,1,mandarin,mandarin,0--7493,1997,1997,1.0
2052,1,mango publishing group,mango publishing group,1--63353,2018,2018,1.0
2053,1,manhattan prep,manhattan prep,1--937707,2014,2014,2.0
2054,1,manhattan prep publishing,manhattan prep publishing,1--941234,2015,2015,1.0
2055,1,manning,manning,1--61729,2016,2016,1.0
2056,1,manning publications co,manning publications co,1--63343,2016,2016,1.0
2057,1,mantle,mantle,0--230,2013,2013,1.0
2058,1,mantra,mantra,1--85269,2002,2007,2.0
2059,1,mantra lingua,mantra lingua,1--84611;1--78142;1--84444,2006,2012,3.0
2060,1,mapie books,mapie books,1--85487,1994,1994,1.0
2061,1,marcus r bowman,marcus r bowman,1--9849,2019,2019,1.0
2062,1,margaret k mcelderry books,margaret k mcelderry books,1--4424,2012,2012,1.0
2063,1,margaret thomas,margaret thomas,0--9559957,2012,2012,1.0
2064,1,mariner books houghton mifflin,mariner books houghton mifflin,1--306,2006,2006,1.0
2065,1,mariner books houghton mifflin harcourt,mariner books houghton mifflin harcourt,1--328;0--544,2016,2017,3.0
2066,1,marion boyars,marion boyars,0--7145,2000,2010,3.0
2067,1,marquette university press,marquette university press,0--87462,2013,2013,1.0
2068,1,marshall cavendish,marshall cavendish,0--7614,1997,2006,3.0
2069,1,marshall cavendish benchmark,marshall cavendish benchmark,1--60870,2012,2012,1.0
2070,1,marshall cavendish elt,marshall cavendish elt,0--462,2004,2004,1.0
2071,1,marvel,marvel,0--7851;1--4847,2011,2017,3.0
2072,1,marvel comics,marvel comics,0--87135,1989,1990,2.0
2073,1,marvel entertainment,marvel entertainment,1--302,2017,2017,1.0
2074,1,marvel publishing,marvel publishing,0--7851,2006,2006,1.0
2075,1,marvel worldwide,marvel worldwide,0--7851,2010,2012,2.0
2076,1,marvel worldwide a subsidiary of marvel entertainment llc,marvel worldwide a subsidiary of marvel entertainment llc,1--302,2017,2017,1.0
2077,1,marvel worldwide inc,marvel worldwide inc,1--302;0--7851;1--84653,2011,2018,10.0
2078,1,marvel worldwide inc a subsidary of marvel entertainment llc,marvel worldwide inc a subsidary of marvel entertainment llc,0--7851,2015,2015,1.0
2079,1,marvel worldwide inc a subsidiary of marvel entertainment llc,marvel worldwide inc a subsidiary of marvel entertainment llc,1--302;0--7851,2015,2018,5.0
2080,1,mary goulet media,mary goulet media,0--9832209,2011,2011,1.0
2081,1,mary jane hayes,mary jane hayes,0--9819634,2016,2016,1.0
2082,1,mary jones day,mary jones day,1--4912,2013,2013,1.0
2083,1,mascot books,mascot books,1--63177,2015,2015,1.0
2084,1,mason crest,mason crest,1--4222,2014,2019,9.0
2085,1,mason crest publishers,mason crest publishers,1--59084;1--4222,2002,2018,6.0
2086,1,masquerade books,masquerade books,1--56333,1993,1993,1.0
2087,1,massachusetts historical society,massachusetts historical society,0--8139,1984,1984,1.0
2088,1,masterwork books,masterwork books,1--56156,1994,1994,1.0
2089,1,matador,matador,1--78803;1--78589,2016,2018,2.0
2090,1,materials research society,materials research society,1--5108,2015,2015,1.0
2091,1,mathematical association of america,mathematical association of america,0--88385,1963,2012,4.0
2092,1,matian press,matian press,0--9853978,2012,2012,1.0
2093,1,matthew deans,matthew deans,0--323,2016,2016,1.0
2094,1,maverick books inc,maverick books inc,1--59188;0--670;0--14,2017,2017,1.0
2095,1,may 4th productions inc,may 4th productions inc,0--578,2010,2010,1.0
2096,1,mayo clinic scientific press,mayo clinic scientific press,0--19,2015,2015,1.0
2097,2,mc farland and company inc publishers;;mcfarland and company inc publishers,mc farland and company inc publishers;;mcfarland and company inc publishers,0--7864;1--4766,1999,2016,5.0
2098,1,mcclelland and stewart,mcclelland and stewart,0--7710,1982,1982,1.0
2099,1,mcdonald institute for archaeological research university of cambridge,mcdonald institute for archaeological research university of cambridge,1--902937,2017,2017,1.0
2100,1,mcfarland,mcfarland,0--7864;1--4766,2008,2014,3.0
2101,2,mcfarland and co;;mcfarland and company,mcfarland and co;;mcfarland and company,0--7864,1997,2009,2.0
2102,1,mcfarland and co publishers,mcfarland and co publishers,0--7864,2016,2016,1.0
2103,2,mcgill queen's university press;;mcgill queen'suniversity press,mcgill queen's university press;;mcgill queen'suniversity press,0--7735,2014,2018,8.0
2104,1,mcgraw hill,mcgraw hill,1--259;1--281;0--470;0--07;958--600,1970,2015,21.0
2105,2,mcgraw hill book co;;mcgraw hill book company,mcgraw hill book co;;mcgraw hill book company,0--07,1973,1974,2.0
2106,2,mcgraw hill children's pub;;mcgraw hill children's publishing,mcgraw hill children's pub;;mcgraw hill children's publishing,1--57768,2002,2002,2.0
2107,1,mcgraw hill co,mcgraw hill co,0--07,2012,2012,1.0
2108,1,mcgraw hill custom publishing mcgraw hill ryerson,mcgraw hill custom publishing mcgraw hill ryerson,0--07,2011,2011,1.0
2109,1,mcgraw hill education,mcgraw hill education,1--308;981--315;1--259;981--4577;0--02;0--07;1--260,2014,2019,15.0
2110,1,mcgraw hill education create,mcgraw hill education create,1--259,2014,2014,1.0
2111,1,mcgraw hill education india private limited,mcgraw hill education india private limited,1--259,2013,2013,1.0
2112,1,mcgraw hill education medical,mcgraw hill education medical,0--07,2014,2014,1.0
2113,1,mcgraw hill higher education,mcgraw hill higher education,0--07,2011,2011,1.0
2114,1,mcgraw hill inc health professions divisions,mcgraw hill inc health professions divisions,0--07,1994,1994,1.0
2115,1,mcgraw hill international book co,mcgraw hill international book co,0--07,1978,1980,2.0
2116,1,mcgraw hill irwin,mcgraw hill irwin,0--07;1--259,2013,2014,2.0
2117,1,mcgraw hill learning solutions,mcgraw hill learning solutions,0--07,2012,2012,1.0
2118,1,mdis publications,mdis publications,1--85822,1997,1997,1.0
2119,1,meadowbrook press,meadowbrook press,1--4516,2006,2006,1.0
2120,1,mediaworks,mediaworks,1--879727,1992,1992,1.0
2121,1,medical information science reference,medical information science reference,1--5225,2018,2018,1.0
2122,1,medieval institute publications,medieval institute publications,1--58044,2002,2002,1.0
2123,1,medikidz publishing,medikidz publishing,1--906935,2011,2011,1.0
2124,1,medmaster,medmaster,0--07,2000,2000,1.0
2125,1,mel bay publications,mel bay publications,0--7866,2013,2013,1.0
2126,1,memento pub,memento pub,0--615,2011,2011,1.0
2127,1,menasha ridge press,menasha ridge press,1--56044,1996,1996,1.0
2128,1,menasha rigde press,menasha rigde press,0--89732,2011,2011,1.0
2129,1,mendon cottage books jd biz publishing,mendon cottage books jd biz publishing,1--5057,2014,2014,1.0
2130,1,mentoring minds,mentoring minds,1--62763,2013,2013,1.0
2131,1,mercat press,mercat press,1--85752;1--873644,1993,1993,1.0
2132,1,mercer university press,mercer university press,0--88146;0--86554,1987,2018,2.0
2133,1,meredith rachek,meredith rachek,0--692,2014,2014,1.0
2134,1,merehurst press,merehurst press,1--85391,1998,1998,1.0
2135,1,merkos l'inyonei chinuch,merkos l'inyonei chinuch,0--8266,1996,1996,1.0
2136,1,merlin books,merlin books,0--86303,1992,1992,1.0
2137,1,merriam webster,merriam webster,0--87779,1997,1997,1.0
2138,1,merriam webster incorporated,merriam webster incorporated,0--87779,2017,2017,1.0
2139,1,mesorah publications,mesorah publications,1--4226;0--89906,1994,2016,2.0
2140,1,methuen,methuen,0--413;0--416,1977,2007,10.0
2141,1,methuen and co ltd,methuen and co ltd,0--416,1987,1987,1.0
2142,1,metro books,metro books,1--4351,2008,2011,2.0
2143,1,metropolitan books henry holt and company,metropolitan books henry holt and company,1--55199,2013,2013,1.0
2144,1,metropolitan museum of art,metropolitan museum of art,0--87099;1--58839,1999,2017,2.0
2145,1,meyer and meyer sport,meyer and meyer sport,1--78255;1--84126,2010,2016,2.0
2146,1,michigan state university press,michigan state university press,1--61186;1--60917;1--62895,2014,2014,2.0
2147,1,microsoft press,microsoft press,0--7356,2005,2005,1.0
2148,1,milet,milet,1--84059,2010,2010,1.0
2149,1,milet publishing,milet publishing,1--78508,2017,2017,1.0
2150,1,millbrook press,millbrook press,0--7613,2006,2006,1.0
2151,1,millennium,millennium,1--85798,1996,1996,1.0
2152,1,mills and boon,mills and boon,0--263,1973,2019,11.0
2153,1,mills and boon ltd,mills and boon ltd,0--263,1984,1993,2.0
2154,1,mind unlimited press,mind unlimited press,0--9862773,2015,2015,1.0
2155,1,minotaur books,minotaur books,1--250;1--4668,2013,2018,5.0
2156,1,miranda gargasz,miranda gargasz,1--4960,2014,2014,1.0
2157,1,mirror publishing,mirror publishing,1--61225,2014,2014,1.0
2158,1,missouri botanical garden press,missouri botanical garden press,0--9884551,2018,2018,1.0
2159,1,mit,mit,0--262,1989,1989,1.0
2160,1,mitchell lane publishers,mitchell lane publishers,1--68020,2016,2016,2.0
2161,1,mjf books,mjf books,1--56731,1996,2006,3.0
2162,1,mjf books fine communications,mjf books fine communications,1--60671,2011,2011,1.0
2163,1,mlr press llc,mlr press llc,1--64122,2018,2018,1.0
2164,1,modern curriculum press,modern curriculum press,0--8136,1990,1990,2.0
2165,1,modern language association of america,modern language association of america,0--87352,1993,1993,1.0
2166,1,modern library,modern library,0--679;0--394;0--375,1985,2003,4.0
2167,1,momentum press,momentum press,1--60650,2009,2009,1.0
2168,1,mometrix media llc,mometrix media llc,1--5167,2017,2017,1.0
2169,1,monthly review press,monthly review press,0--85345,1971,1997,2.0
2170,1,montserrat college of art,montserrat college of art,0--9819575,2011,2011,1.0
2171,1,moody press,moody press,0--8024,1968,1993,5.0
2172,1,moody publishers,moody publishers,0--8024,2012,2012,1.0
2173,1,moon books,moon books,1--78279,2014,2015,2.0
2174,1,moon pie press,moon pie press,0--9861524,2015,2015,1.0
2175,1,moon publications,moon publications,1--56691,1996,1996,1.0
2176,1,moonlight,moonlight,1--85103,2012,2012,1.0
2177,1,more than meets the i,more than meets the i,1--947242,2017,2017,1.0
2178,1,morgan and claypool,morgan and claypool,1--60845,2013,2013,1.0
2179,1,morgan and claypool publishers,morgan and claypool publishers,1--68173;1--68174;1--62705;1--60845;1--59829,2007,2019,7.0
2180,1,morgan kaufmann,morgan kaufmann,0--12,2015,2018,3.0
2181,1,morgan kaufmann publishers,morgan kaufmann publishers,1--55860,2000,2000,1.0
2182,1,morris museum of art,morris museum of art,1--890021,2015,2015,1.0
2183,1,morrow,morrow,0--688,1978,1978,1.0
2184,1,mosby,mosby,0--323;0--7234,1999,2013,3.0
2185,1,mountain springs house,mountain springs house,1--940022,2014,2014,1.0
2186,1,mountaineers,mountaineers,0--89886,1981,1981,1.0
2187,1,mountcastle company,mountcastle company,0--913063,2014,2014,1.0
2188,1,mouton de gruyter,mouton de gruyter,3--11;1--61451,2005,2015,2.0
2189,1,mouton publishers,mouton publishers,3--11,1975,1975,1.0
2190,1,moyer bell,moyer bell,1--55921,2004,2004,1.0
2191,1,mozaika publications,mozaika publications,1--63142,2017,2017,1.0
2192,1,mulberry books,mulberry books,0--688,1989,1989,1.0
2193,1,mulholland books little brown and company,mulholland books little brown and company,0--316,2014,2016,2.0
2194,1,muller,muller,0--584,1969,1969,1.0
2195,1,multilingual matters,multilingual matters,1--78892,2018,2018,1.0
2196,1,museum of modern art,museum of modern art,0--87070,2014,2014,1.0
2197,1,mutual pub co,mutual pub co,1--56647,2005,2005,1.0
2198,1,mx publishing,mx publishing,1--78092,2013,2014,2.0
2199,1,my lap shop publishers,my lap shop publishers,1--78165,2012,2012,1.0
2200,1,mysteries of life,mysteries of life,1--886264,2018,2018,1.0
2201,1,mysterious press,mysterious press,0--445;0--09;0--89296;0--446,1987,1994,5.0
2202,1,mysteriouspress com open road,mysteriouspress com open road,1--5040,2019,2019,1.0
2203,1,mysteriouspress com open road integrated media,mysteriouspress com open road integrated media,1--4532,2013,2013,1.0
2204,1,mysteriouspress com open road integrated media inc,mysteriouspress com open road integrated media inc,1--5040,2018,2018,1.0
2205,1,mythic island press llc,mythic island press llc,1--937197,2017,2017,1.0
2206,1,nacac,nacac,0--9862863,2015,2015,1.0
2207,1,nafems,nafems,1--910643,2018,2018,1.0
2208,1,nafis and cornish,nafis and cornish,0--665,1982,1982,1.0
2209,1,narcotics anonymous world services,narcotics anonymous world services,1--55776,2011,2011,1.0
2210,1,nash pub,nash pub,0--8402,1972,1972,1.0
2211,1,national academies press,national academies press,0--309,2003,2019,24.0
2212,1,national academy,national academy,0--309,2002,2002,1.0
2213,1,national academy of sciences national research council,national academy of sciences national research council,0--309,1961,1961,1.0
2214,1,national academy press,national academy press,0--309,1991,2014,6.0
2215,1,national association for the education of young children,national association for the education of young children,0--912674;0--935989,1990,1992,2.0
2216,1,national braille press,national braille press,0--307,2011,2011,1.0
2217,1,national catholic educational association,national catholic educational association,1--55833,2018,2018,1.0
2218,1,national center for nonprofit boards,national center for nonprofit boards,0--925299,1994,1994,1.0
2219,1,national center for youth issues,national center for youth issues,1--931636,2007,2007,1.0
2220,1,national conference of synagogue youth union of orthodox jewish congregations of america,national conference of synagogue youth union of orthodox jewish congregations of america,1--879016,1982,1982,1.0
2221,1,national consumer law center,national consumer law center,1--60248;0--943116,2016,2016,1.0
2222,1,national education association of the united states,national education association of the united states,0--8106,2000,2000,1.0
2223,1,national fire protection association,national fire protection association,1--4559,2015,2015,2.0
2224,1,national gallery of art,national gallery of art,0--521;0--89468,1986,1986,1.0
2225,1,national geographic,national geographic,1--4263;1--4517;0--7922;1--4262,2006,2019,9.0
2226,1,national geographic society,national geographic society,0--7922;0--7362,2001,2009,3.0
2227,1,national highlights inc,national highlights inc,1--4222,2019,2019,1.0
2228,1,national italian american foundation,national italian american foundation,0--9628757,1991,1991,1.0
2229,1,national lampoon magazine,national lampoon magazine,0--930368,1979,1979,1.0
2230,1,national learning co,national learning co,0--8373,1987,1987,1.0
2231,1,national learning corporation,national learning corporation,0--8373,2014,2014,1.0
2232,1,national museum of women in the arts,national museum of women in the arts,0--940979,1988,1988,1.0
2233,1,national research council,national research council,0--309,1953,1953,1.0
2234,1,national science teachers association,national science teachers association,0--87355,1996,1996,1.0
2235,1,national stone sand and gravel association,national stone sand and gravel association,0--9889950,2013,2013,1.0
2236,1,national textbook co,national textbook co,0--8442,1988,1988,1.0
2237,1,nautical books,nautical books,0--85177,1985,1985,1.0
2238,1,naval institute press,naval institute press,1--61251;0--87021;1--68247,1989,2017,3.0
2239,1,navpress,navpress,0--89109,1979,1987,2.0
2240,1,navpress publishing,navpress publishing,1--63146,2018,2018,1.0
2241,1,nazarene publishing house,nazarene publishing house,0--8341,2014,2014,1.0
2242,1,nazraeli press,nazraeli press,1--59005,2008,2015,2.0
2243,1,ncc blacwell,ncc blacwell,1--85554,1995,1995,1.0
2244,1,ncc training the national computing centre ltd,ncc training the national computing centre ltd,0--85012,1986,1986,1.0
2245,1,nel ashley,nel ashley,1--5084,2012,2012,1.0
2246,1,nelson,nelson,0--665,1982,1982,1.0
2247,1,nelson atkins museum of art,nelson atkins museum of art,0--300;0--942614,2008,2008,1.0
2248,1,netcomics,netcomics,1--60009,2007,2007,1.0
2249,1,network4learning inc,network4learning inc,1--5352,2016,2016,1.0
2250,1,never forget publishing,never forget publishing,1--5152,2016,2016,1.0
2251,1,new american library,new american library,0--451;0--452,1973,2011,18.0
2252,1,new amsterdam,new amsterdam,1--56131,1990,1990,1.0
2253,1,new burlington books,new burlington books,1--85348;1--68297;1--86155,1991,2016,3.0
2254,1,new delhi,new delhi,1--4522,2014,2014,1.0
2255,1,new directions,new directions,0--8112,2015,2015,1.0
2256,1,new directions books,new directions books,0--8112,1988,1988,1.0
2257,2,new directions pub corp;;new directions publ corp,new directions pub corp;;new directions publ corp,0--8112,1961,1983,2.0
2258,1,new england historic genealogical society,new england historic genealogical society,0--88082,2015,2015,1.0
2259,1,new english library,new english library,0--450,1984,1985,2.0
2260,1,new english review press,new english review press,1--943003,2018,2018,1.0
2261,1,new forest press,new forest press,1--84898,2013,2013,1.0
2262,1,new generation publishing,new generation publishing,1--910266,2014,2014,1.0
2263,1,new harbinger publications inc,new harbinger publications inc,1--62625;1--57224,2003,2018,2.0
2264,1,new island books,new island books,1--84840,2016,2016,1.0
2265,1,new line books,new line books,1--59764,2006,2006,1.0
2266,1,new museum of contemporary art,new museum of contemporary art,0--262,1990,1990,1.0
2267,1,new park publications,new park publications,0--902030,1974,1974,1.0
2268,1,new press,new press,1--62097;1--59558,2014,2016,3.0
2269,1,new riders,new riders,0--321;0--7357,2003,2013,3.0
2270,1,new vessel press,new vessel press,1--939931,2018,2018,1.0
2271,1,new viewpoints,new viewpoints,0--531,1979,1979,1.0
2272,1,new word city inc,new word city inc,1--61230,2015,2015,1.0
2273,1,new world library,new world library,1--60868,2012,2012,1.0
2274,1,new york,new york,0--304;0--415,1999,2015,2.0
2275,1,new york review books,new york review books,1--68137,2017,2017,1.0
2276,1,new york university press,new york university press,0--8147;1--4798,2003,2019,5.0
2277,1,newbridge educational publishing,newbridge educational publishing,1--4007,2005,2005,1.0
2278,1,newbury house publishers,newbury house publishers,0--912066,1973,1973,1.0
2279,1,newcal publishing,newcal publishing,0--9850168,2016,2016,1.0
2280,1,newcon press,newcon press,1--910935,2016,2016,1.0
2281,1,newfound press the university of tennessee libraries 2018,newfound press the university of tennessee libraries 2018,0--9860803,2018,2018,1.0
2282,1,newlands photographic,newlands photographic,1--900257,2016,2016,1.0
2283,1,newsweek,newsweek,0--88225,1971,1971,1.0
2284,1,newsweek books,newsweek books,0--88225,1978,1978,1.0
2285,1,next step test prep,next step test prep,1--5055,2014,2014,1.0
2286,1,niagara large print ulverscroft group ltrd,niagara large print ulverscroft group ltrd,0--7089,1995,1995,1.0
2287,1,nicholas brealey publishing,nicholas brealey publishing,1--4736;1--5293,2018,2019,2.0
2288,1,nick hern,nick hern,1--84842,2013,2013,1.0
2289,1,nick hern books,nick hern books,1--84842,2014,2014,1.0
2290,1,nick hern books limited,nick hern books limited,1--84842;1--78850,2017,2018,2.0
2291,1,nightboat books,nightboat books,1--937658,2018,2018,1.0
2292,1,nijhoff publishers,nijhoff publishers,0--89838,1984,1984,1.0
2293,1,nilgiri press,nilgiri press,0--915132,1988,1988,1.0
2294,1,nobrow,nobrow,1--910620,2016,2016,1.0
2295,1,noel davidson,noel davidson,1--909751,2013,2013,1.0
2296,1,nolo,nolo,1--4133,2017,2017,2.0
2297,1,nolo press,nolo press,0--87337,1992,1992,1.0
2298,1,nomad press,nomad press,1--61930,2018,2018,1.0
2299,1,noonday press,noonday press,0--374;0--8090,1982,1992,4.0
2300,1,nordland heritage foundation,nordland heritage foundation,0--9615558,1987,1987,1.0
2301,1,nordskog publishing inc,nordskog publishing inc,0--9903774,2016,2016,1.0
2302,1,north american association for environmental education,north american association for environmental education,1--884008,2000,2000,1.0
2303,1,north atlantic books,north atlantic books,1--58394,2016,2016,1.0
2304,1,north holland,north holland,0--444,1989,1989,1.0
2305,1,north holland pub co,north holland pub co,0--444,1978,1978,1.0
2306,1,north light,north light,1--58180,2003,2003,1.0
2307,1,north light books,north light books,0--89134,1991,1991,2.0
2308,1,north parade publishing,north parade publishing,1--78373,2014,2014,1.0
2309,1,north south books,north south books,1--55858,1995,1995,1.0
2310,1,north star editions,north star editions,1--63163,2019,2019,1.0
2311,1,north star press of st cloud inc,north star press of st cloud inc,0--87839,2014,2014,1.0
2312,1,northcote,northcote,0--7463,2014,2014,1.0
2313,1,northfield publishing,northfield publishing,0--8024,2014,2014,1.0
2314,1,northlight studio press,northlight studio press,0--9606274,1981,1981,1.0
2315,1,northwestern university press,northwestern university press,0--8101,2008,2012,2.0
2316,1,norton,norton,0--393,1958,uuuu,14.0
2317,1,norwood house press,norwood house press,1--59953;1--68404;1--60357,2016,2018,2.0
2318,1,nosy crow,nosy crow,0--85763;1--78800;0--7636,2015,2018,4.0
2319,1,not a cult,not a cult,1--945649,2017,2017,1.0
2320,1,notramour press,notramour press,0--9677480,2012,2012,1.0
2321,1,nova biomedical books,nova biomedical books,1--60021,2007,2007,1.0
2322,1,nova publishers,nova publishers,1--63321;1--62417;1--62948;1--63483;1--63463;1--63117,2013,2015,10.0
2323,1,nova science publishers,nova science publishers,1--63321;1--62808;1--60741;1--62948,2009,2014,5.0
2324,1,nova science publishers inc,nova science publishers inc,1--63321;1--63482;1--62618;1--62948;1--63483;1--63484;1--5361;1--315;1--63485;1--4822,2013,2018,11.0
2325,1,nova science publishers incorporation,nova science publishers incorporation,1--62948,2014,2014,1.0
2326,1,novello,novello,0--85360,1982,1982,1.0
2327,1,novinka,novinka,1--63321;1--63117,2014,2014,3.0
2328,1,now,now,1--60198,2014,2014,1.0
2329,1,now publishers,now publishers,1--60198,2010,2011,2.0
2330,1,now publishers inc,now publishers inc,1--60198,2013,2013,1.0
2331,1,nsf scotland,nsf scotland,0--9540773,2012,2012,1.0
2332,1,nsta press,nsta press,1--936959;1--68140,2012,2018,2.0
2333,1,nta press national science teachers association,nta press national science teachers association,1--936959,2013,2013,1.0
2334,1,ntc business books,ntc business books,0--8442,1992,1996,2.0
2335,1,ntc publishing group,ntc publishing group,0--8442,1995,1995,1.0
2336,1,nubeocho,nubeocho,84--946333,2017,2017,1.0
2337,1,nyla publishing,nyla publishing,1--62517,1986,1988,2.0
2338,1,nyq books,nyq books,1--63045,2015,2015,1.0
2339,1,o books,o books,1--84694;1--78535,2011,2015,4.0
2340,1,o'brien press ltd,o'brien press ltd,1--84717,2015,2015,1.0
2341,1,o'reilly,o'reilly,1--4493;0--596;1--4919,2002,2016,5.0
2342,1,o'reilly and associates,o'reilly and associates,0--679,1994,1994,1.0
2343,1,o'reilly media,o'reilly media,1--4920;0--596;1--4919,2009,2018,3.0
2344,1,o'reilly media inc,o'reilly media inc,1--322;1--4919,2014,2017,2.0
2345,1,oak hill pub,oak hill pub,1--891743,2012,2012,1.0
2346,1,oak knoll press,oak knoll press,1--58456;0--7123,2014,2014,1.0
2347,1,oak publications,oak publications,0--8256,1967,1967,1.0
2348,1,oberon books,oberon books,1--78319;1--84002,2001,2016,4.0
2349,1,oberon books ltd,oberon books ltd,1--78682,2018,2018,1.0
2350,1,obsidian published by new american library,obsidian published by new american library,0--451,2016,2016,1.0
2351,1,oceanview publishing,oceanview publishing,1--60809,2015,2015,1.0
2352,1,octagon books,octagon books,0--374,1971,1974,3.0
2353,1,octopus books,octopus books,0--7064,1983,1985,2.0
2354,1,octopus publishing group ltd,octopus publishing group ltd,1--78325,2014,2014,1.0
2355,1,oecd,oecd,1--78040,2014,2014,1.0
2356,1,oecd iea,oecd iea,92--64,1999,1999,1.0
2357,1,ogee zakamora publications,ogee zakamora publications,1--5084,2015,2015,1.0
2358,1,ohio university press,ohio university press,0--8214,2012,2012,1.0
2359,1,old school press,old school press,1--899933,2005,2005,1.0
2360,1,old world christmas,old world christmas,0--9648534,1995,1995,1.0
2361,1,olearius editions,olearius editions,0--917526,1984,1984,1.0
2362,1,oliphant anderson and ferrier,oliphant anderson and ferrier,0--665,1981,1981,1.0
2363,1,olive press,olive press,0--937422,2007,2007,1.0
2364,1,olivegirl press,olivegirl press,1--4951,2014,2014,1.0
2365,1,omnidawn publishing,omnidawn publishing,1--63243,2017,2017,1.0
2366,1,omnigraphics,omnigraphics,0--7808,2019,2019,1.0
2367,1,on the mark press,on the mark press,1--55035,2006,2006,1.0
2368,1,oneworld,oneworld,1--78607;1--78074,2013,2019,2.0
2369,1,oneworld academic,oneworld academic,1--78607,2018,2018,1.0
2370,1,oneworld publications,oneworld publications,1--78074,2016,2016,1.0
2371,1,oni press inc,oni press inc,1--62010,2016,2016,1.0
2372,1,onyx,onyx,0--451,1992,2002,2.0
2373,1,ooligan press,ooligan press,1--947845,2019,2019,1.0
2374,1,open book publishers,open book publishers,1--78374,2014,2016,3.0
2375,1,open court,open court,0--8126,2005,2005,1.0
2376,1,open hand pub,open hand pub,0--940880,1987,1987,1.0
2377,1,open letter,open letter,1--934824,2012,2012,1.0
2378,1,open road,open road,1--4976,2014,2014,1.0
2379,1,open road integrated media,open road integrated media,1--5040;1--4804;1--4976;1--4532,2009,2015,11.0
2380,1,open road integrated media inc,open road integrated media inc,1--5040,2016,2016,2.0
2381,1,open road media,open road media,1--4804,2014,2014,1.0
2382,1,open road media integrated media,open road media integrated media,1--4804,2014,2014,1.0
2383,1,open university press,open university press,0--335,1999,2014,2.0
2384,1,open university press mcgraw hill education,open university press mcgraw hill education,0--335,2017,2017,1.0
2385,1,opening lotus,opening lotus,0--692,2016,2016,1.0
2386,1,optical society of america,optical society of america,0--8194,2005,2005,1.0
2387,1,optum,optum,1--62254,2014,2014,1.0
