F001_a,leader_18,isbn_tag,isbn_tag1,F008_0710,F040_e,F260_is,F264_is,F26x_b_cleaned,source
51811961,a,0--446,0--446,2003,0,1,0,warner books,1
896723721,i,0--7735,0--7735,2014,0,1,0,mcgill-queen's university press,1
1084978447,i,1--4939,1--4939,2019,0,0,1,humana press,1
962321354,i,1--4744,1--4744,2016,1,0,1,edinburgh university press,1
1067212134,i,1--351,1--351,2017,1,0,1,routledge,1
1059033449,i,90--272,90--272,2014,0,0,1,john benjamins publishing company,1
954270778,i,1--118 ;; 1--119,1--118,2017,1,0,1,john wiley and sons ltd,1
900087178,i,1--4849,1--4849,2014,1,0,1,t. schott,1
21995498,a,0--670,0--670,1990,0,1,0,viking,1
1021862411,i,1--4422,1--4422,2017,1,0,1,rowman and littlefield,1
1029046650,i,,,1989,0,1,0,thorpe,1
951078128,i,1--78455,1--78455,2015,1,0,1,austin macauley publishers,1
817756556,i,1--4683,1--4683,2012,1,0,1,overlook press,1
959544841,i,1--78327,1--78327,2015,0,1,0,boydell press,1
960191994,i,0--553,0--553,2006,0,1,0,bantam books,1
559506128,a,,,1985,0,1,0,elsevier,1
51338341,a,,,1971,0,1,0,scholastic,1
456630189,i,,,1972,0,1,0,harper and row,1
1045664154,a,1--4169,1--4169,2012,0,0,1,simon and schuster books for young readers,1
491834899,i,1--86064,1--86064,2002,0,1,0,i.b. tauris,1
1005739536,i,,,2013,1,0,1,university microfilms international,1
932572256,i,1--138 ;; 1--315,1--138,2016,0,1,0,routledge,1
909912248,i,1--4668,1--4668,2015,1,0,1,tor.com,1
941875315,i,1--5038,1--5038,2017,1,0,1,child's world,1
829442286,i,,,1969,0,1,0,university of chicago press,1
19089540,i,,,1973,1,0,1,ace books,1
908108980,i,0--8122,0--8122,2015,0,1,0,university of pennsylvania press,1
610201939,i,,,2009,1,0,1,james madison university,1
948075127, ,,,1972,0,1,0,dolphin books,1
862091528,i,0--19,0--19,2013,1,0,1,oxford university press,1
1032959744,a,0--89870,0--89870,2016,0,1,0,ignatius press,1
918944797,i,,,2015,1,0,1,florida atlantic university,1
669708357,a,1--4258,1--4258,2010,0,1,0,shell education,1
881812667,i,1--4976 ;; 1--941088,1--941088,2014,1,0,1,dzanc books,1
666700, ,0--394,0--394,1973,0,1,0,random house,1
1028639344,i,,,1990,1,0,1,national golf foundation,1
4735909,i,,,1977,0,1,0,c.e. tuttle,1
960199982,i,1--4742,1--4742,2016,1,0,1,bloomsbury academic,1
965136567,i,1--78040,1--78040,2015,1,0,1,water environment research foundation,1
1292471,i,,,1974,1,0,1,foreign policy research institute,1
19407195,a,0--520,0--520,1988,0,1,0,university of california press,1
1001382291,i,1--62972,1--62972,2018,1,0,1,shadow mountain,1
14217745,a,,,1976,0,1,0,sidgwick and jackson,1
16126305,a,0--06,0--06,1987,0,1,0,harper and row,1
501487644,a,0--8133,0--8133,2003,0,1,0,westview press,1
1040026332,i,0--309,0--309,2018,1,0,1,national academies press,1
48805192,a,0--567,0--567,2000,0,1,0,t and t clark,1
933279686,a,1--4724,1--4724,2014,0,1,0,ashgate,1
496566687,i,0--582,0--582,1995,0,1,0,longman,1
1023242702,i,1--316 ;; 1--107,1--107,2017,1,0,1,cambridge university press,1
492361563,i,0--8018,0--8018,1999,0,1,0,w. wilson center press,1
1057094165,a,,,1994,0,0,1,commerce clearing house,1
3104216,i,0--8161,0--8161,1975,0,1,0,g.k. hall,1
36827034,a,0--590,0--590,1997,0,1,0,scholastic inc,1
1049793372,i,1--64009,1--64009,2019,1,0,1,counterpoint,1
747331072,a,,,1970,0,1,0,lane books,1
1081424469,i,1--4575,1--4575,2018,1,0,1,dog ear pubilshing,1
53235, ,,,1970,0,1,0,putnam,1
678873322, ,,,1957,0,1,0,j. day co,1
1018038797,i,1--338 ;; 1--5490,1--338,2018,1,0,1,scholastic inc,1
1066520097,i,,,2014,0,1,0,oxford university press,1
741885685, ,,,1967,0,1,0,english universities press,1
1004034309,i,0--262,0--262,2015,1,0,1,mit press,1
928389200,i,1--133,1--133,2013,0,1,0,brooks/cole,1
1006384694,i,1--369,1--369,2016,1,0,1,proquest,1
1097098633,i,1--78374,1--78374,2014,1,0,1,open book publishers,1
894470524,i,,,1978,0,1,0,time-life books,1
921859270,i,,,1967,0,1,0,octagon books,1
1097253794,i,1--84973,1--84973,2014,1,0,1,royal society of chemistry,1
1007416552,a,0--684,0--684,2000,0,1,0,fireside,1
1013327992,a,0--470,0--470,2007,0,0,1,wiley,1
889270340,i,0--19,0--19,2015,1,0,1,oxford university press,1
891385014,i,1--312,1--312,2014,1,0,1,sheba blake publishing,1
29002691,a,,,1993,0,1,0,"dept. of technological and adult education, university of tennessee",1
824631329,i,1--4752,1--4752,2012,0,1,0,createspace,1
640078010,i,0--06,0--06,2010,1,0,1,harperpaperbacks,1
879603875,i,1--84905,1--84905,2015,1,0,1,jessica kingsley publishers,1
1024178130,i,,,2017,1,0,1,lawfare institute,1
869012654,i,1--4927,1--4927,2013,1,0,1,"u.s. department of transportation, national highway traffic safety administration",1
2644352,i,0--88349,0--88349,1977,1,0,1,reader's digest press,1
1001721493,i,0--393,0--393,2017,1,0,1,w.w. norton and company,1
60348076,a,0--7653,0--7653,2005,0,1,0,tor,1
817903888,i,,,201u,1,0,1,association for computing machinery,1
903975395,i,1--78471,1--78471,2015,1,0,1,edgar elgar publishing,1
914360458,i,,,1967,1,0,1,american gas association,1
1066126597,a,0--435,0--435,1990,0,1,0,heinemann international,1
964530017,i,,,2015,1,0,1,bloomsbury,1
317613990,a,0--7089,0--7089,1990,0,1,0,linford,1
1020291137,i,,,2015,1,0,1,midsummer night's press,1
932386973,i,0--7735,0--7735,2016,1,0,1,mcgill-queen's university press,1
224172272,a,1--58664,1--58664,2004,0,1,0,central park media,1
29633535,a,,,1968,0,1,0,zondervan,1
892804118,i,981--4641,981--4641,2015,1,0,1,world scientific,1
1007755834,i,1--138,1--138,2018,1,0,1,"routledge, taylor and francis group",1
944303358,i,90--04,90--04,2016,1,0,1,brill,1
961340988,i,1--78320,1--78320,2016,1,0,1,intellect,1
77398085,a,0--665,0--665,1981,0,1,0,g.p.o.,1
939502688,a,1--4724,1--4724,2014,0,1,0,ashgate publishing group,1
301707811,a,,,1971,0,1,0,chatto and windus,1
889929829,i,,,1977,1,0,1,southern educational communications association,1
1002026938,i,1--315,1--315,2018,1,0,1,routledge,1
910702992,i,3--86335,3--86335,2015,1,0,1,verlag der buchhandlung walther könig,1
14586692,a,0--02,0--02,1987,0,1,0,macmillan pub. co,1
641451522,a,,,1967,0,0,1,university of california press,1
1082222008,i,1--315 ;; 1--351,1--315,2012,1,0,1,ashgate,1
64668645,a,1--59722,1--59722,2006,0,1,0,wheeler,1
904316290,a,0--334,0--334,2013,0,2,0,scm press,1
936687358,i,1--4777,1--4777,2017,1,0,1,rosen publishing's rosen central,1
879641348,i,0--306,0--306,1991,0,1,0,plenum press,1
895338569,i,0--7735,0--7735,2015,1,0,1,mcgill-queen's university press,1
12084122,a,,,1954,0,1,0,pyramid,1
1016413193,i,1--4103,1--4103,2018,1,0,1,gale,1
881179235,i,0--9822018,0--9822018,2013,1,0,1,lifecodes publishing company,1
427446891,a,0--306,0--306,2002,0,1,0,kluwer academic,1
871068747,i,1--4482,1--4482,2013,1,0,1,bloomsbury reader,1
224786363,a,0--7851,0--7851,2006,0,1,0,marvel publishing,1
1001540917,i,1--138,1--138,2018,1,0,1,"routledge, taylor and francis group",1
920658250,i,0--415,0--415,2015,0,1,0,routledge,1
915041242,a,,,2014,0,1,0,mandk publishing,1
1077294923,i,1--4922,1--4922,2013,1,0,1,createspace,1
799891979,i,1--60706,1--60706,2012,1,0,1,image comics,1
757300506,a,,,1966,0,1,0,allyn and bacon,1
240019387,a,0--691,0--691,1973,0,1,0,princeton university press,1
891447286,a,1--135 ;; 1--315,1--135,2013,0,1,0,routledge,1
1006689958,a,,,1966,0,1,0,university microfilms,1
9357572,i,0--531,0--531,1983,1,0,1,f. watts,1
871350944,a,1--58724,1--58724,2004,0,1,0,wheeler publishing,1
906160057,i,,,2014,1,0,1,umi dissertation publishing,1
568041557,i,,,1977,0,1,0,architectural press,1
732845305,a,,,1986,0,1,0,frederick warne and co,1
921302199,i,0--8108,0--8108,2015,1,0,1,rowman and littlefield,1
877647396,i,0--7499,0--7499,1993,0,1,0,piatkus,1
830299713,a,0--14,0--14,1986,0,1,0,penguin books,1
2882147,i,,,1960,0,1,0,heritage press,1
8316933,a,,,1980,0,1,0,university of cincinnati,1
27040271,a,,,1954,0,1,0,world book co,1
947094831,i,0--87952,0--87952,2006,1,0,1,christian science board of directors,1
306973,i,0--374,0--374,1965,0,1,0,"farrar, straus and giroux",1
10264991, ,,,1966,0,1,0,penguin books,1
18561658,i,0--88739,0--88739,1987,1,0,1,black lizard books,1
859968515,i,0--470,0--470,2005,0,1,0,blackwell pub,1
1051443131,i,0--9889950,0--9889950,2013,1,0,1,"national stone, sand and gravel association",1
1089454302, ,0--415,0--415,2018,1,0,2,routledge,1
149466, ,0--8369,0--8369,1971,0,1,0,books for libraries press,1
19961705,a,0--425,0--425,1972,0,1,0,berkley,1
460361761,i,0--14,0--14,1995,0,1,0,penguin books,1
17549472,i,0--7569 ;; 1--4131 ;; 0--671 ;; 0--689,0--671,1988,1,0,1,simon and schuster books for young readers,1
2968911,i,0--06,0--06,1977,0,1,0,harper and row,1
746834492,i,0--606 ;; 0--8230,0--8230,2012,1,0,1,watson-guptill publications,1
958487435,i,0--9574807,0--9574807,2013,1,0,1,herefordshire press,1
26400348,i,0--521,0--521,1993,0,0,1,cambridge university press,1
698024338,a,,,1988,0,1,0,massachusetts historical society,1
225941418,a,0--09,0--09,1986,0,1,0,arrow books,1
869161538,a,,,1989,0,1,0,pion,1
936200561,a,1--101,1--101,2016,0,1,0,vintage books/knopf doubleday publishing group,1
1042559425,i,1--138,1--138,2017,1,0,1,"routledge, taylor and francis group",1
1036778683,a,,,2002,0,1,0,st. martin's paperbacks,1
41287363,i,0--7394,0--7394,1999,1,0,1,jove books,1
933299991,i,0--7180,0--7180,2015,1,0,1,tommy nelson,1
906730096,a,1--5011,1--5011,2014,0,0,1,pocket books,1
1055591487,i,1--78570,1--78570,2017,1,0,1,oxbow books,1
6135392,a,,,1970,0,1,0,mccutchan pub. corp.,1
1005942402,a,0--345,0--345,2005,0,1,0,ballantine books,1
781238456,i,0--521,0--521,2009,0,1,0,cambridge university press,1
946956376,a,1--61173,1--61173,2012,0,1,0,center point large print,1
868814279,i,1--4525,1--4525,2014,1,0,1,balboa press,1
858921093,i,,,2010,1,0,1,international monetary fund,1
317460213,i,0--19,0--19,1994,1,0,1,clarendon press,1
902767874,i,1--60318,1--60318,2008,1,0,1,l and l dreamspell,1
794205688,a,0--226,0--226,2012,0,1,0,university of chicago press,1
58994663,a,1--892395,1--892395,2004,0,1,0,international code council,1
1086612698,i,1--9849,1--9849,2019,0,0,1,marcus r. bowman,1
1082576332,a,0--665,0--665,1982,0,1,0,a. constable,1
900265069,i,0--321,0--321,2012,1,0,1,addison-wesley,1
875239828,i,0--7734,0--7734,2014,0,1,0,edwin mellen press,1
865186452,i,0--7089,0--7089,1996,0,1,0,f.a. thorpe,1
942486931,i,0--415,0--415,2014,0,1,0,routledge,1
424018440,a,,,1950,0,1,0,a.m. kelley,1
17828263,a,0--85012,0--85012,1986,0,1,0,"ncc training, the national computing centre ltd",1
1066479305,i,1--903240 ;; 1--134,1--903240,2011,1,0,1,routledge,1
8185071,a,0--440,0--440,1981,0,1,0,dell,1
757339698,a,,,1972,0,1,0,educational technology publications,1
221404019,a,0--434,0--434,1969,0,1,0,heinemann,1
1023045820,i,,,2017,1,0,1,"conference publishing services, ieee computer society",1
1036815882,a,,,1990,0,1,0,dell,1
933126956, ,,,1969,0,0,1,routledge and kegan paul,1
909325590,i,1--138,1--138,2018,1,0,1,routledge,1
607579670,i,,,1964,0,1,0,columbia university press,1
3818209,i,0--231,0--231,1965,0,1,0,columbia university press,1
494145271,i,0--300,0--300,2006,0,1,0,yale university press,1
610415461,a,,,1984,0,1,0,heinemann,1
1084682301,a,0--399,0--399,2011,0,1,0,philomel books,1
1018210914,i,1--316,1--316,2018,1,0,1,cambridge university press,1
32381486,a,,,1994,0,1,0,gregath pub. co,1
798819577,i,0--615,0--615,2012,1,0,1,write wing publishing,1
753627634,a,0--373,0--373,2012,0,1,0,harlequin,1
758211649,i,0--521,0--521,1992,0,1,0,cambridge university press,1
776017708,i,,,1977,0,1,0,"dept. of justice, law enforcement assistance administration, national institute of law enforement and criminal justice",1
800448080,i,1--107,1--107,2011,0,1,0,cambridge university press,1
1004915963,a,0--87891,0--87891,1986,0,1,0,research and education association,1
827973134,i,0--415,0--415,2013,0,0,1,routledge,1
869416886,i,,,1967,0,1,0,university of michigan press,1
948275118, ,0--915057,0--915057,1990,0,1,0,hirschl and adler galleries,1
1097097406,i,1--4666,1--4666,2014,1,0,1,information science reference,1
894125761,i,1--4114 ;; 1--5444,1--5444,2014,1,0,1,spark publishing,1
1083397444,a,0--465,0--465,1993,0,1,0,basic books,1
1036749757,a,,,2004,0,1,0,st. martin's paperbacks,1
15221406,a,0--938077,0--938077,1987,0,1,0,parallax press,1
1082260132,i,1--7220,1--7220,2018,1,0,1,createspace independent publishing platform,1
896856253,i,1--4649,1--4649,2012,1,0,1,scholarlyeditions,1
33440734,a,0--606 ;; 0--7613,0--7613,1996,0,1,0,copper beech books,1
34343011,i,,,1966,1,0,1,pitkin pictorials,1
43249055,a,0--14,0--14,1999,0,1,0,penguin books,1
232154599,a,,,1970,0,1,0,priests of the sacred heart,1
62246366,a,0--9623556,0--9623556,2005,0,1,0,columbia river book co,1
1050178846,i,,,2007,1,0,1,morris press cookbooks,1
1038516593,i,1--138 ;; 1--351,1--138,2018,1,0,1,routledge,1
456459745, ,,,1976,0,1,0,baltimore hebrew college,1
18553334,a,0--89108,0--89108,1988,0,1,0,love pub. co,1
7181629,a,,,1980,0,1,0,"u.s. dept. of justice, national institute of justice",1
904344306,i,,,2014,1,0,1,amnesty international,1
1029096588,i,1--78738 ;; 1--84904,1--84904,2018,1,0,1,hurst and company,1
759195395,a,1--926685,1--926685,2009,0,1,0,douglas and mcintyre,1
34998365,a,,,1961,0,1,0,"holt, rinehart and winston",1
1000582112,i,1--5013,1--5013,2019,1,0,1,bloomsbury academic,1
1089557655,a,0--7434,0--7434,2002,0,1,0,ibooks,1
22549798,a,0--8136,0--8136,1990,0,1,0,modern curriculum press,1
872368657,i,1--62012,1--62012,2012,1,0,1,duke classics,1
742590544,a,,,1968,0,1,0,berkley pub,1
934435352,i,1--4899,1--4899,2015,0,1,0,springer,1
223017890,a,,,1967,0,1,0,crosby lockwood and son,1
1005892588,i,1--108,1--108,2018,1,0,1,cambridge university press,1
707104702,a,0--446,0--446,2003,0,1,0,warner faith,1
12882576,a,0--333,0--333,1978,0,1,0,macmillan,1
1023735306,i,1--939581,1--939581,2016,1,0,1,zenith press,1
53928011,a,0--86078,0--86078,2003,0,1,0,ashgate/variorum,1
1097254531,i,1--62396,1--62396,2014,1,0,1,"iap, information age publishing inc",1
145188, ,,,1971,0,1,0,russell and russell,1
1089550606,i,0--312,0--312,2011,1,0,1,st. martin's press,1
34298285,a,0--7494,0--7494,1996,0,1,0,kogan page,1
52263716,a,,,1969,0,1,0,farrar and rinehart,1
18415914,i,0--940979,0--940979,1988,1,0,1,national museum of women in the arts,1
883151121,i,1--84603,1--84603,2008,1,0,1,osprey publishing,1
1035762933,i,1--62202,1--62202,2017,1,0,1,decisionhealth,1
923553342,i,1--61172,1--61172,2016,1,0,1,stone bridge press,1
1069697066,i,0--8223,0--8223,2017,1,0,1,duke university press,1
324999545,a,,,1974,0,1,0,oxford university press,1
237408128,i,0--8065,0--8065,1979,0,1,0,citadel press,1
1057119688,i,1--62469,1--62469,2013,1,0,1,purple toad publishing,1
1040999352,i,0--00,0--00,2018,1,0,1,harpercollins children's books,1
1024176432,a,,,2002,0,1,0,rodale,1
948818149,a,1--61262,1--61262,2013,0,1,0,kodansha comics,1
61140513,a,,,1980,0,0,1,copper canyon press,1
1091998071,i,,,2015,0,0,1,ishi press international,1
900013356,i,1--108,1--108,2014,0,0,1,cambridge university press,1
967392199,i,1--137,1--137,2013,1,0,1,palgrave macmillan,1
889269958,i,1--315,1--315,2015,1,0,1,informa law,1
2546269, ,,,1954,0,1,0,lippincott,1
862788414,i,1--84893,1--84893,2013,0,1,0,pickering and chatto,1
220549587,a,,,1967,0,1,0,h.m.s.o.,1
493536044,i,0--521,0--521,2007,0,1,0,cambridge university press,1
52493154,a,,,1960,0,1,0,knopf,1
951709680,i,1--4822,1--4822,2015,1,0,1,"crc press, taylor and francis group",1
915041746,a,0--553,0--553,2004,0,1,0,bantam dell,1
967078126,i,1--4222,1--4222,2017,1,0,1,mason crest,1
18887527,a,0--441,0--441,1987,0,1,0,berkley pub. group,1
948547590,i,1--137,1--137,2017,1,0,1,palgrave macmillan,1
18426522,a,0--521,0--521,1988,0,1,0,cambridge university press,1
40214855,i,,,1998,1,0,1,miscellaneous graphics,1
1026257776,i,1--62779,1--62779,2017,1,0,1,henry holt and company,1
794003700,i,,,2012,1,1,0,north carolina state university,1
490022353,i,0--7236,0--7236,1977,0,1,0,j. wright and sons,1
1099483982,i,0--9729263,0--9729263,2017,1,0,1,magic inc,1
837527885,i,1--139,1--139,2013,1,0,1,cambridge university press,1
3716996,i,,,1966,0,1,0,berkley pub. corp.,1
1037248565,a,0--8103,0--8103,1991,0,0,1,gale research,1
906639397,i,1--4503,1--4503,2013,1,0,1,association for computing machinery,1
52427791,a,0--345,0--345,2003,0,1,0,ballantine books,1
939544372,i,,,2015,1,0,1,german marshall fund of the united states,1
910400479,a,0--393,0--393,1994,0,1,0,norton,1
4342805,i,,,1957,0,1,0,bantam books,1
872190241, ,,,1968,0,1,0,oxford university press,1
2667472,a,0--385,0--385,1975,0,1,0,doubleday,1
1378315, ,,,1958,0,0,1,american association of school administrators,1
20392968,i,0--416,0--416,1987,1,0,1,methuen and co. ltd,1
952544649,i,1--5015,1--5015,2016,1,0,1,de gruyter,1
1001399989,i,3--7913,3--7913,2016,1,0,1,delmonico books/prestel,1
1089724724,i,,,2018,1,0,1,little pink dog books,1
866922559,i,1--84844,1--84844,2014,1,0,1,edward elgar,1
891383528,i,1--315,1--315,2015,1,0,1,routledge,1
847600009,i,0--415,0--415,2018,1,0,1,routledge,1
962188920,i,1--78217,1--78217,2014,1,0,1,packt publishing,1
52860469,i,0--7394,0--7394,2003,1,0,1,"little, brown and company",1
639928361, ,,,1969,0,1,0,world pub,1
905521988,i,0--7148,0--7148,2015,1,0,1,phaidon press,1
187455598,a,0--85296,0--85296,1995,0,1,0,institution of electrical engineers,1
456591299,a,,,1968,0,1,0,st martin's press,1
801017683,i,0--19,0--19,2012,0,1,0,oxford university press,1
13666303,i,0--440 ;; 0--385,0--385,1987,1,0,1,delacorte press,1
945971083,i,1--4108,1--4108,2007,1,0,1,benchmark education company,1
1023270101,i,1--5098,1--5098,2017,1,0,1,macmillan children's books,1
961517493,i,0--262,0--262,2015,1,0,1,mit press,1
910856477,i,3--85272,3--85272,2014,1,0,1,helbling languages,1
951229947,i,90--272,90--272,2016,0,1,0,john benjamins publishing company,1
757300479,a,,,1967,0,1,0,macmillan,1
1039708022,i,1--78576,1--78576,2018,1,0,1,zaffre publishing,1
1063537753,i,1--5108,1--5108,2017,1,0,1,american marketing association,1
259258311,a,0--547,0--547,2009,0,1,0,sandpiper,1
843180976,i,0--19,0--19,2013,1,0,1,oxford university press,1
20451046,a,,,1986,0,1,0,district of columbia league of women voters education fund,1
671247507,a,0--440,0--440,1980,0,1,0,dell,1
885588841,i,,,2013,1,0,1,red and yellow care,1
904314067,a,1--4698,1--4698,2006,0,2,0,lippincott williams and wilkins,1
377664726,a,1--4169,1--4169,2005,0,1,0,simon pulse,1
1097310736,i,0--691 ;; 1--4008,1--4008,1991,1,0,1,princeton university press,1
1028669748,i,,,1977,0,1,0,hayden book co,1
1097132944,i,0--429,0--429,2018,1,0,1,routledge,1
742493679,a,,,1985,0,1,0,regnery gateway,1
19930077,a,0--226,0--226,1970,0,1,0,university of chicago press,1
919299807,i,0--85781,0--85781,2015,1,0,1,united press ltd,1
1027500248,i,0--9840745,0--9840745,2013,1,0,1,brian james freeman,1
948244985,i,0--7391,0--7391,2014,1,0,1,lexington books,1
896848060,i,1--4832,1--4832,1974,1,0,1,academic press,1
1001728723,i,1--68322,1--68322,2018,1,0,1,barbour books,1
944026834,i,1--84809,1--84809,2016,1,0,1,preface publishing,1
1053925606,a,,,2007,0,1,0,scholastic,1
962823413,i,1--302,1--302,2017,1,0,1,"marvel worldwide, inc., a subsidiary of marvel entertainment llc",1
15316638,a,0--689,0--689,1987,0,1,0,aladdin books,1
1037050181,i,1--4736,1--4736,2018,1,0,1,hodder and stoughton,1
12403665,a,0--8028,0--8028,1966,0,1,0,eerdmans,1
780993450,i,0--201,0--201,2006,0,1,0,addison-wesley,1
953174112,i,1--138 ;; 0--415,0--415,2016,0,1,0,"routledge, taylor and francis group",1
1037543870,a,0--393,0--393,2001,0,1,0,w.w. norton,1
56105157,i,1--4020,1--4020,2004,1,0,1,kluwer academic publishers,1
19549035,a,0--904147,0--904147,1986,0,1,0,irl press,1
964661158,i,1--4222,1--4222,2017,1,0,1,mason crest,1
607162194,a,1--4084 ;; 1--4104,1--4084,2009,0,1,0,thorndike press,1
82266193,a,0--399,0--399,1986,0,1,0,putnam,1
47674736,a,1--85702,1--85702,1998,0,1,0,fourth estate,1
931518876,i,1--78100,1--78100,2015,0,1,0,edward elgar,1
25106383,a,0--373,0--373,1992,0,1,0,harlequin books,1
893709414,i,1--4833,1--4833,2015,1,0,1,corwin literacy,1
7402799,a,,,1979,0,1,0,ied exploration,1
299383713,a,0--914904,0--914904,1982,0,1,0,aupha press,1
11908043,a,0--13,0--13,1982,0,1,0,prentice-hall,1
793421112,a,0--09,0--09,1991,0,1,0,verso,1
953249406,i,1--316,1--316,2016,1,0,1,cambridge university press,1
930283454,i,1--941234,1--941234,2015,1,0,1,manhattan prep publishing,1
1004881954,a,0--545,0--545,2009,0,1,0,scholastic,1
707187747,a,,,1992,0,1,0,collector books,1
1090538354,i,1--4929,1--4929,2013,1,0,1,createspace,1
1001505109,a,0--385,0--385,2006,0,1,0,random house,1
880966630,i,1--4917,1--4917,2014,1,0,1,iuniverse llc,1
941071102,i,1--78491,1--78491,2016,1,0,1,archaeopress publishing ltd,1
1047533628,i,0--429,0--429,2017,1,0,1,routledge,1
3462995, ,,,1964,0,1,0,vantage press,1
876322343,i,1--4921,1--4921,2012,1,0,1,u.s. govt. accountability office,1
920794119,i,1--138 ;; 1--315,1--138,2015,0,1,0,routledge,1
85776514,i,0--440,0--440,2007,1,0,1,yearling,1
907372013,i,,,2015,1,0,1,spie,1
17954559,a,0--391,0--391,1989,0,1,0,humanities press international,1
39104229,a,,,1998,0,1,0,susan lindström,1
967353623,i,0--9979518,0--9979518,2017,1,0,1,sfk press,1
1023078385,i,0--271,0--271,2016,1,0,1,pennsylvania state university press,1
21296873,a,0--14,0--14,1990,0,1,0,puffin books,1
965120526,i,1--107,1--107,2017,1,0,1,cambridge university press,1
1002421235,i,1--5072,1--5072,2017,1,0,1,crimson romance,1
889315679,i,1--138 ;; 1--315 ;; 1--317,1--315,2015,1,0,1,routledge,1
58594262,i,,,2004,1,0,1,james madison university,1
755705016,i,1--60598,1--60598,2012,1,0,1,pegasus books,1
1083740010,i,1--4448,1--4448,2015,0,0,1,ulverscroft,1
966377460,i,1--59264,1--59264,2017,1,0,1,toby press llc,1
863139460,a,0--262,0--262,2013,0,1,0,zkm/center for art and media,1
301687733,a,,,1985,0,1,0,studies,1
47690745,a,,,1998,0,1,0,christian world studies,1
493949277,i,0--89871,0--89871,2006,0,1,0,association for computing machinery,1
870978351,i,0--13,0--13,2015,1,0,1,prentice hall,1
796938982,a,1--4537,1--4537,2011,0,1,0,kenneth westrate,1
1054219242,a,0--7637,0--7637,2000,0,0,1,jones and bartlett,1
490455029,i,0--89252,0--89252,1985,0,1,0,"spie, the international society for optical engineering",1
829645819,i,0--321,0--321,2015,1,0,1,pearson,1
865367374,i,0--86264,0--86264,1996,0,1,0,andersen press,1
1004916608,a,,,1956,0,1,0,charles c. thomas,1
476674352,a,,,2002,0,1,0,taylor and francis ltd,1
25429597,i,,,1985,0,1,0,university microfilms international,1
33349689,a,,,1995,0,1,0,st. martin's paperbacks,1
896839951,i,3--319,3--319,2015,1,0,1,springer,1
12417791,a,0--86012,0--86012,1976,0,1,0,burns and oates,1
964613082,i,,,1986,0,1,0,university of california press,1
1062373741,i,,,2018,0,0,1,cambridge university press,1
1041766700,i,1--9753,1--9753,2018,1,0,1,yen press,1
1014117193,i,1--302,1--302,2017,1,0,1,marvel entertainment,1
5824950, ,,,1964,0,1,0,walker,1
883298019,i,0--09,0--09,2013,0,1,0,vintage books,1
5071367,i,,,1972,0,1,0,m. joseph,1
1047533393,i,1--137,1--137,2015,1,0,1,palgrave macmillan,1
19466521,i,,,1988,1,0,1,james madison university,1
809419322,a,1--84617,1--84617,2006,0,1,0,f.a. thorpe,1
1005127129,i,1--78497,1--78497,2017,1,0,1,head of zeus,1
1088084432,c,0--19,0--19,2012,0,1,0,oxford university press,1
905919615,i,1--935978,1--935978,2014,1,0,1,west virginia university press,1
780810011,i,0--203 ;; 0--415,0--415,2010,0,1,0,routledge,1
2818698,i,0--8085 ;; 0--7587 ;; 0--14 ;; 0--329 ;; 1--59519,0--14,1977,0,1,0,puffin books,1
40322935, ,,,1969,0,1,0,viking press,1
26703123,a,0--440,0--440,1992,0,1,0,dell,1
892983302,i,0--486,0--486,1988,1,0,1,dover publications inc,1
11988201,a,0--8161,0--8161,1985,0,1,0,g.k. hall,1
773145097,a,0--8297,0--8297,1995,0,1,0,book of hope inc,1
1035898385,i,1--60796,1--60796,2009,1,0,1,bn publishing,1
896699192,i,1--4422,1--4422,2014,1,0,1,center for strategic and international studies,1
858460821,i,,,1976,0,1,0,m. joseph,1
862836070,i,0--520,0--520,2013,0,1,0,university of california press,1
1080417232,i,1--101,1--101,2016,0,1,0,vintage,1
1349435,i,,,1967,1,0,1,harper and row,1
122749270,a,,,1984,0,1,0,gross bros.,1
871068595,i,1--62639,1--62639,2014,1,0,1,bold strokes books,1
800899591,i,0--86715,0--86715,2011,0,1,0,quintessence pub. co,1
26668419,a,,,1978,0,1,0,popular library,1
7664368,a,0--88404,0--88404,1968,0,1,0,"publications organization, church of scientology of calif.",1
367389153,a,,,1968,0,1,0,children's press,1
647933912,i,0--85745,0--85745,2008,1,0,1,berghahn books,1
492056118,i,0--521,0--521,1996,0,1,0,cambridge university press,1
945730705,i,2--205,2--205,2015,1,0,1,dargaud,1
4575915, ,,,1957,0,1,0,fountain press,1
758258757,i,,,1961,0,1,0,russell and russell,1
1015779169,i,1--4263,1--4263,2017,1,0,1,national geographic,1
301600489,a,,,1969,0,1,0,g. wahr,1
61706949,i,,,2004,1,0,1,james madison university,1
437791234,i,,,1975,0,1,0,doubleday,1
933161766, ,,,1965,0,1,0,macmillan,1
1013364124,a,0--85345,0--85345,1997,0,0,1,monthly review press,1
957657156,i,0--9887154,0--9887154,2015,1,0,1,l2 books,1
1035093728,a,,,1999,0,1,0,scholastic,1
1057746182,a,,,1956,0,1,0,salvationist publishing and supplies,1
39189770,i,1--55963,1--55963,1998,1,0,1,island press,1
1035752317,a,,,2000,0,1,0,harcourt,1
1054912606,i,,,1988,0,0,1,bsp professional books,1
29384137,a,0--600,0--600,1974,0,1,0,country life,1
491587793,i,,,1963,0,1,0,john wright and sons ltd,1
